season,round,event_name,session_code,driver,team,regulation_era,session_weight,lap_count,representative_lap_s,best_lap_s,long_run_lap_s,long_run_degradation_s,top_speed_kph,air_temp_c,track_temp_c,humidity_pct,rainfall_flag,wind_speed_mps,wind_direction_deg,gap_to_session_best_s,pace_rank,gap_to_teammate_s
2026,5,Canadian Grand Prix,R,ALB,Williams,regulations_2026_reset,1.25,11,78.21199999999999,77.221,78.4007142857143,-0.3063333333333323,325.0,12.481818181818182,17.136363636363637,74.55454545454546,False,5.372727272727273,185.0909090909091,3.8158333333333303,19.0,1.0649999999999977
2026,5,Canadian Grand Prix,R,ALO,Aston Martin,regulations_2026_reset,1.25,23,79.81066666666668,79.635,81.40125,1.124866666666667,336.0,12.51304347826087,17.152173913043477,73.79130434782611,False,4.8869565217391315,187.3913043478261,5.414500000000018,21.0,0.4275000000000091
2026,5,Canadian Grand Prix,R,ANT,Mercedes,regulations_2026_reset,1.25,68,74.39616666666666,74.21,77.546890625,-0.20841269841269858,339.0,12.483823529411765,17.277941176470595,75.16911764705883,False,3.3411764705882354,202.97058823529412,0.0,1.0,-0.5885000000000105
2026,5,Canadian Grand Prix,R,BEA,Haas F1 Team,regulations_2026_reset,1.25,67,76.13616666666667,76.002,79.6348888888889,-0.3104193548387096,328.0,12.477611940298507,17.28955223880597,75.13283582089552,False,3.4000000000000004,205.65671641791045,1.740000000000009,13.0,-0.2847500000000025
2026,5,Canadian Grand Prix,R,BOR,Audi,regulations_2026_reset,1.25,66,76.36083333333333,76.221,79.62883928571429,-0.03580000000000015,336.0,12.483333333333334,17.256060606060608,75.22121212121213,False,3.3651515151515157,205.15151515151516,1.9646666666666732,14.0,-0.012000000000000455
2026,5,Canadian Grand Prix,R,BOT,Cadillac,regulations_2026_reset,1.25,64,78.04,77.725,82.63213333333333,-0.04227272727272726,321.0,12.509375,17.278125000000003,75.1921875,False,3.353125,206.1875,3.6438333333333475,18.0,0.29066666666666663
2026,5,Canadian Grand Prix,R,COL,Alpine,regulations_2026_reset,1.25,67,75.91333333333334,75.462,78.48918644067797,-0.06058620689655165,330.0,12.48358208955224,17.261194029850753,75.1686567164179,False,3.4298507462686567,203.44776119402985,1.5171666666666823,10.0,0.08400000000000318
2026,5,Canadian Grand Prix,R,GAS,Alpine,regulations_2026_reset,1.25,67,75.74533333333333,75.39,78.74816949152543,-0.09579310344827582,348.0,12.474626865671642,17.270149253731347,75.17313432835822,False,3.4298507462686567,203.28358208955223,1.349166666666676,7.0,-0.08400000000000318
2026,5,Canadian Grand Prix,R,HAD,Red Bull Racing,regulations_2026_reset,1.25,67,74.90216666666667,74.578,78.91877777777778,-0.2738548387096774,326.0,12.476119402985075,17.249253731343288,75.19402985074628,False,3.401492537313433,202.955223880597,0.5060000000000144,4.0,0.10158333333333758
2026,5,Canadian Grand Prix,R,HAM,Ferrari,regulations_2026_reset,1.25,68,74.69316666666666,74.573,77.64044444444444,-0.09716129032258065,337.0,12.483823529411765,17.260294117647064,75.20882352941176,False,3.348529411764706,202.75,0.29699999999999704,2.0,-0.3340000000000032
2026,5,Canadian Grand Prix,R,HUL,Audi,regulations_2026_reset,1.25,66,76.38483333333333,76.275,79.94650000000001,-0.09601694915254248,334.0,12.486363636363638,17.2469696969697,75.19848484848485,False,3.389393939393939,203.9848484848485,1.9886666666666741,15.0,0.012000000000000455
2026,5,Canadian Grand Prix,R,LAW,Racing Bulls,regulations_2026_reset,1.25,67,75.90066666666667,75.604,78.75515254237288,-0.05294827586206893,329.0,12.485074626865671,17.270149253731347,75.1776119402985,False,3.4328358208955225,203.3582089552239,1.5045000000000073,9.0,0.0
2026,5,Canadian Grand Prix,R,LEC,Ferrari,regulations_2026_reset,1.25,68,75.36116666666666,75.297,78.33696875,-0.20519047619047628,332.0,12.480882352941176,17.261764705882364,75.17647058823528,False,3.375,204.39705882352942,0.9650000000000034,5.0,0.3340000000000032
2026,5,Canadian Grand Prix,R,NOR,McLaren,regulations_2026_reset,1.25,38,76.13566666666667,75.845,79.45035483870967,-0.06883333333333326,335.0,12.455263157894734,17.050000000000004,74.88947368421054,False,4.428947368421053,188.05263157894737,1.7395000000000067,12.0,0.17858333333333576
2026,5,Canadian Grand Prix,R,OCO,Haas F1 Team,regulations_2026_reset,1.25,66,76.70566666666667,76.577,80.9177037037037,-0.07460377358490554,340.0,12.48030303030303,17.27727272727273,75.1530303030303,False,3.3833333333333333,205.65151515151516,2.309500000000014,16.0,0.2847500000000025
2026,5,Canadian Grand Prix,R,PER,Cadillac,regulations_2026_reset,1.25,39,77.45866666666667,76.915,80.47844,0.0892916666666667,340.0,12.456410256410253,17.020512820512828,75.05641025641025,False,4.425641025641027,187.87179487179486,3.062500000000014,17.0,-0.29066666666666663
2026,5,Canadian Grand Prix,R,PIA,McLaren,regulations_2026_reset,1.25,66,75.7785,75.456,79.94188524590164,0.00835000000000008,336.0,12.493939393939396,17.259090909090915,75.20151515151515,False,3.356060606060606,205.07575757575756,1.3823333333333352,8.0,-0.17858333333333576
2026,5,Canadian Grand Prix,R,RUS,Mercedes,regulations_2026_reset,1.25,29,75.57316666666667,75.477,76.53889285714286,-0.19940740740740742,335.0,12.479310344827587,17.106896551724137,73.79655172413796,False,4.706896551724138,188.79310344827587,1.1770000000000067,6.0,0.5884999999999962
2026,5,Canadian Grand Prix,R,SAI,Williams,regulations_2026_reset,1.25,67,76.082,75.852,78.87675409836064,-0.16543333333333338,320.0,12.486567164179105,17.286567164179107,75.17014925373134,False,3.3462686567164184,206.044776119403,1.6858333333333348,11.0,-1.0649999999999977
2026,5,Canadian Grand Prix,R,STR,Aston Martin,regulations_2026_reset,1.25,64,78.95566666666666,78.721,82.37271153846153,0.09350980392156874,315.0,12.4796875,17.259375,75.209375,False,3.4078125,204.5625,4.5595,20.0,-0.4275000000000091
2026,5,Canadian Grand Prix,R,VER,Red Bull Racing,regulations_2026_reset,1.25,68,74.699,74.398,77.73253125000001,-0.2464444444444446,329.0,12.479411764705885,17.2764705882353,75.1735294117647,False,3.3294117647058825,203.22058823529412,0.3028333333333393,3.0,-0.10158333333333758
