meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1288,11308,1,81,1,1,MEDIUM,0
1288,11308,1,43,1,3,MEDIUM,0
1288,11308,1,46,1,1,HARD,0
1288,11308,1,63,1,3,MEDIUM,0
1288,11308,1,50,1,3,MEDIUM,0
1288,11308,1,34,1,3,HARD,0
1288,11308,1,23,1,5,HARD,0
1288,11308,1,12,1,5,MEDIUM,0
1288,11308,1,90,1,3,HARD,0
1288,11308,1,27,1,7,MEDIUM,0
1288,11308,1,87,1,5,MEDIUM,0
1288,11308,1,10,1,3,HARD,0
1288,11308,1,38,1,3,MEDIUM,0
1288,11308,2,43,4,9,MEDIUM,3
1288,11308,1,97,1,2,MEDIUM,0
1288,11308,2,12,6,9,MEDIUM,5
1288,11308,2,81,2,2,MEDIUM,1
1288,11308,1,41,1,7,HARD,0
1288,11308,1,44,1,4,MEDIUM,0
1288,11308,2,87,6,8,MEDIUM,5
1288,11308,2,50,4,6,MEDIUM,3
1288,11308,2,90,4,5,HARD,3
1288,11308,2,46,2,3,HARD,1
1288,11308,1,11,1,6,HARD,0
1288,11308,1,77,1,7,HARD,0
1288,11308,1,3,1,3,SOFT,0
1288,11308,2,10,4,10,HARD,3
1288,11308,1,14,1,8,HARD,0
1288,11308,3,81,3,7,MEDIUM,2
1288,11308,3,12,10,12,MEDIUM,9
1288,11308,2,63,4,12,MEDIUM,3
1288,11308,2,27,8,13,MEDIUM,7
1288,11308,2,34,4,10,HARD,3
1288,11308,3,50,7,11,MEDIUM,6
1288,11308,3,43,10,12,MEDIUM,9
1288,11308,2,23,6,16,HARD,5
1288,11308,2,41,8,13,HARD,7
1288,11308,3,10,11,13,HARD,0
1288,11308,3,27,14,16,SOFT,0
1288,11308,2,97,3,10,MEDIUM,2
1288,11308,4,43,13,15,SOFT,0
1288,11308,4,12,13,15,SOFT,0
1288,11308,3,46,4,14,HARD,3
1288,11308,1,6,1,3,SOFT,0
1288,11308,2,44,5,14,MEDIUM,4
1288,11308,2,11,7,10,HARD,6
1288,11308,3,87,9,15,MEDIUM,8
1288,11308,5,43,16,18,SOFT,0
1288,11308,2,38,4,14,MEDIUM,3
1288,11308,2,77,8,12,HARD,7
1288,11308,3,63,13,18,SOFT,0
1288,11308,4,81,8,13,MEDIUM,0
1288,11308,3,90,6,7,HARD,0
1288,11308,4,46,15,18,SOFT,0
1288,11308,4,27,17,19,SOFT,0
1288,11308,2,14,9,15,HARD,8
1288,11308,2,3,4,10,SOFT,3
1288,11308,4,10,14,18,SOFT,0
1288,11308,4,50,12,17,MEDIUM,11
1288,11308,5,46,19,20,SOFT,4
1288,11308,3,23,17,22,SOFT,0
1288,11308,6,43,19,19,SOFT,6
1288,11308,2,6,4,5,SOFT,3
1288,11308,4,87,16,18,SOFT,0
1288,11308,3,34,11,17,HARD,10
1288,11308,3,14,16,18,SOFT,0
1288,11308,5,81,14,19,SOFT,0
1288,11308,4,90,8,13,SOFT,0
1288,11308,3,77,13,15,SOFT,0
1288,11308,3,44,15,20,SOFT,0
1288,11308,3,97,11,16,MEDIUM,10
1288,11308,1,1,1,5,MEDIUM,0
1288,11308,5,50,18,20,SOFT,0
1288,11308,4,14,19,21,SOFT,3
1288,11308,5,12,16,29,MEDIUM,12
1288,11308,3,3,11,13,SOFT,0
1288,11308,3,41,14,16,SOFT,0
1288,11308,4,63,19,30,MEDIUM,12
1288,11308,3,11,11,12,SOFT,0
1288,11308,6,50,21,23,SOFT,3
1288,11308,5,34,22,22,SOFT,4
1288,11308,4,34,18,21,SOFT,0
1288,11308,4,41,17,18,SOFT,3
1288,11308,4,97,17,20,SOFT,0
1288,11308,5,27,20,30,MEDIUM,0
1288,11308,4,11,13,14,SOFT,2
1288,11308,5,90,14,19,HARD,7
1288,11308,3,6,6,11,SOFT,4
1288,11308,4,77,16,21,SOFT,3
1288,11308,7,43,20,27,MEDIUM,0
1288,11308,4,44,21,25,MEDIUM,14
1288,11308,4,3,14,17,SOFT,3
1288,11308,5,87,19,26,MEDIUM,15
1288,11308,2,1,6,9,SOFT,0
1288,11308,5,10,19,28,HARD,13
1288,11308,3,38,15,26,SOFT,0
1288,11308,6,46,21,29,HARD,14
1288,11308,6,81,20,26,MEDIUM,13
1288,11308,4,23,23,31,SOFT,6
