meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1284,11270,2026-05-01T16:00:04.417000+00:00,,,SessionStatus,,,,,SESSION STARTED
1284,11270,2026-05-01T16:00:10+00:00,,,Other,,,,,LOW GRIP DELTA ACTIVE
1284,11270,2026-05-01T16:00:11+00:00,,,Other,,,,,LOW GRIP CONDITIONS
1284,11270,2026-05-01T16:01:38+00:00,,,Other,,,,,NORMAL GRIP CONDITIONS
1284,11270,2026-05-01T16:01:41+00:00,,,Other,,,,,NORMAL GRIP DELTA ACTIVE
1284,11270,2026-05-01T16:08:40+00:00,,,Other,,,,,CAR 44 (HAM) TIME 1:32.512 DELETED - TRACK LIMITS AT TURN 11 LAP 5 12:07:20
1284,11270,2026-05-01T16:08:42+00:00,,,Other,,,,,CAR 1 (NOR) TIME 2:41.120 DELETED - TRACK LIMITS AT TURN 19 LAP 4 12:07:26
1284,11270,2026-05-01T16:12:32+00:00,,,Other,,,,,CAR 5 (BOR) TIME 1:47.972 DELETED - TRACK LIMITS AT TURN 11 LAP 7 12:11:33
1284,11270,2026-05-01T16:12:57+00:00,,,Flag,DOUBLE YELLOW,Sector,15.0,,DOUBLE YELLOW IN TRACK SECTOR 15
1284,11270,2026-05-01T16:12:57+00:00,,,Flag,DOUBLE YELLOW,Sector,16.0,,DOUBLE YELLOW IN TRACK SECTOR 16
1284,11270,2026-05-01T16:13:02+00:00,,,Flag,CLEAR,Sector,15.0,,CLEAR IN TRACK SECTOR 15
1284,11270,2026-05-01T16:13:02+00:00,,,Flag,CLEAR,Sector,16.0,,CLEAR IN TRACK SECTOR 16
1284,11270,2026-05-01T16:16:18+00:00,,,Other,,,,,CAR 12 (ANT) TIME 1:31.394 DELETED - TRACK LIMITS AT TURN 15 LAP 6 12:15:39
1284,11270,2026-05-01T16:17:04+00:00,,,Other,,,,,CAR 44 (HAM) TIME 2:06.987 DELETED - TRACK LIMITS AT TURN 1 LAP 9 12:14:56
1284,11270,2026-05-01T16:18:43+00:00,,,Other,,,,,CAR 11 (PER) TIME 2:24.889 DELETED - DOUBLE YELLOW AT TURN 16
1284,11270,2026-05-01T16:18:45+00:00,,,Other,,,,,CAR 81 (PIA) TIME 1:37.055 DELETED - DOUBLE YELLOW AT TURN 16
1284,11270,2026-05-01T16:18:49+00:00,,,Other,,,,,CAR 27 (HUL) TIME 1:32.739 DELETED - DOUBLE YELLOW AT TURN 14
1284,11270,2026-05-01T16:19:59+00:00,,,Other,,,,,CAR 16 (LEC) LAP DELETED - TRACK LIMITS AT TURN 11 LAP 11 12:19:00 (PIT)
1284,11270,2026-05-01T16:24:30+00:00,,,Other,,,,,CAR 43 (COL) TIME 1:40.533 DELETED - TRACK LIMITS AT TURN 15 LAP 9 12:23:35
1284,11270,2026-05-01T16:30:37+00:00,,,Other,,,,,CAR 63 (RUS) TIME 2:00.547 DELETED - TRACK LIMITS AT TURN 1 LAP 10 12:28:37
1284,11270,2026-05-01T16:33:15+00:00,,,Other,,,,,CAR 77 (BOT) TIME 2:12.752 DELETED - TRACK LIMITS AT TURN 7 LAP 4 12:08:06
1284,11270,2026-05-01T16:34:02+00:00,,,Other,,,,,CAR 5 (BOR) TIME 1:54.117 DELETED - TRACK LIMITS AT TURN 1 LAP 6 12:08:55
1284,11270,2026-05-01T16:41:11+00:00,,,Other,,,,,CAR 23 (ALB) TIME 1:52.262 DELETED - TRACK LIMITS AT TURN 17 LAP 17 12:40:08
1284,11270,2026-05-01T16:47:57+00:00,,,Other,,,,,CAR 3 (VER) TIME 1:34.415 DELETED - TRACK LIMITS AT TURN 15 LAP 18 12:47:15
1284,11270,2026-05-01T16:49:24+00:00,,,Other,,,,,CAR 31 (OCO) TIME 1:34.731 DELETED - TRACK LIMITS AT TURN 15 LAP 18 12:48:24
