meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1284,11270,55,1,,,41.431,30.392,183.0,156,True,,"[2064, 2064, 2064, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2051]","[2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051]",253
1284,11270,16,1,2026-05-01T16:00:17.214000+00:00,,42.806,39.058,186.0,158,True,,"[2064, 2064, 2064, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051]",94
1284,11270,44,1,2026-05-01T16:00:20.948000+00:00,,44.777,31.357,156.0,152,True,,"[2064, 2064, 2064, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051]",224
1284,11270,30,1,2026-05-01T16:00:39.214000+00:00,,44.43,34.82,177.0,146,True,,"[2064, 2064, 2064, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051]",193
1284,11270,31,1,2026-05-01T16:00:52.311000+00:00,,44.413,35.206,171.0,154,True,,"[2064, 2064, 2064, 2048, 2048, 2048, 2048, 2048, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",229
1284,11270,87,1,2026-05-01T16:00:56.639000+00:00,,45.641,36.077,181.0,155,True,,"[2064, 2064, 2064, 2048, 2048, 2048, 2048, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",174
1284,11270,41,1,2026-05-01T16:01:07.061000+00:00,,43.211,35.111,166.0,148,True,,"[2064, 2064, 2064, 2048, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",194
1284,11270,1,1,2026-05-01T16:01:18.280000+00:00,,46.513,34.939,188.0,96,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2049, 2049, 2049, 2049, 2049, 2051]",140
1284,11270,23,1,2026-05-01T16:01:23.389000+00:00,,45.576,34.153,190.0,153,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2049, 2049, 2049, 2049, 2049]",136
1284,11270,3,1,2026-05-01T16:01:28.158000+00:00,,42.342,35.125,192.0,152,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",178
