meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1289,11316,1,10,1,1,HARD,0
1289,11316,1,23,1,5,HARD,0
1289,11316,1,55,1,5,HARD,0
1289,11316,1,30,1,8,HARD,0
1289,11316,1,31,1,7,HARD,0
1289,11316,1,63,1,7,HARD,0
1289,11316,1,43,1,8,HARD,0
1289,11316,1,18,1,6,HARD,0
1289,11316,2,23,6,11,HARD,5
1289,11316,1,87,1,9,HARD,0
1289,11316,1,41,1,11,HARD,0
1289,11316,1,6,1,7,HARD,0
1289,11316,2,63,8,10,HARD,7
1289,11316,1,81,1,8,HARD,0
1289,11316,1,1,1,9,HARD,0
1289,11316,1,3,1,8,HARD,0
1289,11316,2,55,6,13,HARD,5
1289,11316,1,27,1,10,HARD,0
1289,11316,1,12,1,12,HARD,0
1289,11316,1,16,1,12,HARD,0
1289,11316,1,5,1,11,HARD,0
1289,11316,2,31,8,10,HARD,7
1289,11316,2,43,9,9,HARD,8
1289,11316,1,14,1,10,HARD,0
1289,11316,1,44,1,13,HARD,0
1289,11316,2,5,12,13,HARD,11
1289,11316,2,18,7,11,HARD,6
1289,11316,2,10,2,11,HARD,0
1289,11316,2,16,13,15,HARD,12
1289,11316,2,14,11,13,SOFT,0
1289,11316,2,44,14,16,HARD,13
1289,11316,3,10,12,13,HARD,11
1289,11316,1,11,1,15,HARD,0
1289,11316,2,30,9,16,HARD,0
1289,11316,2,41,12,19,HARD,11
1289,11316,1,77,1,14,HARD,0
1289,11316,2,27,11,19,HARD,10
1289,11316,2,81,9,14,HARD,8
1289,11316,3,63,11,21,HARD,10
1289,11316,3,55,14,23,HARD,13
1289,11316,2,12,13,22,HARD,12
1289,11316,3,16,16,21,HARD,15
1289,11316,3,43,10,18,HARD,9
1289,11316,3,31,11,18,HARD,10
1289,11316,2,6,8,18,HARD,7
1289,11316,3,23,12,21,HARD,11
1289,11316,2,87,10,18,HARD,9
1289,11316,2,1,10,18,HARD,9
1289,11316,3,14,14,16,SOFT,3
1289,11316,3,18,12,17,SOFT,0
1289,11316,3,44,17,23,HARD,16
1289,11316,3,27,20,20,HARD,0
1289,11316,3,5,14,20,HARD,0
1289,11316,2,3,9,19,HARD,8
1289,11316,4,10,14,17,HARD,13
1289,11316,4,55,24,26,SOFT,0
1289,11316,3,41,20,25,MEDIUM,0
1289,11316,4,23,22,24,SOFT,0
1289,11316,3,1,19,21,SOFT,0
1289,11316,3,30,17,22,MEDIUM,0
1289,11316,3,87,19,21,SOFT,0
1289,11316,2,11,16,18,SOFT,0
1289,11316,4,5,21,23,MEDIUM,0
1289,11316,2,77,15,17,SOFT,0
1289,11316,3,81,15,20,SOFT,0
1289,11316,4,63,22,27,SOFT,0
1289,11316,5,55,27,29,SOFT,0
1289,11316,4,43,19,24,MEDIUM,0
1289,11316,5,10,18,21,MEDIUM,0
1289,11316,3,12,23,25,SOFT,0
1289,11316,3,11,19,23,MEDIUM,0
1289,11316,5,23,25,30,SOFT,3
1289,11316,4,31,19,27,SOFT,0
1289,11316,4,1,22,27,SOFT,0
1289,11316,5,5,24,28,MEDIUM,3
1289,11316,4,16,22,31,SOFT,0
1289,11316,3,77,18,22,MEDIUM,0
1289,11316,5,63,28,31,HARD,21
1289,11316,4,14,17,25,MEDIUM,0
1289,11316,6,55,30,33,HARD,23
1289,11316,4,30,23,28,MEDIUM,6
1289,11316,5,43,25,28,HARD,0
1289,11316,4,87,22,27,SOFT,3
1289,11316,4,12,26,29,SOFT,3
1289,11316,4,81,21,25,SOFT,6
1289,11316,6,10,22,25,HARD,17
1289,11316,3,3,20,27,SOFT,0
1289,11316,4,18,18,26,MEDIUM,0
1289,11316,4,27,21,29,MEDIUM,0
1289,11316,4,44,24,32,SOFT,0
1289,11316,3,6,19,28,SOFT,0
1289,11316,4,41,26,32,MEDIUM,6
