season,round,event_name,session_code,driver,team,stint,compound,lap_count,mean_lap_time_s,degradation_per_lap_s,degradation_index,start_tyre_life,end_tyre_life
2026,12,Dutch Grand Prix,S,ALB,Williams,1.0,MEDIUM,23,78.75560869565219,0.35868181818181843,0.6709486166007905,7,29
2026,12,Dutch Grand Prix,S,ALO,Aston Martin,1.0,MEDIUM,23,78.61795652173912,0.37013636363636365,0.5080306554895796,2,24
2026,12,Dutch Grand Prix,S,ANT,Mercedes,1.0,MEDIUM,23,76.04726086956522,0.08704545454545419,0.8913043478260869,6,28
2026,12,Dutch Grand Prix,S,BEA,Haas F1 Team,1.0,SOFT,23,78.42739130434782,0.4034545454545457,0.6778656126482214,2,24
2026,12,Dutch Grand Prix,S,BOR,Audi,1.0,MEDIUM,23,77.61008695652173,0.1518636363636361,0.7272727272727272,8,30
2026,12,Dutch Grand Prix,S,BOT,Cadillac,1.0,MEDIUM,22,79.0648181818182,0.16452380952380943,0.534312362453131,2,23
2026,12,Dutch Grand Prix,S,COL,Alpine,1.0,MEDIUM,23,77.96665217391305,0.2181363636363633,0.6936758893280633,5,27
2026,12,Dutch Grand Prix,S,GAS,Alpine,1.0,MEDIUM,23,77.55056521739131,0.16977272727272724,0.541501976284585,2,24
2026,12,Dutch Grand Prix,S,HAM,Ferrari,1.0,MEDIUM,23,76.26417391304349,-0.0026818181818180683,0.5523715415019763,9,31
2026,12,Dutch Grand Prix,S,HUL,Audi,1.0,MEDIUM,4,81.20525,1.2126666666666637,0.19999999999999998,9,12
2026,12,Dutch Grand Prix,S,HUL,Audi,2.0,MEDIUM,1,77.706,0.0,0.0,2,2
2026,12,Dutch Grand Prix,S,LAW,Red Bull Racing,1.0,MEDIUM,23,77.67599999999997,0.16740909090909123,0.6541501976284586,8,30
2026,12,Dutch Grand Prix,S,LEC,Ferrari,1.0,SOFT,23,75.89334782608698,0.051045454545454755,0.892292490118577,6,28
2026,12,Dutch Grand Prix,S,LIN,Racing Bulls,1.0,MEDIUM,23,77.5922608695652,0.12227272727272717,0.6462450592885376,6,28
2026,12,Dutch Grand Prix,S,NOR,McLaren,1.0,MEDIUM,23,76.08665217391305,0.09418181818181831,0.9110671936758895,6,28
2026,12,Dutch Grand Prix,S,OCO,Haas F1 Team,1.0,MEDIUM,23,78.42995652173914,0.4044545454545453,0.7114624505928854,8,30
2026,12,Dutch Grand Prix,S,PER,Cadillac,1.0,MEDIUM,20,79.87529999999998,0.38284210526315793,0.6766917293233082,2,21
2026,12,Dutch Grand Prix,S,PIA,McLaren,1.0,MEDIUM,23,76.2222608695652,0.046272727272727306,0.8399209486166009,6,28
2026,12,Dutch Grand Prix,S,RUS,Mercedes,1.0,MEDIUM,23,75.90908695652173,0.05422727272727263,0.8972332015810277,6,28
2026,12,Dutch Grand Prix,S,SAI,Williams,1.0,MEDIUM,15,79.13820000000001,0.26099999999999973,0.38214285714285706,9,23
2026,12,Dutch Grand Prix,S,SAI,Williams,2.0,MEDIUM,7,83.436,-0.6566666666666663,0.21428571428571433,24,30
2026,12,Dutch Grand Prix,S,STR,Aston Martin,1.0,MEDIUM,23,78.72291304347827,0.35222727272727317,0.6916996047430831,2,24
2026,12,Dutch Grand Prix,S,TSU,Racing Bulls,1.0,MEDIUM,23,78.03160869565217,0.27422727272727276,0.6561264822134387,6,28
2026,12,Dutch Grand Prix,S,VER,Red Bull Racing,1.0,MEDIUM,23,76.21613043478258,0.010727272727272918,0.6571146245059288,6,28
