id,season,round,race_id,race_name,circuit_id,archetype_label,race_difficulty,nominal_race_laps,pit_loss_estimate_s,best_strategy_code,best_strategy_label,key_insight,confidence_score,model_version,scenario_template_version,feature_build_version,generated_at,build_version,source_label
2026-10-spa,2026,10,2026-10-spa,Belgian Grand Prix,spa,Balanced circuit,High,44,22.5,defensive_1_stop,Defensive one-stop,Defensive one-stop projects as the cleanest opening profile for Belgian Grand Prix because pit loss is around 22.5s and tyre stress trends Low.,0.247778,strategy_lab_model_v2,strategy_templates_v1,race_week_20260709T161240Z,2026-07-09T16:12:46Z,strategy_lab_20260709T161246Z,strategy_lab_overview_v1
