season,round,event_name,session_code,driver,team,regulation_era,session_weight,lap_count,representative_lap_s,best_lap_s,long_run_lap_s,long_run_degradation_s,top_speed_kph,air_temp_c,track_temp_c,humidity_pct,rainfall_flag,wind_speed_mps,wind_direction_deg,gap_to_session_best_s,pace_rank,gap_to_teammate_s
2026,7,Barcelona Grand Prix,R,ALB,Williams,regulations_2026_reset,1.25,54,82.99683333333333,81.744,86.7606052631579,-0.05727027027027026,348.0,30.737037037037037,50.670370370370364,29.27592592592593,False,2.7703703703703697,126.51851851851852,2.771333333333331,17.0,0.1528333333333336
2026,7,Barcelona Grand Prix,R,ALO,Aston Martin,regulations_2026_reset,1.25,37,85.63233333333334,85.366,87.0237931034483,-0.01674999999999979,349.0,30.63513513513513,50.91621621621621,29.900000000000006,False,3.054054054054054,131.8108108108108,5.4068333333333385,20.0,-2.0895333333333355
2026,7,Barcelona Grand Prix,R,ANT,Mercedes,regulations_2026_reset,1.25,61,80.83366666666667,80.704,82.53451020408164,0.0055625000000002105,350.0,30.731147540983613,50.765573770491805,29.306557377049177,False,2.8016393442622953,126.0327868852459,0.6081666666666763,6.0,0.0350000000000108
2026,7,Barcelona Grand Prix,R,BEA,Haas F1 Team,regulations_2026_reset,1.25,60,82.75516666666667,82.419,86.13929032258065,0.3697999999999998,352.0,30.733333333333338,50.699999999999996,29.284999999999993,False,2.881666666666667,123.9,2.529666666666671,13.0,-0.06866666666667243
2026,7,Barcelona Grand Prix,R,BOR,Audi,regulations_2026_reset,1.25,64,82.0425,81.446,86.742375,-0.07357446808510634,357.0,30.74375,50.64375,29.184375,False,2.8812500000000005,122.3125,1.8170000000000073,9.0,-0.9207499999999982
2026,7,Barcelona Grand Prix,R,BOT,Cadillac,regulations_2026_reset,1.25,15,86.32016666666668,85.745,88.0846,0.6294444444444436,346.0,30.58666666666667,50.96666666666666,30.153333333333332,False,2.8133333333333335,127.4,6.094666666666683,21.0,1.382000000000005
2026,7,Barcelona Grand Prix,R,COL,Alpine,regulations_2026_reset,1.25,65,82.76700000000001,82.449,86.0807358490566,-0.01240384615384635,350.0,30.738461538461543,50.65384615384615,29.172307692307697,False,2.769230769230769,126.12307692307692,2.5415000000000134,14.0,0.2397500000000008
2026,7,Barcelona Grand Prix,R,GAS,Alpine,regulations_2026_reset,1.25,65,82.28750000000001,81.708,85.98288679245283,-0.028365384615384508,351.0,30.733846153846155,50.683076923076925,29.16769230769231,False,2.749230769230769,127.13846153846154,2.062000000000012,10.0,-0.2397500000000008
2026,7,Barcelona Grand Prix,R,HAD,Red Bull Racing,regulations_2026_reset,1.25,65,81.37283333333333,80.15,85.21450000000002,-0.07223529411764701,354.0,30.74153846153846,50.69538461538462,29.16615384615385,False,2.8138461538461534,121.58461538461539,1.1473333333333358,8.0,0.39033333333333076
2026,7,Barcelona Grand Prix,R,HAM,Ferrari,regulations_2026_reset,1.25,66,80.2255,80.122,83.6690769230769,0.0006862745098041333,338.0,30.7439393939394,50.74242424242424,29.20909090909091,False,2.6742424242424243,127.22727272727273,0.0,1.0,-0.21800000000000352
