meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1279,11229,1,55,1,1,SOFT,0
1279,11229,1,14,1,5,MEDIUM,0
1279,11229,1,1,1,5,SOFT,0
1279,11229,1,63,1,3,SOFT,0
1279,11229,1,16,1,4,SOFT,0
1279,11229,1,12,1,4,SOFT,0
1279,11229,1,11,1,5,MEDIUM,0
1279,11229,1,43,1,8,HARD,0
1279,11229,1,5,1,6,SOFT,0
1279,11229,1,31,1,5,MEDIUM,0
1279,11229,1,87,1,3,MEDIUM,0
1279,11229,2,14,6,6,MEDIUM,5
1279,11229,1,44,1,8,SOFT,0
1279,11229,1,10,1,8,HARD,0
1279,11229,1,27,1,7,SOFT,0
1279,11229,2,43,9,10,HARD,8
1279,11229,1,3,1,3,SOFT,0
1279,11229,2,12,5,7,SOFT,4
1279,11229,2,63,4,7,SOFT,3
1279,11229,2,16,5,9,SOFT,0
1279,11229,2,27,8,11,SOFT,7
1279,11229,1,77,1,5,SOFT,0
1279,11229,3,14,7,11,SOFT,0
1279,11229,1,41,1,8,HARD,0
1279,11229,2,87,4,10,MEDIUM,3
1279,11229,1,30,1,9,HARD,0
1279,11229,3,87,11,12,MEDIUM,0
1279,11229,2,10,9,19,HARD,8
1279,11229,1,81,1,12,SOFT,0
1279,11229,3,27,12,14,SOFT,11
1279,11229,3,63,8,16,SOFT,7
1279,11229,3,12,8,16,SOFT,7
1279,11229,2,41,9,9,HARD,8
1279,11229,2,31,6,12,MEDIUM,5
1279,11229,2,5,7,12,SOFT,6
1279,11229,3,43,11,17,HARD,10
1279,11229,2,30,10,10,HARD,9
1279,11229,4,87,13,13,MEDIUM,0
1279,11229,4,12,17,18,SOFT,0
1279,11229,3,10,20,20,HARD,0
1279,11229,2,1,6,17,SOFT,5
1279,11229,4,63,17,18,SOFT,0
1279,11229,1,23,1,12,MEDIUM,0
1279,11229,3,16,10,15,SOFT,9
1279,11229,3,31,13,14,SOFT,0
1279,11229,4,10,21,21,SOFT,0
1279,11229,2,81,13,13,SOFT,12
1279,11229,3,5,13,14,SOFT,0
1279,11229,2,44,9,18,SOFT,8
1279,11229,4,27,15,18,SOFT,0
1279,11229,3,41,10,11,SOFT,0
1279,11229,2,77,6,8,SOFT,5
1279,11229,4,43,18,18,SOFT,0
1279,11229,1,6,1,11,SOFT,0
1279,11229,2,3,4,11,SOFT,3
1279,11229,4,14,12,16,SOFT,5
1279,11229,5,87,14,14,SOFT,1
1279,11229,2,11,6,17,MEDIUM,0
1279,11229,3,30,11,11,SOFT,0
1279,11229,4,30,12,13,SOFT,1
1279,11229,4,41,12,15,SOFT,2
1279,11229,3,81,14,17,SOFT,0
1279,11229,5,27,19,22,SOFT,4
1279,11229,3,44,19,22,SOFT,0
1279,11229,3,77,9,12,SOFT,0
1279,11229,3,1,18,22,SOFT,0
1279,11229,2,6,12,15,SOFT,0
1279,11229,5,43,19,22,SOFT,0
1279,11229,3,3,12,15,SOFT,0
1279,11229,5,63,19,23,SOFT,2
1279,11229,5,14,17,20,SOFT,0
1279,11229,2,23,13,17,SOFT,0
1279,11229,4,16,16,20,SOFT,0
1279,11229,6,87,15,18,SOFT,0
1279,11229,5,10,22,26,SOFT,1
1279,11229,4,31,15,19,SOFT,2
1279,11229,3,11,18,21,SOFT,0
1279,11229,4,5,15,19,SOFT,2
