meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1279,11229,2026-03-07T01:27:54+00:00,,,Other,,,,,ESTIMATED TIME OF SESSION START - 12:45
1279,11229,2026-03-07T01:40:35+00:00,,,Other,,,,,ESTIMATED TIME OF SESSION START - 12:50
1279,11229,2026-03-07T01:46:58+00:00,,,Other,,,,,SESSION WILL START AT 12:50
1279,11229,2026-03-07T01:48:07+00:00,,,Other,,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 7
1279,11229,2026-03-07T01:50:00.185000+00:00,,,SessionStatus,,,,,SESSION STARTED
1279,11229,2026-03-07T01:50:00+00:00,,,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1279,11229,2026-03-07T01:54:10+00:00,,,Flag,CLEAR,Sector,7.0,,CLEAR IN TRACK SECTOR 7
1279,11229,2026-03-07T01:58:09+00:00,,,Flag,DOUBLE YELLOW,Sector,19.0,,DOUBLE YELLOW IN TRACK SECTOR 19
1279,11229,2026-03-07T01:58:10+00:00,,,Flag,YELLOW,Sector,20.0,,YELLOW IN TRACK SECTOR 20
1279,11229,2026-03-07T01:58:11+00:00,,,Flag,DOUBLE YELLOW,Sector,20.0,,DOUBLE YELLOW IN TRACK SECTOR 20
1279,11229,2026-03-07T01:58:34+00:00,,,Flag,CLEAR,Sector,19.0,,CLEAR IN TRACK SECTOR 19
1279,11229,2026-03-07T02:00:23+00:00,,,SafetyCar,,,,,VSC DEPLOYED
1279,11229,2026-03-07T02:00:25+00:00,,,Other,,,,,PIT LANE ENTRY CLOSED
1279,11229,2026-03-07T02:00:26+00:00,,,Flag,CLEAR,Sector,20.0,,CLEAR IN TRACK SECTOR 20
1279,11229,2026-03-07T02:01:32+00:00,,,Flag,DOUBLE YELLOW,Sector,20.0,,DOUBLE YELLOW IN TRACK SECTOR 20
1279,11229,2026-03-07T02:01:52+00:00,,,Other,,,,,MARSHALS ON TRACK AT PIT ENTRY
1279,11229,2026-03-07T02:03:42.299000+00:00,,,SessionStatus,,,,,SESSION ABORTED
1279,11229,2026-03-07T02:03:42+00:00,,,Flag,RED,Track,,,RED FLAG
1279,11229,2026-03-07T02:03:42+00:00,,,Flag,CLEAR,Sector,20.0,,CLEAR IN TRACK SECTOR 20
1279,11229,2026-03-07T02:03:50+00:00,,,Other,,,,,PIT LANE ENTRY OPEN
1279,11229,2026-03-07T02:06:13+00:00,,,Flag,CLEAR,Track,,,TRACK CLEAR
1279,11229,2026-03-07T02:06:16+00:00,,,Other,,,,,OVERTAKE ENABLED
1279,11229,2026-03-07T02:06:37+00:00,,,Flag,DOUBLE YELLOW,Sector,19.0,,DOUBLE YELLOW IN TRACK SECTOR 19
1279,11229,2026-03-07T02:06:43+00:00,,,Flag,CLEAR,Sector,19.0,,CLEAR IN TRACK SECTOR 19
1279,11229,2026-03-07T02:09:15+00:00,,,Other,,,,,ESTIMATED TIME OF SESSION START - 13:11
1279,11229,2026-03-07T02:10:02+00:00,,,Other,,,,,SESSION WILL RESUME AT 13:11
1279,11229,2026-03-07T02:11:00.193000+00:00,,,SessionStatus,,,,,SESSION STARTED
1279,11229,2026-03-07T02:11:00+00:00,,,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1279,11229,2026-03-07T02:22:48+00:00,,,Flag,YELLOW,Sector,6.0,,YELLOW IN TRACK SECTOR 6
1279,11229,2026-03-07T02:23:14+00:00,,,Flag,CLEAR,Sector,6.0,,CLEAR IN TRACK SECTOR 6
1279,11229,2026-03-07T02:25:51+00:00,,,Other,,,,,CAR 43 (COL) TIME 1:22.908 DELETED - TRACK LIMITS AT TURN 6 LAP 15 13:22:10
1279,11229,2026-03-07T02:36:50+00:00,,,Flag,YELLOW,Sector,3.0,,YELLOW IN TRACK SECTOR 3
1279,11229,2026-03-07T02:36:53+00:00,,,Flag,YELLOW,Sector,2.0,,YELLOW IN TRACK SECTOR 2
1279,11229,2026-03-07T02:36:54+00:00,,,Flag,DOUBLE YELLOW,Sector,3.0,,DOUBLE YELLOW IN TRACK SECTOR 3
1279,11229,2026-03-07T02:37:12.986000+00:00,,,SessionStatus,,,,,SESSION ABORTED
1279,11229,2026-03-07T02:37:13+00:00,,,Flag,RED,Track,,,RED FLAG
1279,11229,2026-03-07T02:37:13+00:00,,,Flag,CLEAR,Sector,2.0,,CLEAR IN TRACK SECTOR 2
1279,11229,2026-03-07T02:37:13+00:00,,,Flag,CLEAR,Sector,3.0,,CLEAR IN TRACK SECTOR 3
1279,11229,2026-03-07T02:37:37+00:00,,,Other,,,,,MEDICAL CAR DEPLOYED
1279,11229,2026-03-07T02:40:39+00:00,,,Flag,CLEAR,Track,,,TRACK CLEAR
1279,11229,2026-03-07T02:40:42+00:00,,,Other,,,,,OVERTAKE ENABLED
1279,11229,2026-03-07T02:41:35+00:00,,,Flag,DOUBLE YELLOW,Sector,3.0,,DOUBLE YELLOW IN TRACK SECTOR 3
1279,11229,2026-03-07T02:44:31+00:00,,,Other,,,,,SESSION WILL RESUME AT 13:46
1279,11229,2026-03-07T02:45:20+00:00,,,Flag,CLEAR,Sector,3.0,,CLEAR IN TRACK SECTOR 3
1279,11229,2026-03-07T02:46:00.184000+00:00,,,SessionStatus,,,,,SESSION STARTED
1279,11229,2026-03-07T02:46:00+00:00,,,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1279,11229,2026-03-07T02:46:02+00:00,,,Other,,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 3
1279,11229,2026-03-07T02:50:00.271000+00:00,,,SessionStatus,,,,,SESSION FINISHED
1279,11229,2026-03-07T02:50:00+00:00,,,Flag,CHEQUERED,Track,,,CHEQUERED FLAG
1279,11229,2026-03-07T02:50:11+00:00,,,Other,,,,,FIRST CAR TO TAKE THE FLAG - CAR 81 (PIA)
1279,11229,2026-03-07T02:50:22+00:00,,,Flag,CLEAR,Sector,3.0,,CLEAR IN TRACK SECTOR 3
1279,11229,2026-03-07T02:51:49+00:00,,,Other,,,,,CAR 11 (PER) TIME 1:42.572 DELETED - TRACK LIMITS AT TURN 3 LAP 20 13:50:20
1279,11229,2026-03-07T02:57:46+00:00,,,Flag,DOUBLE YELLOW,Sector,6.0,,DOUBLE YELLOW IN TRACK SECTOR 6
1279,11229,2026-03-07T02:58:01+00:00,,,Flag,DOUBLE YELLOW,Sector,3.0,,DOUBLE YELLOW IN TRACK SECTOR 3
1279,11229,2026-03-07T02:58:10+00:00,,,Flag,CLEAR,Sector,6.0,,CLEAR IN TRACK SECTOR 6
1279,11229,2026-03-07T02:58:28+00:00,,,Flag,DOUBLE YELLOW,Sector,15.0,,DOUBLE YELLOW IN TRACK SECTOR 15
1279,11229,2026-03-07T02:58:34+00:00,,,Flag,DOUBLE YELLOW,Sector,20.0,,DOUBLE YELLOW IN TRACK SECTOR 20
1279,11229,2026-03-07T02:58:52+00:00,,,Flag,CLEAR,Sector,20.0,,CLEAR IN TRACK SECTOR 20
1279,11229,2026-03-07T02:59:04+00:00,,,Flag,DOUBLE YELLOW,Sector,19.0,,DOUBLE YELLOW IN TRACK SECTOR 19
1279,11229,2026-03-07T02:59:37+00:00,,,Flag,YELLOW,Sector,12.0,,YELLOW IN TRACK SECTOR 12
