season,round,event_name,session_code,driver,team,regulation_era,session_weight,lap_count,representative_lap_s,best_lap_s,long_run_lap_s,long_run_degradation_s,top_speed_kph,air_temp_c,track_temp_c,humidity_pct,rainfall_flag,wind_speed_mps,wind_direction_deg,gap_to_session_best_s,pace_rank,gap_to_teammate_s
2026,2,Chinese Grand Prix,R,ALO,Aston Martin,regulations_2026_reset,1.25,32,99.76683333333334,99.721,105.94400000000002,0.1871153846153844,325.0,16.06875,24.746875000000003,52.696875,False,1.671875,94.03125,4.395666666666671,17.0,-0.6810833333333335
2026,2,Chinese Grand Prix,R,ANT,Mercedes,regulations_2026_reset,1.25,54,95.37116666666667,95.275,96.56558333333334,-0.01289361702127648,332.0,15.796296296296294,23.67222222222222,54.12777777777777,False,1.9444444444444444,96.37037037037037,0.0,1.0,-0.06691666666667118
2026,2,Chinese Grand Prix,R,BEA,Haas F1 Team,regulations_2026_reset,1.25,55,96.688,96.429,98.09808333333335,-0.06542553191489368,343.0,15.796363636363631,23.76545454545455,54.1290909090909,False,1.8890909090909092,94.96363636363637,1.316833333333335,9.0,0.1564166666666722
2026,2,Chinese Grand Prix,R,BOT,Cadillac,regulations_2026_reset,1.25,54,98.93400000000001,98.393,100.42025531914895,-0.06528260869565218,335.0,15.803703703703702,23.733333333333334,54.07037037037036,False,1.92962962962963,98.0,3.5628333333333444,16.0,0.0005833333333384871
2026,2,Chinese Grand Prix,R,COL,Alpine,regulations_2026_reset,1.25,54,96.9165,96.783,100.86447826086957,-0.014955555555555595,338.0,15.798148148148146,23.68888888888889,54.07962962962962,False,1.8833333333333333,93.33333333333333,1.545333333333332,10.0,0.1492500000000092
2026,2,Chinese Grand Prix,R,GAS,Alpine,regulations_2026_reset,1.25,54,96.618,96.505,97.94635416666667,-0.040531914893617044,353.0,15.790740740740738,23.711111111111112,54.11851851851851,False,1.8481481481481483,92.57407407407408,1.2468333333333277,7.0,-0.149249999999995
2026,2,Chinese Grand Prix,R,HAD,Red Bull Racing,regulations_2026_reset,1.25,55,97.46033333333332,97.311,98.80180851063831,-0.015586956521739104,344.0,15.798181818181813,23.705454545454543,54.08727272727272,False,1.8927272727272726,94.72727272727273,2.0891666666666566,13.0,0.17158333333333076
2026,2,Chinese Grand Prix,R,HAM,Ferrari,regulations_2026_reset,1.25,54,96.14716666666668,96.092,97.195,-0.03261702127659577,328.0,15.796296296296292,23.718518518518522,54.11296296296296,False,2.075925925925926,95.87037037037037,0.7760000000000105,3.0,-0.014833333333328369
2026,2,Chinese Grand Prix,R,HUL,Audi,regulations_2026_reset,1.25,54,96.63833333333334,96.18,100.73817391304348,-0.037622222222222175,344.0,15.799999999999999,23.72222222222222,54.0574074074074,False,1.9314814814814814,95.88888888888889,1.267166666666668,8.0,0.0
2026,2,Chinese Grand Prix,R,LAW,Racing Bulls,regulations_2026_reset,1.25,56,97.21449999999999,97.096,98.37383333333332,-0.0629574468085107,345.0,15.801785714285714,23.755357142857143,54.08749999999999,False,1.8464285714285715,95.01785714285714,1.8433333333333195,12.0,0.514333333333326
2026,2,Chinese Grand Prix,R,LEC,Ferrari,regulations_2026_reset,1.25,54,96.17683333333333,96.011,97.28425,-0.03940425531914902,336.0,15.794444444444439,23.72037037037037,54.10555555555555,False,2.053703703703704,95.72222222222223,0.8056666666666672,4.0,0.014833333333328369
2026,2,Chinese Grand Prix,R,LIN,Racing Bulls,regulations_2026_reset,1.25,55,96.18583333333333,96.099,102.27017021276595,-0.04110869565217372,339.0,15.809090909090905,23.747272727272726,54.03818181818182,False,1.8890909090909092,95.12727272727273,0.8146666666666675,5.0,-0.514333333333326
2026,2,Chinese Grand Prix,R,OCO,Haas F1 Team,regulations_2026_reset,1.25,55,96.37516666666666,95.964,102.44851162790695,-0.06107142857142852,333.0,15.805454545454541,23.747272727272726,54.07272727272727,False,1.8690909090909091,95.0,1.0039999999999907,6.0,-0.1564166666666722
2026,2,Chinese Grand Prix,R,PER,Cadillac,regulations_2026_reset,1.25,55,98.93283333333333,98.523,101.54406382978725,-0.045217391304347786,335.0,15.809090909090905,23.75090909090909,54.059999999999995,False,1.8563636363636364,98.05454545454545,3.5616666666666674,15.0,-0.0005833333333384871
2026,2,Chinese Grand Prix,R,RUS,Mercedes,regulations_2026_reset,1.25,55,95.505,95.4,96.74491666666667,-0.04387234042553186,345.0,15.801818181818177,23.74909090909091,54.09636363636362,False,2.021818181818182,95.16363636363636,0.13383333333332814,2.0,0.06691666666665697
2026,2,Chinese Grand Prix,R,SAI,Williams,regulations_2026_reset,1.25,55,98.06516666666666,97.981,98.99031914893617,-0.03317391304347849,349.0,15.809090909090907,23.776363636363637,54.02545454545454,False,1.8345454545454547,95.69090909090909,2.6939999999999884,14.0,0.0
2026,2,Chinese Grand Prix,R,STR,Aston Martin,regulations_2026_reset,1.25,9,101.129,100.883,100.99520000000001,-0.027250000000002217,321.0,16.2,25.34444444444445,51.65555555555555,False,1.7222222222222223,91.55555555555556,5.757833333333338,18.0,0.6810833333333335
2026,2,Chinese Grand Prix,R,VER,Red Bull Racing,regulations_2026_reset,1.25,44,97.11716666666668,97.046,98.28933333333333,-0.08428947368421061,341.0,15.924999999999999,24.254545454545454,53.51363636363637,False,1.8477272727272724,94.20454545454545,1.7460000000000093,11.0,-0.17158333333331655
