meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1284,11276,1,41,1,3,SOFT,0
1284,11276,1,30,1,2,SOFT,0
1284,11276,1,23,1,3,SOFT,0
1284,11276,1,31,1,3,SOFT,0
1284,11276,1,55,1,3,SOFT,0
1284,11276,1,87,1,3,SOFT,0
1284,11276,1,18,1,3,SOFT,0
1284,11276,1,27,1,3,MEDIUM,6
1284,11276,1,14,1,3,SOFT,0
1284,11276,1,11,1,3,SOFT,0
1284,11276,1,77,1,3,SOFT,0
1284,11276,1,10,1,2,SOFT,9
1284,11276,1,43,1,2,SOFT,0
1284,11276,1,6,1,3,SOFT,3
1284,11276,1,16,1,3,SOFT,3
1284,11276,1,44,1,3,SOFT,3
1284,11276,1,1,1,3,SOFT,3
1284,11276,1,81,1,3,SOFT,3
1284,11276,1,63,1,3,SOFT,3
1284,11276,1,12,1,3,SOFT,3
1284,11276,2,23,4,6,SOFT,0
1284,11276,2,30,3,5,SOFT,0
1284,11276,2,55,4,6,SOFT,0
1284,11276,2,31,4,6,SOFT,0
1284,11276,2,18,4,6,SOFT,0
1284,11276,2,41,4,6,SOFT,0
1284,11276,2,14,4,6,SOFT,0
1284,11276,2,11,4,6,SOFT,0
1284,11276,2,27,4,6,SOFT,0
1284,11276,2,77,4,6,SOFT,0
1284,11276,3,14,7,8,SOFT,0
1284,11276,1,5,1,3,SOFT,0
1284,11276,3,41,7,9,SOFT,0
1284,11276,3,18,7,9,SOFT,0
1284,11276,3,11,7,9,SOFT,0
1284,11276,3,77,7,9,SOFT,0
1284,11276,2,6,4,9,SOFT,0
1284,11276,1,3,1,3,SOFT,3
1284,11276,3,27,7,8,SOFT,0
1284,11276,3,55,7,9,SOFT,0
1284,11276,3,23,7,9,SOFT,0
1284,11276,2,16,4,9,SOFT,6
1284,11276,2,44,4,9,SOFT,6
1284,11276,3,31,7,9,SOFT,0
1284,11276,2,87,4,6,SOFT,0
1284,11276,2,10,3,8,SOFT,0
1284,11276,2,1,4,6,SOFT,6
1284,11276,2,43,3,8,SOFT,0
1284,11276,3,30,6,8,SOFT,0
1284,11276,2,81,4,8,SOFT,6
1284,11276,2,12,4,6,SOFT,0
1284,11276,2,63,4,6,SOFT,0
1284,11276,3,1,7,8,SOFT,0
1284,11276,3,12,7,9,SOFT,0
1284,11276,3,63,7,9,SOFT,0
1284,11276,3,10,9,11,SOFT,0
1284,11276,3,43,9,11,SOFT,0
1284,11276,4,55,10,12,SOFT,0
1284,11276,3,6,10,12,SOFT,0
1284,11276,2,3,4,6,SOFT,0
1284,11276,3,16,10,12,SOFT,0
1284,11276,4,27,9,11,SOFT,0
1284,11276,4,30,9,11,SOFT,0
1284,11276,3,81,9,11,SOFT,0
1284,11276,3,44,10,12,SOFT,0
1284,11276,4,31,10,12,SOFT,0
1284,11276,3,87,7,9,SOFT,0
1284,11276,4,23,10,12,SOFT,0
1284,11276,5,55,13,15,SOFT,0
1284,11276,5,27,12,14,SOFT,0
1284,11276,5,30,12,14,SOFT,0
1284,11276,5,31,13,15,SOFT,0
1284,11276,4,87,10,12,SOFT,0
1284,11276,5,23,13,15,SOFT,0
1284,11276,4,81,12,14,SOFT,0
1284,11276,4,1,9,14,SOFT,0
1284,11276,4,6,13,15,SOFT,0
1284,11276,3,3,7,9,SOFT,0
1284,11276,4,16,13,15,SOFT,0
1284,11276,4,44,13,15,SOFT,0
1284,11276,4,10,12,14,SOFT,0
1284,11276,4,43,12,14,SOFT,0
1284,11276,4,12,10,12,SOFT,0
1284,11276,4,63,10,12,SOFT,0
1284,11276,5,12,13,15,SOFT,0
1284,11276,5,63,13,15,SOFT,0
1284,11276,5,81,15,17,SOFT,0
1284,11276,5,1,15,17,SOFT,0
1284,11276,5,16,16,18,SOFT,0
1284,11276,5,44,16,18,SOFT,0
1284,11276,5,10,15,17,SOFT,0
1284,11276,5,43,15,17,SOFT,0
1284,11276,5,6,16,18,SOFT,0
1284,11276,4,3,10,12,SOFT,0
1284,11276,6,12,16,17,SOFT,0
1284,11276,6,43,18,19,SOFT,0
1284,11276,6,63,16,18,SOFT,0
1284,11276,6,81,18,20,SOFT,0
1284,11276,6,1,18,20,SOFT,0
1284,11276,6,16,19,21,SOFT,0
1284,11276,6,44,19,21,SOFT,0
1284,11276,6,10,18,20,SOFT,0
1284,11276,6,6,19,21,SOFT,0
1284,11276,5,3,13,15,SOFT,0
