meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1284,11276,2026-05-02T19:56:11+00:00,,,Flag,CLEAR,Sector,15.0,,CLEAR IN TRACK SECTOR 15
1284,11276,2026-05-02T19:56:11+00:00,,,Flag,CLEAR,Sector,16.0,,CLEAR IN TRACK SECTOR 16
1284,11276,2026-05-02T20:00:00.081000+00:00,,,SessionStatus,,,,,SESSION STARTED
1284,11276,2026-05-02T20:00:00+00:00,,,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1284,11276,2026-05-02T20:05:02+00:00,,,Other,,,,,CAR 23 (ALB) TIME 1:42.439 DELETED - TRACK LIMITS AT TURN 11 LAP 3 16:03:41
1284,11276,2026-05-02T20:14:51+00:00,,,Other,,,,,CAR 43 (COL) TIME 2:10.089 DELETED - TRACK LIMITS AT TURN 15 LAP 6 16:13:16
1284,11276,2026-05-02T20:16:40+00:00,43.0,,Flag,BLACK AND WHITE,Driver,,,BLACK AND WHITE FLAG FOR CAR 43 (COL) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS
1284,11276,2026-05-02T20:16:48+00:00,,,Other,,,,,CAR 43 (COL) TIME 2:16.950 DELETED - TRACK LIMITS AT TURN 15 LAP 7 16:15:31
1284,11276,2026-05-02T20:18:00.065000+00:00,,,SessionStatus,,,,,SESSION FINISHED
1284,11276,2026-05-02T20:18:00+00:00,,,Flag,CHEQUERED,Track,,,CHEQUERED FLAG
1284,11276,2026-05-02T20:18:07+00:00,,,Other,,,,,FIRST CAR TO TAKE THE FLAG - CAR 30 (LAW)
1284,11276,2026-05-02T20:18:59+00:00,,,Other,,,,,CAR 14 (ALO) LAP DELETED - TRACK LIMITS AT TURN 15 LAP 9 16:18:13 (PIT)
1284,11276,2026-05-02T20:19:22+00:00,,,Other,,,,,CAR 27 (HUL) LAP DELETED - TRACK LIMITS AT TURN 15 LAP 9 16:18:27 (PIT)
1284,11276,2026-05-02T20:20:43+00:00,,,Flag,DOUBLE YELLOW,Sector,17.0,,DOUBLE YELLOW IN TRACK SECTOR 17
1284,11276,2026-05-02T20:21:23+00:00,,,Other,,,,,START OF Q2 WILL BE DELAYED
1284,11276,2026-05-02T20:21:34+00:00,,,Other,,,,,CAR 18 (STR) LAP DELETED - TRACK LIMITS AT TURN 15 LAP 10 16:20:01 (PIT)
1284,11276,2026-05-02T20:21:55+00:00,,,Other,,,,,CAR 77 (BOT) LAP DELETED - DOUBLE YELLOW AT TURN 16
1284,11276,2026-05-02T20:22:30+00:00,,,Flag,CLEAR,Sector,17.0,,CLEAR IN TRACK SECTOR 17
