meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1284,11276,77,1,,,42.144,30.156,185,147,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051]",265
1284,11276,11,1,,,44.733,32.704,200,85,True,,"[2064, 2064, 2064, 2051, 2051, 2051, 2049, 2051, 2049]","[2051, 2051, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2051]",243
1284,11276,87,1,2026-05-02T20:00:16.705000+00:00,,41.971,31.595,178,147,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2049, 2051, 2051]",225
1284,11276,41,1,2026-05-02T20:00:23.105000+00:00,,40.675,32.65,174,145,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",223
1284,11276,18,1,2026-05-02T20:00:26.522000+00:00,,42.068,33.65,196,131,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2049, 2049, 2049]",216
1284,11276,31,1,2026-05-02T20:00:32.869000+00:00,,44.599,34.034,172,143,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",122
1284,11276,14,1,2026-05-02T20:00:41.776000+00:00,,39.376,31.493,195,165,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2051, 2051, 2049, 2049, 2049, 2049]","[2051, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",251
1284,11276,30,1,2026-05-02T20:00:47.041000+00:00,,40.913,34.669,191,137,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051]",140
1284,11276,23,1,2026-05-02T20:00:53.254000+00:00,,47.617,30.189,169,160,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2049, 2049, 2051, 2049]",258
1284,11276,55,1,2026-05-02T20:01:00.468000+00:00,,46.425,38.097,190,170,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",114
1284,11276,27,1,2026-05-02T20:01:11.265000+00:00,,40.402,30.698,198,175,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2051, 2049, 2049, 2049, 2051, 2051, 2051]",239
1284,11276,6,1,2026-05-02T20:01:16.515000+00:00,,39.627,37.731,196,138,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",153
1284,11276,3,1,2026-05-02T20:01:23.972000+00:00,,38.549,35.91,200,167,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",182
1284,11276,16,1,2026-05-02T20:01:31.836000+00:00,,47.383,31.926,193,68,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",242
1284,11276,44,1,2026-05-02T20:01:45.996000+00:00,,45.475,31.796,131,129,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",249
1284,11276,77,2,2026-05-02T20:01:54.527000+00:00,31.832,35.164,25.702,216,190,False,92.698,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2051, 2051, 2049]",300
1284,11276,11,2,2026-05-02T20:02:01.340000+00:00,31.645,34.53,25.928,220,191,False,92.103,"[2049, 2049, 2049, 2049, 2051, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]",304
1284,11276,1,1,2026-05-02T20:02:01.512000+00:00,,45.36,35.175,118,79,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",272
1284,11276,10,1,2026-05-02T20:02:08.527000+00:00,,41.543,38.272,191,169,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",189
1284,11276,87,2,2026-05-02T20:02:09.074000+00:00,31.173,33.879,25.151,218,191,False,90.203,"[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2049, 2049, 2051]","[2051, 2049, 2051, 2051, 2051, 2049, 2049, 2049]",322
1284,11276,43,1,2026-05-02T20:02:12.918000+00:00,,41.268,38.666,199,170,True,,"[2064, 2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",222
1284,11276,41,2,2026-05-02T20:02:17.340000+00:00,31.519,34.388,25.369,218,189,False,91.276,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2049, 2049, 2049, 2051, 2051]",319
1284,11276,18,2,2026-05-02T20:02:23.423000+00:00,31.857,34.633,25.818,204,187,False,92.308,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",302
1284,11276,14,2,2026-05-02T20:02:31.101000+00:00,31.417,34.532,25.712,214,187,False,91.661,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2049, 2049]",303
1284,11276,31,2,2026-05-02T20:02:36.888000+00:00,31.511,34.107,25.165,222,193,False,90.783,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2049, 2049]","[2051, 2051, 2051, 2049, 2049, 2051, 2049, 2049]",324
