meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1280,11235,2026-03-13T03:30:00+00:00,,,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1280,11235,2026-03-13T03:30:00.228000+00:00,,,SessionStatus,,,,,SESSION STARTED
1280,11235,2026-03-13T03:33:12+00:00,,,Other,,,,,CAR 43 (COL) LAP DELETED - TRACK LIMITS AT TURN 9 LAP 2 11:31:36
1280,11235,2026-03-13T03:33:32+00:00,,,Flag,YELLOW,Sector,6.0,,YELLOW IN TRACK SECTOR 6
1280,11235,2026-03-13T03:33:54+00:00,,,Flag,CLEAR,Sector,6.0,,CLEAR IN TRACK SECTOR 6
1280,11235,2026-03-13T03:34:36+00:00,,,Other,,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 16
1280,11235,2026-03-13T03:36:08+00:00,,,Other,,,,,CAR 44 (HAM) TIME 2:16.972 DELETED - TRACK LIMITS AT TURN 6 LAP 3 11:33:45
1280,11235,2026-03-13T03:36:32+00:00,,,Flag,CLEAR,Sector,16.0,,CLEAR IN TRACK SECTOR 16
1280,11235,2026-03-13T03:37:49+00:00,,,Other,,,,,TURN 16 INCIDENT INVOLVING CARS 1 (NOR) AND 44 (HAM) NOTED - CAUSING A COLLISION
1280,11235,2026-03-13T03:39:26+00:00,,,SafetyCar,,,,,VSC DEPLOYED
1280,11235,2026-03-13T03:39:31+00:00,,,Flag,DOUBLE YELLOW,Sector,16.0,,DOUBLE YELLOW IN TRACK SECTOR 16
1280,11235,2026-03-13T03:39:38+00:00,,,Other,,,,,CAR 5 (BOR) TIME 1:54.577 DELETED - TRACK LIMITS AT TURN 6 LAP 5 11:38:11
1280,11235,2026-03-13T03:40:21+00:00,,,Flag,CLEAR,Sector,16.0,,CLEAR IN TRACK SECTOR 16
1280,11235,2026-03-13T03:40:24+00:00,,,SafetyCar,,,,,VSC ENDING
1280,11235,2026-03-13T03:40:39+00:00,,,Flag,CLEAR,Track,,,TRACK CLEAR
1280,11235,2026-03-13T03:41:11+00:00,,,Other,,,,,FIA STEWARDS: TURN 16 INCIDENT INVOLVING CARS 1 (NOR) AND 44 (HAM) REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION
1280,11235,2026-03-13T03:43:03+00:00,,,Flag,DOUBLE YELLOW,Sector,17.0,,DOUBLE YELLOW IN TRACK SECTOR 17
1280,11235,2026-03-13T03:43:04+00:00,,,Flag,YELLOW,Sector,17.0,,YELLOW IN TRACK SECTOR 17
1280,11235,2026-03-13T03:43:52+00:00,,,SafetyCar,,,,,VSC DEPLOYED
1280,11235,2026-03-13T03:46:41+00:00,,,Other,,,,,MARSHALS ON TRACK AT TURN 14
1280,11235,2026-03-13T03:47:32+00:00,,,Flag,CLEAR,Sector,17.0,,CLEAR IN TRACK SECTOR 17
1280,11235,2026-03-13T03:47:35+00:00,,,SafetyCar,,,,,VSC ENDING
1280,11235,2026-03-13T03:47:48+00:00,,,Flag,CLEAR,Track,,,TRACK CLEAR
1280,11235,2026-03-13T03:50:11+00:00,,,Other,,,,,CAR 16 (LEC) TIME 1:44.477 DELETED - DOUBLE YELLOW AT TURN 14
1280,11235,2026-03-13T03:50:28+00:00,,,Other,,,,,CAR 77 (BOT) TIME 1:38.702 DELETED - DOUBLE YELLOW AT TURN 14
1280,11235,2026-03-13T03:56:59+00:00,,,Other,,,,,CAR 1 (NOR) TIME 1:54.401 DELETED - TRACK LIMITS AT TURN 2 LAP 13 11:52:54
1280,11235,2026-03-13T04:06:30+00:00,,,Other,,,,,CAR 81 (PIA) TIME 1:56.171 DELETED - TRACK LIMITS AT TURN 2 LAP 12 12:01:27
1280,11235,2026-03-13T04:14:06+00:00,,,Other,,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 19
1280,11235,2026-03-13T04:15:43+00:00,,,Other,,,,,YELLOW IN PIT LANE
1280,11235,2026-03-13T04:16:14+00:00,,,Flag,YELLOW,Sector,17.0,,YELLOW IN TRACK SECTOR 17
1280,11235,2026-03-13T04:16:17+00:00,,,Flag,CLEAR,Sector,17.0,,CLEAR IN TRACK SECTOR 17
1280,11235,2026-03-13T04:16:35+00:00,,,Other,,,,,PIT LANE CLEAR
1280,11235,2026-03-13T04:16:49+00:00,,,Flag,CLEAR,Sector,19.0,,CLEAR IN TRACK SECTOR 19
1280,11235,2026-03-13T04:17:08+00:00,,,Other,,,,,CAR 14 (ALO) LAP DELETED - TRACK LIMITS AT TURN 14 LAP 13 12:16:11
1280,11235,2026-03-13T04:25:50+00:00,,,Other,,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 16
1280,11235,2026-03-13T04:26:48+00:00,,,Other,,,,,CAR 18 (STR) TIME 2:26.301 DELETED - TRACK LIMITS AT TURN 6 LAP 17 12:24:47
1280,11235,2026-03-13T04:28:43+00:00,,,Flag,CLEAR,Sector,16.0,,CLEAR IN TRACK SECTOR 16
