meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1280,11235,6,31,20,25,SOFT,3
1280,11235,4,87,20,28,SOFT,0
1280,11235,4,63,26,29,SOFT,6
1280,11235,4,10,25,28,MEDIUM,19
1280,11235,5,27,18,27,SOFT,0
1280,11235,4,12,27,30,SOFT,7
1280,11235,3,43,20,26,SOFT,0
1280,11235,4,14,13,18,MEDIUM,0
1280,11235,4,44,23,26,SOFT,15
1280,11235,4,1,21,29,SOFT,0
1280,11235,4,81,20,28,SOFT,0
1280,11235,4,23,22,31,SOFT,0
1280,11235,1,23,1,12,MEDIUM,0
1280,11235,3,3,17,24,SOFT,0
1280,11235,3,6,20,26,SOFT,0
1280,11235,4,18,15,20,MEDIUM,0
1280,11235,3,55,10,18,SOFT,0
1280,11235,4,16,22,28,SOFT,4
1280,11235,3,77,18,25,SOFT,0
1280,11235,4,30,26,29,MEDIUM,20
1280,11235,1,41,1,6,MEDIUM,0
1280,11235,3,5,19,26,SOFT,0
1280,11235,2,11,9,13,MEDIUM,8
1280,11235,2,31,5,5,MEDIUM,0
1280,11235,3,31,6,10,MEDIUM,0
1280,11235,2,81,6,9,MEDIUM,0
1280,11235,2,63,9,19,MEDIUM,0
1280,11235,2,12,9,19,MEDIUM,0
1280,11235,2,44,8,14,SOFT,0
1280,11235,2,16,13,17,MEDIUM,0
1280,11235,2,30,12,20,MEDIUM,0
1280,11235,2,5,10,18,MEDIUM,0
1280,11235,2,3,8,16,MEDIUM,0
1280,11235,2,77,9,17,MEDIUM,0
1280,11235,4,27,12,17,MEDIUM,0
1280,11235,3,44,15,22,SOFT,0
1280,11235,3,87,19,19,MEDIUM,0
