meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1281,11248,1,77,1,3,SOFT,0
1281,11248,1,31,1,3,MEDIUM,0
1281,11248,1,43,1,7,MEDIUM,0
1281,11248,1,12,1,3,SOFT,0
1281,11248,1,5,1,5,MEDIUM,0
1281,11248,1,44,1,5,SOFT,0
1281,11248,1,55,1,6,MEDIUM,0
1281,11248,1,63,1,3,SOFT,0
1281,11248,1,3,1,3,MEDIUM,0
1281,11248,1,87,1,9,MEDIUM,0
1281,11248,1,41,1,8,SOFT,0
1281,11248,2,77,4,6,SOFT,0
1281,11248,1,16,1,7,SOFT,0
1281,11248,2,12,4,6,SOFT,3
1281,11248,1,81,1,7,SOFT,0
1281,11248,1,10,1,7,MEDIUM,0
1281,11248,2,43,8,10,MEDIUM,7
1281,11248,2,55,7,9,MEDIUM,6
1281,11248,1,18,1,5,SOFT,0
1281,11248,2,10,8,9,MEDIUM,7
1281,11248,3,77,7,9,SOFT,6
1281,11248,1,11,1,7,SOFT,0
1281,11248,2,3,4,8,MEDIUM,3
1281,11248,1,14,1,5,SOFT,0
1281,11248,1,30,1,11,MEDIUM,0
1281,11248,4,77,10,12,SOFT,9
1281,11248,2,81,8,8,SOFT,7
1281,11248,2,63,4,9,SOFT,3
1281,11248,3,12,7,9,SOFT,6
1281,11248,2,41,9,9,SOFT,8
1281,11248,2,31,4,10,MEDIUM,3
1281,11248,2,5,6,10,MEDIUM,5
1281,11248,2,87,10,10,MEDIUM,9
1281,11248,1,27,1,10,MEDIUM,0
1281,11248,3,5,11,12,SOFT,0
1281,11248,2,44,6,13,SOFT,5
1281,11248,3,81,9,11,SOFT,0
1281,11248,1,23,1,9,SOFT,0
1281,11248,2,16,8,9,SOFT,7
1281,11248,3,41,10,10,SOFT,9
1281,11248,3,3,9,13,MEDIUM,8
1281,11248,3,10,10,11,MEDIUM,9
1281,11248,3,55,10,17,MEDIUM,0
1281,11248,2,18,6,10,SOFT,5
1281,11248,1,6,1,12,MEDIUM,0
1281,11248,3,87,11,12,SOFT,0
1281,11248,4,12,10,12,SOFT,0
1281,11248,3,63,10,12,SOFT,0
1281,11248,4,5,13,15,SOFT,2
1281,11248,2,30,12,14,MEDIUM,0
1281,11248,2,27,11,15,SOFT,0
1281,11248,2,14,6,8,SOFT,5
1281,11248,2,11,8,11,SOFT,7
1281,11248,5,77,13,13,SOFT,0
1281,11248,1,1,1,6,SOFT,0
1281,11248,3,31,11,16,SOFT,0
1281,11248,3,43,11,18,MEDIUM,0
1281,11248,4,3,14,16,SOFT,0
1281,11248,3,18,11,13,SOFT,0
1281,11248,4,41,11,14,SOFT,0
1281,11248,4,87,13,15,MEDIUM,0
1281,11248,5,3,17,19,SOFT,3
1281,11248,5,41,15,17,SOFT,4
1281,11248,5,5,16,18,SOFT,0
1281,11248,4,31,17,19,SOFT,0
1281,11248,4,55,18,23,SOFT,0
1281,11248,4,81,12,16,SOFT,3
1281,11248,3,27,16,18,SOFT,0
1281,11248,3,14,9,13,SOFT,0
1281,11248,5,12,13,15,SOFT,3
1281,11248,4,14,14,14,SOFT,0
1281,11248,4,63,13,15,SOFT,3
1281,11248,5,87,16,18,MEDIUM,0
1281,11248,3,30,15,21,SOFT,0
1281,11248,6,3,20,22,SOFT,6
1281,11248,4,10,12,20,SOFT,0
1281,11248,6,5,19,21,SOFT,0
1281,11248,2,6,13,21,SOFT,0
1281,11248,3,11,12,18,SOFT,0
1281,11248,6,77,14,20,SOFT,0
1281,11248,5,31,20,22,MEDIUM,10
1281,11248,5,55,24,26,SOFT,6
1281,11248,2,1,7,13,SOFT,0
1281,11248,4,43,19,25,SOFT,0
1281,11248,3,44,14,23,SOFT,0
1281,11248,5,81,17,19,SOFT,8
1281,11248,4,27,19,21,SOFT,8
1281,11248,4,18,14,19,SOFT,3
1281,11248,6,12,16,18,SOFT,9
1281,11248,2,23,10,20,SOFT,0
1281,11248,3,16,10,20,SOFT,0
1281,11248,5,63,16,18,SOFT,9
