meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1281,11248,43,1,,,46.059,22.081,248.0,257.0,True,,"[2064, 2064, 2051, 2051, 2051, 2051, 2051, 2051, 2051]","[2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051]","[2051, 2051, 2051, 2051, 2051, 2051, 2051]",253.0
1281,11248,43,2,2026-03-28T02:32:13.129000+00:00,34.141,41.35,18.174,272.0,319.0,False,93.665,"[2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051]","[2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051]","[2051, 2051, 2051, 2051, 2051, 2051, 2051]",273.0
1281,11248,10,1,2026-03-28T02:33:12.633000+00:00,,45.953,22.155,254.0,255.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]",255.0
1281,11248,43,3,2026-03-28T02:33:46.729000+00:00,75.628,77.125,22.307,92.0,256.0,False,175.06,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]",246.0
1281,11248,11,1,2026-03-28T02:33:51.578000+00:00,,44.058,22.004,264.0,267.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]",242.0
1281,11248,10,2,2026-03-28T02:34:58.967000+00:00,33.897,40.998,17.965,275.0,323.0,False,92.86,"[2051, 2049, 2049, 2049, 2051, 2051, 2051, 2049, 2051]","[2051, 2049, 2049, 2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051]","[2051, 2051, 2051, 2049, 2051, 2051, 2051]",279.0
1281,11248,44,1,2026-03-28T02:35:08.601000+00:00,,48.636,21.378,253.0,269.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]",253.0
1281,11248,11,2,2026-03-28T02:35:35.417000+00:00,34.598,46.555,25.195,252.0,251.0,False,106.348,"[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2048]","[2049, 2049, 2048, 2049, 2049, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048]",188.0
1281,11248,77,1,2026-03-28T02:36:01.035000+00:00,,45.684,22.712,262.0,271.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]",194.0
1281,11248,18,1,2026-03-28T02:36:03.985000+00:00,,47.687,28.948,247.0,153.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]",203.0
