meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1279,11230,1,77,1,3,SOFT,0
1279,11230,1,63,1,3,SOFT,0
1279,11230,1,11,1,3,SOFT,0
1279,11230,1,23,1,5,SOFT,0
1279,11230,1,3,1,2,SOFT,0
1279,11230,1,1,1,6,SOFT,0
1279,11230,1,41,1,6,SOFT,0
1279,11230,1,30,1,5,SOFT,0
1279,11230,1,81,1,6,SOFT,0
1279,11230,2,63,4,4,SOFT,3
1279,11230,1,31,1,5,SOFT,0
1279,11230,1,87,1,5,SOFT,0
1279,11230,2,23,6,6,SOFT,0
1279,11230,1,14,1,5,SOFT,0
1279,11230,1,44,1,6,MEDIUM,0
1279,11230,1,16,1,5,MEDIUM,0
1279,11230,1,27,1,6,SOFT,0
1279,11230,1,10,1,6,SOFT,0
1279,11230,1,43,1,6,SOFT,0
1279,11230,1,6,1,3,SOFT,0
1279,11230,2,77,4,5,SOFT,0
1279,11230,2,11,4,4,SOFT,0
1279,11230,2,14,6,10,SOFT,0
1279,11230,3,77,6,8,SOFT,0
1279,11230,3,11,5,7,SOFT,0
1279,11230,2,44,7,9,MEDIUM,6
1279,11230,2,16,6,7,MEDIUM,5
1279,11230,2,31,6,10,SOFT,0
1279,11230,2,87,6,10,SOFT,0
1279,11230,3,23,7,11,SOFT,1
1279,11230,2,1,7,11,SOFT,6
1279,11230,2,41,7,11,SOFT,0
1279,11230,2,30,6,10,SOFT,0
1279,11230,2,10,7,10,SOFT,0
1279,11230,2,43,7,10,SOFT,0
1279,11230,2,81,7,10,SOFT,6
1279,11230,1,5,1,6,SOFT,0
1279,11230,1,12,1,5,SOFT,0
1279,11230,2,27,7,10,SOFT,0
1279,11230,3,63,5,8,SOFT,0
1279,11230,2,6,4,6,SOFT,0
1279,11230,4,23,12,14,SOFT,5
1279,11230,3,27,11,13,SOFT,4
1279,11230,3,44,10,13,SOFT,0
1279,11230,2,12,6,8,SOFT,0
1279,11230,4,63,9,11,SOFT,0
1279,11230,3,81,11,14,SOFT,0
1279,11230,3,1,12,15,SOFT,0
1279,11230,3,31,11,14,SOFT,0
1279,11230,3,87,11,14,SOFT,0
1279,11230,2,5,7,10,SOFT,0
1279,11230,3,43,11,14,SOFT,0
1279,11230,3,30,11,14,SOFT,0
1279,11230,3,41,12,15,SOFT,0
1279,11230,3,10,11,14,SOFT,0
1279,11230,3,16,8,13,SOFT,0
1279,11230,5,23,15,17,SOFT,0
1279,11230,3,6,7,9,SOFT,0
1279,11230,6,23,18,19,SOFT,0
1279,11230,4,31,15,18,SOFT,0
1279,11230,4,87,15,18,SOFT,0
1279,11230,3,5,11,14,SOFT,0
1279,11230,4,43,15,18,SOFT,0
1279,11230,4,27,14,18,SOFT,0
1279,11230,4,10,15,18,SOFT,0
1279,11230,4,81,15,17,SOFT,4
1279,11230,4,30,15,18,SOFT,0
1279,11230,4,41,16,19,SOFT,0
1279,11230,4,44,14,17,SOFT,0
1279,11230,4,16,14,16,SOFT,0
1279,11230,3,12,9,11,SOFT,0
1279,11230,5,63,12,14,SOFT,3
1279,11230,4,1,16,18,SOFT,4
1279,11230,4,6,10,12,SOFT,3
1279,11230,4,12,12,13,SOFT,0
1279,11230,6,63,15,16,SOFT,0
1279,11230,5,6,13,13,SOFT,0
1279,11230,5,81,18,20,SOFT,0
1279,11230,5,16,17,18,SOFT,0
1279,11230,5,44,18,19,SOFT,0
1279,11230,5,1,19,20,SOFT,0
1279,11230,5,12,14,15,SOFT,1
1279,11230,5,41,20,21,SOFT,4
1279,11230,5,30,19,20,SOFT,4
1279,11230,7,63,17,19,SOFT,1
1279,11230,6,81,21,23,SOFT,0
1279,11230,6,16,19,21,SOFT,2
1279,11230,6,6,14,16,SOFT,0
1279,11230,6,1,21,23,SOFT,0
1279,11230,6,44,20,22,SOFT,2
1279,11230,6,12,16,18,SOFT,0
1279,11230,8,63,20,22,SOFT,0
1279,11230,7,81,24,26,SOFT,0
1279,11230,7,16,22,24,SOFT,0
1279,11230,7,6,17,19,SOFT,0
1279,11230,7,1,24,26,SOFT,0
1279,11230,7,44,23,25,SOFT,0
1279,11230,6,41,22,25,SOFT,0
1279,11230,6,30,21,24,SOFT,0
