meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1279,11230,2026-03-07T05:00:00.195000+00:00,,,SessionStatus,,,,,SESSION STARTED
1279,11230,2026-03-07T05:00:00+00:00,,,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1279,11230,2026-03-07T05:04:02+00:00,,,Other,,,,,CAR 43 (COL) TIME 1:23.393 DELETED - TRACK LIMITS AT TURN 7 LAP 3 16:02:50
1279,11230,2026-03-07T05:09:26+00:00,,,Other,,,,,CAR 30 (LAW) LAP DELETED - TRACK LIMITS AT TURN 2 LAP 6 16:07:52 (PIT)
1279,11230,2026-03-07T05:10:17+00:00,,,Flag,DOUBLE YELLOW,Sector,2.0,,DOUBLE YELLOW IN TRACK SECTOR 2
1279,11230,2026-03-07T05:10:31.433000+00:00,,,SessionStatus,,,,,SESSION ABORTED
1279,11230,2026-03-07T05:10:31+00:00,,,Flag,RED,Track,,,RED FLAG
1279,11230,2026-03-07T05:10:32+00:00,,,Flag,CLEAR,Sector,2.0,,CLEAR IN TRACK SECTOR 2
1279,11230,2026-03-07T05:12:14+00:00,,,Flag,CLEAR,Track,,,TRACK CLEAR
1279,11230,2026-03-07T05:12:14+00:00,,,Flag,DOUBLE YELLOW,Sector,2.0,,DOUBLE YELLOW IN TRACK SECTOR 2
1279,11230,2026-03-07T05:12:17+00:00,,,Other,,,,,OVERTAKE ENABLED
1279,11230,2026-03-07T05:12:17+00:00,,,Flag,DOUBLE YELLOW,Sector,8.0,,DOUBLE YELLOW IN TRACK SECTOR 8
1279,11230,2026-03-07T05:12:17+00:00,,,Flag,DOUBLE YELLOW,Sector,9.0,,DOUBLE YELLOW IN TRACK SECTOR 9
1279,11230,2026-03-07T05:14:10+00:00,,,Flag,CLEAR,Sector,8.0,,CLEAR IN TRACK SECTOR 8
1279,11230,2026-03-07T05:14:10+00:00,,,Flag,CLEAR,Sector,9.0,,CLEAR IN TRACK SECTOR 9
1279,11230,2026-03-07T05:15:06+00:00,,,Flag,CLEAR,Sector,2.0,,CLEAR IN TRACK SECTOR 2
1279,11230,2026-03-07T05:15:12+00:00,,,Other,,,,,Q1 WILL RESUME AT 16:19
1279,11230,2026-03-07T05:19:00.186000+00:00,,,SessionStatus,,,,,SESSION STARTED
1279,11230,2026-03-07T05:19:00+00:00,,,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1279,11230,2026-03-07T05:22:07+00:00,,,Other,,,,,INCIDENT INVOLVING CAR 12 (ANT) NOTED - PIT LANE INFRINGEMENT
1279,11230,2026-03-07T05:26:29.197000+00:00,,,SessionStatus,,,,,SESSION FINISHED
1279,11230,2026-03-07T05:26:29+00:00,,,Flag,CHEQUERED,Track,,,CHEQUERED FLAG
1279,11230,2026-03-07T05:26:39+00:00,,,Other,,,,,FIRST CAR TO TAKE THE FLAG - CAR 12 (ANT)
1279,11230,2026-03-07T05:29:48+00:00,,,Flag,DOUBLE YELLOW,Sector,2.0,,DOUBLE YELLOW IN TRACK SECTOR 2
1279,11230,2026-03-07T05:30:01+00:00,,,Flag,DOUBLE YELLOW,Sector,8.0,,DOUBLE YELLOW IN TRACK SECTOR 8
1279,11230,2026-03-07T05:30:01+00:00,,,Flag,DOUBLE YELLOW,Sector,9.0,,DOUBLE YELLOW IN TRACK SECTOR 9
1279,11230,2026-03-07T05:30:08+00:00,,,Other,,,,,"FIA STEWARDS: Q1 INCIDENT INVOLVING CARS 23 (ALB), 31 (OCO), 27 (HUL), 5 (BOR) AND 1 (NOR) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME"
1279,11230,2026-03-07T05:30:11+00:00,,,Flag,DOUBLE YELLOW,Sector,7.0,,DOUBLE YELLOW IN TRACK SECTOR 7
1279,11230,2026-03-07T05:30:23+00:00,,,Other,,,,,"FIA STEWARDS: Q1 INCIDENT INVOLVING CARS 23 (ALB), 31 (OCO), 27 (HUL), 5 (BOR) AND 1 (NOR) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME"
1279,11230,2026-03-07T05:31:04+00:00,,,Other,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 12 (ANT) WILL BE INVESTIGATED AFTER THE SESSION - PIT LANE INFRINGEMENT
1279,11230,2026-03-07T05:31:05+00:00,,,Flag,DOUBLE YELLOW,Sector,1.0,,DOUBLE YELLOW IN TRACK SECTOR 1
1279,11230,2026-03-07T05:31:11+00:00,,,Flag,CLEAR,Sector,1.0,,CLEAR IN TRACK SECTOR 1
1279,11230,2026-03-07T05:31:17+00:00,,,Flag,CLEAR,Sector,8.0,,CLEAR IN TRACK SECTOR 8
1279,11230,2026-03-07T05:31:17+00:00,,,Flag,CLEAR,Sector,9.0,,CLEAR IN TRACK SECTOR 9
1279,11230,2026-03-07T05:31:42+00:00,,,Other,,,,,Q2 WILL START AT 16:34
1279,11230,2026-03-07T05:31:52+00:00,,,Flag,DOUBLE YELLOW,Sector,8.0,,DOUBLE YELLOW IN TRACK SECTOR 8
1279,11230,2026-03-07T05:32:03+00:00,,,Flag,CLEAR,Sector,7.0,,CLEAR IN TRACK SECTOR 7
1279,11230,2026-03-07T05:32:08+00:00,,,Flag,CLEAR,Sector,8.0,,CLEAR IN TRACK SECTOR 8
1279,11230,2026-03-07T05:32:25+00:00,,,Flag,CLEAR,Sector,2.0,,CLEAR IN TRACK SECTOR 2
1279,11230,2026-03-07T05:34:00.212000+00:00,,,SessionStatus,,,,2.0,SESSION STARTED
1279,11230,2026-03-07T05:34:00+00:00,,,Flag,GREEN,Track,,2.0,GREEN LIGHT - PIT EXIT OPEN
1279,11230,2026-03-07T05:37:30+00:00,,,Other,,,,,CAR 44 (HAM) TIME 1:36.101 DELETED - TRACK LIMITS AT TURN 9 LAP 12 16:36:37
1279,11230,2026-03-07T05:37:53+00:00,,,Other,,,,,CAR 63 (RUS) TIME 2:19.248 DELETED - TRACK LIMITS AT TURN 9 LAP 10 16:36:59
