season,round,event_name,session_code,driver,team,lap_number,stint,compound,tyre_life,lap_time_s,sector_1_s,sector_2_s,sector_3_s,speed_i1,speed_i2,speed_fl,speed_st,track_status,fresh_tyre,is_personal_best,is_accurate,deleted,lap_start_time,position,air_temp_c,track_temp_c,humidity_pct,rainfall,wind_speed_mps,wind_direction_deg
2026,12,Dutch Grand Prix,Q,NOR,McLaren,1.0,1.0,SOFT,5.0,,,29.478,25.322,174.0,228.0,267.0,,1,False,False,False,False,2026-08-22 14:03:22.850,,18.4,32.0,56.4,False,2.7,24.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,2.0,1.0,SOFT,6.0,81.916,27.948,28.003,25.965,246.0,232.0,299.0,272.0,1,False,True,True,False,2026-08-22 14:04:49.880,,18.1,32.6,57.0,False,2.8,6.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,3.0,1.0,SOFT,7.0,73.06,25.162,25.717,22.181,290.0,285.0,307.0,309.0,1,False,True,True,False,2026-08-22 14:06:11.796,,18.0,33.6,57.8,False,2.0,59.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,4.0,1.0,SOFT,8.0,100.832,34.663,31.557,34.612,226.0,195.0,,196.0,1,False,False,False,False,2026-08-22 14:07:24.856,,18.1,34.1,56.3,False,3.7,77.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,5.0,2.0,SOFT,9.0,,,28.482,24.718,233.0,225.0,279.0,196.0,1,False,False,False,False,2026-08-22 14:09:05.688,,18.3,34.1,57.3,False,4.8,18.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,6.0,2.0,SOFT,10.0,85.636,27.529,29.531,28.576,247.0,211.0,301.0,279.0,1,False,False,True,False,2026-08-22 14:14:38.424,,18.3,32.0,54.2,False,2.4,102.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,7.0,2.0,SOFT,11.0,72.695,24.944,25.548000000000002,22.203,290.0,286.0,306.0,311.0,1,False,True,True,False,2026-08-22 14:16:04.060,,18.2,32.2,55.0,False,3.4,37.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,8.0,2.0,SOFT,12.0,93.725,31.124,31.19,31.411,239.0,132.0,,258.0,1,False,False,False,False,2026-08-22 14:17:16.755,,18.2,32.9,56.0,False,1.5,35.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,9.0,3.0,SOFT,1.0,,,30.275,25.339,237.0,235.0,266.0,258.0,1,True,False,False,False,2026-08-22 14:18:50.480,,18.1,34.1,55.8,False,1.5,97.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,10.0,3.0,SOFT,2.0,81.863,28.04,28.26,25.563,249.0,231.0,301.0,270.0,1,True,True,True,False,2026-08-22 14:28:01.283,,18.6,35.7,54.0,False,2.0,66.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,11.0,3.0,SOFT,3.0,71.86,24.582,25.21,22.068,291.0,275.0,307.0,311.0,1,True,True,True,False,2026-08-22 14:29:23.146,,18.6,35.9,55.1,False,2.7,49.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,12.0,3.0,SOFT,4.0,93.062,30.315,32.21,30.537,222.0,197.0,,244.0,1,True,False,False,False,2026-08-22 14:30:35.006,,18.5,34.9,56.3,True,1.6,43.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,13.0,4.0,SOFT,1.0,,,31.191,28.741,269.0,148.0,303.0,244.0,1,True,False,False,False,2026-08-22 14:32:08.068,,18.5,33.7,56.1,False,3.0,36.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,14.0,4.0,SOFT,2.0,71.628,24.643,25.024,21.961,291.0,279.0,308.0,306.0,1,True,True,True,False,2026-08-22 14:37:33.858,,18.3,32.2,56.7,False,2.9,33.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,15.0,4.0,SOFT,3.0,93.849,31.492,31.051,31.306,231.0,186.0,,162.0,1,True,False,False,False,2026-08-22 14:38:45.486,,18.2,31.3,55.9,False,2.5,60.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,16.0,5.0,SOFT,1.0,,,27.014,25.925,250.0,232.0,304.0,162.0,12,True,False,False,False,2026-08-22 14:40:19.335,,18.1,32.5,56.7,False,0.9,46.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,17.0,5.0,SOFT,2.0,71.344,24.549,24.956,21.839,292.0,275.0,314.0,308.0,1,True,True,True,False,2026-08-22 14:49:23.423,,18.3,32.6,57.3,False,1.3,11.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,18.0,5.0,SOFT,3.0,90.318,29.762,29.205,31.351,246.0,242.0,,264.0,1,True,False,False,False,2026-08-22 14:50:34.767,,18.1,31.6,61.1,True,3.6,37.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,19.0,6.0,SOFT,1.0,,,26.941,25.109,269.0,225.0,304.0,264.0,1,True,False,False,False,2026-08-22 14:52:05.085,,18.0,31.4,60.2,False,2.8,48.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,20.0,6.0,SOFT,2.0,71.163,24.456,24.898,21.809,293.0,277.0,309.0,307.0,1,True,True,True,False,2026-08-22 14:55:01.890,,17.8,31.5,60.6,False,2.2,64.0
2026,12,Dutch Grand Prix,Q,NOR,McLaren,21.0,6.0,SOFT,3.0,99.729,31.442,32.475,35.812,211.0,181.0,,258.0,1,True,False,False,False,2026-08-22 14:56:13.053,,17.7,31.6,61.3,False,2.5,38.0
2026,12,Dutch Grand Prix,Q,RUS,Mercedes,1.0,1.0,SOFT,5.0,,,34.299,26.361,152.0,144.0,304.0,,1,False,False,False,False,2026-08-22 14:04:06.481,,18.4,31.9,56.0,False,2.5,76.0
2026,12,Dutch Grand Prix,Q,RUS,Mercedes,2.0,1.0,SOFT,6.0,87.627,29.01,31.035,27.582,248.0,237.0,300.0,279.0,1,False,True,True,False,2026-08-22 14:05:37.815,,18.0,33.6,57.8,False,2.0,59.0
2026,12,Dutch Grand Prix,Q,RUS,Mercedes,3.0,1.0,SOFT,7.0,72.939,24.992,25.822,22.125,293.0,284.0,306.0,318.0,1,False,True,True,False,2026-08-22 14:07:05.442,,18.1,34.1,56.3,False,3.7,77.0
