race_analysis_id,lap_number,race_phase,air_temp_c,track_temp_c,humidity_pct,rainfall,wind_speed_mps,weather_state,track_temp_delta_from_start_c,weather_impact_label,confidence
2024-01-bahrain,1,opening,18.9,26.5,46.0,False,0.9,dry,0.0,stable dry phase,1.0
2024-01-bahrain,2,opening,18.9,26.5,46.0,False,1.0,dry,0.0,stable dry phase,1.0
2024-01-bahrain,3,opening,18.9,26.2,45.05,False,1.1,dry,-0.3,stable dry phase,1.0
2024-01-bahrain,4,opening,18.9,26.2,46.0,False,1.02,dry,-0.3,stable dry phase,1.0
2024-01-bahrain,5,opening,18.9,26.2,46.0,False,0.83,dry,-0.3,stable dry phase,1.0
2024-01-bahrain,6,opening,18.9,26.19,46.0,False,0.91,dry,-0.31,stable dry phase,1.0
2024-01-bahrain,7,opening,18.89,25.79,46.05,False,1.57,dry,-0.71,stable dry phase,1.0
2024-01-bahrain,8,opening,18.8,25.7,47.0,False,1.03,dry,-0.8,stable dry phase,1.0
2024-01-bahrain,9,opening,18.7,25.8,46.95,False,0.82,dry,-0.7,stable dry phase,1.0
2024-01-bahrain,10,opening,18.8,25.7,46.0,False,1.4,dry,-0.8,stable dry phase,1.0
2024-01-bahrain,11,opening,18.7,25.6,46.0,False,0.57,dry,-0.9,stable dry phase,1.0
2024-01-bahrain,12,middle,18.7,25.57,46.0,False,1.06,dry,-0.93,stable dry phase,1.0
2024-01-bahrain,13,middle,18.7,25.49,46.0,False,0.83,dry,-1.01,stable dry phase,1.0
2024-01-bahrain,14,middle,18.7,25.43,46.0,False,1.15,dry,-1.07,stable dry phase,1.0
2024-01-bahrain,15,middle,18.7,25.4,46.0,False,1.33,dry,-1.1,stable dry phase,1.0
2024-01-bahrain,16,middle,18.7,25.4,46.0,False,1.35,dry,-1.1,stable dry phase,1.0
2024-01-bahrain,17,middle,18.62,25.46,46.0,False,0.59,dry,-1.04,stable dry phase,1.0
2024-01-bahrain,18,middle,18.6,25.29,46.0,False,0.6,dry,-1.21,stable dry phase,1.0
2024-01-bahrain,19,middle,18.6,25.02,46.0,False,0.44,dry,-1.48,stable dry phase,1.0
2024-01-bahrain,20,middle,18.6,24.94,46.0,False,1.19,dry,-1.56,stable dry phase,1.0
2024-01-bahrain,21,middle,18.6,24.89,46.0,False,1.31,dry,-1.61,stable dry phase,1.0
2024-01-bahrain,22,middle,18.52,24.74,46.05,False,1.46,dry,-1.76,stable dry phase,1.0
2024-01-bahrain,23,middle,18.5,24.7,47.0,False,1.32,dry,-1.8,stable dry phase,1.0
2024-01-bahrain,24,middle,18.5,24.62,47.0,False,1.33,dry,-1.88,stable dry phase,1.0
2024-01-bahrain,25,middle,18.5,24.69,47.0,False,0.8,dry,-1.81,stable dry phase,1.0
2024-01-bahrain,26,middle,18.5,24.5,47.0,False,1.08,dry,-2.0,stable dry phase,1.0
2024-01-bahrain,27,middle,18.49,24.48,47.15,False,1.53,dry,-2.02,stable dry phase,1.0
2024-01-bahrain,28,middle,18.4,24.3,48.6,False,1.41,dry,-2.2,stable dry phase,1.0
2024-01-bahrain,29,middle,18.4,24.27,49.0,False,1.2,dry,-2.23,stable dry phase,1.0
2024-01-bahrain,30,middle,18.4,24.13,49.0,False,1.66,dry,-2.37,stable dry phase,1.0
2024-01-bahrain,31,middle,18.4,24.14,49.0,False,1.49,dry,-2.36,stable dry phase,1.0
2024-01-bahrain,32,middle,18.4,24.08,49.0,False,1.68,dry,-2.42,stable dry phase,1.0
2024-01-bahrain,33,middle,18.39,23.91,49.0,False,1.89,dry,-2.59,stable dry phase,1.0
2024-01-bahrain,34,middle,18.34,23.76,49.0,False,1.9,dry,-2.74,stable dry phase,1.0
2024-01-bahrain,35,middle,18.32,23.74,49.0,False,1.62,dry,-2.76,stable dry phase,1.0
2024-01-bahrain,36,middle,18.3,23.89,49.0,False,1.27,dry,-2.61,stable dry phase,1.0
2024-01-bahrain,37,middle,18.26,23.8,49.0,False,1.28,dry,-2.7,stable dry phase,1.0
2024-01-bahrain,38,middle,18.29,23.8,49.0,False,1.04,dry,-2.7,stable dry phase,1.0
2024-01-bahrain,39,middle,18.3,23.8,49.0,False,1.27,dry,-2.7,stable dry phase,1.0
2024-01-bahrain,40,middle,18.3,23.75,49.0,False,0.97,dry,-2.75,stable dry phase,1.0
2024-01-bahrain,41,middle,18.3,23.62,49.1,False,0.82,dry,-2.88,stable dry phase,1.0
2024-01-bahrain,42,middle,18.3,23.5,49.95,False,1.23,dry,-3.0,stable dry phase,1.0
2024-01-bahrain,43,closing,18.3,23.51,49.4,False,0.65,dry,-2.99,stable dry phase,1.0
2024-01-bahrain,44,closing,18.29,23.61,50.0,False,0.53,dry,-2.89,stable dry phase,1.0
2024-01-bahrain,45,closing,18.2,23.62,50.0,False,0.81,dry,-2.88,stable dry phase,1.0
2024-01-bahrain,46,closing,18.2,23.5,50.0,False,0.51,dry,-3.0,stable dry phase,1.0
2024-01-bahrain,47,closing,18.2,23.49,50.0,False,0.51,dry,-3.01,stable dry phase,1.0
2024-01-bahrain,48,closing,18.21,23.45,50.0,False,0.55,dry,-3.05,stable dry phase,1.0
2024-01-bahrain,49,closing,18.26,23.54,50.0,False,0.52,dry,-2.96,stable dry phase,1.0
2024-01-bahrain,50,closing,18.25,23.46,50.0,False,0.67,dry,-3.04,stable dry phase,1.0
2024-01-bahrain,51,closing,18.18,23.37,50.0,False,0.66,dry,-3.13,stable dry phase,1.0
2024-01-bahrain,52,closing,18.11,23.38,50.0,False,0.22,dry,-3.12,stable dry phase,1.0
2024-01-bahrain,53,closing,18.1,23.26,50.1,False,0.33,dry,-3.24,stable dry phase,1.0
2024-01-bahrain,54,closing,18.1,23.35,50.5,False,0.49,dry,-3.15,stable dry phase,1.0
2024-01-bahrain,55,closing,18.1,23.35,50.15,False,0.3,dry,-3.15,stable dry phase,1.0
2024-01-bahrain,56,closing,18.1,23.29,50.0,False,0.31,dry,-3.21,stable dry phase,1.0
2024-01-bahrain,57,closing,18.1,23.29,50.0,False,0.6,dry,-3.21,stable dry phase,1.0
2024-02-jeddah,1,opening,25.5,33.6,67.0,False,2.6,dry,0.0,stable dry phase,1.0
2024-02-jeddah,2,opening,25.5,33.4,67.0,False,2.4,dry,-0.2,stable dry phase,1.0
2024-02-jeddah,3,opening,25.5,33.3,67.0,False,2.3,dry,-0.3,stable dry phase,1.0
2024-02-jeddah,4,opening,25.5,33.5,67.0,False,2.5,dry,-0.1,stable dry phase,1.0
2024-02-jeddah,5,opening,25.5,33.44,67.0,False,1.84,dry,-0.16,stable dry phase,1.0
2024-02-jeddah,6,opening,25.5,33.4,67.0,False,2.1,dry,-0.2,stable dry phase,1.0
2024-02-jeddah,7,opening,25.5,33.32,65.83,False,2.13,dry,-0.28,stable dry phase,1.0
2024-02-jeddah,8,opening,25.5,33.19,65.0,False,1.89,dry,-0.41,stable dry phase,1.0
2024-02-jeddah,9,opening,25.6,33.4,63.0,False,1.3,dry,-0.2,stable dry phase,1.0
2024-02-jeddah,10,opening,25.5,33.1,61.0,False,1.0,dry,-0.5,stable dry phase,1.0
2024-02-jeddah,11,middle,25.5,33.2,61.0,False,1.9,dry,-0.4,stable dry phase,1.0
2024-02-jeddah,12,middle,25.57,33.17,60.28,False,1.31,dry,-0.43,stable dry phase,1.0
2024-02-jeddah,13,middle,25.7,33.1,60.0,False,0.9,dry,-0.5,stable dry phase,1.0
2024-02-jeddah,14,middle,25.8,32.8,59.0,False,1.1,dry,-0.8,stable dry phase,1.0
2024-02-jeddah,15,middle,25.8,32.8,58.0,False,1.3,dry,-0.8,stable dry phase,1.0
2024-02-jeddah,16,middle,25.9,33.3,57.0,False,0.9,dry,-0.3,stable dry phase,1.0
2024-02-jeddah,17,middle,25.9,32.75,57.0,False,1.1,dry,-0.85,stable dry phase,1.0
2024-02-jeddah,18,middle,25.9,32.5,57.0,False,1.1,dry,-1.1,stable dry phase,1.0
2024-02-jeddah,19,middle,25.82,32.42,57.0,False,1.36,dry,-1.18,stable dry phase,1.0
2024-02-jeddah,20,middle,25.7,32.2,57.0,False,1.3,dry,-1.4,stable dry phase,1.0
2024-02-jeddah,21,middle,25.61,32.2,58.0,False,1.49,dry,-1.4,stable dry phase,1.0
2024-02-jeddah,22,middle,25.6,32.3,57.44,False,2.11,dry,-1.3,stable dry phase,1.0
2024-02-jeddah,23,middle,25.6,31.9,58.0,False,2.2,dry,-1.7,stable dry phase,1.0
2024-02-jeddah,24,middle,25.6,31.96,58.56,False,2.34,dry,-1.64,stable dry phase,1.0
2024-02-jeddah,25,middle,25.5,32.0,59.0,False,2.4,dry,-1.6,stable dry phase,1.0
2024-02-jeddah,26,middle,25.5,31.9,59.0,False,2.16,dry,-1.7,stable dry phase,1.0
2024-02-jeddah,27,middle,25.5,31.82,60.0,False,1.96,dry,-1.78,stable dry phase,1.0
2024-02-jeddah,28,middle,25.5,32.0,60.0,False,1.81,dry,-1.6,stable dry phase,1.0
2024-02-jeddah,29,middle,25.45,31.95,60.0,False,1.8,dry,-1.65,stable dry phase,1.0
2024-02-jeddah,30,middle,25.49,31.99,60.89,False,2.08,dry,-1.61,stable dry phase,1.0
2024-02-jeddah,31,middle,25.44,31.79,61.0,False,2.36,dry,-1.81,stable dry phase,1.0
2024-02-jeddah,32,middle,25.4,31.7,61.94,False,2.21,dry,-1.9,stable dry phase,1.0
2024-02-jeddah,33,middle,25.4,31.7,62.0,False,2.02,dry,-1.9,stable dry phase,1.0
2024-02-jeddah,34,middle,25.4,31.79,62.44,False,1.78,dry,-1.81,stable dry phase,1.0
2024-02-jeddah,35,middle,25.32,31.74,62.22,False,1.42,dry,-1.86,stable dry phase,1.0
2024-02-jeddah,36,middle,25.3,31.6,62.0,False,1.4,dry,-2.0,stable dry phase,1.0
2024-02-jeddah,37,middle,25.38,31.5,62.0,False,1.43,dry,-2.1,stable dry phase,1.0
2024-02-jeddah,38,closing,25.4,31.5,62.0,False,1.42,dry,-2.1,stable dry phase,1.0
2024-02-jeddah,39,closing,25.4,31.68,62.0,False,1.22,dry,-1.92,stable dry phase,1.0
2024-02-jeddah,40,closing,25.47,31.7,61.39,False,1.1,dry,-1.9,stable dry phase,1.0
2024-02-jeddah,41,closing,25.59,31.7,61.44,False,0.98,dry,-1.9,stable dry phase,1.0
2024-02-jeddah,42,closing,25.67,31.99,61.33,False,0.9,dry,-1.61,stable dry phase,1.0
2024-02-jeddah,43,closing,25.7,31.49,61.0,False,1.1,dry,-2.11,stable dry phase,1.0
2024-02-jeddah,44,closing,25.7,31.42,61.0,False,1.01,dry,-2.18,stable dry phase,1.0
2024-02-jeddah,45,closing,25.7,31.49,61.0,False,0.96,dry,-2.11,stable dry phase,1.0
2024-02-jeddah,46,closing,25.7,31.5,61.0,False,0.8,dry,-2.1,stable dry phase,1.0
2024-02-jeddah,47,closing,25.64,31.45,61.5,False,1.16,dry,-2.15,stable dry phase,1.0
2024-02-jeddah,48,closing,25.52,31.44,62.0,False,0.78,dry,-2.16,stable dry phase,1.0
2024-02-jeddah,49,closing,25.46,31.52,62.0,False,0.75,dry,-2.08,stable dry phase,1.0
2024-02-jeddah,50,closing,25.48,31.62,62.0,False,1.12,dry,-1.98,stable dry phase,1.0
2024-03-albert_park,1,opening,19.0,37.0,49.0,False,0.4,dry,0.0,stable dry phase,1.0
2024-03-albert_park,2,opening,19.0,37.0,48.0,False,0.68,dry,0.0,stable dry phase,1.0
2024-03-albert_park,3,opening,19.0,37.7,49.0,False,0.7,dry,0.7,stable dry phase,1.0
2024-03-albert_park,4,opening,19.0,38.0,49.0,False,1.1,dry,1.0,stable dry phase,1.0
2024-03-albert_park,5,opening,19.1,37.8,48.0,False,1.0,dry,0.8,stable dry phase,1.0
2024-03-albert_park,6,opening,19.2,37.5,48.0,False,0.5,dry,0.5,stable dry phase,1.0
2024-03-albert_park,7,opening,19.36,37.48,48.61,False,0.82,dry,0.48,stable dry phase,1.0
2024-03-albert_park,8,opening,19.4,37.6,49.0,False,0.7,dry,0.6,stable dry phase,1.0
2024-03-albert_park,9,opening,19.4,38.1,47.67,False,0.73,dry,1.1,stable dry phase,1.0
2024-03-albert_park,10,opening,19.49,37.91,46.06,False,0.87,dry,0.91,stable dry phase,1.0
2024-03-albert_park,11,opening,19.46,37.9,46.0,False,0.57,dry,0.9,stable dry phase,1.0
2024-03-albert_park,12,middle,19.3,37.98,46.0,False,1.42,dry,0.98,stable dry phase,1.0
2024-03-albert_park,13,middle,19.29,38.26,47.94,False,1.36,dry,1.26,stable dry phase,1.0
2024-03-albert_park,14,middle,19.29,39.2,47.0,False,0.6,dry,2.2,stable dry phase,1.0
2024-03-albert_park,15,middle,19.49,39.2,46.06,False,0.98,dry,2.2,stable dry phase,1.0
2024-03-albert_park,16,middle,19.6,39.12,45.12,False,1.15,dry,2.12,stable dry phase,1.0
2024-03-albert_park,17,middle,19.52,38.35,46.76,False,0.19,dry,1.35,stable dry phase,1.0
2024-03-albert_park,18,middle,19.75,38.74,46.0,False,0.74,dry,1.74,stable dry phase,1.0
2024-03-albert_park,19,middle,19.6,36.9,46.0,False,2.2,dry,-0.1,stable dry phase,1.0
2024-03-albert_park,20,middle,19.5,36.86,47.0,False,1.2,dry,-0.14,stable dry phase,1.0
2024-03-albert_park,21,middle,19.5,38.18,47.0,False,1.06,dry,1.18,stable dry phase,1.0
2024-03-albert_park,22,middle,19.61,38.54,46.88,False,0.46,dry,1.54,stable dry phase,1.0
2024-03-albert_park,23,middle,19.7,38.8,46.0,False,0.83,dry,1.8,stable dry phase,1.0
2024-03-albert_park,24,middle,19.7,38.8,46.76,False,1.24,dry,1.8,stable dry phase,1.0
2024-03-albert_park,25,middle,19.81,38.76,46.88,False,0.04,dry,1.76,stable dry phase,1.0
2024-03-albert_park,26,middle,19.96,39.2,45.41,False,0.12,dry,2.2,stable dry phase,1.0
2024-03-albert_park,27,middle,20.09,39.2,45.0,False,0.35,dry,2.2,stable dry phase,1.0
2024-03-albert_park,28,middle,20.2,39.41,45.0,False,1.02,dry,2.41,stable dry phase,1.0
2024-03-albert_park,29,middle,20.2,39.54,45.65,False,0.89,dry,2.54,stable dry phase,1.0
2024-03-albert_park,30,middle,20.27,38.75,45.06,False,1.09,dry,1.75,stable dry phase,1.0
2024-03-albert_park,31,middle,20.2,38.7,45.0,False,0.74,dry,1.7,stable dry phase,1.0
2024-03-albert_park,32,middle,20.2,38.24,45.0,False,0.54,dry,1.24,stable dry phase,1.0
2024-03-albert_park,33,middle,20.3,37.24,44.0,False,0.84,dry,0.24,stable dry phase,1.0
2024-03-albert_park,34,middle,20.3,37.79,44.59,False,0.61,dry,0.79,stable dry phase,1.0
2024-03-albert_park,35,middle,20.3,38.52,44.76,False,0.61,dry,1.52,stable dry phase,1.0
2024-03-albert_park,36,middle,20.25,38.7,44.0,False,0.75,dry,1.7,stable dry phase,1.0
2024-03-albert_park,37,middle,20.21,38.31,44.0,False,0.84,dry,1.31,stable dry phase,1.0
2024-03-albert_park,38,middle,20.34,38.39,44.47,False,0.9,dry,1.39,stable dry phase,1.0
2024-03-albert_park,39,middle,20.4,39.02,45.0,False,1.13,dry,2.02,stable dry phase,1.0
2024-03-albert_park,40,middle,20.42,39.18,44.82,False,0.76,dry,2.18,stable dry phase,1.0
2024-03-albert_park,41,middle,20.44,39.11,44.06,False,0.82,dry,2.11,stable dry phase,1.0
2024-03-albert_park,42,middle,20.34,39.02,44.06,False,0.85,dry,2.02,stable dry phase,1.0
2024-03-albert_park,43,middle,20.42,38.87,44.94,False,1.29,dry,1.87,stable dry phase,1.0
2024-03-albert_park,44,closing,20.5,39.0,45.0,False,1.22,dry,2.0,stable dry phase,1.0
2024-03-albert_park,45,closing,20.58,39.23,44.71,False,1.18,dry,2.23,stable dry phase,1.0
2024-03-albert_park,46,closing,20.64,39.22,45.47,False,1.92,dry,2.22,stable dry phase,1.0
2024-03-albert_park,47,closing,20.63,38.96,45.0,False,1.18,dry,1.96,stable dry phase,1.0
2024-03-albert_park,48,closing,20.58,39.21,44.76,False,0.64,dry,2.21,stable dry phase,1.0
2024-03-albert_park,49,closing,20.55,39.3,44.0,False,0.55,dry,2.3,stable dry phase,1.0
2024-03-albert_park,50,closing,20.53,39.04,43.29,False,0.74,dry,2.04,stable dry phase,1.0
2024-03-albert_park,51,closing,20.55,39.06,43.0,False,1.13,dry,2.06,stable dry phase,1.0
2024-03-albert_park,52,closing,20.76,39.04,43.0,False,1.58,dry,2.04,stable dry phase,1.0
2024-03-albert_park,53,closing,20.75,38.88,43.71,False,1.24,dry,1.88,stable dry phase,1.0
2024-03-albert_park,54,closing,20.82,38.95,43.65,False,0.69,dry,1.95,stable dry phase,1.0
2024-03-albert_park,55,closing,20.9,39.1,43.0,False,0.85,dry,2.1,stable dry phase,1.0
2024-03-albert_park,56,closing,20.85,39.1,42.53,False,0.89,dry,2.1,stable dry phase,1.0
2024-03-albert_park,57,closing,20.84,39.14,42.81,False,0.87,dry,2.14,stable dry phase,1.0
2024-03-albert_park,58,closing,20.89,39.16,43.0,False,0.83,dry,2.16,stable dry phase,1.0
2024-04-suzuka,1,opening,22.2,39.4,44.0,False,2.1,dry,0.0,stable dry phase,1.0
2024-04-suzuka,2,opening,22.3,40.0,42.0,False,1.3,dry,0.6,stable dry phase,1.0
2024-04-suzuka,3,opening,22.21,40.08,39.78,False,1.08,dry,0.68,stable dry phase,1.0
2024-04-suzuka,4,opening,22.1,39.6,39.0,False,1.5,dry,0.2,stable dry phase,1.0
2024-04-suzuka,5,opening,22.2,40.0,41.0,False,2.3,dry,0.6,stable dry phase,1.0
2024-04-suzuka,6,opening,22.1,39.5,39.0,False,1.7,dry,0.1,stable dry phase,1.0
2024-04-suzuka,7,opening,22.18,39.81,41.78,False,1.67,dry,0.41,stable dry phase,1.0
2024-04-suzuka,8,opening,22.31,39.9,41.11,False,1.14,dry,0.5,stable dry phase,1.0
2024-04-suzuka,9,opening,22.4,40.4,41.0,False,3.4,dry,1.0,stable dry phase,1.0
2024-04-suzuka,10,opening,22.14,40.18,41.0,False,2.29,dry,0.78,stable dry phase,1.0
2024-04-suzuka,11,middle,22.12,40.04,40.44,False,1.49,dry,0.64,stable dry phase,1.0
2024-04-suzuka,12,middle,22.3,40.2,42.0,False,2.2,dry,0.8,stable dry phase,1.0
2024-04-suzuka,13,middle,22.45,39.7,41.0,False,1.4,dry,0.3,stable dry phase,1.0
2024-04-suzuka,14,middle,22.5,39.77,41.0,False,1.49,dry,0.37,stable dry phase,1.0
2024-04-suzuka,15,middle,22.5,40.29,37.24,False,1.81,dry,0.89,stable dry phase,1.0
2024-04-suzuka,16,middle,22.44,40.32,39.59,False,2.47,dry,0.92,stable dry phase,1.0
2024-04-suzuka,17,middle,22.21,40.49,39.94,False,2.49,dry,1.09,stable dry phase,1.0
2024-04-suzuka,18,middle,22.3,40.3,40.06,False,2.64,dry,0.9,stable dry phase,1.0
2024-04-suzuka,19,middle,22.3,40.19,39.94,False,2.66,dry,0.79,stable dry phase,1.0
2024-04-suzuka,20,middle,22.19,40.06,43.0,False,1.91,dry,0.66,stable dry phase,1.0
2024-04-suzuka,21,middle,22.29,39.98,42.12,False,1.57,dry,0.58,stable dry phase,1.0
2024-04-suzuka,22,middle,22.5,40.0,41.06,False,1.56,dry,0.6,stable dry phase,1.0
2024-04-suzuka,23,middle,22.51,39.9,39.0,False,2.16,dry,0.5,stable dry phase,1.0
2024-04-suzuka,24,middle,22.6,39.98,38.24,False,2.29,dry,0.58,stable dry phase,1.0
2024-04-suzuka,25,middle,22.45,39.74,38.59,False,2.14,dry,0.34,stable dry phase,1.0
2024-04-suzuka,26,middle,22.44,39.7,36.18,False,1.47,dry,0.3,stable dry phase,1.0
2024-04-suzuka,27,middle,22.56,39.57,35.65,False,2.19,dry,0.17,stable dry phase,1.0
2024-04-suzuka,28,middle,22.5,39.4,36.53,False,2.26,dry,0.0,stable dry phase,1.0
2024-04-suzuka,29,middle,22.5,39.36,37.24,False,2.25,dry,-0.04,stable dry phase,1.0
2024-04-suzuka,30,middle,22.5,39.5,38.0,False,1.86,dry,0.1,stable dry phase,1.0
2024-04-suzuka,31,middle,22.55,39.61,37.53,False,2.29,dry,0.21,stable dry phase,1.0
2024-04-suzuka,32,middle,22.68,39.31,37.94,False,2.52,dry,-0.09,stable dry phase,1.0
2024-04-suzuka,33,middle,22.65,39.7,39.0,False,2.7,dry,0.3,stable dry phase,1.0
2024-04-suzuka,34,middle,22.46,39.61,36.65,False,3.41,dry,0.21,stable dry phase,1.0
2024-04-suzuka,35,middle,22.51,39.43,37.71,False,2.54,dry,0.03,stable dry phase,1.0
2024-04-suzuka,36,middle,22.65,39.29,36.53,False,2.66,dry,-0.11,stable dry phase,1.0
2024-04-suzuka,37,middle,22.66,39.62,34.76,False,3.25,dry,0.22,stable dry phase,1.0
2024-04-suzuka,38,middle,22.6,39.59,32.82,False,3.34,dry,0.19,stable dry phase,1.0
2024-04-suzuka,39,middle,22.55,39.21,32.94,False,3.39,dry,-0.19,stable dry phase,1.0
2024-04-suzuka,40,closing,22.5,38.84,35.18,False,3.32,dry,-0.56,stable dry phase,1.0
2024-04-suzuka,41,closing,22.45,38.87,36.59,False,2.78,dry,-0.53,stable dry phase,1.0
2024-04-suzuka,42,closing,22.49,38.99,37.06,False,3.52,dry,-0.41,stable dry phase,1.0
2024-04-suzuka,43,closing,22.49,38.96,37.94,False,3.35,dry,-0.44,stable dry phase,1.0
2024-04-suzuka,44,closing,22.44,38.79,39.47,False,3.04,dry,-0.61,stable dry phase,1.0
2024-04-suzuka,45,closing,22.35,38.72,39.88,False,3.45,dry,-0.68,stable dry phase,1.0
2024-04-suzuka,46,closing,22.33,38.77,39.12,False,3.86,dry,-0.63,stable dry phase,1.0
2024-04-suzuka,47,closing,22.17,38.94,39.29,False,3.64,dry,-0.46,stable dry phase,1.0
2024-04-suzuka,48,closing,22.13,38.78,39.0,False,2.98,dry,-0.62,stable dry phase,1.0
2024-04-suzuka,49,closing,22.04,38.05,38.65,False,2.58,dry,-1.35,stable dry phase,1.0
2024-04-suzuka,50,closing,21.82,37.05,39.35,False,2.48,dry,-2.35,stable dry phase,1.0
2024-04-suzuka,51,closing,21.65,36.56,39.65,False,2.35,dry,-2.84,stable dry phase,1.0
2024-04-suzuka,52,closing,21.6,36.36,40.53,False,1.88,dry,-3.04,stable dry phase,1.0
2024-04-suzuka,53,closing,21.6,36.16,40.44,False,1.79,dry,-3.24,stable dry phase,1.0
2024-05-shanghai,1,opening,19.1,32.2,65.0,False,1.0,dry,0.0,stable dry phase,1.0
2024-05-shanghai,2,opening,19.1,31.5,64.0,False,1.5,dry,-0.7,stable dry phase,1.0
2024-05-shanghai,3,opening,19.0,31.58,65.6,False,1.06,dry,-0.62,stable dry phase,1.0
2024-05-shanghai,4,opening,18.9,31.5,66.0,False,0.6,dry,-0.7,stable dry phase,1.0
2024-05-shanghai,5,opening,18.9,31.9,66.0,False,1.1,dry,-0.3,stable dry phase,1.0
2024-05-shanghai,6,opening,19.09,31.94,64.1,False,1.73,dry,-0.26,stable dry phase,1.0
2024-05-shanghai,7,opening,19.1,31.9,64.0,False,1.15,dry,-0.3,stable dry phase,1.0
2024-05-shanghai,8,opening,19.1,32.0,65.0,False,1.4,dry,-0.2,stable dry phase,1.0
2024-05-shanghai,9,opening,19.01,31.8,64.9,False,1.41,dry,-0.4,stable dry phase,1.0
2024-05-shanghai,10,opening,19.0,31.7,65.0,False,1.6,dry,-0.5,stable dry phase,1.0
2024-05-shanghai,11,opening,18.96,31.34,65.0,False,1.2,dry,-0.86,stable dry phase,1.0
2024-05-shanghai,12,middle,18.8,31.0,66.0,False,1.4,dry,-1.2,stable dry phase,1.0
2024-05-shanghai,13,middle,18.71,31.3,66.0,False,0.97,dry,-0.9,stable dry phase,1.0
2024-05-shanghai,14,middle,18.66,31.3,65.0,False,0.74,dry,-0.9,stable dry phase,1.0
2024-05-shanghai,15,middle,18.63,31.3,65.0,False,1.21,dry,-0.9,stable dry phase,1.0
2024-05-shanghai,16,middle,18.7,31.3,64.95,False,0.69,dry,-0.9,stable dry phase,1.0
2024-05-shanghai,17,middle,18.77,31.3,64.7,False,0.43,dry,-0.9,stable dry phase,1.0
2024-05-shanghai,18,middle,18.8,31.3,64.0,False,1.4,dry,-0.9,stable dry phase,1.0
2024-05-shanghai,19,middle,18.8,31.3,64.1,False,0.8,dry,-0.9,stable dry phase,1.0
2024-05-shanghai,20,middle,18.72,31.3,65.84,False,0.63,dry,-0.9,stable dry phase,1.0
2024-05-shanghai,21,middle,18.8,31.3,64.0,False,1.14,dry,-0.9,stable dry phase,1.0
2024-05-shanghai,22,middle,18.86,30.78,63.42,False,1.12,dry,-1.42,stable dry phase,1.0
2024-05-shanghai,23,middle,18.83,30.52,64.74,False,1.15,dry,-1.68,stable dry phase,1.0
2024-05-shanghai,24,middle,18.82,30.68,65.0,False,0.94,dry,-1.52,stable dry phase,1.0
2024-05-shanghai,25,middle,18.95,30.79,65.0,False,0.91,dry,-1.41,stable dry phase,1.0
2024-05-shanghai,26,middle,18.93,31.2,65.0,False,0.75,dry,-1.0,stable dry phase,1.0
2024-05-shanghai,27,middle,18.9,30.8,64.0,False,1.7,dry,-1.4,stable dry phase,1.0
2024-05-shanghai,28,middle,18.8,30.71,65.0,False,0.67,dry,-1.49,stable dry phase,1.0
2024-05-shanghai,29,middle,18.84,30.72,65.33,False,1.32,dry,-1.48,stable dry phase,1.0
2024-05-shanghai,30,middle,18.8,30.34,66.0,False,1.41,dry,-1.86,stable dry phase,1.0
2024-05-shanghai,31,middle,18.7,31.28,65.94,False,1.11,dry,-0.92,stable dry phase,1.0
2024-05-shanghai,32,middle,18.8,31.0,65.0,False,1.5,dry,-1.2,stable dry phase,1.0
2024-05-shanghai,33,middle,18.9,30.6,65.0,False,2.4,dry,-1.6,stable dry phase,1.0
2024-05-shanghai,34,middle,19.0,30.7,66.0,False,1.6,dry,-1.5,stable dry phase,1.0
2024-05-shanghai,35,middle,19.0,30.98,66.0,False,2.07,dry,-1.22,stable dry phase,1.0
2024-05-shanghai,36,middle,19.0,30.7,65.88,False,1.09,dry,-1.5,stable dry phase,1.0
2024-05-shanghai,37,middle,19.0,30.89,65.0,False,0.89,dry,-1.31,stable dry phase,1.0
2024-05-shanghai,38,middle,19.0,30.7,65.0,False,1.95,dry,-1.5,stable dry phase,1.0
2024-05-shanghai,39,middle,19.0,30.51,65.0,False,2.48,dry,-1.69,stable dry phase,1.0
2024-05-shanghai,40,middle,18.9,30.2,65.12,False,3.12,dry,-2.0,stable dry phase,1.0
2024-05-shanghai,41,middle,18.81,30.46,66.0,False,1.18,dry,-1.74,stable dry phase,1.0
2024-05-shanghai,42,middle,18.8,30.5,65.53,False,1.62,dry,-1.7,stable dry phase,1.0
2024-05-shanghai,43,closing,18.9,30.3,65.82,False,1.46,dry,-1.9,stable dry phase,1.0
2024-05-shanghai,44,closing,18.81,30.12,65.88,False,1.04,dry,-2.08,stable dry phase,1.0
2024-05-shanghai,45,closing,18.8,29.91,65.65,False,2.05,dry,-2.29,stable dry phase,1.0
2024-05-shanghai,46,closing,18.6,29.82,66.18,False,2.62,dry,-2.38,stable dry phase,1.0
2024-05-shanghai,47,closing,18.6,29.72,66.12,False,1.79,dry,-2.48,stable dry phase,1.0
2024-05-shanghai,48,closing,18.54,29.9,67.0,False,2.63,dry,-2.3,stable dry phase,1.0
2024-05-shanghai,49,closing,18.6,29.9,66.71,False,3.17,dry,-2.3,stable dry phase,1.0
2024-05-shanghai,50,closing,18.69,29.64,66.0,False,3.45,dry,-2.56,stable dry phase,1.0
2024-05-shanghai,51,closing,18.6,29.54,66.0,False,3.12,dry,-2.66,stable dry phase,1.0
