race_analysis_id,driver,team,stint_number,compound,start_lap,end_lap,stint_length,avg_lap_time_s,median_lap_time_s,best_lap_time_s,degradation_s_per_lap,degradation_confidence,pace_rank_in_stint,compound_phase,traffic_adjusted_flag,stint_quality_score,note
2026-12-zandvoort,RUS,Mercedes,2,MEDIUM,3,17,15,82.646,77.544,76.981,-2.0265,0.783,18.0,medium,False,0.848,Timing-derived; traffic and gaps are not directly measured.
2026-12-zandvoort,RUS,Mercedes,3,HARD,18,40,23,77.563,76.689,76.182,-0.1257,0.9,4.0,medium,False,0.93,Timing-derived; traffic and gaps are not directly measured.
2026-12-zandvoort,RUS,Mercedes,4,HARD,41,72,32,79.017,75.658,75.393,-0.0155,0.9,3.0,long,False,0.93,Timing-derived; traffic and gaps are not directly measured.
2026-12-zandvoort,SAI,Williams,1,SOFT,1,2,2,97.966,97.966,97.966,,0.35,4.0,short,False,0.345,Timing-derived; traffic and gaps are not directly measured.
2026-12-zandvoort,SAI,Williams,2,SOFT,3,30,28,80.02,79.547,79.189,-0.008,0.9,8.0,long,False,0.93,Timing-derived; traffic and gaps are not directly measured.
2026-12-zandvoort,SAI,Williams,3,HARD,31,65,35,81.868,78.844,77.967,0.1438,0.9,20.0,long,False,0.93,Timing-derived; traffic and gaps are not directly measured.
2026-12-zandvoort,SAI,Williams,4,SOFT,66,70,5,84.538,78.307,77.328,-5.0796,0.517,17.0,short,False,0.662,Timing-derived; traffic and gaps are not directly measured.
2026-12-zandvoort,STR,Aston Martin,1,SOFT,1,2,2,97.846,97.846,97.846,,0.35,3.0,short,False,0.345,Timing-derived; traffic and gaps are not directly measured.
2026-12-zandvoort,STR,Aston Martin,2,SOFT,3,15,13,80.271,79.366,79.102,-0.1596,0.717,9.0,medium,False,0.802,Timing-derived; traffic and gaps are not directly measured.
2026-12-zandvoort,STR,Aston Martin,3,HARD,16,35,20,80.225,79.621,78.569,-0.1831,0.9,16.0,medium,False,0.93,Timing-derived; traffic and gaps are not directly measured.
2026-12-zandvoort,STR,Aston Martin,4,HARD,36,45,10,80.814,78.41,77.883,-0.2087,0.683,12.0,medium,False,0.778,Timing-derived; traffic and gaps are not directly measured.
2026-12-zandvoort,TSU,Racing Bulls,1,SOFT,1,2,2,119.164,119.164,93.561,,0.35,17.0,short,False,0.345,Timing-derived; traffic and gaps are not directly measured.
2026-12-zandvoort,TSU,Racing Bulls,2,SOFT,3,18,16,79.571,79.016,78.59,-0.0837,0.817,5.0,medium,False,0.872,Timing-derived; traffic and gaps are not directly measured.
2026-12-zandvoort,TSU,Racing Bulls,3,HARD,19,44,26,79.393,78.199,77.723,-0.1031,0.9,9.0,long,False,0.93,Timing-derived; traffic and gaps are not directly measured.
2026-12-zandvoort,TSU,Racing Bulls,4,SOFT,45,71,27,80.969,77.385,76.639,-0.1344,0.9,13.0,long,False,0.93,Timing-derived; traffic and gaps are not directly measured.
2026-12-zandvoort,VER,Red Bull Racing,1,SOFT,1,1,1,,,,,0.35,,short,False,0.345,Timing-derived; traffic and gaps are not directly measured.
