race_analysis_id,driver,team,lap_number,race_phase,compound,stint_number,lap_time_s,normalized_pace_delta_s,field_rank_on_lap,rolling_pace_delta_s,tyre_age,fuel_corrected_delta_s,weather_adjusted_flag,pace_confidence
2025-04-bahrain,PIA,McLaren,9,opening,SOFT,1,98.8,-1.282,2,-1.086,12,-0.967,False,0.72
2025-04-bahrain,PIA,McLaren,10,opening,SOFT,1,98.549,-1.415,2,-1.274,13,-1.065,False,0.72
2025-04-bahrain,PIA,McLaren,11,opening,SOFT,1,98.681,-1.136,4,-1.278,14,-0.751,False,0.72
2025-04-bahrain,PIA,McLaren,12,middle,SOFT,1,99.028,-0.096,9,-0.882,15,0.324,False,0.72
2025-04-bahrain,PIA,McLaren,13,middle,SOFT,1,98.763,-0.207,8,-0.48,16,0.248,False,0.72
2025-04-bahrain,PIA,McLaren,14,middle,SOFT,1,101.297,1.716,15,0.471,17,2.206,False,0.72
2025-04-bahrain,PIA,McLaren,15,middle,MEDIUM,2,118.856,19.782,19,7.097,1,20.307,False,0.72
2025-04-bahrain,PIA,McLaren,16,middle,MEDIUM,2,98.063,-0.819,3,6.893,2,-0.259,False,0.72
2025-04-bahrain,PIA,McLaren,17,middle,MEDIUM,2,97.733,-0.97,3,5.998,3,-0.375,False,0.72
2025-04-bahrain,PIA,McLaren,18,middle,MEDIUM,2,97.688,-0.854,3,-0.881,4,-0.224,False,0.72
2025-04-bahrain,PIA,McLaren,19,middle,MEDIUM,2,97.891,-0.424,4,-0.749,5,0.241,False,0.72
2025-04-bahrain,PIA,McLaren,20,middle,MEDIUM,2,97.504,-1.043,3,-0.773,6,-0.343,False,0.72
2025-04-bahrain,PIA,McLaren,21,middle,MEDIUM,2,97.712,-0.987,2,-0.818,7,-0.252,False,0.72
2025-04-bahrain,PIA,McLaren,22,middle,MEDIUM,2,97.142,-1.457,1,-1.162,8,-0.687,False,0.72
2025-04-bahrain,PIA,McLaren,23,middle,MEDIUM,2,97.933,-0.691,4,-1.045,9,0.114,False,0.72
2025-04-bahrain,PIA,McLaren,24,middle,MEDIUM,2,97.634,-1.136,1,-1.095,10,-0.296,False,0.72
2025-04-bahrain,PIA,McLaren,25,middle,MEDIUM,2,97.811,-1.361,3,-1.063,11,-0.486,False,0.72
2025-04-bahrain,PIA,McLaren,26,middle,MEDIUM,2,97.39,-1.812,2,-1.437,12,-0.902,False,0.72
2025-04-bahrain,PIA,McLaren,27,middle,MEDIUM,2,97.579,-1.73,1,-1.635,13,-0.785,False,0.72
2025-04-bahrain,PIA,McLaren,28,middle,MEDIUM,2,97.693,-1.618,3,-1.72,14,-0.638,False,0.72
2025-04-bahrain,PIA,McLaren,29,middle,MEDIUM,2,97.677,-0.748,5,-1.365,15,0.267,False,0.72
2025-04-bahrain,PIA,McLaren,30,middle,MEDIUM,2,97.811,0.117,12,-0.75,16,1.167,False,0.72
2025-04-bahrain,PIA,McLaren,31,middle,MEDIUM,2,97.556,-0.488,5,-0.373,17,0.597,False,0.72
2025-04-bahrain,PIA,McLaren,32,middle,MEDIUM,2,108.702,-15.953,1,-5.442,18,-14.833,False,0.72
2025-04-bahrain,PIA,McLaren,33,middle,MEDIUM,3,,,,-8.221,1,,False,0.35
2025-04-bahrain,PIA,McLaren,34,middle,MEDIUM,3,140.563,25.16,20,4.603,2,26.35,False,0.72
2025-04-bahrain,PIA,McLaren,35,middle,MEDIUM,3,146.233,10.247,20,17.704,3,11.472,False,0.72
2025-04-bahrain,PIA,McLaren,36,middle,MEDIUM,3,95.14,-3.419,1,10.663,4,-2.159,False,0.72
2025-04-bahrain,PIA,McLaren,37,middle,MEDIUM,3,95.375,-2.303,1,1.508,5,-1.008,False,0.72
2025-04-bahrain,PIA,McLaren,38,middle,MEDIUM,3,95.997,-1.854,2,-2.526,6,-0.524,False,0.72
2025-04-bahrain,PIA,McLaren,39,middle,MEDIUM,3,96.174,-1.521,1,-1.893,7,-0.156,False,0.72
2025-04-bahrain,PIA,McLaren,40,middle,MEDIUM,3,96.36,-1.032,3,-1.469,8,0.368,False,0.72
2025-04-bahrain,PIA,McLaren,41,middle,MEDIUM,3,96.326,-1.194,2,-1.249,9,0.241,False,0.72
2025-04-bahrain,PIA,McLaren,42,middle,MEDIUM,3,96.249,-1.339,2,-1.188,10,0.131,False,0.72
2025-04-bahrain,PIA,McLaren,43,closing,MEDIUM,3,96.118,-1.524,2,-1.352,11,-0.019,False,0.72
2025-04-bahrain,PIA,McLaren,44,closing,MEDIUM,3,96.289,-1.492,1,-1.452,12,0.048,False,0.72
2025-04-bahrain,PIA,McLaren,45,closing,MEDIUM,3,96.035,-1.632,1,-1.549,13,-0.057,False,0.72
2025-04-bahrain,PIA,McLaren,46,closing,MEDIUM,3,95.898,-1.762,1,-1.629,14,-0.152,False,0.72
2025-04-bahrain,PIA,McLaren,47,closing,MEDIUM,3,96.09,-1.556,1,-1.65,15,0.089,False,0.72
2025-04-bahrain,PIA,McLaren,48,closing,MEDIUM,3,96.357,-1.31,1,-1.543,16,0.37,False,0.72
2025-04-bahrain,PIA,McLaren,49,closing,MEDIUM,3,96.815,-0.982,1,-1.283,17,0.733,False,0.72
2025-04-bahrain,PIA,McLaren,50,closing,MEDIUM,3,96.263,-1.571,1,-1.288,18,0.179,False,0.72
2025-04-bahrain,PIA,McLaren,51,closing,MEDIUM,3,96.105,-1.97,1,-1.508,19,-0.185,False,0.72
2025-04-bahrain,PIA,McLaren,52,closing,MEDIUM,3,95.961,-2.434,1,-1.992,20,-0.614,False,0.72
2025-04-bahrain,PIA,McLaren,53,closing,MEDIUM,3,96.333,-2.083,1,-2.162,21,-0.228,False,0.72
2025-04-bahrain,PIA,McLaren,54,closing,MEDIUM,3,96.229,-2.267,1,-2.261,22,-0.377,False,0.72
2025-04-bahrain,PIA,McLaren,55,closing,MEDIUM,3,96.259,-2.298,1,-2.216,23,-0.373,False,0.72
2025-04-bahrain,PIA,McLaren,56,closing,MEDIUM,3,96.243,-2.346,1,-2.304,24,-0.386,False,0.72
2025-04-bahrain,PIA,McLaren,57,closing,MEDIUM,3,96.588,-2.273,1,-2.306,25,-0.278,False,0.72
2025-04-bahrain,RUS,Mercedes,1,opening,SOFT,1,99.582,-5.472,2,-5.472,4,-5.437,False,0.72
2025-04-bahrain,RUS,Mercedes,2,opening,SOFT,1,97.817,-1.104,2,-3.288,5,-1.034,False,0.72
2025-04-bahrain,RUS,Mercedes,3,opening,SOFT,1,98.286,-0.346,2,-2.307,6,-0.241,False,0.72
2025-04-bahrain,RUS,Mercedes,4,opening,SOFT,1,98.378,-0.31,5,-0.587,7,-0.17,False,0.72
2025-04-bahrain,RUS,Mercedes,5,opening,SOFT,1,98.604,-0.672,4,-0.443,8,-0.497,False,0.72
2025-04-bahrain,RUS,Mercedes,6,opening,SOFT,1,98.467,-0.787,2,-0.59,9,-0.577,False,0.72
2025-04-bahrain,RUS,Mercedes,7,opening,SOFT,1,98.686,-0.662,5,-0.707,10,-0.417,False,0.72
2025-04-bahrain,RUS,Mercedes,8,opening,SOFT,1,99.007,-0.685,4,-0.711,11,-0.405,False,0.72
2025-04-bahrain,RUS,Mercedes,9,opening,SOFT,1,98.9,-1.182,3,-0.843,12,-0.867,False,0.72
2025-04-bahrain,RUS,Mercedes,10,opening,SOFT,1,98.889,-1.075,4,-0.981,13,-0.725,False,0.72
2025-04-bahrain,RUS,Mercedes,11,opening,SOFT,1,99.152,-0.665,6,-0.974,14,-0.28,False,0.72
2025-04-bahrain,RUS,Mercedes,12,middle,SOFT,1,99.098,-0.026,10,-0.589,15,0.394,False,0.72
2025-04-bahrain,RUS,Mercedes,13,middle,SOFT,1,101.867,2.897,17,0.735,16,3.352,False,0.72
2025-04-bahrain,RUS,Mercedes,14,middle,MEDIUM,2,117.315,17.734,19,6.868,1,18.224,False,0.72
2025-04-bahrain,RUS,Mercedes,15,middle,MEDIUM,2,97.828,-1.246,2,6.462,2,-0.721,False,0.72
2025-04-bahrain,RUS,Mercedes,16,middle,MEDIUM,2,98.067,-0.815,4,5.225,3,-0.255,False,0.72
2025-04-bahrain,RUS,Mercedes,17,middle,MEDIUM,2,98.193,-0.51,5,-0.857,4,0.085,False,0.72
2025-04-bahrain,RUS,Mercedes,18,middle,MEDIUM,2,98.383,-0.159,8,-0.495,5,0.471,False,0.72
2025-04-bahrain,RUS,Mercedes,19,middle,MEDIUM,2,98.162,-0.153,7,-0.274,6,0.512,False,0.72
2025-04-bahrain,RUS,Mercedes,20,middle,MEDIUM,2,98.148,-0.399,6,-0.237,7,0.301,False,0.72
2025-04-bahrain,RUS,Mercedes,21,middle,MEDIUM,2,97.841,-0.858,3,-0.47,8,-0.123,False,0.72
2025-04-bahrain,RUS,Mercedes,22,middle,MEDIUM,2,97.806,-0.793,4,-0.683,9,-0.023,False,0.72
2025-04-bahrain,RUS,Mercedes,23,middle,MEDIUM,2,98.018,-0.606,5,-0.752,10,0.199,False,0.72
2025-04-bahrain,RUS,Mercedes,24,middle,MEDIUM,2,97.784,-0.986,2,-0.795,11,-0.146,False,0.72
2025-04-bahrain,RUS,Mercedes,25,middle,MEDIUM,2,98.076,-1.097,4,-0.896,12,-0.222,False,0.72
2025-04-bahrain,RUS,Mercedes,26,middle,MEDIUM,2,98.045,-1.157,4,-1.08,13,-0.247,False,0.72
2025-04-bahrain,RUS,Mercedes,27,middle,MEDIUM,2,97.929,-1.38,3,-1.211,14,-0.435,False,0.72
2025-04-bahrain,RUS,Mercedes,28,middle,MEDIUM,2,97.996,-1.316,5,-1.284,15,-0.336,False,0.72
2025-04-bahrain,RUS,Mercedes,29,middle,MEDIUM,2,97.777,-0.648,7,-1.114,16,0.367,False,0.72
2025-04-bahrain,RUS,Mercedes,30,middle,MEDIUM,2,97.653,-0.041,10,-0.668,17,1.009,False,0.72
2025-04-bahrain,RUS,Mercedes,31,middle,MEDIUM,2,98.084,0.04,12,-0.217,18,1.125,False,0.72
2025-04-bahrain,RUS,Mercedes,32,middle,MEDIUM,2,111.016,-13.639,2,-4.547,19,-12.519,False,0.72
2025-04-bahrain,RUS,Mercedes,33,middle,SOFT,3,,,,-6.8,4,,False,0.35
2025-04-bahrain,RUS,Mercedes,34,middle,SOFT,3,140.52,25.118,19,5.739,5,26.308,False,0.72
2025-04-bahrain,RUS,Mercedes,35,middle,SOFT,3,145.529,9.543,18,17.33,6,10.768,False,0.72
2025-04-bahrain,RUS,Mercedes,36,middle,SOFT,3,95.518,-3.041,2,10.54,7,-1.781,False,0.72
2025-04-bahrain,RUS,Mercedes,37,middle,SOFT,3,95.842,-1.837,2,1.555,8,-0.542,False,0.72
2025-04-bahrain,RUS,Mercedes,38,middle,SOFT,3,96.207,-1.644,5,-2.174,9,-0.314,False,0.72
2025-04-bahrain,RUS,Mercedes,39,middle,SOFT,3,96.398,-1.297,5,-1.593,10,0.068,False,0.72
2025-04-bahrain,RUS,Mercedes,40,middle,SOFT,3,96.471,-0.921,4,-1.287,11,0.479,False,0.72
2025-04-bahrain,RUS,Mercedes,41,middle,SOFT,3,96.391,-1.128,3,-1.115,12,0.307,False,0.72
2025-04-bahrain,RUS,Mercedes,42,middle,SOFT,3,96.28,-1.308,3,-1.119,13,0.162,False,0.72
2025-04-bahrain,RUS,Mercedes,43,closing,SOFT,3,96.665,-0.977,4,-1.138,14,0.528,False,0.72
2025-04-bahrain,RUS,Mercedes,44,closing,SOFT,3,96.885,-0.896,4,-1.06,15,0.644,False,0.72
2025-04-bahrain,RUS,Mercedes,45,closing,SOFT,3,96.746,-0.921,4,-0.931,16,0.654,False,0.72
2025-04-bahrain,RUS,Mercedes,46,closing,SOFT,3,96.456,-1.204,2,-1.007,17,0.406,False,0.72
2025-04-bahrain,RUS,Mercedes,47,closing,SOFT,3,96.708,-0.938,3,-1.021,18,0.707,False,0.72
2025-04-bahrain,RUS,Mercedes,48,closing,SOFT,3,96.746,-0.921,3,-1.021,19,0.759,False,0.72
2025-04-bahrain,RUS,Mercedes,49,closing,SOFT,3,97.315,-0.482,2,-0.78,20,1.233,False,0.72
2025-04-bahrain,RUS,Mercedes,50,closing,SOFT,3,96.973,-0.861,3,-0.755,21,0.889,False,0.72
2025-04-bahrain,RUS,Mercedes,51,closing,SOFT,3,97.377,-0.698,4,-0.68,22,1.087,False,0.72
2025-04-bahrain,RUS,Mercedes,52,closing,SOFT,3,97.281,-1.114,3,-0.891,23,0.706,False,0.72
2025-04-bahrain,RUS,Mercedes,53,closing,SOFT,3,97.412,-1.004,3,-0.939,24,0.851,False,0.72
2025-04-bahrain,RUS,Mercedes,54,closing,SOFT,3,97.369,-1.127,3,-1.082,25,0.763,False,0.72
2025-04-bahrain,RUS,Mercedes,55,closing,SOFT,3,97.387,-1.17,3,-1.1,26,0.755,False,0.72
2025-04-bahrain,RUS,Mercedes,56,closing,SOFT,3,97.844,-0.745,4,-1.014,27,1.215,False,0.72
2025-04-bahrain,RUS,Mercedes,57,closing,SOFT,3,97.956,-0.905,3,-0.94,28,1.09,False,0.72
2025-04-bahrain,SAI,Williams,1,opening,SOFT,1,102.77,-2.284,6,-2.284,4,-2.249,False,0.72
2025-04-bahrain,SAI,Williams,2,opening,SOFT,1,98.185,-0.736,6,-1.51,5,-0.666,False,0.72
2025-04-bahrain,SAI,Williams,3,opening,SOFT,1,98.389,-0.243,3,-1.088,6,-0.138,False,0.72
2025-04-bahrain,SAI,Williams,4,opening,SOFT,1,98.62,-0.068,9,-0.349,7,0.072,False,0.72
2025-04-bahrain,SAI,Williams,5,opening,SOFT,1,101.021,1.745,19,0.478,8,1.92,False,0.72
2025-04-bahrain,SAI,Williams,6,opening,SOFT,1,99.023,-0.231,8,0.482,9,-0.021,False,0.72
2025-04-bahrain,SAI,Williams,7,opening,SOFT,1,99.33,-0.018,10,0.499,10,0.227,False,0.72
2025-04-bahrain,SAI,Williams,8,opening,SOFT,1,99.906,0.214,14,-0.012,11,0.494,False,0.72
2025-04-bahrain,SAI,Williams,9,opening,SOFT,1,102.895,2.813,18,1.003,12,3.128,False,0.72
2025-04-bahrain,SAI,Williams,10,opening,SOFT,1,100.164,0.2,12,1.076,13,0.55,False,0.72
2025-04-bahrain,SAI,Williams,11,opening,SOFT,1,100.015,0.198,13,1.07,14,0.583,False,0.72
2025-04-bahrain,SAI,Williams,12,middle,SOFT,1,100.25,1.126,16,0.508,15,1.546,False,0.72
2025-04-bahrain,SAI,Williams,13,middle,SOFT,1,100.277,1.307,16,0.877,16,1.762,False,0.72
2025-04-bahrain,SAI,Williams,14,middle,SOFT,1,102.908,3.327,17,1.92,17,3.817,False,0.72
2025-04-bahrain,SAI,Williams,15,middle,MEDIUM,2,118.303,19.229,18,7.954,1,19.754,False,0.72
2025-04-bahrain,SAI,Williams,16,middle,MEDIUM,2,96.954,-1.928,1,6.876,2,-1.368,False,0.72
2025-04-bahrain,SAI,Williams,17,middle,MEDIUM,2,97.867,-0.836,4,5.488,3,-0.241,False,0.72
2025-04-bahrain,SAI,Williams,18,middle,MEDIUM,2,97.809,-0.733,4,-1.166,4,-0.103,False,0.72
2025-04-bahrain,SAI,Williams,19,middle,MEDIUM,2,98.259,-0.056,9,-0.542,5,0.609,False,0.72
2025-04-bahrain,SAI,Williams,20,middle,MEDIUM,2,98.427,-0.12,8,-0.303,6,0.58,False,0.72
2025-04-bahrain,SAI,Williams,21,middle,MEDIUM,2,98.718,0.019,11,-0.052,7,0.754,False,0.72
2025-04-bahrain,SAI,Williams,22,middle,MEDIUM,2,98.555,-0.044,9,-0.048,8,0.726,False,0.72
2025-04-bahrain,SAI,Williams,23,middle,MEDIUM,2,98.631,0.007,11,-0.006,9,0.812,False,0.72
2025-04-bahrain,SAI,Williams,24,middle,MEDIUM,2,98.782,0.011,11,-0.008,10,0.851,False,0.72
2025-04-bahrain,SAI,Williams,25,middle,MEDIUM,2,99.068,-0.105,9,-0.029,11,0.77,False,0.72
2025-04-bahrain,SAI,Williams,26,middle,MEDIUM,2,99.212,0.01,11,-0.028,12,0.92,False,0.72
2025-04-bahrain,SAI,Williams,27,middle,MEDIUM,2,99.302,-0.007,10,-0.034,13,0.938,False,0.72
2025-04-bahrain,SAI,Williams,28,middle,MEDIUM,2,99.236,-0.075,10,-0.024,14,0.905,False,0.72
2025-04-bahrain,SAI,Williams,29,middle,MEDIUM,2,98.798,0.373,13,0.097,15,1.388,False,0.72
2025-04-bahrain,SAI,Williams,30,middle,MEDIUM,2,99.28,1.585,16,0.628,16,2.635,False,0.72
2025-04-bahrain,SAI,Williams,31,middle,MEDIUM,2,100.485,2.441,20,1.466,17,3.526,False,0.72
2025-04-bahrain,SAI,Williams,32,middle,MEDIUM,2,123.071,-1.584,6,0.814,18,-0.464,False,0.72
2025-04-bahrain,SAI,Williams,33,middle,HARD,3,,,,0.428,1,,False,0.35
2025-04-bahrain,SAI,Williams,34,middle,HARD,3,115.863,0.46,11,-0.562,2,1.65,False,0.72
2025-04-bahrain,SAI,Williams,35,middle,HARD,3,136.463,0.477,11,0.469,3,1.702,False,0.72
2025-04-bahrain,SAI,Williams,36,middle,HARD,3,100.833,2.273,20,1.07,4,3.533,False,0.72
2025-04-bahrain,SAI,Williams,37,middle,HARD,3,97.832,0.153,13,0.968,5,1.448,False,0.72
2025-04-bahrain,SAI,Williams,38,middle,HARD,3,98.624,0.773,20,1.067,6,2.103,False,0.72
2025-04-bahrain,SAI,Williams,39,middle,HARD,3,98.292,0.597,14,0.508,7,1.962,False,0.72
2025-04-bahrain,SAI,Williams,40,middle,HARD,3,98.454,1.062,19,0.811,8,2.462,False,0.72
2025-04-bahrain,SAI,Williams,41,middle,HARD,3,98.415,0.896,15,0.852,9,2.331,False,0.72
2025-04-bahrain,SAI,Williams,42,middle,HARD,3,99.736,2.148,20,1.369,10,3.618,False,0.72
2025-04-bahrain,SAI,Williams,43,closing,HARD,3,99.607,1.965,20,1.67,11,3.47,False,0.72
2025-04-bahrain,SAI,Williams,44,closing,HARD,3,103.871,6.09,20,3.401,12,7.63,False,0.72
2025-04-bahrain,SAI,Williams,45,closing,SOFT,4,132.35,34.683,20,14.246,4,36.258,False,0.72
2025-04-bahrain,STR,Aston Martin,1,opening,SOFT,1,108.838,3.784,18,3.784,1,3.819,False,0.72
2025-04-bahrain,STR,Aston Martin,2,opening,SOFT,1,100.25,1.329,16,2.557,2,1.399,False,0.72
2025-04-bahrain,STR,Aston Martin,3,opening,SOFT,1,99.708,1.076,16,2.063,3,1.181,False,0.72
2025-04-bahrain,STR,Aston Martin,4,opening,SOFT,1,99.844,1.156,19,1.187,4,1.296,False,0.72
2025-04-bahrain,STR,Aston Martin,5,opening,SOFT,1,99.974,0.698,16,0.977,5,0.873,False,0.72
2025-04-bahrain,STR,Aston Martin,6,opening,SOFT,1,99.805,0.551,17,0.802,6,0.761,False,0.72
2025-04-bahrain,STR,Aston Martin,7,opening,SOFT,1,99.855,0.507,18,0.585,7,0.752,False,0.72
2025-04-bahrain,STR,Aston Martin,8,opening,SOFT,1,100.399,0.707,19,0.588,8,0.987,False,0.72
2025-04-bahrain,STR,Aston Martin,9,opening,SOFT,1,100.148,0.066,12,0.427,9,0.381,False,0.72
2025-04-bahrain,STR,Aston Martin,10,opening,SOFT,1,100.519,0.555,16,0.443,10,0.905,False,0.72
2025-04-bahrain,STR,Aston Martin,11,opening,SOFT,1,100.47,0.653,16,0.425,11,1.038,False,0.72
2025-04-bahrain,STR,Aston Martin,12,middle,SOFT,1,102.834,3.71,19,1.639,12,4.13,False,0.72
2025-04-bahrain,STR,Aston Martin,13,middle,MEDIUM,2,117.757,18.787,19,7.717,1,19.242,False,0.72
2025-04-bahrain,STR,Aston Martin,14,middle,MEDIUM,2,99.024,-0.557,8,7.313,2,-0.067,False,0.72
2025-04-bahrain,STR,Aston Martin,15,middle,MEDIUM,2,99.375,0.301,13,6.177,3,0.826,False,0.72
2025-04-bahrain,STR,Aston Martin,16,middle,MEDIUM,2,99.093,0.212,13,-0.015,4,0.772,False,0.72
2025-04-bahrain,STR,Aston Martin,17,middle,MEDIUM,2,99.699,0.996,15,0.503,5,1.591,False,0.72
2025-04-bahrain,STR,Aston Martin,18,middle,MEDIUM,2,99.259,0.717,14,0.641,6,1.347,False,0.72
2025-04-bahrain,STR,Aston Martin,19,middle,MEDIUM,2,99.515,1.2,20,0.971,7,1.865,False,0.72
2025-04-bahrain,STR,Aston Martin,20,middle,MEDIUM,2,98.667,0.12,13,0.679,8,0.82,False,0.72
2025-04-bahrain,STR,Aston Martin,21,middle,MEDIUM,2,99.226,0.527,17,0.616,9,1.262,False,0.72
2025-04-bahrain,STR,Aston Martin,22,middle,MEDIUM,2,99.091,0.492,15,0.38,10,1.262,False,0.72
2025-04-bahrain,STR,Aston Martin,23,middle,MEDIUM,2,99.143,0.519,16,0.513,11,1.324,False,0.72
2025-04-bahrain,STR,Aston Martin,24,middle,MEDIUM,2,98.927,0.157,14,0.389,12,0.997,False,0.72
2025-04-bahrain,STR,Aston Martin,25,middle,MEDIUM,2,99.458,0.285,16,0.321,13,1.16,False,0.72
2025-04-bahrain,STR,Aston Martin,26,middle,MEDIUM,2,99.265,0.062,12,0.168,14,0.973,False,0.72
2025-04-bahrain,STR,Aston Martin,27,middle,MEDIUM,2,99.457,0.148,12,0.165,15,1.093,False,0.72
2025-04-bahrain,STR,Aston Martin,28,middle,MEDIUM,2,100.283,0.972,13,0.394,16,1.952,False,0.72
2025-04-bahrain,STR,Aston Martin,29,middle,MEDIUM,2,99.736,1.311,15,0.81,17,2.326,False,0.72
2025-04-bahrain,STR,Aston Martin,30,middle,MEDIUM,2,100.035,2.34,19,1.541,18,3.39,False,0.72
2025-04-bahrain,STR,Aston Martin,31,middle,MEDIUM,2,99.387,1.343,15,1.665,19,2.428,False,0.72
2025-04-bahrain,STR,Aston Martin,32,middle,MEDIUM,2,130.743,6.088,18,3.257,20,7.208,False,0.72
2025-04-bahrain,STR,Aston Martin,33,middle,HARD,3,,,,3.715,1,,False,0.35
2025-04-bahrain,STR,Aston Martin,34,middle,HARD,3,111.122,-4.281,4,0.904,2,-3.091,False,0.72
2025-04-bahrain,STR,Aston Martin,35,middle,HARD,3,118.93,-17.056,2,-10.668,3,-15.831,False,0.72
2025-04-bahrain,STR,Aston Martin,36,middle,HARD,3,100.018,1.459,16,-6.626,4,2.719,False,0.72
2025-04-bahrain,STR,Aston Martin,37,middle,HARD,3,98.606,0.927,18,-4.89,5,2.222,False,0.72
2025-04-bahrain,STR,Aston Martin,38,middle,HARD,3,98.064,0.213,15,0.866,6,1.543,False,0.72
2025-04-bahrain,STR,Aston Martin,39,middle,HARD,3,98.329,0.633,15,0.591,7,1.998,False,0.72
2025-04-bahrain,STR,Aston Martin,40,middle,HARD,3,98.375,0.983,17,0.61,8,2.383,False,0.72
2025-04-bahrain,STR,Aston Martin,41,middle,HARD,3,98.655,1.136,17,0.917,9,2.571,False,0.72
2025-04-bahrain,STR,Aston Martin,42,middle,HARD,3,98.537,0.949,16,1.023,10,2.419,False,0.72
2025-04-bahrain,STR,Aston Martin,43,closing,HARD,3,98.896,1.254,16,1.113,11,2.759,False,0.72
2025-04-bahrain,STR,Aston Martin,44,closing,HARD,3,100.255,2.474,19,1.559,12,4.014,False,0.72
2025-04-bahrain,STR,Aston Martin,45,closing,HARD,3,98.28,0.613,16,1.447,13,2.188,False,0.72
2025-04-bahrain,STR,Aston Martin,46,closing,HARD,3,98.295,0.635,17,1.241,14,2.245,False,0.72
2025-04-bahrain,STR,Aston Martin,47,closing,HARD,3,98.352,0.706,17,0.651,15,2.351,False,0.72
2025-04-bahrain,STR,Aston Martin,48,closing,HARD,3,98.413,0.746,18,0.696,16,2.426,False,0.72
2025-04-bahrain,STR,Aston Martin,49,closing,HARD,3,98.648,0.851,19,0.768,17,2.566,False,0.72
2025-04-bahrain,STR,Aston Martin,50,closing,HARD,3,98.725,0.891,18,0.829,18,2.641,False,0.72
2025-04-bahrain,STR,Aston Martin,51,closing,HARD,3,98.627,0.552,18,0.765,19,2.337,False,0.72
2025-04-bahrain,STR,Aston Martin,52,closing,HARD,3,98.694,0.299,19,0.581,20,2.119,False,0.72
2025-04-bahrain,STR,Aston Martin,53,closing,HARD,3,98.796,0.38,18,0.41,21,2.235,False,0.72
2025-04-bahrain,STR,Aston Martin,54,closing,HARD,3,98.834,0.338,17,0.339,22,2.228,False,0.72
2025-04-bahrain,STR,Aston Martin,55,closing,HARD,3,99.064,0.507,19,0.408,23,2.432,False,0.72
2025-04-bahrain,STR,Aston Martin,56,closing,HARD,3,99.025,0.436,15,0.427,24,2.396,False,0.72
2025-04-bahrain,STR,Aston Martin,57,closing,HARD,3,98.98,0.119,11,0.354,25,2.114,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,1,opening,SOFT,1,104.935,-0.118,10,-0.118,4,-0.083,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,2,opening,SOFT,1,98.959,0.038,11,-0.04,5,0.108,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,3,opening,SOFT,1,98.565,-0.067,10,-0.049,6,0.038,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,4,opening,SOFT,1,98.612,-0.076,8,-0.035,7,0.064,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,5,opening,SOFT,1,99.37,0.094,12,-0.016,8,0.269,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,6,opening,SOFT,1,99.245,-0.009,10,0.003,9,0.201,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,7,opening,SOFT,1,99.366,0.018,11,0.034,10,0.263,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,8,opening,SOFT,1,99.686,-0.006,10,0.001,11,0.274,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,9,opening,SOFT,1,100.727,0.645,16,0.219,12,0.96,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,10,opening,SOFT,1,99.687,-0.277,9,0.121,13,0.073,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,11,opening,SOFT,1,102.023,2.206,17,0.858,14,2.591,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,12,middle,MEDIUM,2,120.904,21.78,20,7.903,1,22.2,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,13,middle,MEDIUM,2,98.009,-0.961,3,7.675,2,-0.506,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,14,middle,MEDIUM,2,98.081,-1.5,3,6.44,3,-1.01,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,15,middle,MEDIUM,2,98.323,-0.751,7,-1.071,4,-0.226,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,16,middle,MEDIUM,2,98.491,-0.391,9,-0.88,5,0.169,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,17,middle,MEDIUM,2,98.658,-0.045,10,-0.396,6,0.55,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,18,middle,MEDIUM,2,98.535,-0.007,10,-0.148,7,0.623,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,19,middle,MEDIUM,2,98.914,0.599,16,0.182,8,1.264,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,20,middle,MEDIUM,2,98.351,-0.196,7,0.132,9,0.504,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,21,middle,MEDIUM,2,98.68,-0.019,9,0.128,10,0.716,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,22,middle,MEDIUM,2,98.713,0.114,12,-0.034,11,0.884,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,23,middle,MEDIUM,2,98.888,0.264,14,0.12,12,1.069,False,0.72
2025-04-bahrain,TSU,Red Bull Racing,24,middle,MEDIUM,2,99.031,0.261,15,0.213,13,1.101,False,0.72
