race_analysis_id,driver,team,lap_number,race_phase,compound,stint_number,lap_time_s,normalized_pace_delta_s,field_rank_on_lap,rolling_pace_delta_s,tyre_age,fuel_corrected_delta_s,weather_adjusted_flag,pace_confidence
2024-11-red_bull_ring,VER,Red Bull Racing,16,middle,MEDIUM,1,70.957,-0.617,1,-0.677,16,-0.057,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,17,middle,MEDIUM,1,70.981,-0.679,1,-0.644,17,-0.084,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,18,middle,MEDIUM,1,71.364,-0.297,4,-0.531,18,0.333,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,19,middle,MEDIUM,1,71.515,-0.377,4,-0.451,19,0.288,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,20,middle,MEDIUM,1,71.548,-0.178,8,-0.284,20,0.522,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,21,middle,MEDIUM,1,71.3,-0.257,4,-0.271,21,0.478,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,22,middle,MEDIUM,1,71.549,-0.166,9,-0.201,22,0.604,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,23,middle,MEDIUM,1,74.679,3.223,17,0.933,23,4.028,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,24,middle,HARD,2,87.394,16.145,19,6.401,1,16.985,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,25,middle,HARD,2,69.766,-1.579,2,5.93,2,-0.704,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,26,middle,HARD,2,69.506,-1.671,1,4.298,3,-0.761,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,27,middle,HARD,2,69.451,-1.854,1,-1.702,4,-0.909,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,28,middle,HARD,2,69.581,-1.806,1,-1.777,5,-0.826,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,29,middle,HARD,2,69.696,-1.809,2,-1.823,6,-0.794,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,30,middle,HARD,2,69.661,-1.636,1,-1.75,7,-0.586,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,31,middle,HARD,2,69.696,-1.54,1,-1.662,8,-0.455,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,32,middle,HARD,2,69.576,-1.834,1,-1.67,9,-0.714,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,33,middle,HARD,2,69.455,-1.945,2,-1.773,10,-0.79,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,34,middle,HARD,2,69.482,-2.208,1,-1.996,11,-1.018,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,35,middle,HARD,2,69.958,-1.778,2,-1.977,12,-0.553,True,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,36,middle,HARD,2,69.907,-1.805,2,-1.93,13,-0.545,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,37,middle,HARD,2,70.12,-1.573,3,-1.719,14,-0.278,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,38,middle,HARD,2,70.143,-1.244,1,-1.541,15,0.086,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,39,middle,HARD,2,70.258,-0.963,2,-1.26,16,0.402,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,40,middle,HARD,2,70.217,-0.718,2,-0.975,17,0.682,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,41,middle,HARD,2,71.114,-0.012,10,-0.565,18,1.423,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,42,middle,HARD,2,70.628,-0.298,6,-0.343,19,1.172,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,43,middle,HARD,2,70.904,-0.025,9,-0.112,20,1.48,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,44,middle,HARD,2,70.479,-0.736,4,-0.353,21,0.804,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,45,middle,HARD,2,70.349,-0.389,7,-0.384,22,1.186,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,46,middle,HARD,2,70.288,-0.599,3,-0.575,23,1.011,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,47,middle,HARD,2,70.658,-0.186,5,-0.391,24,1.459,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,48,middle,HARD,2,70.36,-0.231,3,-0.339,25,1.449,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,49,middle,HARD,2,70.543,-0.087,7,-0.168,26,1.628,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,50,middle,HARD,2,70.738,0.121,13,-0.066,27,1.871,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,51,middle,HARD,2,73.86,2.763,15,0.932,28,4.548,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,52,middle,MEDIUM,3,91.585,20.702,19,7.862,4,22.522,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,53,middle,MEDIUM,3,68.772,-1.958,2,7.169,5,-0.103,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,54,closing,MEDIUM,3,68.789,-1.675,2,5.69,6,0.215,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,55,closing,MEDIUM,3,69.213,-1.344,2,-1.659,7,0.581,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,56,closing,MEDIUM,3,68.623,-1.841,1,-1.62,8,0.119,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,57,closing,MEDIUM,3,68.975,-1.714,2,-1.633,9,0.281,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,58,closing,MEDIUM,3,69.183,-1.546,2,-1.7,10,0.484,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,59,closing,MEDIUM,3,70.646,-0.247,8,-1.169,11,1.818,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,60,closing,MEDIUM,3,69.399,-1.237,2,-1.01,12,0.863,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,61,closing,MEDIUM,3,70.003,-0.833,6,-0.772,13,1.302,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,62,closing,MEDIUM,3,69.528,-1.456,2,-1.175,14,0.714,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,63,closing,MEDIUM,3,70.412,-0.711,6,-1.0,15,1.494,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,64,closing,MEDIUM,3,98.003,26.631,19,8.155,16,28.871,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,65,closing,SOFT,4,93.697,7.083,19,11.001,4,9.358,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,66,closing,SOFT,4,83.719,11.464,16,15.059,5,13.774,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,67,closing,SOFT,4,71.691,0.623,17,6.39,6,2.968,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,68,closing,SOFT,4,67.719,-2.997,1,3.03,7,-0.617,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,69,closing,SOFT,4,68.321,-2.464,1,-1.613,8,-0.049,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,70,closing,SOFT,4,68.072,-2.661,2,-2.707,9,-0.211,False,0.72
2024-11-red_bull_ring,VER,Red Bull Racing,71,closing,SOFT,4,68.518,-2.023,1,-2.383,10,0.462,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,1,opening,HARD,1,84.058,5.091,19,5.091,1,5.126,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,2,opening,HARD,1,71.66,0.23,14,2.66,2,0.3,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,3,opening,HARD,1,71.793,0.75,19,2.023,3,0.855,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,4,opening,HARD,1,72.269,1.268,20,0.749,4,1.408,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,5,opening,HARD,1,71.779,0.761,18,0.926,5,0.936,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,6,opening,HARD,1,71.973,0.757,19,0.928,6,0.967,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,7,opening,HARD,1,72.045,0.495,19,0.671,7,0.74,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,8,opening,HARD,1,72.089,0.457,19,0.569,8,0.737,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,9,opening,HARD,1,72.16,0.663,19,0.538,9,0.978,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,10,opening,HARD,1,72.335,0.59,17,0.57,10,0.94,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,11,opening,HARD,1,72.068,0.19,14,0.481,11,0.575,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,12,opening,HARD,1,72.397,0.648,16,0.476,12,1.068,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,13,opening,HARD,1,72.211,0.691,18,0.509,13,1.146,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,14,opening,HARD,1,72.337,0.854,18,0.731,14,1.344,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,15,middle,HARD,1,72.239,0.575,17,0.706,15,1.1,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,16,middle,HARD,1,72.441,0.867,16,0.765,16,1.427,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,17,middle,HARD,1,72.852,1.192,18,0.878,17,1.787,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,18,middle,HARD,1,73.866,2.205,19,1.421,18,2.835,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,19,middle,HARD,1,72.597,0.705,16,1.367,19,1.37,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,20,middle,HARD,1,75.649,3.922,15,2.278,20,4.622,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,21,middle,HARD,1,73.624,2.067,14,2.232,21,2.802,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,22,middle,HARD,1,73.307,1.592,15,2.527,22,2.362,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,23,middle,HARD,1,72.674,1.218,15,1.626,23,2.023,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,24,middle,HARD,1,72.726,1.477,18,1.429,24,2.317,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,25,middle,HARD,1,74.091,2.746,19,1.814,25,3.621,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,26,middle,HARD,1,73.839,2.662,19,2.295,26,3.572,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,27,middle,HARD,1,72.905,1.6,20,2.336,27,2.545,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,28,middle,HARD,1,76.494,5.107,20,3.123,28,6.087,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,29,middle,MEDIUM,2,90.496,18.99,20,8.566,1,20.005,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,30,middle,MEDIUM,2,70.915,-0.382,9,7.905,2,0.668,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,31,middle,MEDIUM,2,70.713,-0.523,8,6.029,3,0.562,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,32,middle,MEDIUM,2,72.217,0.807,20,-0.033,4,1.927,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,33,middle,MEDIUM,2,70.748,-0.652,8,-0.123,5,0.503,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,34,middle,MEDIUM,2,71.224,-0.466,8,-0.104,6,0.724,True,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,35,middle,MEDIUM,2,71.692,-0.044,10,-0.387,7,1.181,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,36,middle,MEDIUM,2,72.638,0.926,19,0.139,8,2.186,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,37,middle,MEDIUM,2,72.234,0.541,18,0.474,9,1.836,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,38,middle,MEDIUM,2,72.77,1.383,18,0.95,10,2.713,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,39,middle,MEDIUM,2,70.987,-0.234,10,0.563,11,1.131,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,40,middle,MEDIUM,2,71.298,0.363,12,0.504,12,1.763,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,41,middle,MEDIUM,2,74.79,3.664,20,1.264,13,5.099,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,42,middle,MEDIUM,2,71.54,0.614,14,1.547,14,2.084,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,43,middle,MEDIUM,2,71.821,0.892,14,1.723,15,2.397,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,44,middle,MEDIUM,2,71.336,0.121,13,0.542,16,1.661,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,45,middle,MEDIUM,2,71.291,0.552,15,0.522,17,2.127,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,46,middle,MEDIUM,2,71.231,0.344,15,0.339,18,1.954,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,47,middle,MEDIUM,2,71.714,0.87,17,0.589,19,2.515,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,48,middle,MEDIUM,2,71.663,1.072,16,0.762,20,2.752,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,49,middle,MEDIUM,2,71.385,0.755,18,0.899,21,2.47,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,50,middle,MEDIUM,2,73.529,2.912,19,1.58,22,4.662,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,51,middle,MEDIUM,2,75.549,4.452,19,2.706,23,6.237,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,52,middle,HARD,3,88.633,17.75,18,8.371,1,19.57,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,53,middle,HARD,3,70.726,-0.004,10,7.399,2,1.851,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,54,closing,HARD,3,70.47,0.005,11,5.917,3,1.895,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,55,closing,HARD,3,70.809,0.252,17,0.085,4,2.177,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,56,closing,HARD,3,71.042,0.578,17,0.278,5,2.538,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,57,closing,HARD,3,71.155,0.466,16,0.432,6,2.461,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,58,closing,HARD,3,71.225,0.496,18,0.513,7,2.526,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,59,closing,HARD,3,70.977,0.084,14,0.349,8,2.149,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,60,closing,HARD,3,70.765,0.129,12,0.236,9,2.229,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,61,closing,HARD,3,70.976,0.14,12,0.118,10,2.275,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,62,closing,HARD,3,71.06,0.076,13,0.115,11,2.246,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,63,closing,HARD,3,71.171,0.048,11,0.088,12,2.253,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,64,closing,HARD,3,81.122,9.75,17,3.291,13,11.99,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,65,closing,HARD,3,78.656,-7.958,6,0.613,14,-5.683,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,66,closing,HARD,3,71.016,-1.239,4,0.184,15,1.071,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,67,closing,HARD,3,70.958,-0.11,9,-3.102,16,2.235,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,68,closing,HARD,3,71.114,0.398,17,-0.317,17,2.778,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,69,closing,HARD,3,70.769,-0.016,9,0.091,18,2.399,False,0.72
2024-11-red_bull_ring,ZHO,Kick Sauber,70,closing,HARD,3,70.777,0.044,10,0.142,19,2.494,False,0.72
2024-12-silverstone,ALB,Williams,1,opening,MEDIUM,1,101.588,1.114,12,1.114,1,1.149,False,0.72
2024-12-silverstone,ALB,Williams,2,opening,MEDIUM,1,93.158,0.216,11,0.665,2,0.286,False,0.72
2024-12-silverstone,ALB,Williams,3,opening,MEDIUM,1,93.373,0.768,15,0.699,3,0.873,False,0.72
2024-12-silverstone,ALB,Williams,4,opening,MEDIUM,1,93.059,0.091,11,0.358,4,0.231,True,0.72
2024-12-silverstone,ALB,Williams,5,opening,MEDIUM,1,92.846,0.149,13,0.336,5,0.324,True,0.72
2024-12-silverstone,ALB,Williams,6,opening,MEDIUM,1,93.014,0.317,14,0.186,6,0.527,True,0.72
2024-12-silverstone,ALB,Williams,7,opening,MEDIUM,1,92.939,0.206,12,0.224,7,0.451,True,0.72
2024-12-silverstone,ALB,Williams,8,opening,MEDIUM,1,92.798,0.0,10,0.174,8,0.28,True,0.72
2024-12-silverstone,ALB,Williams,9,opening,MEDIUM,1,92.933,0.363,15,0.19,9,0.678,True,0.72
2024-12-silverstone,ALB,Williams,10,opening,MEDIUM,1,93.073,0.426,15,0.263,10,0.776,True,0.72
2024-12-silverstone,ALB,Williams,11,middle,MEDIUM,1,92.981,0.49,16,0.426,11,0.875,True,0.72
2024-12-silverstone,ALB,Williams,12,middle,MEDIUM,1,92.567,0.14,13,0.352,12,0.56,False,0.72
2024-12-silverstone,ALB,Williams,13,middle,MEDIUM,1,92.769,0.029,11,0.22,13,0.484,True,0.72
2024-12-silverstone,ALB,Williams,14,middle,MEDIUM,1,92.538,0.05,12,0.073,14,0.54,True,0.72
2024-12-silverstone,ALB,Williams,15,middle,MEDIUM,1,92.265,-0.278,8,-0.066,15,0.247,True,0.72
2024-12-silverstone,ALB,Williams,16,middle,MEDIUM,1,93.178,0.0,10,-0.076,16,0.56,True,0.72
2024-12-silverstone,ALB,Williams,17,middle,MEDIUM,1,94.873,-0.141,9,-0.14,17,0.454,True,0.72
2024-12-silverstone,ALB,Williams,18,middle,MEDIUM,1,95.323,-0.466,7,-0.202,18,0.164,False,0.72
2024-12-silverstone,ALB,Williams,19,middle,MEDIUM,1,104.619,0.468,13,-0.046,19,1.133,False,0.72
2024-12-silverstone,ALB,Williams,20,middle,MEDIUM,1,96.53,-0.961,4,-0.32,20,-0.261,True,0.72
2024-12-silverstone,ALB,Williams,21,middle,MEDIUM,1,93.646,0.139,12,-0.118,21,0.874,True,0.72
2024-12-silverstone,ALB,Williams,22,middle,MEDIUM,1,93.086,0.405,14,-0.139,22,1.175,True,0.72
2024-12-silverstone,ALB,Williams,23,middle,MEDIUM,1,92.891,-0.171,9,0.124,23,0.634,True,0.72
2024-12-silverstone,ALB,Williams,24,middle,MEDIUM,1,93.96,-0.077,9,0.052,24,0.763,True,0.72
2024-12-silverstone,ALB,Williams,25,middle,MEDIUM,1,95.612,-0.075,9,-0.108,25,0.8,True,0.72
2024-12-silverstone,ALB,Williams,26,middle,MEDIUM,1,103.771,0.153,11,0.0,26,1.063,True,0.72
2024-12-silverstone,ALB,Williams,27,middle,MEDIUM,1,107.754,-4.492,5,-1.471,27,-3.547,True,0.72
2024-12-silverstone,ALB,Williams,28,middle,INTERMEDIATE,2,128.459,15.483,19,3.715,1,16.463,True,0.72
2024-12-silverstone,ALB,Williams,29,middle,INTERMEDIATE,2,101.726,-0.721,6,3.423,2,0.294,True,0.72
2024-12-silverstone,ALB,Williams,30,middle,INTERMEDIATE,2,103.271,0.694,16,5.152,3,1.744,True,0.72
2024-12-silverstone,ALB,Williams,31,middle,INTERMEDIATE,2,103.229,-0.045,9,-0.024,4,1.04,True,0.72
2024-12-silverstone,ALB,Williams,32,middle,INTERMEDIATE,2,104.304,0.17,12,0.273,5,1.29,False,0.72
2024-12-silverstone,ALB,Williams,33,middle,INTERMEDIATE,2,104.82,0.179,11,0.101,6,1.334,False,0.72
2024-12-silverstone,ALB,Williams,34,middle,INTERMEDIATE,2,105.216,0.567,13,0.305,7,1.757,False,0.72
2024-12-silverstone,ALB,Williams,35,middle,INTERMEDIATE,2,105.202,1.386,14,0.711,8,2.611,False,0.72
2024-12-silverstone,ALB,Williams,36,middle,INTERMEDIATE,2,103.075,0.338,15,0.764,9,1.598,False,0.72
2024-12-silverstone,ALB,Williams,37,middle,INTERMEDIATE,2,100.273,-0.185,8,0.513,10,1.11,False,0.72
2024-12-silverstone,ALB,Williams,38,middle,INTERMEDIATE,2,97.843,-0.99,4,-0.279,11,0.34,False,0.72
2024-12-silverstone,ALB,Williams,39,middle,MEDIUM,3,117.678,20.176,14,6.334,1,21.541,False,0.72
2024-12-silverstone,ALB,Williams,40,closing,MEDIUM,3,90.889,-1.484,5,5.901,2,-0.084,False,0.72
2024-12-silverstone,ALB,Williams,41,closing,MEDIUM,3,90.715,0.066,11,6.253,3,1.501,False,0.72
2024-12-silverstone,ALB,Williams,42,closing,MEDIUM,3,90.458,0.294,12,-0.375,4,1.764,False,0.72
2024-12-silverstone,ALB,Williams,43,closing,MEDIUM,3,90.126,-0.018,9,0.114,5,1.487,False,0.72
2024-12-silverstone,ALB,Williams,44,closing,MEDIUM,3,90.74,0.529,12,0.268,6,2.069,False,0.72
2024-12-silverstone,ALB,Williams,45,closing,MEDIUM,3,90.406,0.179,10,0.23,7,1.754,False,0.72
2024-12-silverstone,ALB,Williams,46,closing,MEDIUM,3,90.234,0.073,11,0.26,8,1.683,False,0.72
2024-12-silverstone,ALB,Williams,47,closing,MEDIUM,3,90.148,-0.071,9,0.061,9,1.574,False,0.72
2024-12-silverstone,ALB,Williams,48,closing,MEDIUM,3,90.068,-0.392,5,-0.13,10,1.288,False,0.72
2024-12-silverstone,ALB,Williams,49,closing,MEDIUM,3,89.96,-0.791,5,-0.418,11,0.924,False,0.72
2024-12-silverstone,ALB,Williams,50,closing,MEDIUM,3,89.828,-0.688,5,-0.624,12,1.062,False,0.72
2024-12-silverstone,ALB,Williams,51,closing,MEDIUM,3,89.916,-0.853,4,-0.777,13,0.932,False,0.72
2024-12-silverstone,ALB,Williams,52,closing,MEDIUM,3,89.718,-0.778,3,-0.773,14,1.042,False,0.72
2024-12-silverstone,ALO,Aston Martin,1,opening,MEDIUM,1,100.474,0.0,10,0,1,0.035,False,0.72
2024-12-silverstone,ALO,Aston Martin,2,opening,MEDIUM,1,93.202,0.26,12,0.13,2,0.33,False,0.72
2024-12-silverstone,ALO,Aston Martin,3,opening,MEDIUM,1,92.951,0.346,11,0.202,3,0.451,False,0.72
2024-12-silverstone,ALO,Aston Martin,4,opening,MEDIUM,1,93.192,0.224,15,0.277,4,0.364,True,0.72
2024-12-silverstone,ALO,Aston Martin,5,opening,MEDIUM,1,92.617,-0.08,9,0.163,5,0.095,True,0.72
2024-12-silverstone,ALO,Aston Martin,6,opening,MEDIUM,1,92.673,-0.024,9,0.04,6,0.186,True,0.72
2024-12-silverstone,ALO,Aston Martin,7,opening,MEDIUM,1,92.712,-0.021,8,-0.042,7,0.224,True,0.72
2024-12-silverstone,ALO,Aston Martin,8,opening,MEDIUM,1,92.496,-0.302,7,-0.116,8,-0.022,True,0.72
2024-12-silverstone,ALO,Aston Martin,9,opening,MEDIUM,1,92.579,0.009,11,-0.105,9,0.324,True,0.72
2024-12-silverstone,ALO,Aston Martin,10,opening,MEDIUM,1,92.741,0.094,13,-0.066,10,0.444,True,0.72
2024-12-silverstone,ALO,Aston Martin,11,middle,MEDIUM,1,92.548,0.057,11,0.053,11,0.442,True,0.72
2024-12-silverstone,ALO,Aston Martin,12,middle,MEDIUM,1,92.427,0.0,10,0.05,12,0.42,False,0.72
2024-12-silverstone,ALO,Aston Martin,13,middle,MEDIUM,1,92.517,-0.223,9,-0.055,13,0.232,True,0.72
2024-12-silverstone,ALO,Aston Martin,14,middle,MEDIUM,1,92.383,-0.105,7,-0.109,14,0.385,True,0.72
2024-12-silverstone,ALO,Aston Martin,15,middle,MEDIUM,1,92.259,-0.284,7,-0.204,15,0.241,True,0.72
2024-12-silverstone,ALO,Aston Martin,16,middle,MEDIUM,1,92.59,-0.588,7,-0.326,16,-0.028,True,0.72
2024-12-silverstone,ALO,Aston Martin,17,middle,MEDIUM,1,95.014,0.0,10,-0.291,17,0.595,True,0.72
2024-12-silverstone,ALO,Aston Martin,18,middle,MEDIUM,1,95.88,0.091,12,-0.166,18,0.721,True,0.72
2024-12-silverstone,ALO,Aston Martin,19,middle,MEDIUM,1,107.27,3.119,18,1.07,19,3.784,False,0.72
2024-12-silverstone,ALO,Aston Martin,20,middle,MEDIUM,1,96.48,-1.011,3,0.733,20,-0.311,True,0.72
2024-12-silverstone,ALO,Aston Martin,21,middle,MEDIUM,1,92.999,-0.508,6,0.533,21,0.227,True,0.72
2024-12-silverstone,ALO,Aston Martin,22,middle,MEDIUM,1,92.673,-0.008,9,-0.509,22,0.762,True,0.72
2024-12-silverstone,ALO,Aston Martin,23,middle,MEDIUM,1,92.593,-0.469,7,-0.328,23,0.336,True,0.72
2024-12-silverstone,ALO,Aston Martin,24,middle,MEDIUM,1,94.088,0.051,11,-0.142,24,0.891,True,0.72
2024-12-silverstone,ALO,Aston Martin,25,middle,MEDIUM,1,95.687,0.0,10,-0.139,25,0.875,True,0.72
2024-12-silverstone,ALO,Aston Martin,26,middle,MEDIUM,1,103.618,0.0,10,0.017,26,0.91,True,0.72
2024-12-silverstone,ALO,Aston Martin,27,middle,MEDIUM,1,108.513,-3.733,7,-1.244,27,-2.788,True,0.72
2024-12-silverstone,ALO,Aston Martin,28,middle,INTERMEDIATE,2,124.427,11.451,16,2.573,1,12.431,True,0.72
2024-12-silverstone,ALO,Aston Martin,29,middle,INTERMEDIATE,2,103.072,0.625,14,2.781,2,1.64,True,0.72
2024-12-silverstone,ALO,Aston Martin,30,middle,INTERMEDIATE,2,102.577,0.0,10,4.025,3,1.05,True,0.72
2024-12-silverstone,ALO,Aston Martin,31,middle,INTERMEDIATE,2,102.796,-0.478,7,0.049,4,0.607,True,0.72
2024-12-silverstone,ALO,Aston Martin,32,middle,INTERMEDIATE,2,103.69,-0.444,7,-0.307,5,0.676,False,0.72
2024-12-silverstone,ALO,Aston Martin,33,middle,INTERMEDIATE,2,104.262,-0.379,9,-0.434,6,0.776,False,0.72
2024-12-silverstone,ALO,Aston Martin,34,middle,INTERMEDIATE,2,104.375,-0.274,9,-0.366,7,0.916,False,0.72
2024-12-silverstone,ALO,Aston Martin,35,middle,INTERMEDIATE,2,104.251,0.435,11,-0.073,8,1.66,False,0.72
2024-12-silverstone,ALO,Aston Martin,36,middle,INTERMEDIATE,2,102.513,-0.224,7,-0.021,9,1.036,False,0.72
2024-12-silverstone,ALO,Aston Martin,37,middle,INTERMEDIATE,2,100.747,0.289,12,0.167,10,1.584,False,0.72
2024-12-silverstone,ALO,Aston Martin,38,middle,INTERMEDIATE,2,98.684,-0.149,8,-0.028,11,1.181,False,0.72
2024-12-silverstone,ALO,Aston Martin,39,middle,MEDIUM,3,119.234,21.732,17,7.291,1,23.097,False,0.72
2024-12-silverstone,ALO,Aston Martin,40,closing,MEDIUM,3,91.146,-1.227,6,6.785,2,0.173,False,0.72
2024-12-silverstone,ALO,Aston Martin,41,closing,MEDIUM,3,90.594,-0.055,8,6.817,3,1.38,False,0.72
2024-12-silverstone,ALO,Aston Martin,42,closing,MEDIUM,3,90.167,0.003,10,-0.426,4,1.473,False,0.72
