race_analysis_id,driver,team,lap_number,position,position_delta_from_start,position_delta_from_previous_lap,phase,track_status_label,confidence,evidence_type
2026-01-albert_park,ALB,Williams,1,12,3,0.0,opening,green,0.82,derived
2026-01-albert_park,ALB,Williams,2,13,2,-1.0,opening,green,0.82,derived
2026-01-albert_park,ALB,Williams,3,13,2,0.0,opening,green,0.82,derived
2026-01-albert_park,ALB,Williams,4,14,1,-1.0,opening,green,0.82,derived
2026-01-albert_park,ALB,Williams,5,13,2,1.0,opening,green,0.82,derived
2026-01-albert_park,ALB,Williams,6,13,2,0.0,opening,green,0.82,derived
2026-01-albert_park,ALB,Williams,7,13,2,0.0,opening,green,0.82,derived
2026-01-albert_park,ALB,Williams,8,13,2,0.0,opening,green,0.82,derived
2026-01-albert_park,ALB,Williams,9,13,2,0.0,opening,green,0.82,derived
2026-01-albert_park,ALB,Williams,10,13,2,0.0,opening,green,0.82,derived
2026-01-albert_park,ALB,Williams,11,10,5,3.0,opening,virtual-safety-car,0.52,derived
2026-01-albert_park,ALB,Williams,12,12,3,-2.0,middle,mixed,0.52,derived
2026-01-albert_park,ALB,Williams,13,12,3,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ALB,Williams,14,12,3,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ALB,Williams,15,12,3,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,16,13,2,-1.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,17,13,2,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ALB,Williams,18,13,2,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ALB,Williams,19,13,2,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ALB,Williams,20,13,2,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ALB,Williams,21,13,2,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,22,13,2,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ALB,Williams,23,13,2,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,24,13,2,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,25,13,2,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,26,13,2,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,27,13,2,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,28,13,2,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,29,12,3,1.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,30,12,3,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,31,12,3,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,32,12,3,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ALB,Williams,33,12,3,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ALB,Williams,34,12,3,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ALB,Williams,35,12,3,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,36,12,3,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,37,12,3,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,38,12,3,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,39,12,3,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,40,12,3,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,41,12,3,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,42,12,3,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,43,12,3,0.0,middle,green,0.82,derived
2026-01-albert_park,ALB,Williams,44,12,3,0.0,closing,green,0.82,derived
2026-01-albert_park,ALB,Williams,45,12,3,0.0,closing,green,0.82,derived
2026-01-albert_park,ALB,Williams,46,12,3,0.0,closing,green,0.82,derived
2026-01-albert_park,ALB,Williams,47,12,3,0.0,closing,green,0.82,derived
2026-01-albert_park,ALB,Williams,48,12,3,0.0,closing,green,0.82,derived
2026-01-albert_park,ALB,Williams,49,12,3,0.0,closing,green,0.82,derived
2026-01-albert_park,ALB,Williams,50,12,3,0.0,closing,green,0.82,derived
2026-01-albert_park,ALB,Williams,51,12,3,0.0,closing,green,0.82,derived
2026-01-albert_park,ALB,Williams,52,12,3,0.0,closing,green,0.82,derived
2026-01-albert_park,ALB,Williams,53,12,3,0.0,closing,green,0.82,derived
2026-01-albert_park,ALB,Williams,54,12,3,0.0,closing,green,0.82,derived
2026-01-albert_park,ALB,Williams,55,12,3,0.0,closing,green,0.82,derived
2026-01-albert_park,ALB,Williams,56,12,3,0.0,closing,green,0.82,derived
2026-01-albert_park,ALB,Williams,57,12,3,0.0,closing,green,0.82,derived
2026-01-albert_park,ALO,Aston Martin,1,10,7,0.0,opening,green,0.82,derived
2026-01-albert_park,ALO,Aston Martin,2,10,7,0.0,opening,green,0.82,derived
2026-01-albert_park,ALO,Aston Martin,3,12,5,-2.0,opening,green,0.82,derived
2026-01-albert_park,ALO,Aston Martin,4,12,5,0.0,opening,green,0.82,derived
2026-01-albert_park,ALO,Aston Martin,5,14,3,-2.0,opening,green,0.82,derived
2026-01-albert_park,ALO,Aston Martin,6,16,1,-2.0,opening,green,0.82,derived
2026-01-albert_park,ALO,Aston Martin,7,17,0,-1.0,opening,green,0.82,derived
2026-01-albert_park,ALO,Aston Martin,8,17,0,0.0,opening,green,0.82,derived
2026-01-albert_park,ALO,Aston Martin,9,16,1,1.0,opening,green,0.82,derived
2026-01-albert_park,ALO,Aston Martin,10,16,1,0.0,opening,green,0.82,derived
2026-01-albert_park,ALO,Aston Martin,11,17,0,-1.0,opening,virtual-safety-car,0.52,derived
2026-01-albert_park,ALO,Aston Martin,12,16,1,1.0,middle,mixed,0.52,derived
2026-01-albert_park,ALO,Aston Martin,13,19,-2,-3.0,middle,mixed,0.52,derived
2026-01-albert_park,ALO,Aston Martin,14,19,-2,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ALO,Aston Martin,15,19,-2,0.0,middle,green,0.82,derived
2026-01-albert_park,ALO,Aston Martin,16,18,-1,1.0,middle,green,0.82,derived
2026-01-albert_park,ALO,Aston Martin,17,18,-1,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ALO,Aston Martin,18,18,-1,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ALO,Aston Martin,19,18,-1,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ALO,Aston Martin,20,18,-1,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ALO,Aston Martin,21,18,-1,0.0,middle,green,0.82,derived
2026-01-albert_park,ALO,Aston Martin,22,18,-1,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ANT,Mercedes,1,7,-5,0.0,opening,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,2,7,-5,0.0,opening,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,3,6,-4,1.0,opening,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,4,6,-4,0.0,opening,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,5,5,-3,1.0,opening,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,6,4,-2,1.0,opening,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,7,4,-2,0.0,opening,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,8,4,-2,0.0,opening,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,9,4,-2,0.0,opening,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,10,4,-2,0.0,opening,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,11,4,-2,0.0,opening,virtual-safety-car,0.52,derived
2026-01-albert_park,ANT,Mercedes,12,5,-3,-1.0,middle,mixed,0.52,derived
2026-01-albert_park,ANT,Mercedes,13,5,-3,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ANT,Mercedes,14,5,-3,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ANT,Mercedes,15,5,-3,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,16,4,-2,1.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,17,4,-2,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ANT,Mercedes,18,4,-2,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ANT,Mercedes,19,4,-2,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ANT,Mercedes,20,4,-2,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ANT,Mercedes,21,4,-2,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,22,4,-2,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ANT,Mercedes,23,4,-2,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,24,4,-2,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,25,3,-1,1.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,26,3,-1,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,27,3,-1,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,28,2,0,1.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,29,2,0,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,30,2,0,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,31,2,0,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,32,2,0,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ANT,Mercedes,33,2,0,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ANT,Mercedes,34,2,0,0.0,middle,mixed,0.52,derived
2026-01-albert_park,ANT,Mercedes,35,2,0,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,36,2,0,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,37,2,0,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,38,2,0,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,39,2,0,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,40,2,0,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,41,2,0,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,42,2,0,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,43,2,0,0.0,middle,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,44,2,0,0.0,closing,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,45,2,0,0.0,closing,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,46,2,0,0.0,closing,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,47,2,0,0.0,closing,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,48,2,0,0.0,closing,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,49,2,0,0.0,closing,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,50,2,0,0.0,closing,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,51,2,0,0.0,closing,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,52,2,0,0.0,closing,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,53,2,0,0.0,closing,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,54,2,0,0.0,closing,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,55,2,0,0.0,closing,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,56,2,0,0.0,closing,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,57,2,0,0.0,closing,green,0.82,derived
2026-01-albert_park,ANT,Mercedes,58,2,0,0.0,closing,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,1,14,-2,0.0,opening,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,2,12,0,2.0,opening,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,3,11,1,1.0,opening,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,4,11,1,0.0,opening,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,5,11,1,0.0,opening,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,6,10,2,1.0,opening,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,7,10,2,0.0,opening,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,8,11,1,-1.0,opening,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,9,11,1,0.0,opening,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,10,11,1,0.0,opening,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,11,7,5,4.0,opening,virtual-safety-car,0.52,derived
2026-01-albert_park,BEA,Haas F1 Team,12,7,5,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BEA,Haas F1 Team,13,7,5,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BEA,Haas F1 Team,14,7,5,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BEA,Haas F1 Team,15,7,5,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,16,7,5,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,17,7,5,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BEA,Haas F1 Team,18,8,4,-1.0,middle,mixed,0.52,derived
2026-01-albert_park,BEA,Haas F1 Team,19,8,4,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BEA,Haas F1 Team,20,8,4,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BEA,Haas F1 Team,21,8,4,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,22,8,4,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BEA,Haas F1 Team,23,8,4,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,24,8,4,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,25,8,4,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,26,8,4,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,27,8,4,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,28,8,4,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,29,8,4,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,30,8,4,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,31,8,4,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,32,8,4,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BEA,Haas F1 Team,33,8,4,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BEA,Haas F1 Team,34,8,4,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BEA,Haas F1 Team,35,7,5,1.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,36,7,5,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,37,7,5,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,38,8,4,-1.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,39,8,4,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,40,7,5,1.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,41,7,5,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,42,7,5,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,43,7,5,0.0,middle,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,44,7,5,0.0,closing,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,45,7,5,0.0,closing,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,46,7,5,0.0,closing,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,47,7,5,0.0,closing,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,48,7,5,0.0,closing,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,49,7,5,0.0,closing,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,50,7,5,0.0,closing,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,51,7,5,0.0,closing,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,52,7,5,0.0,closing,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,53,7,5,0.0,closing,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,54,7,5,0.0,closing,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,55,7,5,0.0,closing,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,56,7,5,0.0,closing,green,0.82,derived
2026-01-albert_park,BEA,Haas F1 Team,57,7,5,0.0,closing,green,0.82,derived
2026-01-albert_park,BOR,Audi,1,11,-1,0.0,opening,green,0.82,derived
2026-01-albert_park,BOR,Audi,2,11,-1,0.0,opening,green,0.82,derived
2026-01-albert_park,BOR,Audi,3,10,0,1.0,opening,green,0.82,derived
2026-01-albert_park,BOR,Audi,4,10,0,0.0,opening,green,0.82,derived
2026-01-albert_park,BOR,Audi,5,10,0,0.0,opening,green,0.82,derived
2026-01-albert_park,BOR,Audi,6,12,-2,-2.0,opening,green,0.82,derived
2026-01-albert_park,BOR,Audi,7,12,-2,0.0,opening,green,0.82,derived
2026-01-albert_park,BOR,Audi,8,12,-2,0.0,opening,green,0.82,derived
2026-01-albert_park,BOR,Audi,9,12,-2,0.0,opening,green,0.82,derived
2026-01-albert_park,BOR,Audi,10,12,-2,0.0,opening,green,0.82,derived
2026-01-albert_park,BOR,Audi,11,8,2,4.0,opening,virtual-safety-car,0.52,derived
2026-01-albert_park,BOR,Audi,12,8,2,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BOR,Audi,13,8,2,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BOR,Audi,14,8,2,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BOR,Audi,15,8,2,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,16,8,2,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,17,8,2,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BOR,Audi,18,9,1,-1.0,middle,mixed,0.52,derived
2026-01-albert_park,BOR,Audi,19,11,-1,-2.0,middle,mixed,0.52,derived
2026-01-albert_park,BOR,Audi,20,9,1,2.0,middle,mixed,0.52,derived
2026-01-albert_park,BOR,Audi,21,9,1,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,22,9,1,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BOR,Audi,23,9,1,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,24,9,1,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,25,9,1,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,26,9,1,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,27,9,1,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,28,9,1,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,29,9,1,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,30,9,1,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,31,9,1,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,32,9,1,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BOR,Audi,33,11,-1,-2.0,middle,mixed,0.52,derived
2026-01-albert_park,BOR,Audi,34,11,-1,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BOR,Audi,35,11,-1,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,36,11,-1,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,37,11,-1,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,38,11,-1,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,39,10,0,1.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,40,9,1,1.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,41,9,1,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,42,9,1,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,43,9,1,0.0,middle,green,0.82,derived
2026-01-albert_park,BOR,Audi,44,9,1,0.0,closing,green,0.82,derived
2026-01-albert_park,BOR,Audi,45,9,1,0.0,closing,green,0.82,derived
2026-01-albert_park,BOR,Audi,46,9,1,0.0,closing,green,0.82,derived
2026-01-albert_park,BOR,Audi,47,9,1,0.0,closing,green,0.82,derived
2026-01-albert_park,BOR,Audi,48,9,1,0.0,closing,green,0.82,derived
2026-01-albert_park,BOR,Audi,49,9,1,0.0,closing,green,0.82,derived
2026-01-albert_park,BOR,Audi,50,9,1,0.0,closing,green,0.82,derived
2026-01-albert_park,BOR,Audi,51,9,1,0.0,closing,green,0.82,derived
2026-01-albert_park,BOR,Audi,52,9,1,0.0,closing,green,0.82,derived
2026-01-albert_park,BOR,Audi,53,9,1,0.0,closing,green,0.82,derived
2026-01-albert_park,BOR,Audi,54,9,1,0.0,closing,green,0.82,derived
2026-01-albert_park,BOR,Audi,55,9,1,0.0,closing,green,0.82,derived
2026-01-albert_park,BOR,Audi,56,9,1,0.0,closing,green,0.82,derived
2026-01-albert_park,BOR,Audi,57,9,1,0.0,closing,green,0.82,derived
2026-01-albert_park,BOT,Cadillac,1,15,4,0.0,opening,green,0.82,derived
2026-01-albert_park,BOT,Cadillac,2,18,1,-3.0,opening,green,0.82,derived
2026-01-albert_park,BOT,Cadillac,3,19,0,-1.0,opening,green,0.82,derived
2026-01-albert_park,BOT,Cadillac,4,19,0,0.0,opening,green,0.82,derived
2026-01-albert_park,BOT,Cadillac,5,19,0,0.0,opening,green,0.82,derived
2026-01-albert_park,BOT,Cadillac,6,19,0,0.0,opening,green,0.82,derived
2026-01-albert_park,BOT,Cadillac,7,19,0,0.0,opening,green,0.82,derived
2026-01-albert_park,BOT,Cadillac,8,19,0,0.0,opening,green,0.82,derived
2026-01-albert_park,BOT,Cadillac,9,18,1,1.0,opening,green,0.82,derived
2026-01-albert_park,BOT,Cadillac,10,18,1,0.0,opening,green,0.82,derived
2026-01-albert_park,BOT,Cadillac,11,15,4,3.0,opening,virtual-safety-car,0.52,derived
2026-01-albert_park,BOT,Cadillac,12,19,0,-4.0,middle,mixed,0.52,derived
2026-01-albert_park,BOT,Cadillac,13,18,1,1.0,middle,mixed,0.52,derived
2026-01-albert_park,BOT,Cadillac,14,18,1,0.0,middle,mixed,0.52,derived
2026-01-albert_park,BOT,Cadillac,15,18,1,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,1,17,-1,0.0,opening,green,0.82,derived
2026-01-albert_park,COL,Alpine,2,16,0,1.0,opening,green,0.82,derived
2026-01-albert_park,COL,Alpine,3,16,0,0.0,opening,green,0.82,derived
2026-01-albert_park,COL,Alpine,4,16,0,0.0,opening,green,0.82,derived
2026-01-albert_park,COL,Alpine,5,16,0,0.0,opening,green,0.82,derived
2026-01-albert_park,COL,Alpine,6,15,1,1.0,opening,green,0.82,derived
2026-01-albert_park,COL,Alpine,7,15,1,0.0,opening,green,0.82,derived
2026-01-albert_park,COL,Alpine,8,15,1,0.0,opening,green,0.82,derived
2026-01-albert_park,COL,Alpine,9,20,-4,-5.0,opening,green,0.82,derived
2026-01-albert_park,COL,Alpine,10,20,-4,0.0,opening,green,0.82,derived
2026-01-albert_park,COL,Alpine,11,18,-2,2.0,opening,virtual-safety-car,0.52,derived
2026-01-albert_park,COL,Alpine,12,17,-1,1.0,middle,mixed,0.52,derived
2026-01-albert_park,COL,Alpine,13,16,0,1.0,middle,mixed,0.52,derived
2026-01-albert_park,COL,Alpine,14,16,0,0.0,middle,mixed,0.52,derived
2026-01-albert_park,COL,Alpine,15,16,0,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,16,16,0,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,17,16,0,0.0,middle,mixed,0.52,derived
2026-01-albert_park,COL,Alpine,18,15,1,1.0,middle,mixed,0.52,derived
2026-01-albert_park,COL,Alpine,19,15,1,0.0,middle,mixed,0.52,derived
2026-01-albert_park,COL,Alpine,20,15,1,0.0,middle,mixed,0.52,derived
2026-01-albert_park,COL,Alpine,21,15,1,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,22,15,1,0.0,middle,mixed,0.52,derived
2026-01-albert_park,COL,Alpine,23,15,1,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,24,15,1,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,25,15,1,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,26,15,1,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,27,15,1,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,28,15,1,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,29,15,1,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,30,15,1,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,31,15,1,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,32,15,1,0.0,middle,mixed,0.52,derived
2026-01-albert_park,COL,Alpine,33,15,1,0.0,middle,mixed,0.52,derived
2026-01-albert_park,COL,Alpine,34,13,3,2.0,middle,mixed,0.52,derived
2026-01-albert_park,COL,Alpine,35,13,3,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,36,13,3,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,37,14,2,-1.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,38,14,2,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,39,14,2,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,40,14,2,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,41,14,2,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,42,14,2,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,43,14,2,0.0,middle,green,0.82,derived
2026-01-albert_park,COL,Alpine,44,14,2,0.0,closing,green,0.82,derived
2026-01-albert_park,COL,Alpine,45,14,2,0.0,closing,green,0.82,derived
2026-01-albert_park,COL,Alpine,46,14,2,0.0,closing,green,0.82,derived
2026-01-albert_park,COL,Alpine,47,14,2,0.0,closing,green,0.82,derived
2026-01-albert_park,COL,Alpine,48,14,2,0.0,closing,green,0.82,derived
2026-01-albert_park,COL,Alpine,49,14,2,0.0,closing,green,0.82,derived
2026-01-albert_park,COL,Alpine,50,14,2,0.0,closing,green,0.82,derived
2026-01-albert_park,COL,Alpine,51,14,2,0.0,closing,green,0.82,derived
2026-01-albert_park,COL,Alpine,52,14,2,0.0,closing,green,0.82,derived
2026-01-albert_park,COL,Alpine,53,14,2,0.0,closing,green,0.82,derived
2026-01-albert_park,COL,Alpine,54,14,2,0.0,closing,green,0.82,derived
2026-01-albert_park,COL,Alpine,55,14,2,0.0,closing,green,0.82,derived
2026-01-albert_park,COL,Alpine,56,14,2,0.0,closing,green,0.82,derived
2026-01-albert_park,GAS,Alpine,1,9,5,0.0,opening,green,0.82,derived
2026-01-albert_park,GAS,Alpine,2,9,5,0.0,opening,green,0.82,derived
2026-01-albert_park,GAS,Alpine,3,9,5,0.0,opening,green,0.82,derived
2026-01-albert_park,GAS,Alpine,4,9,5,0.0,opening,green,0.82,derived
2026-01-albert_park,GAS,Alpine,5,9,5,0.0,opening,green,0.82,derived
2026-01-albert_park,GAS,Alpine,6,9,5,0.0,opening,green,0.82,derived
2026-01-albert_park,GAS,Alpine,7,9,5,0.0,opening,green,0.82,derived
