race_analysis_id,driver,team,lap_number,phase,position,lap_time_s,normalized_pace_delta_s,traffic_proxy_label,dirty_air_proxy_s,drs_window_proxy,confidence,evidence_type,note
2026-05-villeneuve,STR,Aston Martin,6,opening,16,80.837,1.78,traffic likely,1.53,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,7,opening,16,80.901,2.358,traffic likely,2.108,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,8,opening,17,83.593,5.447,traffic likely,5.197,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,9,opening,18,80.904,2.984,traffic likely,2.734,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,10,opening,18,80.266,2.429,traffic likely,2.179,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,11,opening,19,80.574,2.573,traffic likely,2.323,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,12,opening,17,80.133,1.844,traffic likely,1.594,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,13,opening,18,80.526,2.222,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,14,middle,19,96.211,18.448,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,15,middle,19,85.811,8.069,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,16,middle,19,82.036,4.376,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,17,middle,19,81.135,3.765,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,18,middle,19,79.68,2.221,traffic likely,1.971,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,19,middle,19,80.036,2.587,traffic likely,2.337,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,20,middle,19,83.042,5.722,traffic likely,5.472,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,21,middle,19,79.862,2.507,traffic likely,2.257,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,22,middle,19,81.253,3.812,traffic likely,3.562,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,23,middle,19,79.122,1.493,traffic likely,1.243,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,24,middle,19,79.142,1.878,traffic likely,1.628,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,25,middle,18,79.076,1.757,traffic likely,1.507,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,26,middle,18,80.571,3.473,traffic likely,3.223,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,27,middle,18,79.395,2.191,traffic likely,1.941,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,28,middle,18,82.859,5.8,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,29,middle,18,102.893,25.8,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,30,middle,17,104.767,0.343,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,31,middle,17,82.23,-21.901,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,32,middle,17,81.397,1.062,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,33,middle,17,80.465,1.948,traffic likely,1.698,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,34,middle,17,83.956,6.547,traffic likely,6.297,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,35,middle,17,79.902,2.788,traffic likely,2.538,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,36,middle,17,80.547,3.706,traffic likely,3.456,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,37,middle,17,79.966,3.288,traffic likely,3.038,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,38,middle,17,79.25,2.702,traffic likely,2.452,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,39,middle,16,78.721,2.042,traffic likely,1.792,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,40,middle,16,80.294,3.605,traffic likely,3.355,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,41,middle,15,78.926,2.205,traffic likely,1.955,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,42,middle,15,81.728,5.218,traffic likely,4.968,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,43,middle,15,90.971,14.529,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,44,middle,15,82.845,5.572,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,45,middle,15,80.912,-1.672,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,46,middle,15,80.342,1.117,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,47,middle,15,81.287,4.497,traffic likely,4.247,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,48,middle,15,80.532,3.951,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,49,middle,15,96.887,20.306,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,50,middle,15,105.68,29.496,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,51,middle,15,82.024,0.318,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,52,closing,15,80.845,-14.646,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,53,closing,15,79.609,-2.046,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,54,closing,15,79.16,1.779,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,STR,Aston Martin,55,closing,15,80.146,3.598,traffic likely,3.348,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,56,closing,15,82.541,6.51,traffic likely,6.26,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,57,closing,15,80.797,4.671,traffic likely,4.421,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,58,closing,15,79.136,2.733,traffic likely,2.483,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,59,closing,15,78.877,2.729,traffic likely,2.479,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,60,closing,15,79.412,3.241,traffic likely,2.991,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,61,closing,15,79.012,2.736,traffic likely,2.486,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,62,closing,15,79.435,3.015,traffic likely,2.765,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,63,closing,15,79.249,2.919,traffic likely,2.669,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,STR,Aston Martin,64,closing,15,86.632,10.321,traffic likely,10.071,gap-data-missing-proxy,0.48,proxy,Traffic likely proxy from position and pace loss; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,1,opening,5,89.924,-5.37,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,2,opening,4,80.276,-4.343,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,3,opening,4,79.617,-2.068,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,4,opening,4,77.834,-2.94,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,5,opening,4,77.221,-2.045,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,6,opening,4,77.206,-1.851,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,7,opening,4,76.674,-1.869,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,8,opening,4,76.576,-1.57,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,9,opening,3,76.804,-1.116,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,10,opening,3,76.459,-1.378,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,11,opening,3,76.497,-1.504,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,12,opening,3,76.352,-1.937,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,13,opening,3,76.532,-1.772,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,14,middle,3,76.372,-1.391,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,15,middle,3,76.174,-1.568,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,16,middle,3,76.132,-1.528,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,17,middle,3,76.088,-1.282,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,18,middle,3,76.006,-1.453,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,19,middle,3,76.203,-1.246,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,20,middle,3,76.18,-1.139,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,21,middle,3,76.744,-0.611,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,22,middle,3,75.837,-1.604,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,23,middle,3,76.262,-1.367,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,24,middle,3,76.871,-0.393,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,25,middle,3,76.423,-0.896,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,26,middle,3,76.335,-0.763,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,27,middle,3,76.262,-0.942,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,28,middle,3,76.101,-0.958,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,VER,Red Bull Racing,29,middle,3,76.255,-0.838,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,VER,Red Bull Racing,30,middle,2,76.01,-28.414,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,VER,Red Bull Racing,31,middle,2,119.102,14.971,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,VER,Red Bull Racing,32,middle,2,100.342,20.007,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,VER,Red Bull Racing,33,middle,2,78.32,-0.197,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,VER,Red Bull Racing,34,middle,2,77.06,-0.349,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,VER,Red Bull Racing,35,middle,2,76.43,-0.684,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,36,middle,2,76.57,-0.271,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,37,middle,2,75.535,-1.143,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,38,middle,2,75.69,-0.858,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,39,middle,2,75.635,-1.044,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,40,middle,2,75.596,-1.093,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,41,middle,2,75.618,-1.103,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,42,middle,2,75.415,-1.095,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,43,middle,2,75.387,-1.055,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,VER,Red Bull Racing,44,middle,2,75.505,-1.768,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,VER,Red Bull Racing,45,middle,2,75.222,-7.363,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,VER,Red Bull Racing,46,middle,2,92.344,13.118,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,VER,Red Bull Racing,47,middle,2,75.476,-1.314,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,48,middle,2,75.452,-1.129,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,49,middle,2,75.535,-1.046,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,VER,Red Bull Racing,50,middle,2,75.021,-1.163,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,VER,Red Bull Racing,51,middle,2,75.494,-6.212,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,VER,Red Bull Racing,52,closing,2,78.606,-16.885,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,VER,Red Bull Racing,53,closing,2,104.334,22.68,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,VER,Red Bull Racing,54,closing,2,81.504,4.124,uncertain,,gap-data-missing-proxy,0.38,proxy,"Traffic proxy limited by missing exact gaps, pit-window overlap, or track-status phase."
2026-05-villeneuve,VER,Red Bull Racing,55,closing,2,75.453,-1.095,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,56,closing,2,75.559,-0.472,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,57,closing,2,75.95,-0.176,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,58,closing,2,75.336,-1.067,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,59,closing,2,74.791,-1.357,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,60,closing,2,74.854,-1.317,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,61,closing,2,75.097,-1.18,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,62,closing,3,75.563,-0.857,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,63,closing,3,75.153,-1.176,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,64,closing,3,75.236,-1.075,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,65,closing,3,74.423,-1.898,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,66,closing,3,74.707,-1.802,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,67,closing,3,75.094,-0.332,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-05-villeneuve,VER,Red Bull Racing,68,closing,3,74.398,-0.124,clean-air likely,0.0,gap-data-missing-proxy,0.5,proxy,Likely clean-air proxy from front-running position and neutral pace delta; no exact gap feed.
2026-06-monaco,ALB,Williams,1,opening,10,92.115,-1.194,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,2,opening,10,81.06,-0.078,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,3,opening,10,80.341,-0.053,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,4,opening,10,79.888,-0.128,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,5,opening,10,79.662,0.217,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,6,opening,10,79.374,-0.172,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,7,opening,10,78.947,-0.106,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,8,opening,10,78.742,-0.119,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,9,opening,10,78.647,-0.177,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,10,opening,10,78.487,-0.238,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,11,opening,10,78.578,0.0,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,12,opening,10,78.364,-0.119,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,13,opening,10,78.834,0.294,uncertain,0.044,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,14,opening,10,78.836,0.344,uncertain,0.094,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,15,opening,10,78.453,-0.072,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,16,middle,10,78.746,0.181,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,17,middle,10,78.725,0.157,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,18,middle,10,78.823,0.221,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
2026-06-monaco,ALB,Williams,19,middle,10,78.862,0.224,uncertain,0.0,gap-data-missing-proxy,0.42,proxy,Traffic state uncertain without exact gap feed.
