session_id,segment_id,driver_a,driver_b,entry_speed_delta_kph,terminal_speed_delta_kph,acceleration_delta,drs_active_delta_pct,clipping_proxy_delta,confidence,favorable_driver
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,LEC,SAI,-6.5,3.0,0.0791,0.0,-0.6667,0.55,LEC
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,LEC,STR,2.5,3.0,0.0041,0.0,0.2666,0.55,LEC
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,LEC,VER,-4.0,-3.5,0.0041,0.0,0.0,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,LEC,LIN,-0.5,-9.5,-0.075,0.0,-0.1333,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,LEC,NOR,2.0,9.5,0.0208,0.0,0.0,0.55,LEC
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,LEC,OCO,-9.0,-11.5,-0.0209,0.0,-0.1333,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,LEC,PER,5.0,11.5,0.0208,0.0,-0.1333,0.55,LEC
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,LEC,PIA,3.0,13.0,0.0208,0.0,-0.1333,0.55,LEC
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,LEC,RUS,-16.5,-24.0,-0.0625,0.0,0.0,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,LEC,SAI,6.0,8.5,0.0208,0.0,-0.4,0.55,LEC
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,LEC,STR,2.5,6.5,0.0208,0.0,-0.2667,0.55,LEC
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,LEC,VER,-2.5,-3.0,-0.0042,0.0,-0.1333,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,LEC,LIN,-11.167,-8.167,0.0,0.0,0.2,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,LEC,NOR,7.5,9.5,0.0,0.0,-0.1333,0.55,LEC
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,LEC,OCO,-11.0,-0.5,0.0,0.0,0.0,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,LEC,PER,15.833,14.5,0.0,0.0,-0.2667,0.55,LEC
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,LEC,PIA,13.5,11.0,0.0,0.0,-0.2667,0.55,LEC
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,LEC,RUS,-26.5,-13.0,0.0,0.0,0.2,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,LEC,SAI,5.5,-1.0,0.0,0.0,0.0,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,LEC,STR,6.833,10.5,0.0,0.0,0.0,0.55,LEC
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,LEC,VER,0.0,1.5,0.0,0.0,0.1333,0.55,LEC
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,LEC,LIN,-4.0,-7.0,-0.025,0.0,0.0,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,LEC,NOR,-5.0,-3.0,0.0167,0.0,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,LEC,OCO,-5.0,1.0,0.05,0.0,0.0,0.55,LEC
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,LEC,RUS,-8.0,0.0,0.0667,0.0,0.0,0.55,LEC
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,LEC,SAI,-15.0,0.0,0.125,0.0,0.0,0.55,LEC
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,LEC,STR,4.0,71.0,0.175,0.0,0.0,0.55,LEC
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,LEC,VER,-9.0,0.0,0.075,0.0,0.0,0.55,LEC
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,LIN,NOR,-3.0,-7.5,-0.0375,0.0,0.4,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,LIN,OCO,-0.5,1.5,0.0167,0.0,0.2667,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,LIN,PER,5.5,9.5,0.0334,0.0,0.2667,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,LIN,PIA,139.0,1.5,-0.8583,0.0,0.1333,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,LIN,RUS,3.5,1.0,-0.0208,0.0,0.2667,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,LIN,SAI,2.0,-5.0,-0.0583,0.0,0.1333,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,LIN,STR,20.0,10.333,-0.0805,0.0,1.0,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,LIN,VER,0.0,-11.5,-0.0958,0.0,0.5333,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,LIN,NOR,-6.0,6.0,0.0,0.0,0.7333,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,LIN,OCO,3.0,8.0,0.0,0.0,0.2666,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,LIN,PER,11.0,18.5,0.0,0.0,0.4,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,LIN,PIA,4.5,13.5,0.0,0.0,0.4,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,LIN,RUS,0.5,1.5,0.0,0.0,0.4,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,LIN,SAI,-4.5,-6.0,-0.0042,0.0,0.7333,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,LIN,STR,8.0,20.5,0.0,0.0,0.7333,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,LIN,VER,-14.0,-10.5,0.0,0.0,0.6666,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,LIN,NOR,4.0,13.667,0.0417,0.0,-0.1667,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,LIN,OCO,-0.667,8.0,0.0417,0.0,-0.0333,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,LIN,PER,-4.667,5.667,0.0417,0.0,-0.1,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,LIN,PIA,2.0,13.0,0.0417,0.0,-0.3,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,LIN,RUS,2.333,7.667,0.0417,0.0,-0.1667,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,LIN,SAI,1.667,6.0,0.0361,0.0,-0.0333,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,LIN,STR,18.333,24.0,0.0417,0.0,-0.1,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,LIN,VER,1.0,10.0,0.0417,0.0,-0.0333,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,LIN,NOR,-23.0,-1.5,0.1792,0.0,-0.4667,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,LIN,OCO,-22.0,-7.5,0.1208,0.0,0.0,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,LIN,PER,-21.167,3.0,0.2014,0.0,-0.6,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,LIN,PIA,-36.5,-1.0,0.2958,0.0,-0.8667,0.55,PIA
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,LIN,RUS,-23.5,-13.0,0.0875,0.0,0.0,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,LIN,SAI,-26.0,2.0,0.2333,0.0,-1.0,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,LIN,STR,-17.0,2.0,0.1583,0.0,-0.0667,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,LIN,VER,-23.5,-4.5,0.1583,0.0,-0.3333,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,LIN,NOR,2.5,19.0,0.0958,0.0,0.1333,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,LIN,OCO,-8.5,-2.0,0.0541,0.0,0.0,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,LIN,PER,5.5,21.0,0.0958,0.0,0.0,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,LIN,PIA,3.5,22.5,0.0958,0.0,0.0,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,LIN,RUS,-16.0,-14.5,0.0125,0.0,0.1333,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,LIN,SAI,6.5,18.0,0.0958,0.0,-0.2667,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,LIN,STR,3.0,16.0,0.0958,0.0,-0.1334,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,LIN,VER,-2.0,6.5,0.0708,0.0,0.0,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,LIN,NOR,18.667,17.667,0.0,0.0,-0.3333,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,LIN,OCO,0.167,7.667,0.0,0.0,-0.2,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,LIN,PER,27.0,22.667,0.0,0.0,-0.4667,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,LIN,PIA,24.667,19.167,0.0,0.0,-0.4667,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,LIN,RUS,-15.333,-4.833,0.0,0.0,0.0,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,LIN,SAI,16.667,7.167,0.0,0.0,-0.2,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,LIN,STR,18.0,18.667,0.0,0.0,-0.2,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,LIN,VER,11.167,9.667,0.0,0.0,-0.0667,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,LIN,NOR,-1.0,4.0,0.0417,0.0,0.0,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,LIN,OCO,-1.0,8.0,0.075,0.0,0.0,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,LIN,RUS,-4.0,7.0,0.0917,0.0,0.0,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,LIN,SAI,-11.0,7.0,0.15,0.0,0.0,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,LIN,STR,8.0,78.0,0.2,0.0,0.0,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,LIN,VER,-5.0,7.0,0.1,0.0,0.0,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,NOR,OCO,2.5,9.0,0.0542,0.0,-0.1333,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,NOR,PER,8.5,17.0,0.0709,0.0,-0.1333,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,NOR,PIA,142.0,9.0,-0.8208,0.0,-0.2667,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,NOR,RUS,6.5,8.5,0.0167,0.0,-0.1333,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,NOR,SAI,5.0,2.5,-0.0208,0.0,-0.2667,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,NOR,STR,23.0,17.833,-0.043,0.0,0.6,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,NOR,VER,3.0,-4.0,-0.0583,0.0,0.1333,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,NOR,OCO,9.0,2.0,0.0,0.0,-0.4667,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,NOR,PER,17.0,12.5,0.0,0.0,-0.3333,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,NOR,PIA,10.5,7.5,0.0,0.0,-0.3333,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,NOR,RUS,6.5,-4.5,0.0,0.0,-0.3333,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,NOR,SAI,1.5,-12.0,-0.0042,0.0,0.0,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,NOR,STR,14.0,14.5,0.0,0.0,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,NOR,VER,-8.0,-16.5,0.0,0.0,-0.0667,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,NOR,OCO,-4.667,-5.667,0.0,0.0,0.1334,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,NOR,PER,-8.667,-8.0,0.0,0.0,0.0667,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,NOR,PIA,-2.0,-0.667,0.0,0.0,-0.1333,0.55,PIA
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,NOR,RUS,-1.667,-6.0,0.0,0.0,0.0,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,NOR,SAI,-2.333,-7.667,-0.0056,0.0,0.1334,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,NOR,STR,14.333,10.333,0.0,0.0,0.0667,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,NOR,VER,-3.0,-3.667,0.0,0.0,0.1334,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,NOR,OCO,1.0,-6.0,-0.0584,0.0,0.4667,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,NOR,PER,1.833,4.5,0.0222,0.0,-0.1333,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,NOR,PIA,-13.5,0.5,0.1166,0.0,-0.4,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,NOR,RUS,-0.5,-11.5,-0.0917,0.0,0.4667,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,NOR,SAI,-3.0,3.5,0.0541,0.0,-0.5333,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,NOR,STR,6.0,3.5,-0.0209,0.0,0.4,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,NOR,VER,-0.5,-3.0,-0.0209,0.0,0.1334,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,NOR,OCO,-11.0,-21.0,-0.0417,0.0,-0.1333,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,NOR,PER,3.0,2.0,0.0,0.0,-0.1333,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,NOR,PIA,1.0,3.5,0.0,0.0,-0.1333,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,NOR,RUS,-18.5,-33.5,-0.0833,0.0,0.0,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,NOR,SAI,4.0,-1.0,0.0,0.0,-0.4,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,NOR,STR,0.5,-3.0,0.0,0.0,-0.2667,0.55,STR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,NOR,VER,-4.5,-12.5,-0.025,0.0,-0.1333,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,NOR,OCO,-18.5,-10.0,0.0,0.0,0.1333,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,NOR,PER,8.333,5.0,0.0,0.0,-0.1334,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,NOR,PIA,6.0,1.5,0.0,0.0,-0.1334,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,NOR,RUS,-34.0,-22.5,0.0,0.0,0.3333,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,NOR,SAI,-2.0,-10.5,0.0,0.0,0.1333,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,NOR,STR,-0.667,1.0,0.0,0.0,0.1333,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,NOR,VER,-7.5,-8.0,0.0,0.0,0.2666,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,NOR,OCO,0.0,4.0,0.0333,0.0,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,NOR,RUS,-3.0,3.0,0.05,0.0,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,NOR,SAI,-10.0,3.0,0.1083,0.0,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,NOR,STR,9.0,74.0,0.1583,0.0,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,NOR,VER,-4.0,3.0,0.0583,0.0,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,OCO,PER,6.0,8.0,0.0167,0.0,0.0,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,OCO,PIA,139.5,0.0,-0.875,0.0,-0.1334,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,OCO,RUS,4.0,-0.5,-0.0375,0.0,0.0,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,OCO,SAI,2.5,-6.5,-0.075,0.0,-0.1334,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,OCO,STR,20.5,8.833,-0.0972,0.0,0.7333,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,OCO,VER,0.5,-13.0,-0.1125,0.0,0.2666,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,OCO,PER,8.0,10.5,0.0,0.0,0.1334,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,OCO,PIA,1.5,5.5,0.0,0.0,0.1334,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,OCO,RUS,-2.5,-6.5,0.0,0.0,0.1334,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,OCO,SAI,-7.5,-14.0,-0.0042,0.0,0.4667,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,OCO,STR,5.0,12.5,0.0,0.0,0.4667,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,OCO,VER,-17.0,-18.5,0.0,0.0,0.4,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,OCO,PER,-4.0,-2.333,0.0,0.0,-0.0667,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,OCO,PIA,2.667,5.0,0.0,0.0,-0.2667,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,OCO,RUS,3.0,-0.333,0.0,0.0,-0.1334,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,OCO,SAI,2.334,-2.0,-0.0056,0.0,0.0,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,OCO,STR,19.0,16.0,0.0,0.0,-0.0667,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,OCO,VER,1.667,2.0,0.0,0.0,0.0,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,OCO,PER,0.833,10.5,0.0806,0.0,-0.6,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,OCO,PIA,-14.5,6.5,0.175,0.0,-0.8667,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,OCO,RUS,-1.5,-5.5,-0.0333,0.0,0.0,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,OCO,SAI,-4.0,9.5,0.1125,0.0,-1.0,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,OCO,STR,5.0,9.5,0.0375,0.0,-0.0667,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,OCO,VER,-1.5,3.0,0.0375,0.0,-0.3333,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,OCO,PER,14.0,23.0,0.0417,0.0,0.0,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,OCO,PIA,12.0,24.5,0.0417,0.0,0.0,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,OCO,RUS,-7.5,-12.5,-0.0416,0.0,0.1333,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,OCO,SAI,15.0,20.0,0.0417,0.0,-0.2667,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,OCO,STR,11.5,18.0,0.0417,0.0,-0.1334,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,OCO,VER,6.5,8.5,0.0167,0.0,0.0,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,OCO,PER,26.833,15.0,0.0,0.0,-0.2667,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,OCO,PIA,24.5,11.5,0.0,0.0,-0.2667,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,OCO,RUS,-15.5,-12.5,0.0,0.0,0.2,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,OCO,SAI,16.5,-0.5,0.0,0.0,0.0,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,OCO,STR,17.833,11.0,0.0,0.0,0.0,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,OCO,VER,11.0,2.0,0.0,0.0,0.1333,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,OCO,RUS,-3.0,-1.0,0.0167,0.0,0.0,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,OCO,SAI,-10.0,-1.0,0.075,0.0,0.0,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,OCO,STR,9.0,70.0,0.125,0.0,0.0,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_20,OCO,VER,-4.0,-1.0,0.025,0.0,0.0,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,PER,PIA,133.5,-8.0,-0.8917,0.0,-0.1334,0.55,PIA
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,PER,RUS,-2.0,-8.5,-0.0542,0.0,0.0,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,PER,SAI,-3.5,-14.5,-0.0917,0.0,-0.1334,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,PER,STR,14.5,0.833,-0.1139,0.0,0.7333,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_01,PER,VER,-5.5,-21.0,-0.1292,0.0,0.2666,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,PER,PIA,-6.5,-5.0,0.0,0.0,0.0,0.55,PIA
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,PER,RUS,-10.5,-17.0,0.0,0.0,0.0,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,PER,SAI,-15.5,-24.5,-0.0042,0.0,0.3333,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,PER,STR,-3.0,2.0,0.0,0.0,0.3333,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_02,PER,VER,-25.0,-29.0,0.0,0.0,0.2666,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,PER,PIA,6.667,7.333,0.0,0.0,-0.2,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,PER,RUS,7.0,2.0,0.0,0.0,-0.0667,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,PER,SAI,6.334,0.333,-0.0056,0.0,0.0667,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,PER,STR,23.0,18.333,0.0,0.0,0.0,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_12,PER,VER,5.667,4.333,0.0,0.0,0.0667,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,PER,PIA,-15.333,-4.0,0.0944,0.0,-0.2667,0.55,PIA
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,PER,RUS,-2.333,-16.0,-0.1139,0.0,0.6,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,PER,SAI,-4.833,-1.0,0.0319,0.0,-0.4,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,PER,STR,4.167,-1.0,-0.0431,0.0,0.5333,0.55,STR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_15,PER,VER,-2.333,-7.5,-0.0431,0.0,0.2667,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,PER,PIA,-2.0,1.5,0.0,0.0,0.0,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,PER,RUS,-21.5,-35.5,-0.0833,0.0,0.1333,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,PER,SAI,1.0,-3.0,0.0,0.0,-0.2667,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,PER,STR,-2.5,-5.0,0.0,0.0,-0.1334,0.55,STR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_16,PER,VER,-7.5,-14.5,-0.025,0.0,0.0,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,PER,PIA,-2.333,-3.5,0.0,0.0,0.0,0.55,PIA
2026_03_R_Japanese Grand Prix,japanese-grand-prix_straight_17,PER,RUS,-42.333,-27.5,0.0,0.0,0.4667,0.55,RUS
