session_id,segment_id,driver_a,driver_b,entry_speed_delta_kph,terminal_speed_delta_kph,acceleration_delta,drs_active_delta_pct,clipping_proxy_delta,confidence,favorable_driver
2026_09_S_British Grand Prix,british-grand-prix_straight_16,COL,PER,4.5,22.5,0.15,0.0,-0.5333,0.55,COL
2026_09_S_British Grand Prix,british-grand-prix_straight_16,COL,PIA,-2.5,3.0,0.0459,0.0,0.0,0.55,COL
2026_09_S_British Grand Prix,british-grand-prix_straight_16,COL,RUS,3.5,17.5,0.1167,0.0,-0.4333,0.55,COL
2026_09_S_British Grand Prix,british-grand-prix_straight_16,COL,SAI,-12.5,-7.5,0.0417,0.0,0.0,0.55,SAI
2026_09_S_British Grand Prix,british-grand-prix_straight_16,COL,STR,-0.5,7.5,0.0667,0.0,-0.2666,0.55,COL
2026_09_S_British Grand Prix,british-grand-prix_straight_16,COL,VER,8.5,24.0,0.1292,0.0,-0.2666,0.55,COL
2026_09_S_British Grand Prix,british-grand-prix_straight_17,COL,GAS,22.0,12.5,0.0,0.0,0.0,0.55,COL
2026_09_S_British Grand Prix,british-grand-prix_straight_17,COL,HAD,7.0,18.5,0.0,0.0,0.0,0.55,COL
2026_09_S_British Grand Prix,british-grand-prix_straight_17,COL,HAM,29.0,3.5,0.0,0.0,0.0,0.55,COL
2026_09_S_British Grand Prix,british-grand-prix_straight_17,COL,HUL,-2.5,-7.5,0.0,0.0,0.0,0.55,HUL
2026_09_S_British Grand Prix,british-grand-prix_straight_17,COL,LAW,5.333,-5.333,0.0,0.0,0.0,0.55,LAW
2026_09_S_British Grand Prix,british-grand-prix_straight_17,COL,LEC,10.5,-33.0,0.0,0.0,0.0,0.55,LEC
2026_09_S_British Grand Prix,british-grand-prix_straight_17,COL,LIN,28.0,-11.0,0.0,0.0,0.0,0.55,LIN
2026_09_S_British Grand Prix,british-grand-prix_straight_17,COL,NOR,20.5,-7.0,0.0,0.0,0.0,0.55,NOR
2026_09_S_British Grand Prix,british-grand-prix_straight_17,COL,OCO,28.5,4.5,0.0,0.0,0.0,0.55,COL
2026_09_S_British Grand Prix,british-grand-prix_straight_17,COL,PER,25.667,-6.333,0.0,0.0,0.0,0.55,PER
2026_09_S_British Grand Prix,british-grand-prix_straight_17,COL,PIA,3.333,-17.0,0.0,0.0,0.0,0.55,PIA
2026_09_S_British Grand Prix,british-grand-prix_straight_17,COL,RUS,20.0,-20.0,0.0,0.0,0.0,0.55,RUS
2026_09_S_British Grand Prix,british-grand-prix_straight_17,COL,SAI,-7.5,22.5,0.0,0.0,0.0,0.55,COL
2026_09_S_British Grand Prix,british-grand-prix_straight_17,COL,STR,9.0,20.5,0.0,0.0,0.0,0.55,COL
2026_09_S_British Grand Prix,british-grand-prix_straight_17,COL,VER,25.5,-0.5,0.0,0.0,0.0,0.55,VER
2026_09_S_British Grand Prix,british-grand-prix_straight_01,GAS,HAD,-1.5,-14.5,-0.1083,0.0,0.0,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_01,GAS,HAM,4.5,15.0,0.0875,0.0,-0.4,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_01,GAS,HUL,2.5,1.0,-0.0125,0.0,0.0,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_01,GAS,LAW,-12.0,0.0,0.1,0.0,-0.2667,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_01,GAS,LEC,1.0,10.0,0.075,0.0,0.1333,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_01,GAS,LIN,-8.0,-6.5,0.0125,0.0,0.3333,0.55,LIN
2026_09_S_British Grand Prix,british-grand-prix_straight_01,GAS,NOR,-2.833,7.167,0.0833,0.0,-0.2667,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_01,GAS,OCO,3.0,0.5,-0.0208,0.0,0.3333,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_01,GAS,PER,1.0,-2.0,-0.025,0.0,0.0,0.55,PER
2026_09_S_British Grand Prix,british-grand-prix_straight_01,GAS,PIA,0.167,-5.833,-0.05,0.0,-0.1334,0.55,PIA
2026_09_S_British Grand Prix,british-grand-prix_straight_01,GAS,RUS,6.0,7.0,0.0083,0.0,0.0,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_01,GAS,SAI,4.5,1.0,-0.0292,0.0,0.3333,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_01,GAS,STR,9.0,23.5,0.1208,0.0,-0.5334,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_01,GAS,VER,-6.5,-6.5,0.0,0.0,0.0,0.55,VER
2026_09_S_British Grand Prix,british-grand-prix_straight_02,GAS,HAD,-13.5,-2.0,0.0,0.0,-0.1334,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_02,GAS,HAM,16.167,5.667,0.0,0.0,0.4,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_02,GAS,HUL,2.5,-3.0,0.0,0.0,0.1333,0.55,HUL
2026_09_S_British Grand Prix,british-grand-prix_straight_02,GAS,LAW,1.0,-2.0,0.0,0.0,0.2666,0.55,LAW
2026_09_S_British Grand Prix,british-grand-prix_straight_02,GAS,LEC,13.5,3.333,0.0,0.0,0.2666,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_02,GAS,LIN,-7.5,1.5,0.0,0.0,0.0,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_02,GAS,NOR,10.0,3.0,0.0,0.0,-0.1334,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_02,GAS,OCO,11.0,2.0,0.0,0.0,-0.1334,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_02,GAS,PER,-1.5,4.5,0.0,0.0,0.0,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_02,GAS,PIA,-6.0,-7.5,0.0,0.0,0.4,0.55,PIA
2026_09_S_British Grand Prix,british-grand-prix_straight_02,GAS,RUS,9.5,0.667,0.0,0.0,0.0,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_02,GAS,SAI,-2.0,-1.5,0.0,0.0,0.0,0.55,SAI
2026_09_S_British Grand Prix,british-grand-prix_straight_02,GAS,STR,25.0,13.0,0.0,0.0,0.7333,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_02,GAS,VER,-5.0,-5.5,0.0,0.0,0.0,0.55,VER
2026_09_S_British Grand Prix,british-grand-prix_straight_06,GAS,HAD,-7.5,-15.0,-0.0625,0.0,0.1334,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_06,GAS,HAM,-3.0,-9.5,-0.0541,0.0,0.0,0.55,HAM
2026_09_S_British Grand Prix,british-grand-prix_straight_06,GAS,HUL,2.0,2.167,0.0014,0.0,0.5667,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_06,GAS,LAW,-3.0,0.0,0.025,0.0,0.1334,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_06,GAS,LEC,-4.0,-2.5,0.0125,0.0,0.0,0.55,LEC
2026_09_S_British Grand Prix,british-grand-prix_straight_06,GAS,LIN,1.5,-1.5,-0.025,0.0,0.0,0.55,LIN
2026_09_S_British Grand Prix,british-grand-prix_straight_06,GAS,NOR,-10.0,-5.5,0.0375,0.0,0.1334,0.55,NOR
2026_09_S_British Grand Prix,british-grand-prix_straight_06,GAS,OCO,6.5,6.0,-0.0041,0.0,0.1334,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_06,GAS,PER,0.333,0.833,0.0042,0.0,0.0,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_06,GAS,PIA,-7.5,-8.5,-0.0083,0.0,0.0,0.55,PIA
2026_09_S_British Grand Prix,british-grand-prix_straight_06,GAS,RUS,-11.0,-20.5,-0.0791,0.0,0.0,0.55,RUS
2026_09_S_British Grand Prix,british-grand-prix_straight_06,GAS,SAI,-17.5,-28.5,-0.0916,0.0,0.5334,0.55,SAI
2026_09_S_British Grand Prix,british-grand-prix_straight_06,GAS,STR,-0.5,2.5,0.025,0.0,0.0,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_06,GAS,VER,-7.5,-10.5,-0.025,0.0,0.1334,0.55,VER
2026_09_S_British Grand Prix,british-grand-prix_straight_10,GAS,HAD,-2.5,-2.5,0.0,0.0,0.1333,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_10,GAS,HAM,-1.667,-3.167,-0.0125,0.0,0.4,0.55,HAM
2026_09_S_British Grand Prix,british-grand-prix_straight_10,GAS,HUL,11.5,6.0,-0.0458,0.0,0.0,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_10,GAS,LAW,6.0,9.0,0.025,0.0,-0.1334,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_10,GAS,LEC,-4.0,-8.0,-0.0333,0.0,0.0,0.55,LEC
2026_09_S_British Grand Prix,british-grand-prix_straight_10,GAS,LIN,5.333,5.5,0.0014,0.0,-0.1334,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_10,GAS,NOR,-2.5,0.0,0.0208,0.0,0.4,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_10,GAS,OCO,-2.0,-1.5,0.0042,0.0,0.1333,0.55,OCO
2026_09_S_British Grand Prix,british-grand-prix_straight_10,GAS,PER,-2.5,-3.5,-0.0083,0.0,0.1333,0.55,PER
2026_09_S_British Grand Prix,british-grand-prix_straight_10,GAS,PIA,-8.0,-11.5,-0.0292,0.0,-0.1334,0.55,PIA
2026_09_S_British Grand Prix,british-grand-prix_straight_10,GAS,RUS,2.5,2.0,-0.0042,0.0,0.0,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_10,GAS,SAI,-3.0,-5.5,-0.0208,0.0,0.0,0.55,SAI
2026_09_S_British Grand Prix,british-grand-prix_straight_10,GAS,STR,14.667,14.833,0.0014,0.0,-0.0667,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_10,GAS,VER,-1.0,-4.5,-0.0292,0.0,0.2666,0.55,VER
2026_09_S_British Grand Prix,british-grand-prix_straight_12,GAS,HAD,-9.5,-3.667,0.0486,0.0,0.0333,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_12,GAS,HAM,-16.5,-7.0,0.0792,0.0,0.1333,0.55,HAM
2026_09_S_British Grand Prix,british-grand-prix_straight_12,GAS,HUL,-6.167,2.333,0.0709,0.0,0.1333,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_12,GAS,LAW,-9.5,-2.5,0.0584,0.0,0.1333,0.55,LAW
2026_09_S_British Grand Prix,british-grand-prix_straight_12,GAS,LEC,-19.5,-12.5,0.0584,0.0,-0.1334,0.55,LEC
2026_09_S_British Grand Prix,british-grand-prix_straight_12,GAS,LIN,-5.0,-6.5,-0.0125,0.0,0.2666,0.55,LIN
2026_09_S_British Grand Prix,british-grand-prix_straight_12,GAS,NOR,-16.5,-5.5,0.0917,0.0,0.1333,0.55,NOR
2026_09_S_British Grand Prix,british-grand-prix_straight_12,GAS,OCO,-2.0,-0.5,0.0125,0.0,-0.1334,0.55,OCO
2026_09_S_British Grand Prix,british-grand-prix_straight_12,GAS,PER,-2.0,-1.0,0.0084,0.0,0.4,0.55,PER
2026_09_S_British Grand Prix,british-grand-prix_straight_12,GAS,PIA,-10.5,-5.5,0.0417,0.0,0.0,0.55,PIA
2026_09_S_British Grand Prix,british-grand-prix_straight_12,GAS,RUS,-23.0,-19.0,0.0334,0.0,-0.2667,0.55,RUS
2026_09_S_British Grand Prix,british-grand-prix_straight_12,GAS,SAI,-7.167,-2.667,0.0375,0.0,0.0333,0.55,SAI
2026_09_S_British Grand Prix,british-grand-prix_straight_12,GAS,STR,-2.5,15.0,0.1292,0.0,0.0,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_12,GAS,VER,-10.5,-6.0,0.0375,0.0,0.0,0.55,VER
2026_09_S_British Grand Prix,british-grand-prix_straight_16,GAS,HAD,-5.5,-13.0,-0.0625,0.0,0.4,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_16,GAS,HAM,3.5,8.0,0.0375,0.0,0.0,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_16,GAS,HUL,-17.5,-23.0,-0.0458,0.0,0.4,0.55,HUL
2026_09_S_British Grand Prix,british-grand-prix_straight_16,GAS,LAW,-6.5,-15.0,-0.0708,0.0,0.2667,0.55,LAW
2026_09_S_British Grand Prix,british-grand-prix_straight_16,GAS,LEC,-6.0,-11.0,-0.0417,0.0,0.1333,0.55,LEC
2026_09_S_British Grand Prix,british-grand-prix_straight_16,GAS,LIN,6.5,8.0,0.0125,0.0,0.1333,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_16,GAS,NOR,1.167,-2.333,-0.0292,0.0,0.1,0.55,NOR
2026_09_S_British Grand Prix,british-grand-prix_straight_16,GAS,OCO,4.5,7.0,0.0208,0.0,0.2667,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_16,GAS,PER,1.5,4.0,0.0208,0.0,0.0,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_16,GAS,PIA,-5.5,-15.5,-0.0833,0.0,0.5333,0.55,PIA
2026_09_S_British Grand Prix,british-grand-prix_straight_16,GAS,RUS,0.5,-1.0,-0.0125,0.0,0.1,0.55,RUS
2026_09_S_British Grand Prix,british-grand-prix_straight_16,GAS,SAI,-15.5,-26.0,-0.0875,0.0,0.5333,0.55,SAI
2026_09_S_British Grand Prix,british-grand-prix_straight_16,GAS,STR,-3.5,-11.0,-0.0625,0.0,0.2667,0.55,STR
2026_09_S_British Grand Prix,british-grand-prix_straight_16,GAS,VER,5.5,5.5,0.0,0.0,0.2667,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_17,GAS,HAD,-15.0,6.0,0.0,0.0,0.0,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_17,GAS,HAM,7.0,-9.0,0.0,0.0,0.0,0.55,HAM
2026_09_S_British Grand Prix,british-grand-prix_straight_17,GAS,HUL,-24.5,-20.0,0.0,0.0,0.0,0.55,HUL
2026_09_S_British Grand Prix,british-grand-prix_straight_17,GAS,LAW,-16.667,-17.833,0.0,0.0,0.0,0.55,LAW
2026_09_S_British Grand Prix,british-grand-prix_straight_17,GAS,LEC,-11.5,-45.5,0.0,0.0,0.0,0.55,LEC
2026_09_S_British Grand Prix,british-grand-prix_straight_17,GAS,LIN,6.0,-23.5,0.0,0.0,0.0,0.55,LIN
2026_09_S_British Grand Prix,british-grand-prix_straight_17,GAS,NOR,-1.5,-19.5,0.0,0.0,0.0,0.55,NOR
2026_09_S_British Grand Prix,british-grand-prix_straight_17,GAS,OCO,6.5,-8.0,0.0,0.0,0.0,0.55,OCO
2026_09_S_British Grand Prix,british-grand-prix_straight_17,GAS,PER,3.667,-18.833,0.0,0.0,0.0,0.55,PER
2026_09_S_British Grand Prix,british-grand-prix_straight_17,GAS,PIA,-18.667,-29.5,0.0,0.0,0.0,0.55,PIA
2026_09_S_British Grand Prix,british-grand-prix_straight_17,GAS,RUS,-2.0,-32.5,0.0,0.0,0.0,0.55,RUS
2026_09_S_British Grand Prix,british-grand-prix_straight_17,GAS,SAI,-29.5,10.0,0.0,0.0,0.0,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_17,GAS,STR,-13.0,8.0,0.0,0.0,0.0,0.55,GAS
2026_09_S_British Grand Prix,british-grand-prix_straight_17,GAS,VER,3.5,-13.0,0.0,0.0,0.0,0.55,VER
2026_09_S_British Grand Prix,british-grand-prix_straight_01,HAD,HAM,6.0,29.5,0.1958,0.0,-0.4,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_01,HAD,HUL,4.0,15.5,0.0958,0.0,0.0,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_01,HAD,LAW,-10.5,14.5,0.2083,0.0,-0.2667,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_01,HAD,LEC,2.5,24.5,0.1833,0.0,0.1333,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_01,HAD,LIN,-6.5,8.0,0.1208,0.0,0.3333,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_01,HAD,NOR,-1.333,21.667,0.1916,0.0,-0.2667,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_01,HAD,OCO,4.5,15.0,0.0875,0.0,0.3333,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_01,HAD,PER,2.5,12.5,0.0833,0.0,0.0,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_01,HAD,PIA,1.667,8.667,0.0583,0.0,-0.1334,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_01,HAD,RUS,7.5,21.5,0.1166,0.0,0.0,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_01,HAD,SAI,6.0,15.5,0.0791,0.0,0.3333,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_01,HAD,STR,10.5,38.0,0.2291,0.0,-0.5334,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_01,HAD,VER,-5.0,8.0,0.1083,0.0,0.0,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_02,HAD,HAM,29.667,7.667,0.0,0.0,0.5334,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_02,HAD,HUL,16.0,-1.0,0.0,0.0,0.2667,0.55,HUL
2026_09_S_British Grand Prix,british-grand-prix_straight_02,HAD,LAW,14.5,0.0,0.0,0.0,0.4,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_02,HAD,LEC,27.0,5.333,0.0,0.0,0.4,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_02,HAD,LIN,6.0,3.5,0.0,0.0,0.1334,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_02,HAD,NOR,23.5,5.0,0.0,0.0,0.0,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_02,HAD,OCO,24.5,4.0,0.0,0.0,0.0,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_02,HAD,PER,12.0,6.5,0.0,0.0,0.1334,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_02,HAD,PIA,7.5,-5.5,0.0,0.0,0.5334,0.55,PIA
2026_09_S_British Grand Prix,british-grand-prix_straight_02,HAD,RUS,23.0,2.667,0.0,0.0,0.1334,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_02,HAD,SAI,11.5,0.5,0.0,0.0,0.1334,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_02,HAD,STR,38.5,15.0,0.0,0.0,0.8667,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_02,HAD,VER,8.5,-3.5,0.0,0.0,0.1334,0.55,VER
2026_09_S_British Grand Prix,british-grand-prix_straight_06,HAD,HAM,4.5,5.5,0.0084,0.0,-0.1334,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_06,HAD,HUL,9.5,17.167,0.0639,0.0,0.4333,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_06,HAD,LAW,4.5,15.0,0.0875,0.0,0.0,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_06,HAD,LEC,3.5,12.5,0.075,0.0,-0.1334,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_06,HAD,LIN,9.0,13.5,0.0375,0.0,-0.1334,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_06,HAD,NOR,-2.5,9.5,0.1,0.0,0.0,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_06,HAD,OCO,14.0,21.0,0.0584,0.0,0.0,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_06,HAD,PER,7.833,15.833,0.0667,0.0,-0.1334,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_06,HAD,PIA,0.0,6.5,0.0542,0.0,-0.1334,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_06,HAD,RUS,-3.5,-5.5,-0.0166,0.0,-0.1334,0.55,RUS
2026_09_S_British Grand Prix,british-grand-prix_straight_06,HAD,SAI,-10.0,-13.5,-0.0291,0.0,0.4,0.55,SAI
2026_09_S_British Grand Prix,british-grand-prix_straight_06,HAD,STR,7.0,17.5,0.0875,0.0,-0.1334,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_06,HAD,VER,0.0,4.5,0.0375,0.0,0.0,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_10,HAD,HAM,0.833,-0.667,-0.0125,0.0,0.2667,0.55,HAM
2026_09_S_British Grand Prix,british-grand-prix_straight_10,HAD,HUL,14.0,8.5,-0.0458,0.0,-0.1333,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_10,HAD,LAW,8.5,11.5,0.025,0.0,-0.2667,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_10,HAD,LEC,-1.5,-5.5,-0.0333,0.0,-0.1333,0.55,LEC
2026_09_S_British Grand Prix,british-grand-prix_straight_10,HAD,LIN,7.833,8.0,0.0014,0.0,-0.2667,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_10,HAD,NOR,0.0,2.5,0.0208,0.0,0.2667,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_10,HAD,OCO,0.5,1.0,0.0042,0.0,0.0,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_10,HAD,PER,0.0,-1.0,-0.0083,0.0,0.0,0.55,PER
2026_09_S_British Grand Prix,british-grand-prix_straight_10,HAD,PIA,-5.5,-9.0,-0.0292,0.0,-0.2667,0.55,PIA
2026_09_S_British Grand Prix,british-grand-prix_straight_10,HAD,RUS,5.0,4.5,-0.0042,0.0,-0.1333,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_10,HAD,SAI,-0.5,-3.0,-0.0208,0.0,-0.1333,0.55,SAI
2026_09_S_British Grand Prix,british-grand-prix_straight_10,HAD,STR,17.167,17.333,0.0014,0.0,-0.2,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_10,HAD,VER,1.5,-2.0,-0.0292,0.0,0.1333,0.55,VER
2026_09_S_British Grand Prix,british-grand-prix_straight_12,HAD,HAM,-7.0,-3.333,0.0306,0.0,0.1,0.55,HAM
2026_09_S_British Grand Prix,british-grand-prix_straight_12,HAD,HUL,3.333,6.0,0.0223,0.0,0.1,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_12,HAD,LAW,0.0,1.167,0.0098,0.0,0.1,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_12,HAD,LEC,-10.0,-8.833,0.0098,0.0,-0.1667,0.55,LEC
2026_09_S_British Grand Prix,british-grand-prix_straight_12,HAD,LIN,4.5,-2.833,-0.0611,0.0,0.2333,0.55,LIN
2026_09_S_British Grand Prix,british-grand-prix_straight_12,HAD,NOR,-7.0,-1.833,0.0431,0.0,0.1,0.55,NOR
2026_09_S_British Grand Prix,british-grand-prix_straight_12,HAD,OCO,7.5,3.167,-0.0361,0.0,-0.1667,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_12,HAD,PER,7.5,2.667,-0.0402,0.0,0.3667,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_12,HAD,PIA,-1.0,-1.833,-0.0069,0.0,-0.0333,0.55,PIA
2026_09_S_British Grand Prix,british-grand-prix_straight_12,HAD,RUS,-13.5,-15.333,-0.0152,0.0,-0.3,0.55,RUS
2026_09_S_British Grand Prix,british-grand-prix_straight_12,HAD,SAI,2.333,1.0,-0.0111,0.0,0.0,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_12,HAD,STR,7.0,18.667,0.0806,0.0,-0.0333,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_12,HAD,VER,-1.0,-2.333,-0.0111,0.0,-0.0333,0.55,VER
2026_09_S_British Grand Prix,british-grand-prix_straight_16,HAD,HAM,9.0,21.0,0.1,0.0,-0.4,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_16,HAD,HUL,-12.0,-10.0,0.0167,0.0,0.0,0.55,HUL
2026_09_S_British Grand Prix,british-grand-prix_straight_16,HAD,LAW,-1.0,-2.0,-0.0083,0.0,-0.1333,0.55,LAW
2026_09_S_British Grand Prix,british-grand-prix_straight_16,HAD,LEC,-0.5,2.0,0.0208,0.0,-0.2667,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_16,HAD,LIN,12.0,21.0,0.075,0.0,-0.2667,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_16,HAD,NOR,6.667,10.667,0.0333,0.0,-0.3,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_16,HAD,OCO,10.0,20.0,0.0833,0.0,-0.1333,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_16,HAD,PER,7.0,17.0,0.0833,0.0,-0.4,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_16,HAD,PIA,0.0,-2.5,-0.0208,0.0,0.1333,0.55,PIA
2026_09_S_British Grand Prix,british-grand-prix_straight_16,HAD,RUS,6.0,12.0,0.05,0.0,-0.3,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_16,HAD,SAI,-10.0,-13.0,-0.025,0.0,0.1333,0.55,SAI
2026_09_S_British Grand Prix,british-grand-prix_straight_16,HAD,STR,2.0,2.0,0.0,0.0,-0.1333,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_16,HAD,VER,11.0,18.5,0.0625,0.0,-0.1333,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_17,HAD,HAM,22.0,-15.0,0.0,0.0,0.0,0.55,HAM
2026_09_S_British Grand Prix,british-grand-prix_straight_17,HAD,HUL,-9.5,-26.0,0.0,0.0,0.0,0.55,HUL
2026_09_S_British Grand Prix,british-grand-prix_straight_17,HAD,LAW,-1.667,-23.833,0.0,0.0,0.0,0.55,LAW
2026_09_S_British Grand Prix,british-grand-prix_straight_17,HAD,LEC,3.5,-51.5,0.0,0.0,0.0,0.55,LEC
2026_09_S_British Grand Prix,british-grand-prix_straight_17,HAD,LIN,21.0,-29.5,0.0,0.0,0.0,0.55,LIN
2026_09_S_British Grand Prix,british-grand-prix_straight_17,HAD,NOR,13.5,-25.5,0.0,0.0,0.0,0.55,NOR
2026_09_S_British Grand Prix,british-grand-prix_straight_17,HAD,OCO,21.5,-14.0,0.0,0.0,0.0,0.55,OCO
2026_09_S_British Grand Prix,british-grand-prix_straight_17,HAD,PER,18.667,-24.833,0.0,0.0,0.0,0.55,PER
2026_09_S_British Grand Prix,british-grand-prix_straight_17,HAD,PIA,-3.667,-35.5,0.0,0.0,0.0,0.55,PIA
2026_09_S_British Grand Prix,british-grand-prix_straight_17,HAD,RUS,13.0,-38.5,0.0,0.0,0.0,0.55,RUS
2026_09_S_British Grand Prix,british-grand-prix_straight_17,HAD,SAI,-14.5,4.0,0.0,0.0,0.0,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_17,HAD,STR,2.0,2.0,0.0,0.0,0.0,0.55,HAD
2026_09_S_British Grand Prix,british-grand-prix_straight_17,HAD,VER,18.5,-19.0,0.0,0.0,0.0,0.55,VER
