session_id,segment_id,segment_kind,segment_confidence,driver_a,driver_b,entry_speed_delta_kph,apex_speed_delta_kph,exit_speed_delta_kph,min_speed_delta_kph,entry_gear_a,entry_gear_b,apex_gear_a,apex_gear_b,exit_gear_a,exit_gear_b,faster_driver,confidence
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_14,approximate_segment,0.55,COL,VER,-1.45,-9.0,-18.4,-9.0,4.0,4.0,3.0,4.0,4.0,5.0,VER,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,COL,GAS,2.0,5.0,6.334,5.0,3.0,3.0,3.0,3.0,7.0,6.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,COL,HAD,-3.25,-1.0,-1.833,-1.0,3.0,4.0,3.0,4.0,7.0,7.0,HAD,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,COL,HAM,-64.0,-12.0,7.0,-12.0,3.0,5.0,3.0,5.0,7.0,6.0,HAM,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,COL,HUL,-3.333,1.0,1.667,1.0,3.0,4.0,3.0,4.0,7.0,6.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,COL,LAW,-0.667,-2.0,4.667,-2.0,3.0,4.0,3.0,4.0,7.0,7.0,LAW,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,COL,LIN,4.0,3.0,0.334,3.0,3.0,4.0,3.0,4.0,7.0,7.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,COL,NOR,-6.5,-6.0,-2.333,-6.0,3.0,4.0,3.0,4.0,7.0,7.0,NOR,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,COL,OCO,0.5,0.0,-2.083,0.0,3.0,3.0,3.0,3.0,7.0,7.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,COL,PER,1.25,2.0,1.667,2.0,3.0,4.0,3.0,4.0,7.0,7.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,COL,PIA,-1.0,-2.0,-3.0,-2.0,3.0,4.0,3.0,4.0,7.0,7.0,PIA,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,COL,RUS,-5.5,-4.0,-3.833,-4.0,3.0,3.0,3.0,3.0,7.0,7.0,RUS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,COL,STR,6.0,5.0,9.167,5.0,3.0,3.0,3.0,3.0,7.0,6.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,COL,VER,-2.4,-1.0,-2.533,-1.0,3.0,4.0,3.0,4.0,7.0,7.0,VER,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,COL,GAS,-12.214,2.0,15.333,2.0,2.0,2.0,1.0,1.0,5.0,4.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,COL,HAD,-8.071,1.0,24.047,1.0,2.0,2.0,1.0,1.0,5.0,5.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,COL,HAM,-61.5,1.0,11.619,1.0,2.0,7.0,1.0,1.0,5.0,5.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,COL,HUL,0.5,0.0,23.619,0.0,2.0,3.0,1.0,1.0,5.0,4.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,COL,LAW,3.214,0.0,33.476,0.0,2.0,2.0,1.0,1.0,5.0,4.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,COL,LIN,-3.643,2.0,27.047,2.0,2.0,3.0,1.0,1.0,5.0,4.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,COL,NOR,0.357,1.0,7.047,1.0,2.0,6.0,1.0,1.0,5.0,5.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,COL,OCO,12.5,0.0,2.0,0.0,2.0,2.0,1.0,1.0,5.0,5.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,COL,PER,12.643,0.0,7.047,0.0,2.0,2.0,1.0,1.0,5.0,5.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,COL,PIA,1.1,2.0,-5.067,2.0,2.0,2.0,1.0,1.0,5.0,6.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,COL,RUS,-11.357,3.0,46.619,3.0,2.0,5.0,1.0,1.0,5.0,4.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,COL,STR,18.333,1.0,26.333,1.0,2.0,2.0,1.0,1.0,5.0,4.0,COL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,COL,VER,-0.667,-1.0,12.166,-1.0,2.0,2.0,1.0,1.0,5.0,4.0,VER,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_02,approximate_segment,0.55,GAS,HAD,3.0,1.0,1.4,1.0,1.0,1.0,1.0,1.0,7.0,7.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_02,approximate_segment,0.55,GAS,HAM,3.4,-7.0,0.8,-7.0,1.0,1.0,1.0,1.0,7.0,7.0,HAM,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_02,approximate_segment,0.55,GAS,HUL,8.933,-5.0,-0.133,-5.0,1.0,2.0,1.0,2.0,7.0,6.0,HUL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_02,approximate_segment,0.55,GAS,LAW,7.0,-3.0,-1.0,-3.0,1.0,1.0,1.0,1.0,7.0,7.0,LAW,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_02,approximate_segment,0.55,GAS,LEC,-186.067,-186.0,10.2,-186.0,1.0,7.0,1.0,7.0,7.0,7.0,LEC,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_02,approximate_segment,0.55,GAS,LIN,8.6,0.0,-3.6,0.0,1.0,1.0,1.0,1.0,7.0,7.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_02,approximate_segment,0.55,GAS,NOR,3.35,-1.0,-7.05,-1.0,1.0,2.0,1.0,2.0,7.0,7.0,NOR,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_02,approximate_segment,0.55,GAS,OCO,8.85,-1.0,-1.3,-1.0,1.0,1.0,1.0,1.0,7.0,6.0,OCO,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_02,approximate_segment,0.55,GAS,PER,6.6,-2.0,-3.0,-2.0,1.0,2.0,1.0,2.0,7.0,7.0,PER,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_02,approximate_segment,0.55,GAS,PIA,3.6,-3.0,1.2,-3.0,1.0,2.0,1.0,2.0,7.0,7.0,PIA,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_02,approximate_segment,0.55,GAS,RUS,2.6,-4.0,1.7,-4.0,1.0,1.0,1.0,1.0,7.0,7.0,RUS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_02,approximate_segment,0.55,GAS,SAI,8.2,-2.0,-4.0,-2.0,1.0,1.0,1.0,1.0,7.0,7.0,SAI,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_02,approximate_segment,0.55,GAS,STR,6.6,-3.0,7.2,-3.0,1.0,1.0,1.0,1.0,7.0,6.0,STR,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_02,approximate_segment,0.55,GAS,VER,-3.8,-3.0,-3.2,-3.0,1.0,1.0,1.0,1.0,7.0,7.0,VER,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_08,approximate_segment,0.55,GAS,HAD,-7.75,-5.0,-2.75,-5.0,3.0,4.0,3.0,4.0,5.0,6.0,HAD,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_08,approximate_segment,0.55,GAS,HAM,-12.2,-9.0,-1.5,-9.0,3.0,4.0,3.0,4.0,5.0,5.0,HAM,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_08,approximate_segment,0.55,GAS,HUL,-9.25,-9.0,-0.5,-9.0,3.0,4.0,3.0,4.0,5.0,5.0,HUL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_08,approximate_segment,0.55,GAS,LAW,-4.8,-4.0,-5.9,-4.0,3.0,4.0,3.0,4.0,5.0,5.0,LAW,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_08,approximate_segment,0.55,GAS,LEC,-161.667,-133.0,-63.5,-133.0,3.0,8.0,3.0,8.0,5.0,8.0,LEC,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_08,approximate_segment,0.55,GAS,LIN,-8.0,-9.0,-9.75,-9.0,3.0,4.0,3.0,4.0,5.0,6.0,LIN,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_08,approximate_segment,0.55,GAS,NOR,-8.2,-8.0,-6.7,-8.0,3.0,4.0,3.0,4.0,5.0,6.0,NOR,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_08,approximate_segment,0.55,GAS,OCO,-8.75,-8.0,3.0,-8.0,3.0,4.0,3.0,4.0,5.0,5.0,OCO,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_08,approximate_segment,0.55,GAS,PER,-2.6,-2.0,5.3,-2.0,3.0,4.0,3.0,4.0,5.0,5.0,PER,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_08,approximate_segment,0.55,GAS,PIA,-11.2,-10.0,2.5,-10.0,3.0,4.0,3.0,4.0,5.0,6.0,PIA,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_08,approximate_segment,0.55,GAS,RUS,-13.4,-8.0,-1.1,-8.0,3.0,4.0,3.0,3.0,5.0,5.0,RUS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_08,approximate_segment,0.55,GAS,SAI,-4.667,-5.0,-3.5,-5.0,3.0,3.0,3.0,3.0,5.0,5.0,SAI,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_08,approximate_segment,0.55,GAS,STR,1.4,2.0,1.7,2.0,3.0,3.0,3.0,3.0,5.0,5.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_08,approximate_segment,0.55,GAS,VER,-10.5,-7.0,8.75,-7.0,3.0,4.0,3.0,4.0,5.0,5.0,VER,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_09,approximate_segment,0.55,GAS,HAD,-0.167,-4.0,-3.333,-4.0,6.0,6.0,2.0,3.0,3.0,3.0,HAD,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_09,approximate_segment,0.55,GAS,HAM,10.333,-7.0,-8.333,-7.0,6.0,6.0,2.0,2.0,3.0,4.0,HAM,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_09,approximate_segment,0.55,GAS,HUL,0.0,-5.0,4.417,-5.0,6.0,5.0,2.0,3.0,3.0,3.0,HUL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_09,approximate_segment,0.55,GAS,LAW,-0.6,-5.0,-8.933,-5.0,6.0,6.0,2.0,2.0,3.0,3.0,LAW,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_09,approximate_segment,0.55,GAS,LEC,-44.0,-167.0,-136.333,-167.0,6.0,7.0,2.0,7.0,3.0,7.0,LEC,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_09,approximate_segment,0.55,GAS,LIN,-3.8,-2.0,0.667,-2.0,6.0,6.0,2.0,3.0,3.0,3.0,LIN,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_09,approximate_segment,0.55,GAS,NOR,-6.167,-5.0,-7.333,-5.0,6.0,6.0,2.0,3.0,3.0,4.0,NOR,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_09,approximate_segment,0.55,GAS,OCO,1.4,-3.0,-12.733,-3.0,6.0,6.0,2.0,2.0,3.0,3.0,OCO,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_09,approximate_segment,0.55,GAS,PER,4.0,-3.0,-14.933,-3.0,6.0,5.0,2.0,2.0,3.0,4.0,PER,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_09,approximate_segment,0.55,GAS,PIA,-0.4,-9.0,-11.133,-9.0,6.0,6.0,2.0,3.0,3.0,4.0,PIA,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_09,approximate_segment,0.55,GAS,RUS,4.8,-9.0,-0.533,-9.0,6.0,6.0,2.0,3.0,3.0,3.0,RUS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_09,approximate_segment,0.55,GAS,SAI,-3.667,-4.0,-1.333,-4.0,6.0,5.0,2.0,2.0,3.0,3.0,SAI,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_09,approximate_segment,0.55,GAS,STR,6.833,0.0,-2.666,0.0,6.0,5.0,2.0,2.0,3.0,3.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_09,approximate_segment,0.55,GAS,VER,-2.2,-3.0,-2.133,-3.0,6.0,6.0,2.0,3.0,3.0,3.0,VER,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_10,approximate_segment,0.55,GAS,HAD,7.5,11.0,-1.75,11.0,4.0,4.0,4.0,4.0,6.0,6.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_10,approximate_segment,0.55,GAS,HAM,-3.5,-3.0,-8.5,-3.0,4.0,4.0,4.0,4.0,6.0,6.0,HAM,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_10,approximate_segment,0.55,GAS,HUL,-3.0,1.0,-3.75,1.0,4.0,4.0,4.0,4.0,6.0,6.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_10,approximate_segment,0.55,GAS,LAW,-2.0,2.0,-7.0,2.0,4.0,4.0,4.0,4.0,6.0,6.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_10,approximate_segment,0.55,GAS,LEC,-41.75,108.0,90.036,108.0,4.0,7.0,4.0,2.0,6.0,3.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_10,approximate_segment,0.55,GAS,LIN,3.583,3.0,2.417,3.0,4.0,4.0,4.0,4.0,6.0,6.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_10,approximate_segment,0.55,GAS,NOR,-4.0,-2.0,-12.5,-2.0,4.0,5.0,4.0,4.0,6.0,7.0,NOR,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_10,approximate_segment,0.55,GAS,OCO,-3.75,-3.0,-1.5,-3.0,4.0,4.0,4.0,4.0,6.0,6.0,OCO,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_10,approximate_segment,0.55,GAS,PER,-4.5,2.0,-2.0,2.0,4.0,4.0,4.0,4.0,6.0,6.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_10,approximate_segment,0.55,GAS,PIA,0.75,3.0,-6.75,3.0,4.0,4.0,4.0,4.0,6.0,7.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_10,approximate_segment,0.55,GAS,RUS,2.25,6.0,-15.5,6.0,4.0,4.0,4.0,4.0,6.0,7.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_10,approximate_segment,0.55,GAS,SAI,6.25,7.0,-4.0,7.0,4.0,4.0,4.0,4.0,6.0,6.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_10,approximate_segment,0.55,GAS,STR,8.0,8.0,4.5,8.0,4.0,4.0,4.0,4.0,6.0,6.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_10,approximate_segment,0.55,GAS,VER,2.5,5.0,-4.75,5.0,4.0,4.0,4.0,4.0,6.0,6.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_13,approximate_segment,0.55,GAS,HAD,-23.667,-5.0,-5.833,-5.0,6.0,7.0,4.0,4.0,4.0,4.0,HAD,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_13,approximate_segment,0.55,GAS,HAM,-0.333,-14.0,-14.833,-14.0,6.0,6.0,4.0,4.0,4.0,4.0,HAM,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_13,approximate_segment,0.55,GAS,HUL,-5.5,-10.0,-10.5,-10.0,6.0,6.0,4.0,4.0,4.0,4.0,HUL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_13,approximate_segment,0.55,GAS,LAW,-14.0,-5.0,-5.833,-5.0,6.0,7.0,4.0,4.0,4.0,4.0,LAW,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_13,approximate_segment,0.55,GAS,LIN,-10.25,0.0,-2.0,0.0,6.0,7.0,4.0,5.0,4.0,5.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_13,approximate_segment,0.55,GAS,NOR,-13.5,-9.0,-12.25,-9.0,6.0,7.0,4.0,4.0,4.0,4.0,NOR,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_13,approximate_segment,0.55,GAS,OCO,-7.0,-8.0,-9.0,-8.0,6.0,7.0,4.0,4.0,4.0,4.0,OCO,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_13,approximate_segment,0.55,GAS,PER,-2.5,5.0,3.25,5.0,6.0,7.0,4.0,4.0,4.0,4.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_13,approximate_segment,0.55,GAS,PIA,-3.0,-11.0,-11.0,-11.0,6.0,7.0,4.0,4.0,4.0,4.0,PIA,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_13,approximate_segment,0.55,GAS,RUS,3.75,-8.0,-8.5,-8.0,6.0,7.0,4.0,4.0,4.0,4.0,RUS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_13,approximate_segment,0.55,GAS,STR,0.0,2.0,-5.25,2.0,6.0,6.0,4.0,3.0,4.0,3.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_13,approximate_segment,0.55,GAS,VER,-20.75,-9.0,-11.25,-9.0,6.0,7.0,4.0,4.0,4.0,4.0,VER,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_14,approximate_segment,0.55,GAS,HAD,-1.4,-2.0,-7.6,-2.0,4.0,4.0,4.0,4.0,4.0,6.0,HAD,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_14,approximate_segment,0.55,GAS,HAM,-11.0,-15.0,-38.6,-15.0,4.0,4.0,4.0,4.0,4.0,5.0,HAM,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_14,approximate_segment,0.55,GAS,HUL,-8.5,-6.0,7.8,-6.0,4.0,4.0,4.0,4.0,4.0,4.0,HUL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_14,approximate_segment,0.55,GAS,LAW,-8.25,-3.0,2.55,-3.0,4.0,4.0,4.0,4.0,4.0,4.0,LAW,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_14,approximate_segment,0.55,GAS,LIN,-6.6,-2.0,-4.2,-2.0,4.0,5.0,4.0,4.0,4.0,5.0,LIN,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_14,approximate_segment,0.55,GAS,NOR,-13.5,-11.0,-11.2,-11.0,4.0,5.0,4.0,4.0,4.0,5.0,NOR,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_14,approximate_segment,0.55,GAS,OCO,-7.25,-2.0,12.55,-2.0,4.0,4.0,4.0,4.0,4.0,4.0,OCO,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_14,approximate_segment,0.55,GAS,PER,-1.5,-7.0,-7.7,-7.0,4.0,4.0,4.0,4.0,4.0,4.0,PER,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_14,approximate_segment,0.55,GAS,PIA,-9.0,-9.0,0.8,-9.0,4.0,4.0,4.0,4.0,4.0,4.0,PIA,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_14,approximate_segment,0.55,GAS,RUS,-11.0,-13.0,-24.2,-13.0,4.0,4.0,4.0,4.0,4.0,5.0,RUS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_14,approximate_segment,0.55,GAS,STR,-2.5,1.0,10.8,1.0,4.0,4.0,4.0,3.0,4.0,4.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_14,approximate_segment,0.55,GAS,VER,-11.2,-14.0,-13.6,-14.0,4.0,4.0,4.0,4.0,4.0,5.0,VER,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,GAS,HAD,-5.25,-6.0,-8.167,-6.0,3.0,4.0,3.0,4.0,6.0,7.0,HAD,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,GAS,HAM,-66.0,-17.0,0.666,-17.0,3.0,5.0,3.0,5.0,6.0,6.0,HAM,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,GAS,HUL,-5.333,-4.0,-4.667,-4.0,3.0,4.0,3.0,4.0,6.0,6.0,HUL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,GAS,LAW,-2.667,-7.0,-1.667,-7.0,3.0,4.0,3.0,4.0,6.0,7.0,LAW,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,GAS,LIN,2.0,-2.0,-6.0,-2.0,3.0,4.0,3.0,4.0,6.0,7.0,LIN,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,GAS,NOR,-8.5,-11.0,-8.667,-11.0,3.0,4.0,3.0,4.0,6.0,7.0,NOR,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,GAS,OCO,-1.5,-5.0,-8.417,-5.0,3.0,3.0,3.0,3.0,6.0,7.0,OCO,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,GAS,PER,-0.75,-3.0,-4.667,-3.0,3.0,4.0,3.0,4.0,6.0,7.0,PER,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,GAS,PIA,-3.0,-7.0,-9.334,-7.0,3.0,4.0,3.0,4.0,6.0,7.0,PIA,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,GAS,RUS,-7.5,-9.0,-10.167,-9.0,3.0,3.0,3.0,3.0,6.0,7.0,RUS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,GAS,STR,4.0,0.0,2.833,0.0,3.0,3.0,3.0,3.0,6.0,6.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_15,approximate_segment,0.55,GAS,VER,-4.4,-6.0,-8.867,-6.0,3.0,4.0,3.0,4.0,6.0,7.0,VER,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,GAS,HAD,4.143,-1.0,8.714,-1.0,2.0,2.0,1.0,1.0,4.0,5.0,HAD,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,GAS,HAM,-49.286,-1.0,-3.714,-1.0,2.0,7.0,1.0,1.0,4.0,5.0,HAM,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,GAS,HUL,12.714,-2.0,8.286,-2.0,2.0,3.0,1.0,1.0,4.0,4.0,HUL,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,GAS,LAW,15.428,-2.0,18.143,-2.0,2.0,2.0,1.0,1.0,4.0,4.0,LAW,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,GAS,LIN,8.571,0.0,11.714,0.0,2.0,3.0,1.0,1.0,4.0,4.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,GAS,NOR,12.571,-1.0,-8.286,-1.0,2.0,6.0,1.0,1.0,4.0,5.0,NOR,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,GAS,OCO,24.714,-2.0,-13.333,-2.0,2.0,2.0,1.0,1.0,4.0,5.0,OCO,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,GAS,PER,24.857,-2.0,-8.286,-2.0,2.0,2.0,1.0,1.0,4.0,5.0,PER,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,GAS,PIA,13.314,0.0,-20.4,0.0,2.0,2.0,1.0,1.0,4.0,6.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,GAS,RUS,0.857,1.0,31.286,1.0,2.0,5.0,1.0,1.0,4.0,4.0,GAS,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,GAS,STR,30.547,-1.0,11.0,-1.0,2.0,2.0,1.0,1.0,4.0,4.0,STR,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_20,approximate_segment,0.55,GAS,VER,11.547,-3.0,-3.167,-3.0,2.0,2.0,1.0,1.0,4.0,4.0,VER,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_02,approximate_segment,0.55,HAD,HAM,0.4,-8.0,-0.6,-8.0,1.0,1.0,1.0,1.0,7.0,7.0,HAM,0.55
2026_10_FP2_Belgian Grand Prix,belgian-grand-prix_corner_02,approximate_segment,0.55,HAD,HUL,5.933,-6.0,-1.533,-6.0,1.0,2.0,1.0,2.0,7.0,6.0,HUL,0.55
