session_id,segment_id,driver_a,driver_b,braking_start_delta_m,braking_duration_delta_s,braking_distance_delta_m,late_brake_delta,brake_intensity_delta,confidence,favorable_driver
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,LIN,SAI,-249.099,0.24,15.078,-0.8813,0.0455,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,LIN,STR,,1.04,55.689,0.0555,0.1364,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,LIN,VER,,1.04,55.689,0.0555,0.1364,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,LIN,NOR,,0.48,23.733,0.0,0.0476,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,LIN,OCO,11.964,-0.921,-39.292,0.0,-0.2024,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,LIN,PER,,0.48,23.733,0.0,0.0476,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,LIN,PIA,,0.48,23.733,0.0,0.0476,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,LIN,RUS,-4.394,0.08,4.733,-0.0798,-0.0149,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,LIN,SAI,20.29,0.08,3.955,0.0,-0.0324,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,LIN,STR,-157.973,0.04,-0.356,-0.6236,-0.0394,0.55,STR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,LIN,VER,,0.48,23.733,0.0,0.0476,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,LIN,NOR,,1.12,45.733,0.0,0.1429,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,LIN,OCO,-3.854,0.92,37.789,0.0,0.0974,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,LIN,PER,-1.837,0.96,39.6,0.0,0.0929,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,LIN,PIA,,1.12,45.733,0.0,0.1429,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,LIN,RUS,-7.631,0.48,18.922,0.0,0.0,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,LIN,SAI,-2.608,0.36,15.189,0.0,0.0125,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,LIN,STR,-3.06,0.96,39.511,0.0,0.0841,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,LIN,VER,-0.445,0.68,28.744,0.0,0.0596,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,LIN,NOR,-1.358,0.079,39.235,0.0064,0.1035,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,LIN,OCO,13.428,-0.12,26.645,0.0918,0.1257,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,LIN,PER,31.993,0.04,31.345,0.1411,0.0766,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,LIN,PIA,49.173,-0.4,18.598,0.1808,0.0899,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,LIN,RUS,-9.165,-0.321,32.902,-0.0309,0.0312,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,LIN,SAI,3.697,-0.241,38.086,0.0377,0.1035,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,LIN,STR,28.92,-0.52,8.581,0.1267,0.0384,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,LIN,VER,-0.78,0.719,56.1,0.0249,0.1495,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,LIN,NOR,-1.318,0.68,36.189,-0.04,0.0864,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,LIN,OCO,-15.351,0.52,30.178,-0.0708,0.0531,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,LIN,PER,,0.92,47.789,0.0,0.1364,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,LIN,PIA,,0.92,47.789,0.0,0.1364,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,LIN,RUS,1.066,-0.121,-5.139,0.0,-0.0741,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,LIN,SAI,7.412,-0.2,-3.478,0.0,-0.0375,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,LIN,STR,5.491,0.44,25.211,0.0,0.0311,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,LIN,VER,10.336,0.76,39.878,0.0,0.0808,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,LIN,NOR,28.024,-0.079,3.555,0.1146,0.0824,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,LIN,OCO,61.491,-0.8,-25.989,0.2295,-0.0263,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,LIN,PER,46.528,-1.159,-42.094,0.1457,0.0451,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,LIN,PIA,75.323,-0.04,-3.822,0.2637,0.0891,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,LIN,RUS,43.345,-0.88,-43.576,0.1712,-0.0763,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,LIN,SAI,52.72,-0.6,-9.3,0.1708,-0.0046,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,LIN,STR,24.566,-0.559,-24.378,0.1066,0.0192,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,LIN,VER,42.828,-0.08,1.722,0.1724,0.0824,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,LIN,NOR,,1.72,79.533,0.0,0.2353,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,LIN,OCO,-1.975,1.44,71.989,0.0,0.1936,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,LIN,PER,-154.142,0.76,26.466,-0.5312,0.0686,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,LIN,PIA,,1.72,79.533,0.0,0.2353,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,LIN,RUS,,1.72,79.533,0.0,0.2353,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,LIN,SAI,,1.72,79.533,0.0,0.2353,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,LIN,STR,1.308,1.44,71.677,0.0,0.1953,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,LIN,VER,,1.72,79.533,0.0,0.2353,0.55,LIN
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,NOR,OCO,69.597,-2.121,-118.298,0.1654,-0.2829,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,NOR,PER,18.012,-1.001,-45.784,0.0391,-0.1056,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,NOR,PIA,52.534,-0.521,-23.01,0.1195,-0.0556,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,NOR,RUS,11.711,-0.92,-43.278,0.0018,-0.1056,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,NOR,SAI,72.93,-2.721,-141.021,0.1654,-0.4192,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,NOR,STR,48.79,-1.042,-51.5,0.1654,0.0326,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,NOR,VER,43.031,-0.401,-26.198,0.0704,0.1111,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,NOR,OCO,,-0.399,-20.837,-0.9189,-0.0556,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,NOR,PER,,-0.8,-42.511,-0.855,-0.1818,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,NOR,PIA,,-2.561,-136.555,-0.0692,-0.4,0.55,PIA
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,NOR,RUS,,-0.72,-38.111,-0.9171,-0.1364,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,NOR,SAI,,-0.8,-40.611,-0.9368,-0.0909,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,NOR,STR,,0.0,0.0,0.0,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,NOR,VER,,0.0,0.0,0.0,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,NOR,OCO,,-1.401,-63.025,0.0,-0.25,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,NOR,PER,,0.0,0.0,0.0,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,NOR,PIA,,0.0,0.0,0.0,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,NOR,RUS,,-0.4,-19.0,-0.0798,-0.0625,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,NOR,SAI,,-0.4,-19.778,0.0,-0.08,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,NOR,STR,,-0.44,-24.089,-0.6236,-0.087,0.55,STR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,NOR,VER,,0.0,0.0,0.0,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,NOR,OCO,,-0.2,-7.944,0.0,-0.0455,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,NOR,PER,,-0.16,-6.133,0.0,-0.05,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,NOR,PIA,,0.0,0.0,0.0,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,NOR,RUS,,-0.64,-26.811,0.0,-0.1429,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,NOR,SAI,,-0.76,-30.544,0.0,-0.1304,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,NOR,STR,,-0.16,-6.222,0.0,-0.0588,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,NOR,VER,,-0.44,-16.989,0.0,-0.0833,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,NOR,OCO,14.786,-0.199,-12.59,0.0854,0.0222,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,NOR,PER,33.351,-0.039,-7.89,0.1347,-0.0269,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,NOR,PIA,50.531,-0.479,-20.637,0.1744,-0.0136,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,NOR,RUS,-7.807,-0.4,-6.333,-0.0373,-0.0723,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,NOR,SAI,5.055,-0.32,-1.149,0.0313,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,NOR,STR,30.278,-0.599,-30.654,0.1203,-0.0651,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,NOR,VER,0.578,0.64,16.865,0.0185,0.046,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,NOR,OCO,-14.033,-0.16,-6.011,-0.0308,-0.0333,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,NOR,PER,,0.24,11.6,0.04,0.05,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,NOR,PIA,,0.24,11.6,0.04,0.05,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,NOR,RUS,2.384,-0.801,-41.328,0.04,-0.1605,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,NOR,SAI,8.73,-0.88,-39.667,0.04,-0.1239,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,NOR,STR,6.809,-0.24,-10.978,0.04,-0.0553,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,NOR,VER,11.654,0.08,3.689,0.04,-0.0056,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,NOR,OCO,33.467,-0.721,-29.544,0.1149,-0.1087,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,NOR,PER,18.504,-1.08,-45.649,0.0311,-0.0373,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,NOR,PIA,47.299,0.039,-7.377,0.1491,0.0067,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,NOR,RUS,15.321,-0.801,-47.131,0.0566,-0.1587,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,NOR,SAI,24.696,-0.521,-12.855,0.0562,-0.087,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,NOR,STR,-3.458,-0.48,-27.933,-0.008,-0.0632,0.55,STR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,NOR,VER,14.804,-0.001,-1.833,0.0578,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,NOR,OCO,,-0.28,-7.544,0.0,-0.0417,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,NOR,PER,,-0.96,-53.067,-0.5312,-0.1667,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,NOR,PIA,,0.0,0.0,0.0,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,NOR,RUS,,0.0,0.0,0.0,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,NOR,SAI,,0.0,0.0,0.0,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,NOR,STR,,-0.28,-7.856,0.0,-0.04,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,NOR,VER,,0.0,0.0,0.0,0.0,0.55,NOR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,OCO,PER,-51.585,1.12,72.514,-0.1263,0.1773,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,OCO,PIA,-17.063,1.6,95.288,-0.0459,0.2273,0.55,PIA
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,OCO,RUS,-57.886,1.201,75.02,-0.1636,0.1773,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,OCO,SAI,3.333,-0.6,-22.723,0.0,-0.1363,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,OCO,STR,-20.807,1.079,66.798,0.0,0.3155,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,OCO,VER,-26.566,1.72,92.1,-0.095,0.394,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,OCO,PER,15.496,-0.401,-21.674,0.0639,-0.1262,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,OCO,PIA,236.38,-2.162,-115.718,0.8497,-0.3444,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,OCO,RUS,2.955,-0.321,-17.274,0.0018,-0.0808,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,OCO,SAI,-8.344,-0.401,-19.774,-0.0179,-0.0353,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,OCO,STR,,0.399,20.837,0.9189,0.0556,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,OCO,VER,,0.399,20.837,0.9189,0.0556,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,OCO,PER,,1.401,63.025,0.0,0.25,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,OCO,PIA,,1.401,63.025,0.0,0.25,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,OCO,RUS,-16.358,1.001,44.025,-0.0798,0.1875,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,OCO,SAI,8.326,1.001,43.247,0.0,0.17,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,OCO,STR,-169.937,0.961,38.936,-0.6236,0.163,0.55,STR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,OCO,VER,,1.401,63.025,0.0,0.25,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,OCO,PER,2.017,0.04,1.811,0.0,-0.0045,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,OCO,PIA,,0.2,7.944,0.0,0.0455,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,OCO,RUS,-3.777,-0.44,-18.867,0.0,-0.0974,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,OCO,SAI,1.246,-0.56,-22.6,0.0,-0.0849,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,OCO,STR,0.794,0.04,1.722,0.0,-0.0133,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,OCO,VER,3.409,-0.24,-9.045,0.0,-0.0378,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,OCO,PER,18.565,0.16,4.7,0.0493,-0.0491,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,OCO,PIA,35.745,-0.28,-8.047,0.089,-0.0358,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,OCO,RUS,-22.593,-0.201,6.257,-0.1227,-0.0945,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,OCO,SAI,-9.731,-0.121,11.441,-0.0541,-0.0222,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,OCO,STR,15.492,-0.4,-18.064,0.0349,-0.0873,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,OCO,VER,-14.208,0.839,29.455,-0.0669,0.0238,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,OCO,PER,,0.4,17.611,0.0708,0.0833,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,OCO,PIA,,0.4,17.611,0.0708,0.0833,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,OCO,RUS,16.417,-0.641,-35.317,0.0708,-0.1272,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,OCO,SAI,22.763,-0.72,-33.656,0.0708,-0.0906,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,OCO,STR,20.842,-0.08,-4.967,0.0708,-0.022,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,OCO,VER,25.687,0.24,9.7,0.0708,0.0277,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,OCO,PER,-14.963,-0.359,-16.105,-0.0838,0.0714,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,OCO,PIA,13.832,0.76,22.167,0.0342,0.1154,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,OCO,RUS,-18.146,-0.08,-17.587,-0.0583,-0.05,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,OCO,SAI,-8.771,0.2,16.689,-0.0587,0.0217,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,OCO,STR,-36.925,0.241,1.611,-0.1229,0.0455,0.55,STR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,OCO,VER,-18.663,0.72,27.711,-0.0571,0.1087,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,OCO,PER,-152.167,-0.68,-45.523,-0.5312,-0.125,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,OCO,PIA,,0.28,7.544,0.0,0.0417,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,OCO,RUS,,0.28,7.544,0.0,0.0417,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,OCO,SAI,,0.28,7.544,0.0,0.0417,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,OCO,STR,3.283,0.0,-0.312,0.0,0.0017,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,OCO,VER,,0.28,7.544,0.0,0.0417,0.55,OCO
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,PER,PIA,34.522,0.48,22.774,0.0804,0.05,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,PER,RUS,-6.301,0.081,2.506,-0.0373,0.0,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,PER,SAI,54.918,-1.72,-95.237,0.1263,-0.3136,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,PER,STR,30.778,-0.041,-5.716,0.1263,0.1382,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,PER,VER,25.019,0.6,19.586,0.0313,0.2167,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,PER,PIA,220.884,-1.761,-94.044,0.7858,-0.2182,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,PER,RUS,-12.541,0.08,4.4,-0.0621,0.0454,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,PER,SAI,-23.84,0.0,1.9,-0.0818,0.0909,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,PER,STR,,0.8,42.511,0.855,0.1818,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_05,PER,VER,,0.8,42.511,0.855,0.1818,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,PER,PIA,,0.0,0.0,0.0,0.0,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,PER,RUS,,-0.4,-19.0,-0.0798,-0.0625,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,PER,SAI,,-0.4,-19.778,0.0,-0.08,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,PER,STR,,-0.44,-24.089,-0.6236,-0.087,0.55,STR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_06,PER,VER,,0.0,0.0,0.0,0.0,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,PER,PIA,,0.16,6.133,0.0,0.05,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,PER,RUS,-5.794,-0.48,-20.678,0.0,-0.0929,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,PER,SAI,-0.771,-0.6,-24.411,0.0,-0.0804,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,PER,STR,-1.223,0.0,-0.089,0.0,-0.0088,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_09,PER,VER,1.392,-0.28,-10.856,0.0,-0.0333,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,PER,PIA,17.18,-0.44,-12.747,0.0397,0.0133,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,PER,RUS,-41.158,-0.361,1.557,-0.172,-0.0454,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,PER,SAI,-28.296,-0.281,6.741,-0.1034,0.0269,0.55,SAI
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,PER,STR,-3.073,-0.56,-22.764,-0.0144,-0.0382,0.55,STR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_10,PER,VER,-32.773,0.679,24.755,-0.1162,0.0729,0.55,VER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,PER,PIA,,0.0,0.0,0.0,0.0,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,PER,RUS,,-1.041,-52.928,0.0,-0.2105,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,PER,SAI,,-1.12,-51.267,0.0,-0.1739,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,PER,STR,,-0.48,-22.578,0.0,-0.1053,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_14,PER,VER,,-0.16,-7.911,0.0,-0.0556,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,PER,PIA,28.795,1.119,38.272,0.118,0.044,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,PER,RUS,-3.183,0.279,-1.482,0.0255,-0.1214,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,PER,SAI,6.192,0.559,32.794,0.0251,-0.0497,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,PER,STR,-21.962,0.6,17.716,-0.0391,-0.0259,0.55,STR
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_18,PER,VER,-3.7,1.079,43.816,0.0267,0.0373,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,PER,PIA,,0.96,53.067,0.5312,0.1667,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,PER,RUS,,0.96,53.067,0.5312,0.1667,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,PER,SAI,,0.96,53.067,0.5312,0.1667,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,PER,STR,155.45,0.68,45.211,0.5312,0.1267,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_19,PER,VER,,0.96,53.067,0.5312,0.1667,0.55,PER
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,PIA,RUS,-40.823,-0.399,-20.268,-0.1177,-0.05,0.55,RUS
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,PIA,SAI,20.396,-2.2,-118.011,0.0459,-0.3636,0.55,PIA
2026_03_R_Japanese Grand Prix,japanese-grand-prix_corner_03,PIA,STR,-3.744,-0.521,-28.49,0.0459,0.0882,0.55,PIA
