meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1286,11292,1,16,1,4,HARD,0
1286,11292,1,81,1,5,HARD,0
1286,11292,1,18,1,1,MEDIUM,0
1286,11292,1,14,1,4,HARD,0
1286,11292,1,5,1,7,HARD,0
1286,11292,1,11,1,6,MEDIUM,0
1286,11292,1,30,1,11,HARD,0
1286,11292,1,55,1,7,HARD,0
1286,11292,1,44,1,12,HARD,0
1286,11292,1,3,1,11,HARD,0
1286,11292,2,81,6,13,HARD,5
1286,11292,1,63,1,9,HARD,0
1286,11292,1,12,1,13,HARD,0
1286,11292,2,11,7,13,MEDIUM,0
1286,11292,1,1,1,11,HARD,0
1286,11292,1,41,1,18,HARD,0
1286,11292,3,81,14,14,HARD,13
1286,11292,1,6,1,11,HARD,0
1286,11292,2,30,12,18,HARD,0
1286,11292,1,87,1,18,HARD,0
1286,11292,2,6,12,14,HARD,11
1286,11292,1,27,1,14,HARD,0
1286,11292,1,77,1,15,MEDIUM,0
1286,11292,2,5,8,18,HARD,7
1286,11292,1,10,1,19,HARD,0
1286,11292,2,3,12,16,HARD,11
1286,11292,2,41,19,22,MEDIUM,0
1286,11292,2,14,5,12,HARD,4
1286,11292,2,55,8,19,HARD,7
1286,11292,2,16,5,19,HARD,4
1286,11292,2,87,19,19,MEDIUM,0
1286,11292,3,30,19,21,MEDIUM,0
1286,11292,1,23,1,21,HARD,0
1286,11292,2,44,13,17,HARD,0
1286,11292,2,63,10,18,MEDIUM,0
1286,11292,1,31,1,19,HARD,0
1286,11292,2,1,12,15,MEDIUM,0
1286,11292,4,81,15,18,MEDIUM,0
1286,11292,1,43,1,21,HARD,0
1286,11292,3,11,14,18,MEDIUM,13
1286,11292,2,12,14,21,MEDIUM,0
1286,11292,2,18,2,13,MEDIUM,1
1286,11292,3,14,13,21,MEDIUM,0
1286,11292,3,3,17,26,MEDIUM,0
1286,11292,3,18,14,16,MEDIUM,0
1286,11292,2,77,16,24,SOFT,0
1286,11292,3,41,23,31,MEDIUM,4
1286,11292,3,63,19,26,MEDIUM,9
1286,11292,2,27,15,24,MEDIUM,0
1286,11292,2,43,22,29,MEDIUM,0
1286,11292,3,55,20,28,MEDIUM,0
1286,11292,3,1,16,24,MEDIUM,0
1286,11292,2,10,20,29,MEDIUM,0
1286,11292,2,23,22,30,MEDIUM,0
1286,11292,3,5,19,28,MEDIUM,0
1286,11292,4,11,19,25,SOFT,0
1286,11292,3,16,20,28,MEDIUM,0
1286,11292,5,81,19,26,MEDIUM,0
1286,11292,3,12,22,28,MEDIUM,8
1286,11292,3,44,18,25,MEDIUM,0
1286,11292,3,87,20,28,MEDIUM,0
1286,11292,2,31,20,28,MEDIUM,0
1286,11292,4,30,22,28,MEDIUM,3
1286,11292,3,77,25,27,SOFT,8
1286,11292,4,41,32,34,MEDIUM,12
1286,11292,4,63,27,29,MEDIUM,16
1286,11292,3,27,25,27,MEDIUM,9
1286,11292,3,43,30,32,MEDIUM,0
1286,11292,4,55,29,31,MEDIUM,0
1286,11292,3,10,30,32,MEDIUM,9
1286,11292,4,1,25,27,HARD,0
1286,11292,3,23,31,33,MEDIUM,8
1286,11292,5,11,26,28,SOFT,6
1286,11292,4,5,29,31,MEDIUM,9
1286,11292,4,16,29,31,MEDIUM,8
1286,11292,6,81,27,29,HARD,0
1286,11292,4,12,29,31,HARD,13
1286,11292,4,44,26,28,MEDIUM,7
1286,11292,4,87,29,31,MEDIUM,8
1286,11292,3,31,29,31,MEDIUM,8
1286,11292,5,30,29,31,MEDIUM,9
