meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1286,11294,1,30,1,6,SOFT,0
1286,11294,1,41,1,4,SOFT,0
1286,11294,1,77,1,4,SOFT,0
1286,11294,1,5,1,7,SOFT,0
1286,11294,1,1,1,8,SOFT,0
1286,11294,1,6,1,5,SOFT,0
1286,11294,1,18,1,8,SOFT,0
1286,11294,2,30,7,9,SOFT,6
1286,11294,1,12,1,6,SOFT,0
1286,11294,1,3,1,5,SOFT,0
1286,11294,1,11,1,3,SOFT,10
1286,11294,1,44,1,17,SOFT,0
1286,11294,1,16,1,17,SOFT,0
1286,11294,1,14,1,11,SOFT,0
1286,11294,1,63,1,10,SOFT,0
1286,11294,1,81,1,10,SOFT,0
1286,11294,2,41,5,12,SOFT,4
1286,11294,3,30,10,19,SOFT,9
1286,11294,2,11,4,7,SOFT,13
1286,11294,2,12,7,12,SOFT,6
1286,11294,2,63,11,13,SOFT,10
1286,11294,1,87,1,12,SOFT,0
1286,11294,2,16,18,21,SOFT,0
1286,11294,2,18,9,13,SOFT,8
1286,11294,2,6,6,15,SOFT,5
1286,11294,1,31,1,13,SOFT,0
1286,11294,1,27,1,11,SOFT,0
1286,11294,2,44,18,21,SOFT,0
1286,11294,2,5,8,17,SOFT,7
1286,11294,1,55,1,17,SOFT,0
1286,11294,2,3,6,14,SOFT,0
1286,11294,2,1,9,16,SOFT,0
1286,11294,1,23,1,16,SOFT,0
1286,11294,2,14,12,19,SOFT,11
1286,11294,1,10,1,15,SOFT,0
1286,11294,3,41,13,18,SOFT,12
1286,11294,3,6,16,19,SOFT,0
1286,11294,2,81,11,15,SOFT,10
1286,11294,2,87,13,18,SOFT,0
1286,11294,4,30,20,22,SOFT,0
1286,11294,3,11,8,14,SOFT,0
1286,11294,1,43,1,16,SOFT,0
1286,11294,2,77,5,12,SOFT,0
1286,11294,2,10,16,17,SOFT,0
1286,11294,2,27,12,17,SOFT,0
1286,11294,3,5,18,22,SOFT,0
1286,11294,2,31,14,19,SOFT,0
1286,11294,3,14,20,21,SOFT,0
1286,11294,3,18,14,19,SOFT,0
1286,11294,4,41,19,19,SOFT,0
1286,11294,2,55,18,21,SOFT,0
1286,11294,2,23,17,19,SOFT,0
1286,11294,3,3,15,18,SOFT,0
1286,11294,3,16,22,27,SOFT,0
1286,11294,4,6,20,20,SOFT,4
1286,11294,5,30,23,23,SOFT,0
1286,11294,3,63,14,19,SOFT,0
1286,11294,3,44,22,26,SOFT,0
1286,11294,3,1,17,20,SOFT,0
1286,11294,3,81,16,16,SOFT,0
1286,11294,4,18,20,22,SOFT,0
1286,11294,3,12,13,19,SOFT,0
1286,11294,6,30,24,27,SOFT,1
1286,11294,2,43,17,21,SOFT,0
1286,11294,4,11,15,19,SOFT,0
1286,11294,4,63,20,23,SOFT,6
1286,11294,3,77,13,17,SOFT,0
1286,11294,3,10,18,22,SOFT,2
1286,11294,4,44,27,30,SOFT,5
1286,11294,3,27,18,22,SOFT,0
1286,11294,4,5,23,27,SOFT,5
1286,11294,4,1,21,24,SOFT,4
1286,11294,3,31,20,24,SOFT,6
1286,11294,4,14,22,26,SOFT,0
1286,11294,4,81,17,20,SOFT,1
1286,11294,3,55,22,26,SOFT,4
1286,11294,5,41,20,24,SOFT,1
1286,11294,4,16,28,32,SOFT,6
1286,11294,4,3,19,23,SOFT,4
1286,11294,5,6,21,25,SOFT,5
1286,11294,4,12,20,22,SOFT,7
1286,11294,3,23,20,24,SOFT,3
