meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1291,11337,1,77,1,3,SOFT,0
1291,11337,1,27,1,3,MEDIUM,0
1291,11337,1,11,1,1,SOFT,0
1291,11337,1,16,1,3,SOFT,0
1291,11337,1,5,1,3,MEDIUM,0
1291,11337,1,10,1,1,SOFT,0
1291,11337,1,1,1,3,SOFT,0
1291,11337,1,18,1,7,MEDIUM,0
1291,11337,1,30,1,4,MEDIUM,0
1291,11337,2,5,4,4,MEDIUM,0
1291,11337,1,23,1,2,SOFT,0
1291,11337,2,16,4,4,SOFT,3
1291,11337,1,44,1,3,SOFT,0
1291,11337,1,6,1,3,SOFT,0
1291,11337,2,27,4,6,MEDIUM,0
1291,11337,1,81,1,5,SOFT,0
1291,11337,1,14,1,4,MEDIUM,0
1291,11337,1,43,1,10,SOFT,0
1291,11337,2,77,4,5,SOFT,3
1291,11337,3,16,5,7,SOFT,4
1291,11337,2,23,3,5,SOFT,2
1291,11337,1,55,1,3,SOFT,0
1291,11337,1,63,1,4,SOFT,0
1291,11337,1,12,1,4,SOFT,0
1291,11337,3,5,5,8,MEDIUM,4
1291,11337,2,44,4,7,SOFT,3
1291,11337,2,30,5,9,MEDIUM,4
1291,11337,3,77,6,8,SOFT,0
1291,11337,2,55,4,7,SOFT,3
1291,11337,2,63,5,6,SOFT,4
1291,11337,2,12,5,7,SOFT,4
1291,11337,2,81,6,11,SOFT,5
1291,11337,2,1,4,10,SOFT,3
1291,11337,2,6,4,8,SOFT,0
1291,11337,3,23,6,7,SOFT,5
1291,11337,1,3,1,5,SOFT,0
1291,11337,2,14,5,9,MEDIUM,4
1291,11337,2,18,8,10,MEDIUM,7
1291,11337,3,55,8,10,SOFT,7
1291,11337,3,27,7,15,MEDIUM,6
1291,11337,4,5,9,13,MEDIUM,0
1291,11337,4,16,8,14,SOFT,7
1291,11337,3,44,8,13,SOFT,0
1291,11337,3,30,10,15,MEDIUM,0
1291,11337,1,87,1,6,SOFT,0
1291,11337,2,10,2,11,SOFT,0
1291,11337,1,31,1,10,SOFT,0
1291,11337,2,43,11,23,SOFT,10
1291,11337,4,27,16,18,SOFT,0
1291,11337,3,12,8,10,SOFT,0
1291,11337,5,5,14,16,SOFT,0
1291,11337,3,6,9,10,SOFT,0
1291,11337,3,14,10,13,SOFT,0
1291,11337,3,18,11,14,SOFT,0
1291,11337,4,44,14,16,SOFT,0
1291,11337,2,3,6,8,SOFT,0
1291,11337,4,55,11,11,SOFT,10
1291,11337,2,87,7,9,SOFT,0
1291,11337,2,31,11,13,SOFT,0
1291,11337,4,77,9,11,SOFT,3
1291,11337,4,30,16,18,SOFT,0
1291,11337,4,14,14,17,SOFT,4
1291,11337,6,5,17,19,SOFT,3
1291,11337,3,81,12,19,SOFT,0
1291,11337,3,1,11,17,SOFT,0
1291,11337,5,27,19,21,SOFT,3
1291,11337,3,63,7,15,SOFT,0
1291,11337,4,12,11,13,SOFT,3
1291,11337,4,23,8,10,SOFT,0
1291,11337,4,18,15,20,SOFT,4
1291,11337,5,77,12,15,SOFT,6
1291,11337,4,6,11,17,SOFT,2
1291,11337,7,5,20,22,SOFT,6
1291,11337,5,16,15,24,SOFT,0
1291,11337,3,87,10,14,SOFT,0
1291,11337,5,44,17,22,SOFT,3
1291,11337,4,1,18,20,SOFT,7
1291,11337,3,43,24,30,SOFT,0
1291,11337,4,81,20,22,SOFT,11
1291,11337,5,55,12,17,SOFT,0
1291,11337,1,41,1,6,SOFT,0
1291,11337,3,3,9,14,SOFT,3
1291,11337,6,27,22,24,SOFT,6
1291,11337,5,23,11,13,SOFT,3
1291,11337,3,31,14,18,SOFT,3
1291,11337,3,10,12,20,SOFT,0
1291,11337,5,30,19,23,SOFT,3
1291,11337,4,63,16,18,SOFT,6
1291,11337,5,12,14,16,SOFT,7
