season,round,event,session,corner_id,driver,reference_driver,apex_speed_delta_kph,entry_speed_delta_kph,exit_speed_delta_kph,comparison_scope
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_10,RUS,LIN,8.0,13.0,-6.0,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_10,GAS,LIN,9.0,10.25,-5.25,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_10,LEC,LIN,9.0,10.35,-9.35,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_10,ANT,LIN,10.0,15.5,-6.25,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_10,NOR,LIN,10.0,13.5,-9.5,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_10,BOT,LIN,10.0,14.25,8.75,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_10,VER,LIN,11.0,11.0,-2.5,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_10,SAI,LIN,12.0,13.35,-9.35,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_10,COL,LIN,13.0,13.5,-4.0,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_10,STR,LIN,15.0,17.55,8.05,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_10,PER,LIN,16.0,10.0,-0.75,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_10,CRA,LIN,21.0,23.75,9.75,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,LEC,LEC,0.0,0.0,0.0,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,HAM,LEC,1.0,0.05,-10.35,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,OCO,LEC,1.0,3.75,-11.75,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,VER,LEC,1.0,0.75,2.75,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,ANT,LEC,2.0,0.25,0.75,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,HUL,LEC,2.0,1.25,3.75,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,BEA,LEC,3.0,3.75,5.0,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,RUS,LEC,4.0,2.25,12.45,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,PIA,LEC,4.0,3.25,8.25,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,LAW,LEC,5.0,4.0,18.0,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,HAD,LEC,6.0,3.0,8.5,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,COL,LEC,6.0,6.0,20.25,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,NOR,LEC,7.0,5.0,6.75,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,ALB,LEC,9.0,5.25,26.65,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,LIN,LEC,9.0,9.05,19.05,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,SAI,LEC,10.0,9.5,19.25,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,STR,LEC,10.0,10.5,31.5,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,GAS,LEC,11.0,8.05,12.25,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,BOR,LEC,12.0,16.05,29.45,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,BOT,LEC,14.0,15.25,-5.75,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,PER,LEC,16.0,13.25,16.45,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_14,CRA,LEC,20.0,19.25,22.5,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,BEA,BEA,0.0,0.0,0.0,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,ANT,BEA,4.0,1.25,1.0,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,HAM,BEA,4.0,-1.5,2.75,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,LEC,BEA,5.0,0.25,-0.5,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,NOR,BEA,5.0,-1.75,3.75,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,BOR,BEA,7.0,4.75,-2.0,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,VER,BEA,7.0,1.0,0.25,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,PIA,BEA,7.0,0.833,-2.083,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,HAD,BEA,9.0,7.25,0.75,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,HUL,BEA,9.0,5.0,6.75,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,LIN,BEA,10.0,8.5,-3.75,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,GAS,BEA,11.0,8.0,5.0,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,COL,BEA,11.0,8.5,5.75,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,LAW,BEA,11.0,6.0,2.0,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,RUS,BEA,11.0,11.25,0.25,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,PER,BEA,14.0,11.25,11.5,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,STR,BEA,14.0,11.75,7.25,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,SAI,BEA,14.0,11.0,6.25,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,CRA,BEA,15.0,11.0,11.0,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,ALB,BEA,15.0,11.167,-0.083,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,OCO,BEA,15.0,8.25,6.0,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_15,BOT,BEA,17.0,-0.9,8.45,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,BOR,BOR,0.0,0.0,0.0,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,LEC,BOR,23.0,-14.0,-31.5,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,VER,BOR,23.0,-16.096,-33.404,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,LIN,BOR,24.0,-3.0,-21.666,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,HAD,BOR,24.0,-19.238,-31.833,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,ANT,BOR,24.0,-0.381,-15.404,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,PER,BOR,24.0,0.762,-34.404,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,STR,BOR,25.0,7.904,-20.404,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,BEA,BOR,25.0,-6.834,-23.0,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,COL,BOR,25.0,-14.667,-8.833,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,BOT,BOR,26.0,-41.667,-31.976,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,ALB,BOR,26.0,-3.524,-14.404,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,LAW,BOR,26.0,-1.524,-26.547,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,HAM,BOR,26.0,-31.81,-33.404,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,RUS,BOR,26.0,-0.238,-16.976,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,PIA,BOR,26.0,-0.096,-11.833,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,SAI,BOR,27.0,9.666,-21.666,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,HUL,BOR,28.0,-31.667,-29.976,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,NOR,BOR,28.0,-0.381,0.31,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,OCO,BOR,29.0,-40.0,-22.5,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,CRA,BOR,30.0,7.619,-10.833,session_best
2026,10,Belgian Grand Prix,FP1,belgian-grand-prix_corner_20,GAS,BOR,41.0,-12.81,-12.262,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,LEC,LEC,0.0,0.0,0.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,BOR,LEC,177.0,184.867,-6.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,HAM,LEC,179.0,189.467,-9.4,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,HUL,LEC,181.0,195.0,-10.333,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,BEA,LEC,181.0,192.267,-16.2,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,BOT,LEC,182.0,196.067,-15.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,RUS,LEC,182.0,188.667,-8.5,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,VER,LEC,183.0,182.267,-13.4,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,ANT,LEC,183.0,189.267,-15.8,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,STR,LEC,183.0,192.667,-3.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,LAW,LEC,183.0,193.067,-11.2,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,COL,LEC,183.0,186.667,-13.2,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,PIA,LEC,183.0,189.667,-9.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,PER,LEC,184.0,192.667,-13.2,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,SAI,LEC,184.0,194.267,-14.2,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,ALO,LEC,185.0,197.667,-8.2,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,ALB,LEC,185.0,188.167,-12.75,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,NOR,LEC,185.0,189.417,-17.25,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,OCO,LEC,185.0,194.917,-11.5,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,GAS,LEC,186.0,186.067,-10.2,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,LIN,LEC,186.0,194.667,-13.8,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_02,HAD,LEC,187.0,189.067,-8.8,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,LEC,LEC,0.0,0.0,0.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,ANT,LEC,117.0,139.417,55.75,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,PIA,LEC,123.0,150.467,66.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,HUL,LEC,124.0,152.417,63.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,COL,LEC,124.0,153.667,61.75,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,BEA,LEC,124.0,151.667,64.25,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,LIN,LEC,124.0,153.667,53.75,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,HAM,LEC,124.0,149.467,62.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,NOR,LEC,125.0,153.467,56.8,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,OCO,LEC,125.0,152.917,66.5,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,RUS,LEC,125.0,148.267,62.4,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,VER,LEC,126.0,151.167,72.25,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,ALB,LEC,127.0,154.267,67.8,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,HAD,LEC,128.0,153.917,60.75,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,SAI,LEC,128.0,157.0,60.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,LAW,LEC,129.0,156.867,57.6,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,BOR,LEC,130.0,158.167,66.5,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,PER,LEC,131.0,159.067,68.8,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,BOT,LEC,132.0,159.917,69.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,GAS,LEC,133.0,161.667,63.5,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,STR,LEC,135.0,163.067,65.2,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_08,ALO,LEC,138.0,161.467,65.4,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,LEC,LEC,0.0,0.0,0.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,ANT,LEC,158.0,44.2,124.8,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,PIA,LEC,158.0,43.6,125.2,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,RUS,LEC,158.0,48.8,135.8,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,BOR,LEC,160.0,47.6,131.2,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,BEA,LEC,160.0,45.5,122.333,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,HAM,LEC,160.0,54.333,128.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,HUL,LEC,162.0,44.0,140.75,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,LAW,LEC,162.0,43.4,127.4,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,NOR,LEC,162.0,37.833,129.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,SAI,LEC,163.0,40.333,135.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,BOT,LEC,163.0,47.0,129.833,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,ALB,LEC,163.0,43.4,132.4,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,HAD,LEC,163.0,43.833,133.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,VER,LEC,164.0,41.8,134.2,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,PER,LEC,164.0,48.0,121.4,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,OCO,LEC,164.0,45.4,123.6,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,LIN,LEC,165.0,40.2,137.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,ALO,LEC,166.0,57.4,128.2,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,COL,LEC,167.0,44.4,133.2,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,GAS,LEC,167.0,44.0,136.333,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_09,STR,LEC,167.0,50.833,133.667,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,OCO,OCO,0.0,0.0,0.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,HAM,OCO,0.0,0.25,-7.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,NOR,OCO,1.0,-0.25,-11.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,BOR,OCO,2.0,2.5,1.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,GAS,OCO,3.0,3.75,1.5,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,ANT,OCO,3.0,2.75,-15.5,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,HUL,OCO,4.0,0.75,-2.25,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,BEA,OCO,4.0,-3.25,-1.25,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,BOT,OCO,5.0,1.75,-2.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,PER,OCO,5.0,-0.75,-0.5,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,LAW,OCO,5.0,1.75,-5.5,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,COL,OCO,5.0,4.5,-4.5,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,LIN,OCO,6.0,7.333,3.917,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,PIA,OCO,6.0,4.5,-5.25,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,VER,OCO,8.0,6.25,-3.25,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,RUS,OCO,9.0,6.0,-14.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,SAI,OCO,10.0,10.0,-2.5,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,STR,OCO,11.0,11.75,6.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,ALO,OCO,13.0,13.0,8.25,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,HAD,OCO,14.0,11.25,-0.25,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,ALB,OCO,15.0,13.0,1.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_10,LEC,OCO,111.0,-38.0,91.536,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,HAM,HAM,0.0,0.0,0.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,ANT,HAM,3.0,-3.667,3.833,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,PIA,HAM,3.0,-2.667,3.833,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,HUL,HAM,4.0,-5.167,4.333,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,VER,HAM,5.0,-20.417,3.583,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,NOR,HAM,5.0,-13.167,2.583,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,COL,HAM,6.0,0.083,4.083,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,OCO,HAM,6.0,-6.667,5.833,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,RUS,HAM,6.0,4.083,6.333,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,BOR,HAM,8.0,-9.167,6.833,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,BEA,HAM,8.0,-6.417,6.583,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,LAW,HAM,9.0,-13.667,9.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,BOT,HAM,9.0,-3.0,8.333,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,HAD,HAM,9.0,-23.334,9.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,ALB,HAM,10.0,-4.417,10.583,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,GAS,HAM,14.0,0.333,14.833,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,LIN,HAM,14.0,-9.917,12.833,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,STR,HAM,16.0,0.333,9.583,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,ALO,HAM,17.0,0.833,9.333,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_13,PER,HAM,19.0,-2.167,18.083,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,HAM,HAM,0.0,0.0,0.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,VER,HAM,1.0,-0.2,25.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,RUS,HAM,2.0,0.0,14.4,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,ANT,HAM,4.0,-0.4,29.8,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,NOR,HAM,4.0,-2.5,27.4,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,PIA,HAM,6.0,2.0,39.4,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,BOT,HAM,6.0,4.4,37.4,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,BOR,HAM,7.0,5.4,40.2,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,PER,HAM,8.0,9.5,30.9,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,HUL,HAM,9.0,2.5,46.4,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,COL,HAM,10.0,1.25,43.4,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,LAW,HAM,12.0,2.75,41.15,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,OCO,HAM,13.0,3.75,51.15,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,LIN,HAM,13.0,4.4,34.4,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,HAD,HAM,13.0,9.6,31.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,GAS,HAM,15.0,11.0,38.6,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,STR,HAM,16.0,8.5,49.4,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,ALB,HAM,20.0,7.6,49.4,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,BEA,HAM,21.0,2.25,59.4,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_14,ALO,HAM,22.0,5.8,61.6,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,HAM,HAM,0.0,0.0,0.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,NOR,HAM,6.0,57.5,-9.333,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,ANT,HAM,7.0,60.25,-5.833,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,RUS,HAM,8.0,58.5,-10.833,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,BOR,HAM,8.0,61.5,-3.583,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,LAW,HAM,10.0,63.333,-2.333,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,PIA,HAM,10.0,63.0,-10.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,VER,HAM,11.0,61.6,-9.533,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,HAD,HAM,11.0,60.75,-8.833,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,OCO,HAM,12.0,64.5,-9.083,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,BEA,HAM,12.0,60.75,-12.583,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,COL,HAM,12.0,64.0,-7.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,HUL,HAM,13.0,60.667,-5.333,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,ALO,HAM,13.0,58.333,-8.333,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,PER,HAM,14.0,65.25,-5.333,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,BOT,HAM,14.0,64.5,-5.333,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,LIN,HAM,15.0,68.0,-6.666,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,GAS,HAM,17.0,66.0,-0.666,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,STR,HAM,17.0,70.0,2.167,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_15,ALB,HAM,21.0,72.6,-7.933,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_20,BOT,BOT,0.0,0.0,0.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_20,ALB,BOT,1.0,-13.0,21.0,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_20,BEA,BOT,1.0,16.786,5.333,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_20,VER,BOT,2.0,-2.667,12.166,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_20,PER,BOT,3.0,10.643,7.047,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_20,ALO,BOT,3.0,23.667,18.166,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_20,HUL,BOT,3.0,-1.5,23.619,session_best
2026,10,Belgian Grand Prix,FP2,belgian-grand-prix_corner_20,COL,BOT,3.0,-2.0,0.0,session_best
