season,round,event,session,corner_id,driver,reference_driver,apex_speed_delta_kph,entry_speed_delta_kph,exit_speed_delta_kph,comparison_scope
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,ALO,ALO,0.0,0.0,0.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,SAI,ALO,53.0,25.467,76.333,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,BOR,ALO,70.0,51.667,81.333,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,NOR,ALO,75.0,72.0,-12.334,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,GAS,ALO,90.0,74.334,-12.667,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,RUS,ALO,99.0,94.0,-1.667,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,HAM,ALO,102.0,96.417,5.333,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,LEC,ALO,103.0,102.167,6.333,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,STR,ALO,104.0,85.667,32.733,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,ANT,ALO,105.0,104.867,1.733,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,HAD,ALO,105.0,67.667,81.733,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,HUL,ALO,106.0,102.667,6.133,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,PER,ALO,108.0,101.667,26.333,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,COL,ALO,109.0,101.867,13.733,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,VER,ALO,109.0,85.067,18.333,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,PIA,ALO,109.0,101.167,-1.917,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,BOT,ALO,111.0,99.267,23.733,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,ALB,ALO,112.0,96.867,20.733,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,BEA,ALO,112.0,109.417,8.083,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,LAW,ALO,112.0,111.667,3.333,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,LIN,ALO,112.0,109.267,15.533,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_09,OCO,ALO,114.0,115.917,3.083,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,HAD,HAD,0.0,0.0,0.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,BOR,HAD,9.0,15.666,16.667,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,SAI,HAD,64.0,26.333,35.25,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,VER,HAD,77.0,-59.417,149.5,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,GAS,HAD,78.0,-69.467,168.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,BOT,HAD,80.0,-46.334,163.333,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,LIN,HAD,87.0,-62.167,176.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,HUL,HAD,88.0,-61.167,176.25,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,COL,HAD,91.0,-57.667,172.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,STR,HAD,93.0,-44.917,166.25,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,ANT,HAD,94.0,-69.417,184.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,LEC,HAD,95.0,-61.417,180.5,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,ALB,HAD,97.0,-54.417,182.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,LAW,HAD,97.0,-68.067,180.2,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,RUS,HAD,97.0,-64.067,173.8,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,HAM,HAD,98.0,-59.167,179.75,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,PER,HAD,98.0,-58.667,185.5,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,ALO,HAD,100.0,32.666,125.5,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,BEA,HAD,103.0,-64.667,193.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,PIA,HAD,105.0,-73.667,187.6,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,OCO,HAD,106.0,-65.667,190.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_10,NOR,HAD,107.0,-69.167,197.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,ALO,ALO,0.0,0.0,0.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,GAS,ALO,44.0,44.0,55.667,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,RUS,ALO,46.0,41.8,39.467,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,LAW,ALO,49.0,44.2,54.867,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,PIA,ALO,52.0,52.0,34.067,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,HUL,ALO,54.0,54.0,143.417,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,OCO,ALO,56.0,46.2,88.267,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,BOR,ALO,58.0,-47.143,174.667,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,LIN,ALO,59.0,57.8,63.667,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,ANT,ALO,60.0,60.0,28.167,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,HAM,ALO,61.0,47.4,53.267,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,SAI,ALO,63.0,-111.75,181.667,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,BOT,ALO,63.0,50.286,77.381,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,PER,ALO,67.0,52.6,71.467,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,VER,ALO,68.0,61.667,88.334,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,LEC,ALO,68.0,52.8,59.467,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,HAD,ALO,68.0,-50.833,150.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,BEA,ALO,69.0,69.0,121.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,STR,ALO,70.0,66.0,100.267,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,ALB,ALO,71.0,64.833,77.5,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,COL,ALO,72.0,67.2,84.467,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_11,NOR,ALO,73.0,73.0,3.267,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,SAI,SAI,0.0,0.0,0.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,COL,SAI,0.0,0.0,0.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,LAW,SAI,12.0,12.0,12.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,HUL,SAI,25.0,25.0,25.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,NOR,SAI,190.0,155.333,167.667,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,PIA,SAI,227.0,17.0,227.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,GAS,SAI,227.0,213.0,171.5,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,ALO,SAI,235.0,213.5,153.5,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,BEA,SAI,269.0,269.0,73.25,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,HAM,SAI,270.0,218.667,124.333,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,RUS,SAI,270.0,217.0,119.667,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,ANT,SAI,271.0,259.6,108.6,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,BOR,SAI,272.0,-6.0,237.4,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,VER,SAI,272.0,222.333,107.167,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,LEC,SAI,274.0,205.4,113.0,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,ALB,SAI,274.0,85.333,149.333,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,PER,SAI,274.0,213.333,123.167,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,BOT,SAI,276.0,233.444,216.333,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,HAD,SAI,276.0,132.667,148.667,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,LIN,SAI,278.0,235.0,109.667,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,STR,SAI,280.0,200.0,137.333,session_best
2026,2,Chinese Grand Prix,S,chinese-grand-prix_corner_16,OCO,SAI,284.0,227.333,123.333,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,BOR,BOR,0.0,0.0,0.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,ANT,BOR,11.0,-66.833,150.167,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,LEC,BOR,13.0,-63.833,161.667,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,NOR,BOR,14.0,-75.333,155.333,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,BEA,BOR,14.0,-52.833,153.333,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,RUS,BOR,15.0,-77.0,158.1,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,GAS,BOR,15.0,-55.8,162.7,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,OCO,BOR,16.0,-63.5,158.333,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,PIA,BOR,16.0,-56.5,160.667,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,HAD,BOR,17.0,-66.667,159.167,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,ALB,BOR,17.0,-63.333,159.333,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,VER,BOR,17.0,-77.0,152.25,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,HUL,BOR,18.0,-58.0,161.5,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,LAW,BOR,18.0,-57.0,156.7,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,HAM,BOR,19.0,-55.333,165.667,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,ALO,BOR,20.0,-58.333,157.833,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,BOT,BOR,20.0,-52.667,161.833,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,STR,BOR,22.0,-53.833,162.333,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,SAI,BOR,23.0,-51.8,169.9,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,COL,BOR,26.0,-27.0,162.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_03,LIN,BOR,26.0,-56.5,170.167,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,BOR,BOR,0.0,0.0,0.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,COL,BOR,4.0,125.667,-103.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,ANT,BOR,51.0,177.5,-84.75,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,HAM,BOR,51.0,174.75,-86.25,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,LEC,BOR,51.0,180.2,-87.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,NOR,BOR,51.0,179.25,-83.25,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,PIA,BOR,52.0,178.75,-88.75,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,BEA,BOR,52.0,182.5,-84.25,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,VER,BOR,52.0,168.4,-70.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,OCO,BOR,53.0,183.25,-85.5,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,GAS,BOR,54.0,182.0,-85.4,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,HUL,BOR,55.0,185.667,-87.333,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,ALO,BOR,56.0,185.75,-82.5,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,LAW,BOR,56.0,186.0,-81.5,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,LIN,BOR,56.0,186.0,-80.25,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,RUS,BOR,56.0,186.0,-81.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,SAI,BOR,59.0,187.6,-80.6,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,STR,BOR,59.0,188.0,-57.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,HAD,BOR,59.0,187.25,-88.25,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,BOT,BOR,60.0,189.4,-81.6,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_04,ALB,BOR,62.0,190.5,-78.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,BOR,BOR,0.0,0.0,0.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,PIA,BOR,169.0,84.467,38.8,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,HAM,BOR,169.0,107.867,21.4,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,ANT,BOR,170.0,59.267,42.2,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,NOR,BOR,170.0,69.067,35.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,LAW,BOR,171.0,70.467,54.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,HUL,BOR,172.0,40.867,46.8,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,OCO,BOR,172.0,74.5,41.333,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,ALO,BOR,173.0,89.096,98.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,RUS,BOR,173.0,79.667,40.8,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,HAD,BOR,173.0,94.267,41.2,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,GAS,BOR,174.0,84.667,45.8,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,BEA,BOR,174.0,77.067,39.4,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,LEC,BOR,175.0,86.467,38.6,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,SAI,BOR,175.0,100.067,48.4,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,ALB,BOR,176.0,61.067,46.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,BOT,BOR,176.0,111.0,43.833,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,VER,BOR,176.0,6.467,68.8,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,STR,BOR,176.0,109.5,60.167,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,COL,BOR,178.0,159.167,7.75,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_06,LIN,BOR,178.0,100.267,38.8,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,BOR,BOR,0.0,0.0,0.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,BEA,BOR,88.0,40.333,116.4,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,RUS,BOR,88.0,36.333,110.75,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,NOR,BOR,88.0,33.533,110.4,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,ANT,BOR,89.0,35.733,117.2,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,LEC,BOR,90.0,28.333,102.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,HAM,BOR,90.0,29.333,104.4,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,GAS,BOR,91.0,40.583,113.75,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,HUL,BOR,94.0,44.933,125.6,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,ALO,BOR,95.0,16.533,121.2,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,LAW,BOR,96.0,49.933,129.8,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,VER,BOR,96.0,48.933,132.8,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,OCO,BOR,97.0,40.833,123.25,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,LIN,BOR,98.0,53.133,123.4,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,PIA,BOR,98.0,29.083,104.25,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,SAI,BOR,99.0,52.333,115.8,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,BOT,BOR,99.0,54.333,117.2,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,STR,BOR,101.0,46.533,97.6,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,COL,BOR,101.0,40.333,85.25,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,ALB,BOR,102.0,30.133,152.4,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_09,HAD,BOR,102.0,49.133,119.2,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,BOR,BOR,0.0,0.0,0.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,BEA,BOR,64.0,-83.0,145.067,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,ANT,BOR,65.0,-89.167,149.834,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,HAM,BOR,66.0,-53.833,129.167,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,LEC,BOR,67.0,-61.0,138.467,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,RUS,BOR,67.0,-85.8,146.467,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,OCO,BOR,68.0,-107.0,150.667,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,NOR,BOR,68.0,-103.4,149.667,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,HAD,BOR,68.0,-100.5,147.167,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,PIA,BOR,69.0,-68.8,141.067,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,ALO,BOR,69.0,-85.167,149.167,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,HUL,BOR,69.0,-107.4,150.467,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,GAS,BOR,70.0,-96.0,145.167,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,BOT,BOR,71.0,-64.333,149.834,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,LIN,BOR,71.0,-87.0,148.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,LAW,BOR,71.0,-101.833,149.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,COL,BOR,72.0,15.333,115.167,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,STR,BOR,72.0,-16.333,120.167,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,SAI,BOR,73.0,-73.333,142.5,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,VER,BOR,74.0,-101.167,148.167,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_11,ALB,BOR,80.0,-104.2,150.867,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,BOR,BOR,0.0,0.0,0.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,COL,BOR,89.0,82.167,47.5,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,STR,BOR,103.0,88.0,55.5,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,HAM,BOR,116.0,107.5,56.167,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,SAI,BOR,121.0,116.167,61.833,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,LEC,BOR,124.0,116.833,58.167,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,PIA,BOR,127.0,124.0,53.5,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,HAD,BOR,131.0,126.25,57.75,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,ALO,BOR,133.0,127.5,66.5,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,BOT,BOR,135.0,131.167,64.833,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,GAS,BOR,135.0,135.5,57.833,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,RUS,BOR,142.0,128.75,57.25,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,NOR,BOR,143.0,138.833,60.167,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,ANT,BOR,147.0,133.25,61.75,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,LIN,BOR,148.0,142.5,64.167,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,LAW,BOR,151.0,132.75,63.25,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,BEA,BOR,151.0,149.0,61.75,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,OCO,BOR,153.0,139.5,68.25,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,HUL,BOR,154.0,147.5,69.833,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,ALB,BOR,155.0,148.167,108.833,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_12,VER,BOR,158.0,152.75,62.25,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,BEA,BEA,0.0,0.0,0.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,BOR,BEA,144.0,52.75,144.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,GAS,BEA,232.0,171.4,77.2,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,HUL,BEA,233.0,164.667,79.833,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,PIA,BEA,233.0,172.667,80.833,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,NOR,BEA,234.0,181.4,86.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,ANT,BEA,234.0,137.6,89.4,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,ALB,BEA,234.0,87.6,85.2,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,HAM,BEA,234.0,213.6,68.6,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,ALO,BEA,235.0,198.4,77.2,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,OCO,BEA,235.0,190.0,77.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,VER,BEA,235.0,195.6,67.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,STR,BEA,235.0,235.0,89.714,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,BOT,BEA,236.0,202.0,77.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,LEC,BEA,236.0,216.8,56.6,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,COL,BEA,236.0,231.2,61.4,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,LAW,BEA,236.0,84.6,66.2,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,SAI,BEA,236.0,201.2,71.2,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,RUS,BEA,237.0,115.5,80.167,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,LIN,BEA,238.0,186.5,69.667,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_17,HAD,BEA,239.0,163.5,77.833,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_18,BEA,BEA,0.0,0.0,0.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_18,STR,BEA,60.0,60.0,50.0,session_best
2026,2,Chinese Grand Prix,SQ,chinese-grand-prix_corner_18,PIA,BEA,130.0,55.667,83.667,session_best
