season,round,event,session,driver,lap_number,compound,stint,segment_id,corner_id,segmentation_confidence,throttle_pickup_distance_m,throttle_pickup_time_s,full_throttle_exit_distance_m,traction_exit_score
2026,2,Chinese Grand Prix,R,ALO,25,HARD,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3108.658,54.675,3108.658,0.0013
2026,2,Chinese Grand Prix,R,ALO,25,HARD,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4515.921,78.554,4515.921,0.9776
2026,2,Chinese Grand Prix,R,ALO,25,HARD,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4800.207,81.875,4800.207,0.276
2026,2,Chinese Grand Prix,R,ANT,52,HARD,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,812.696,13.412,,0.195
2026,2,Chinese Grand Prix,R,ANT,52,HARD,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,909.741,16.732,984.319,1.0
2026,2,Chinese Grand Prix,R,ANT,52,HARD,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1409.597,25.252,1409.597,0.6157
2026,2,Chinese Grand Prix,R,ANT,52,HARD,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2335.503,41.932,,0.0094
2026,2,Chinese Grand Prix,R,ANT,52,HARD,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2545.664,46.733,2676.143,1.0
2026,2,Chinese Grand Prix,R,ANT,52,HARD,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3120.495,57.492,,0.7933
2026,2,Chinese Grand Prix,R,ANT,52,HARD,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4509.734,77.892,4509.734,0.156
2026,2,Chinese Grand Prix,R,ANT,52,HARD,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4787.34,84.532,4812.196,0.0272
2026,2,Chinese Grand Prix,R,BEA,56,HARD,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,788.784,12.702,,0.1612
2026,2,Chinese Grand Prix,R,BEA,56,HARD,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,893.322,16.382,1021.489,1.0
2026,2,Chinese Grand Prix,R,BEA,56,HARD,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1427.514,25.462,1427.514,0.6157
2026,2,Chinese Grand Prix,R,BEA,56,HARD,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2349.561,42.501,,0.0532
2026,2,Chinese Grand Prix,R,BEA,56,HARD,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2539.709,47.062,2660.623,1.0
2026,2,Chinese Grand Prix,R,BEA,56,HARD,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3108.823,57.742,,0.812
2026,2,Chinese Grand Prix,R,BEA,56,HARD,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4508.499,78.542,4508.499,0.128
2026,2,Chinese Grand Prix,R,BEA,56,HARD,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4786.801,85.382,4828.912,0.0
2026,2,Chinese Grand Prix,R,BOT,55,HARD,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,800.798,13.326,,0.2056
2026,2,Chinese Grand Prix,R,BOT,55,HARD,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,896.43,16.805,1038.362,1.0
2026,2,Chinese Grand Prix,R,BOT,55,HARD,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1415.476,25.885,1415.476,0.6776
2026,2,Chinese Grand Prix,R,BOT,55,HARD,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2370.963,43.805,,0.0
2026,2,Chinese Grand Prix,R,BOT,55,HARD,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2545.238,48.286,2685.558,1.0
2026,2,Chinese Grand Prix,R,BOT,55,HARD,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3120.294,59.446,,0.7617
2026,2,Chinese Grand Prix,R,BOT,55,HARD,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4508.411,80.366,4508.411,0.048
2026,2,Chinese Grand Prix,R,BOT,55,HARD,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4785.848,87.006,4838.204,0.3946
2026,2,Chinese Grand Prix,R,COL,35,MEDIUM,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,793.372,13.219,,0.1532
2026,2,Chinese Grand Prix,R,COL,35,MEDIUM,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,882.258,16.46,1014.118,1.0
2026,2,Chinese Grand Prix,R,COL,35,MEDIUM,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1418.294,25.78,1418.294,0.705
2026,2,Chinese Grand Prix,R,COL,35,MEDIUM,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2319.179,42.42,,0.0188
2026,2,Chinese Grand Prix,R,COL,35,MEDIUM,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2536.454,47.619,2624.588,1.0
2026,2,Chinese Grand Prix,R,COL,35,MEDIUM,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3101.98,58.34,,0.9033
2026,2,Chinese Grand Prix,R,COL,35,MEDIUM,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4514.448,79.18,4514.448,0.2039
2026,2,Chinese Grand Prix,R,COL,35,MEDIUM,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4791.12,85.98,4821.245,0.2785
2026,2,Chinese Grand Prix,R,GAS,53,HARD,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,788.579,12.892,,0.2445
2026,2,Chinese Grand Prix,R,GAS,53,HARD,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,890.668,16.533,1021.027,1.0
2026,2,Chinese Grand Prix,R,GAS,53,HARD,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1414.481,25.692,1414.481,0.7331
2026,2,Chinese Grand Prix,R,GAS,53,HARD,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2270.941,41.213,2410.208,0.0577
2026,2,Chinese Grand Prix,R,GAS,53,HARD,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2535.427,47.493,2659.738,1.0
2026,2,Chinese Grand Prix,R,GAS,53,HARD,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3102.732,58.453,,0.872
2026,2,Chinese Grand Prix,R,GAS,53,HARD,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4531.881,79.253,4531.881,0.1107
2026,2,Chinese Grand Prix,R,GAS,53,HARD,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4787.598,85.213,4874.027,0.6874
2026,2,Chinese Grand Prix,R,HAD,46,HARD,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,713.643,10.089,713.643,0.8299
2026,2,Chinese Grand Prix,R,HAD,46,HARD,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,854.132,13.29,854.132,1.0
2026,2,Chinese Grand Prix,R,HAD,46,HARD,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1410.62,24.169,1410.62,0.0
2026,2,Chinese Grand Prix,R,HAD,46,HARD,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2263.547,39.69,,0.3253
2026,2,Chinese Grand Prix,R,HAD,46,HARD,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2540.264,44.849,2814.18,0.805
2026,2,Chinese Grand Prix,R,HAD,46,HARD,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3235.202,59.33,,0.3042
2026,2,Chinese Grand Prix,R,HAD,46,HARD,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4533.823,78.53,4533.823,0.0
2026,2,Chinese Grand Prix,R,HAD,46,HARD,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4870.779,85.21,4931.535,1.0
2026,2,Chinese Grand Prix,R,HAM,55,HARD,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,804.201,12.993,,0.1406
2026,2,Chinese Grand Prix,R,HAM,55,HARD,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,915.081,16.912,1025.862,0.998
2026,2,Chinese Grand Prix,R,HAM,55,HARD,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1412.099,25.152,1412.099,0.6248
2026,2,Chinese Grand Prix,R,HAM,55,HARD,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2342.705,42.072,,0.0144
2026,2,Chinese Grand Prix,R,HAM,55,HARD,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2538.421,46.553,2683.697,0.9975
2026,2,Chinese Grand Prix,R,HAM,55,HARD,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3129.327,57.952,,0.816
2026,2,Chinese Grand Prix,R,HAM,55,HARD,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4508.452,78.312,4508.452,0.0825
2026,2,Chinese Grand Prix,R,HAM,55,HARD,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4789.242,84.792,4838.782,0.6724
2026,2,Chinese Grand Prix,R,HUL,38,MEDIUM,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,799.565,12.826,,0.1935
2026,2,Chinese Grand Prix,R,HUL,38,MEDIUM,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,900.043,16.386,991.642,1.0
2026,2,Chinese Grand Prix,R,HUL,38,MEDIUM,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1563.244,28.666,1638.469,0.6167
2026,2,Chinese Grand Prix,R,HUL,38,MEDIUM,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2350.991,42.746,,0.0428
2026,2,Chinese Grand Prix,R,HUL,38,MEDIUM,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2535.104,47.186,2660.726,1.0
2026,2,Chinese Grand Prix,R,HUL,38,MEDIUM,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3105.342,58.226,,0.912
2026,2,Chinese Grand Prix,R,HUL,38,MEDIUM,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4527.724,78.666,4527.724,0.2013
2026,2,Chinese Grand Prix,R,HUL,38,MEDIUM,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4789.179,85.506,4801.879,0.0027
2026,2,Chinese Grand Prix,R,LAW,56,HARD,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,797.771,13.237,,0.1798
2026,2,Chinese Grand Prix,R,LAW,56,HARD,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,898.842,16.798,1008.966,1.0
2026,2,Chinese Grand Prix,R,LAW,56,HARD,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1576.013,29.558,1638.094,0.6924
2026,2,Chinese Grand Prix,R,LAW,56,HARD,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2342.843,42.918,,0.0689
2026,2,Chinese Grand Prix,R,LAW,56,HARD,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2541.838,47.878,2667.204,1.0
2026,2,Chinese Grand Prix,R,LAW,56,HARD,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3112.62,58.557,,0.89
2026,2,Chinese Grand Prix,R,LAW,56,HARD,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4527.836,79.558,4527.836,0.1522
2026,2,Chinese Grand Prix,R,LAW,56,HARD,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4790.996,86.318,4824.818,0.0
2026,2,Chinese Grand Prix,R,LEC,56,HARD,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,680.709,9.102,,0.255
2026,2,Chinese Grand Prix,R,LEC,56,HARD,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,889.129,15.982,1011.811,1.0
2026,2,Chinese Grand Prix,R,LEC,56,HARD,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1426.528,25.263,1426.528,0.5993
2026,2,Chinese Grand Prix,R,LEC,56,HARD,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2309.048,41.343,2440.34,0.0
2026,2,Chinese Grand Prix,R,LEC,56,HARD,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2547.058,46.623,2684.381,1.0
2026,2,Chinese Grand Prix,R,LEC,56,HARD,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3126.206,57.503,,0.824
2026,2,Chinese Grand Prix,R,LEC,56,HARD,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4509.228,78.263,4509.228,0.0882
2026,2,Chinese Grand Prix,R,LEC,56,HARD,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4786.834,84.663,4853.39,1.0
2026,2,Chinese Grand Prix,R,LIN,46,MEDIUM,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,804.307,12.865,,0.1776
2026,2,Chinese Grand Prix,R,LIN,46,MEDIUM,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,902.738,16.346,984.105,1.0
2026,2,Chinese Grand Prix,R,LIN,46,MEDIUM,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1409.311,25.025,1409.311,0.6389
2026,2,Chinese Grand Prix,R,LIN,46,MEDIUM,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2357.087,42.546,,0.0303
2026,2,Chinese Grand Prix,R,LIN,46,MEDIUM,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2541.484,46.986,2659.018,1.0
2026,2,Chinese Grand Prix,R,LIN,46,MEDIUM,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3114.423,57.706,,0.9025
2026,2,Chinese Grand Prix,R,LIN,46,MEDIUM,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4537.959,78.625,4537.959,0.0
2026,2,Chinese Grand Prix,R,LIN,46,MEDIUM,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4792.345,83.506,4859.004,1.0
2026,2,Chinese Grand Prix,R,OCO,54,SOFT,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,806.385,12.999,,0.2096
2026,2,Chinese Grand Prix,R,OCO,54,SOFT,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,902.812,16.398,1001.856,1.0
2026,2,Chinese Grand Prix,R,OCO,54,SOFT,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1414.701,25.319,1414.701,0.6862
2026,2,Chinese Grand Prix,R,OCO,54,SOFT,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2310.266,41.518,,0.0288
2026,2,Chinese Grand Prix,R,OCO,54,SOFT,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2538.14,46.599,2694.175,1.0
2026,2,Chinese Grand Prix,R,OCO,54,SOFT,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3124.613,57.879,,0.8667
2026,2,Chinese Grand Prix,R,OCO,54,SOFT,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4507.016,78.279,4507.016,0.1686
2026,2,Chinese Grand Prix,R,OCO,54,SOFT,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4789.309,85.039,4856.831,0.4229
2026,2,Chinese Grand Prix,R,PER,50,HARD,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,798.804,13.683,,0.082
2026,2,Chinese Grand Prix,R,PER,50,HARD,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,898.482,17.403,1048.493,0.996
2026,2,Chinese Grand Prix,R,PER,50,HARD,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1421.126,26.203,1421.126,0.6041
2026,2,Chinese Grand Prix,R,PER,50,HARD,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2298.63,42.764,,0.0022
2026,2,Chinese Grand Prix,R,PER,50,HARD,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2540.505,48.603,2686.086,1.0
2026,2,Chinese Grand Prix,R,PER,50,HARD,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3127.325,60.163,,0.784
2026,2,Chinese Grand Prix,R,PER,50,HARD,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4506.291,80.403,4506.291,0.0523
2026,2,Chinese Grand Prix,R,PER,50,HARD,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4786.177,86.883,4854.699,1.0
2026,2,Chinese Grand Prix,R,RUS,56,HARD,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,794.998,13.041,,0.1231
2026,2,Chinese Grand Prix,R,RUS,56,HARD,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,895.674,16.522,980.179,1.0
2026,2,Chinese Grand Prix,R,RUS,56,HARD,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1415.493,25.321,1415.493,0.6667
2026,2,Chinese Grand Prix,R,RUS,56,HARD,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2343.959,42.122,,0.0479
2026,2,Chinese Grand Prix,R,RUS,56,HARD,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2535.103,46.601,2674.617,1.0
2026,2,Chinese Grand Prix,R,RUS,56,HARD,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3106.792,57.562,,0.8083
2026,2,Chinese Grand Prix,R,RUS,56,HARD,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4511.479,77.881,4511.479,0.0866
2026,2,Chinese Grand Prix,R,RUS,56,HARD,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4788.02,84.162,4850.642,0.4408
2026,2,Chinese Grand Prix,R,SAI,51,HARD,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,787.868,13.589,,0.0969
2026,2,Chinese Grand Prix,R,SAI,51,HARD,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,883.668,17.109,1022.715,1.0
2026,2,Chinese Grand Prix,R,SAI,51,HARD,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1558.48,30.509,1619.596,0.734
2026,2,Chinese Grand Prix,R,SAI,51,HARD,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2365.531,44.55,,0.2962
2026,2,Chinese Grand Prix,R,SAI,51,HARD,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2542.665,49.309,2641.547,1.0
2026,2,Chinese Grand Prix,R,SAI,51,HARD,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3098.374,59.909,,0.856
2026,2,Chinese Grand Prix,R,SAI,51,HARD,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4540.461,80.709,4540.461,0.1404
2026,2,Chinese Grand Prix,R,SAI,51,HARD,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4796.52,87.029,4867.242,0.6591
2026,2,Chinese Grand Prix,R,STR,9,HARD,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,800.711,14.234,800.711,0.2197
2026,2,Chinese Grand Prix,R,STR,9,HARD,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,889.989,17.474,989.053,1.0
2026,2,Chinese Grand Prix,R,STR,9,HARD,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1553.829,30.835,1607.831,0.7849
2026,2,Chinese Grand Prix,R,STR,9,HARD,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2306.97,44.555,2393.613,0.0434
2026,2,Chinese Grand Prix,R,STR,9,HARD,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2537.668,50.354,2654.924,1.0
2026,2,Chinese Grand Prix,R,STR,9,HARD,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3103.289,61.954,3138.422,0.866
2026,2,Chinese Grand Prix,R,STR,9,HARD,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4753.649,89.194,,0.2264
2026,2,Chinese Grand Prix,R,STR,9,HARD,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4787.951,90.275,4787.951,1.0
2026,2,Chinese Grand Prix,R,VER,39,HARD,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,802.984,13.435,,0.0953
2026,2,Chinese Grand Prix,R,VER,39,HARD,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,900.532,16.916,991.677,1.0
2026,2,Chinese Grand Prix,R,VER,39,HARD,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1598.127,30.276,1642.183,0.6454
2026,2,Chinese Grand Prix,R,VER,39,HARD,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2371.972,43.636,,0.046
2026,2,Chinese Grand Prix,R,VER,39,HARD,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2538.672,47.836,2637.306,1.0
2026,2,Chinese Grand Prix,R,VER,39,HARD,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3119.86,59.036,,0.884
2026,2,Chinese Grand Prix,R,VER,39,HARD,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4519.682,79.477,4519.682,0.0731
2026,2,Chinese Grand Prix,R,VER,39,HARD,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,4796.298,86.197,4823.02,0.82
2026,2,Chinese Grand Prix,S,ALB,19,SOFT,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,762.443,11.788,,0.0753
2026,2,Chinese Grand Prix,S,ALB,19,SOFT,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,934.402,17.908,944.847,1.0
2026,2,Chinese Grand Prix,S,ALB,19,SOFT,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1574.361,29.628,1652.894,1.0
2026,2,Chinese Grand Prix,S,ALB,19,SOFT,,chinese-grand-prix_corner_08,chinese-grand-prix_corner_08,0.55,2169.949,40.068,,0.0
2026,2,Chinese Grand Prix,S,ALB,19,SOFT,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2535.403,47.748,2685.292,1.0
2026,2,Chinese Grand Prix,S,ALB,19,SOFT,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2792.703,52.948,2792.703,0.0
2026,2,Chinese Grand Prix,S,ALB,19,SOFT,,chinese-grand-prix_corner_11,chinese-grand-prix_corner_11,0.55,3112.581,59.068,3392.303,0.9083
2026,2,Chinese Grand Prix,S,ALB,19,SOFT,,chinese-grand-prix_corner_16,chinese-grand-prix_corner_16,0.55,4657.792,82.028,4657.792,0.6997
2026,2,Chinese Grand Prix,S,ALO,19,HARD,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,625.582,13.856,848.962,1.0
2026,2,Chinese Grand Prix,S,ALO,19,HARD,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,949.151,22.256,967.973,1.0
2026,2,Chinese Grand Prix,S,ALO,19,HARD,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1567.329,35.016,1567.329,1.0
2026,2,Chinese Grand Prix,S,ALO,19,HARD,,chinese-grand-prix_corner_08,chinese-grand-prix_corner_08,0.55,2169.918,45.176,2441.702,0.8067
2026,2,Chinese Grand Prix,S,ALO,19,HARD,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2505.091,52.976,2505.091,0.2855
2026,2,Chinese Grand Prix,S,ALO,19,HARD,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2890.725,60.056,3094.825,0.4964
2026,2,Chinese Grand Prix,S,ALO,19,HARD,,chinese-grand-prix_corner_11,chinese-grand-prix_corner_11,0.55,3105.091,66.136,3105.091,1.0
2026,2,Chinese Grand Prix,S,ALO,19,HARD,,chinese-grand-prix_corner_16,chinese-grand-prix_corner_16,0.55,4652.686,87.216,4723.052,0.0
2026,2,Chinese Grand Prix,S,ANT,18,SOFT,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,815.783,13.334,,0.1201
2026,2,Chinese Grand Prix,S,ANT,18,SOFT,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,934.053,17.695,999.58,1.0
2026,2,Chinese Grand Prix,S,ANT,18,SOFT,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1558.662,29.815,1602.762,1.0
2026,2,Chinese Grand Prix,S,ANT,18,SOFT,,chinese-grand-prix_corner_08,chinese-grand-prix_corner_08,0.55,2169.042,39.814,,0.0
2026,2,Chinese Grand Prix,S,ANT,18,SOFT,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2506.218,46.614,2639.482,1.0
2026,2,Chinese Grand Prix,S,ANT,18,SOFT,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2808.615,52.215,2808.615,0.0876
2026,2,Chinese Grand Prix,S,ANT,18,SOFT,,chinese-grand-prix_corner_11,chinese-grand-prix_corner_11,0.55,3104.063,58.215,3104.063,1.0
2026,2,Chinese Grand Prix,S,ANT,18,SOFT,,chinese-grand-prix_corner_16,chinese-grand-prix_corner_16,0.55,4685.529,82.855,4744.018,0.7424
2026,2,Chinese Grand Prix,S,BEA,18,MEDIUM,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,763.544,11.873,808.066,0.2326
2026,2,Chinese Grand Prix,S,BEA,18,MEDIUM,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,930.384,17.874,992.217,1.0
2026,2,Chinese Grand Prix,S,BEA,18,MEDIUM,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1550.522,30.274,1597.833,1.0
2026,2,Chinese Grand Prix,S,BEA,18,MEDIUM,,chinese-grand-prix_corner_08,chinese-grand-prix_corner_08,0.55,2316.869,43.274,,0.0397
2026,2,Chinese Grand Prix,S,BEA,18,MEDIUM,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2480.105,47.193,2629.882,1.0
2026,2,Chinese Grand Prix,S,BEA,18,MEDIUM,,chinese-grand-prix_corner_10,chinese-grand-prix_corner_10,0.55,2791.451,53.313,2791.451,0.1356
2026,2,Chinese Grand Prix,S,BEA,18,MEDIUM,,chinese-grand-prix_corner_11,chinese-grand-prix_corner_11,0.55,3101.579,60.273,3101.579,1.0
2026,2,Chinese Grand Prix,S,BEA,18,MEDIUM,,chinese-grand-prix_corner_16,chinese-grand-prix_corner_16,0.55,4648.71,90.954,4648.71,1.0
2026,2,Chinese Grand Prix,S,BOR,18,MEDIUM,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,625.237,8.052,625.237,0.0084
