season,round,event,session,driver,lap_number,compound,stint,segment_id,deployment_proxy_score,lift_and_coast_score,clipping_proxy_score,recovery_zone_score,confidence,label
2026,1,Australian Grand Prix,Q,ALB,16,SOFT,,australian-grand-prix_straight_01,0.1111,0.1667,0.0,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ALB,16,SOFT,,australian-grand-prix_straight_09,0.5778,0.0,0.0,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ALB,16,SOFT,,australian-grand-prix_straight_10,0.3289,0.0,0.4667,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ALB,16,SOFT,,australian-grand-prix_straight_11,0.1133,0.0,0.6,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ALB,16,SOFT,,australian-grand-prix_straight_12,0.0278,0.0,0.0,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ALB,16,SOFT,,australian-grand-prix_straight_15,0.21,0.0,0.8667,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ALB,16,SOFT,,australian-grand-prix_straight_20,0.36,0.0,0.8667,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ALO,9,SOFT,,australian-grand-prix_straight_01,0.1522,0.0,0.0,0.18,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ALO,9,SOFT,,australian-grand-prix_straight_09,0.51,0.0,0.2,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ALO,9,SOFT,,australian-grand-prix_straight_10,0.2111,0.0,1.0,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ALO,9,SOFT,,australian-grand-prix_straight_11,0.1911,0.0,0.6,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ALO,9,SOFT,,australian-grand-prix_straight_12,0.0,0.0,0.0,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ALO,9,SOFT,,australian-grand-prix_straight_15,0.2778,0.0,0.3333,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ALO,9,SOFT,,australian-grand-prix_straight_20,0.5422,0.0,0.0667,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ANT,17,SOFT,,australian-grand-prix_straight_01,0.2363,0.1538,0.0,0.1385,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ANT,17,SOFT,,australian-grand-prix_straight_09,0.3789,0.0,0.4667,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ANT,17,SOFT,,australian-grand-prix_straight_10,0.3078,0.0,0.6,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ANT,17,SOFT,,australian-grand-prix_straight_11,0.1289,0.0,0.4667,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ANT,17,SOFT,,australian-grand-prix_straight_12,0.0,0.0,0.0,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ANT,17,SOFT,,australian-grand-prix_straight_15,0.2511,0.0,0.4667,0.0,0.48,energy deployment proxy; not true ERS or battery state
2026,1,Australian Grand Prix,Q,ANT,17,SOFT,,australian-grand-prix_straight_20,0.4144,0.0,0.7333,0.0,0.48,energy deployment proxy; not true ERS or battery state
