season,round,event,session,driver,lap_number,compound,stint,segment_id,corner_id,segmentation_confidence,braking_start_distance_m,braking_duration_s,braking_distance_m,min_speed_during_brake_kph,brake_intensity_proxy,late_brake_score
2026,2,Chinese Grand Prix,SQ,LAW,12,MEDIUM,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,LAW,12,MEDIUM,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1485.777,1.76,76.789,106.0,0.25,0.0
2026,2,Chinese Grand Prix,SQ,LAW,12,MEDIUM,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2462.305,1.08,45.744,133.0,0.16,0.3537
2026,2,Chinese Grand Prix,SQ,LAW,12,MEDIUM,,chinese-grand-prix_corner_11,chinese-grand-prix_corner_11,0.55,2989.922,2.96,138.267,103.0,0.4333,0.1162
2026,2,Chinese Grand Prix,SQ,LAW,12,MEDIUM,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,LAW,12,MEDIUM,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4704.776,1.36,68.278,78.0,0.2069,0.0
2026,2,Chinese Grand Prix,SQ,LAW,12,MEDIUM,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,5067.359,0.92,54.144,180.0,0.2353,0.2377
2026,2,Chinese Grand Prix,SQ,LEC,15,SOFT,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,597.966,3.759,148.164,102.0,0.4688,0.0
2026,2,Chinese Grand Prix,SQ,LEC,15,SOFT,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,LEC,15,SOFT,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1485.799,2.32,90.722,83.0,0.3103,0.0
2026,2,Chinese Grand Prix,SQ,LEC,15,SOFT,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2443.824,1.561,67.136,130.0,0.25,0.2938
2026,2,Chinese Grand Prix,SQ,LEC,15,SOFT,,chinese-grand-prix_corner_11,chinese-grand-prix_corner_11,0.55,3014.624,2.28,99.256,99.0,0.2963,0.182
2026,2,Chinese Grand Prix,SQ,LEC,15,SOFT,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,LEC,15,SOFT,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4704.131,1.2,28.667,70.0,0.1724,0.0
2026,2,Chinese Grand Prix,SQ,LEC,15,SOFT,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,5040.539,1.28,69.467,173.0,0.2381,0.1232
2026,2,Chinese Grand Prix,SQ,LIN,9,MEDIUM,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,598.474,4.239,177.558,97.0,0.5484,0.0
2026,2,Chinese Grand Prix,SQ,LIN,9,MEDIUM,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,LIN,9,MEDIUM,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1490.32,2.759,98.406,86.0,0.3571,0.0
2026,2,Chinese Grand Prix,SQ,LIN,9,MEDIUM,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2446.487,1.76,84.089,172.0,0.2593,0.3305
2026,2,Chinese Grand Prix,SQ,LIN,9,MEDIUM,,chinese-grand-prix_corner_11,chinese-grand-prix_corner_11,0.55,3003.311,2.6,123.381,99.0,0.3333,0.1322
2026,2,Chinese Grand Prix,SQ,LIN,9,MEDIUM,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,LIN,9,MEDIUM,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4704.382,1.64,47.933,79.0,0.2188,0.0
2026,2,Chinese Grand Prix,SQ,LIN,9,MEDIUM,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,5032.804,1.32,80.744,195.0,0.2273,0.0904
2026,2,Chinese Grand Prix,SQ,NOR,12,SOFT,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,591.614,4.002,172.932,112.0,0.5455,0.0
2026,2,Chinese Grand Prix,SQ,NOR,12,SOFT,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,NOR,12,SOFT,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1476.563,2.32,99.1,97.0,0.3103,0.0
2026,2,Chinese Grand Prix,SQ,NOR,12,SOFT,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2447.126,2.04,89.467,127.0,0.32,0.3053
2026,2,Chinese Grand Prix,SQ,NOR,12,SOFT,,chinese-grand-prix_corner_11,chinese-grand-prix_corner_11,0.55,3018.969,2.721,125.35,102.0,0.3704,0.2626
2026,2,Chinese Grand Prix,SQ,NOR,12,SOFT,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,NOR,12,SOFT,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4713.547,1.64,52.944,82.0,0.1724,0.0
2026,2,Chinese Grand Prix,SQ,NOR,12,SOFT,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,5065.413,1.161,66.924,175.0,0.2609,0.2061
2026,2,Chinese Grand Prix,SQ,OCO,9,MEDIUM,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,590.046,4.839,204.258,110.0,0.5625,0.0
2026,2,Chinese Grand Prix,SQ,OCO,9,MEDIUM,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,OCO,9,MEDIUM,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1481.13,2.441,100.946,88.0,0.3333,0.0
2026,2,Chinese Grand Prix,SQ,OCO,9,MEDIUM,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2453.148,2.08,84.378,118.0,0.3636,0.3385
2026,2,Chinese Grand Prix,SQ,OCO,9,MEDIUM,,chinese-grand-prix_corner_11,chinese-grand-prix_corner_11,0.55,3026.856,2.6,110.222,99.0,0.3929,0.2833
2026,2,Chinese Grand Prix,SQ,OCO,9,MEDIUM,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,OCO,9,MEDIUM,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4711.4,1.6,47.844,79.0,0.1724,0.0
2026,2,Chinese Grand Prix,SQ,OCO,9,MEDIUM,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,5068.475,1.04,57.156,164.0,0.15,0.2499
2026,2,Chinese Grand Prix,SQ,PIA,12,SOFT,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,601.456,4.361,180.825,111.0,0.5333,0.0
2026,2,Chinese Grand Prix,SQ,PIA,12,SOFT,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,PIA,12,SOFT,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1479.493,2.279,87.492,92.0,0.3214,0.0
2026,2,Chinese Grand Prix,SQ,PIA,12,SOFT,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2431.011,2.12,91.767,127.0,0.3913,0.258
2026,2,Chinese Grand Prix,SQ,PIA,12,SOFT,,chinese-grand-prix_corner_11,chinese-grand-prix_corner_11,0.55,3010.266,2.039,93.034,111.0,0.2759,0.1991
2026,2,Chinese Grand Prix,SQ,PIA,12,SOFT,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,PIA,12,SOFT,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4711.005,1.84,58.333,80.0,0.2667,0.0
2026,2,Chinese Grand Prix,SQ,PIA,12,SOFT,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,5079.051,1.04,60.022,183.0,0.2667,0.229
2026,2,Chinese Grand Prix,SQ,RUS,10,SOFT,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,590.628,5.482,227.614,102.0,0.6897,0.0
2026,2,Chinese Grand Prix,SQ,RUS,10,SOFT,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,885.169,0.28,7.467,96.0,0.0417,0.0
2026,2,Chinese Grand Prix,SQ,RUS,10,SOFT,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1486.636,2.56,102.683,89.0,0.3214,0.0
2026,2,Chinese Grand Prix,SQ,RUS,10,SOFT,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2445.31,1.92,86.844,133.0,0.2609,0.2971
2026,2,Chinese Grand Prix,SQ,RUS,10,SOFT,,chinese-grand-prix_corner_11,chinese-grand-prix_corner_11,0.55,3025.046,2.121,93.973,107.0,0.3333,0.2894
2026,2,Chinese Grand Prix,SQ,RUS,10,SOFT,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,RUS,10,SOFT,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4712.857,2.639,110.41,71.0,0.3333,0.0
2026,2,Chinese Grand Prix,SQ,RUS,10,SOFT,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,5100.579,0.841,50.943,195.0,0.15,0.3289
2026,2,Chinese Grand Prix,SQ,SAI,5,MEDIUM,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,591.185,5.441,198.707,97.0,0.6207,0.0
2026,2,Chinese Grand Prix,SQ,SAI,5,MEDIUM,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,SAI,5,MEDIUM,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1475.398,2.36,87.223,89.0,0.3333,0.0
2026,2,Chinese Grand Prix,SQ,SAI,5,MEDIUM,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2450.8,1.32,49.744,121.0,0.1379,0.3395
2026,2,Chinese Grand Prix,SQ,SAI,5,MEDIUM,,chinese-grand-prix_corner_11,chinese-grand-prix_corner_11,0.55,3002.674,2.04,82.133,97.0,0.2581,0.1596
2026,2,Chinese Grand Prix,SQ,SAI,5,MEDIUM,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,SAI,5,MEDIUM,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4712.425,1.321,37.57,76.0,0.2,0.0
2026,2,Chinese Grand Prix,SQ,SAI,5,MEDIUM,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,5036.219,1.56,92.733,171.0,0.3636,0.11
2026,2,Chinese Grand Prix,SQ,STR,6,MEDIUM,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,597.444,6.281,254.608,105.0,0.6364,0.0
2026,2,Chinese Grand Prix,SQ,STR,6,MEDIUM,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,STR,6,MEDIUM,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1479.62,3.121,118.096,91.0,0.3871,0.0
2026,2,Chinese Grand Prix,SQ,STR,6,MEDIUM,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2411.051,1.799,73.637,123.0,0.2857,0.1911
2026,2,Chinese Grand Prix,SQ,STR,6,MEDIUM,,chinese-grand-prix_corner_11,chinese-grand-prix_corner_11,0.55,2959.059,3.0,122.878,102.0,0.3333,0.0
2026,2,Chinese Grand Prix,SQ,STR,6,MEDIUM,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,STR,6,MEDIUM,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4717.015,7.24,132.733,66.0,0.6667,0.043
2026,2,Chinese Grand Prix,SQ,STR,6,MEDIUM,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,,0.0,0.0,,0.0,0.0
2026,2,Chinese Grand Prix,SQ,VER,14,SOFT,,chinese-grand-prix_corner_03,chinese-grand-prix_corner_03,0.55,606.869,3.319,184.599,127.0,0.5652,0.0
2026,2,Chinese Grand Prix,SQ,VER,14,SOFT,,chinese-grand-prix_corner_04,chinese-grand-prix_corner_04,0.55,895.098,0.2,6.611,119.0,0.0385,0.0236
2026,2,Chinese Grand Prix,SQ,VER,14,SOFT,,chinese-grand-prix_corner_06,chinese-grand-prix_corner_06,0.55,1502.861,2.24,109.711,103.0,0.3333,0.0798
2026,2,Chinese Grand Prix,SQ,VER,14,SOFT,,chinese-grand-prix_corner_09,chinese-grand-prix_corner_09,0.55,2473.756,1.561,66.207,130.0,0.28,0.4133
2026,2,Chinese Grand Prix,SQ,VER,14,SOFT,,chinese-grand-prix_corner_11,chinese-grand-prix_corner_11,0.55,3049.825,1.72,75.711,112.0,0.2333,0.349
2026,2,Chinese Grand Prix,SQ,VER,14,SOFT,,chinese-grand-prix_corner_12,chinese-grand-prix_corner_12,0.55,3275.085,1.84,83.433,131.0,0.3478,0.1329
2026,2,Chinese Grand Prix,SQ,VER,14,SOFT,,chinese-grand-prix_corner_17,chinese-grand-prix_corner_17,0.55,4710.111,1.2,35.378,85.0,0.1786,0.0
2026,2,Chinese Grand Prix,SQ,VER,14,SOFT,,chinese-grand-prix_corner_18,chinese-grand-prix_corner_18,0.55,5063.61,1.24,65.744,166.0,0.25,0.2346
2026,3,Japanese Grand Prix,Q,ALB,8,SOFT,,japanese-grand-prix_corner_03,japanese-grand-prix_corner_03,0.55,686.79,2.359,138.397,167.0,0.3529,0.2814
2026,3,Japanese Grand Prix,Q,ALB,8,SOFT,,japanese-grand-prix_corner_04,japanese-grand-prix_corner_04,0.55,1142.472,0.6,36.967,217.0,0.0909,0.8366
2026,3,Japanese Grand Prix,Q,ALB,8,SOFT,,japanese-grand-prix_corner_05,japanese-grand-prix_corner_05,0.55,1427.586,1.479,79.702,194.0,0.25,0.8062
2026,3,Japanese Grand Prix,Q,ALB,8,SOFT,,japanese-grand-prix_corner_06,japanese-grand-prix_corner_06,0.55,1500.821,0.36,19.4,194.0,0.0476,0.0
2026,3,Japanese Grand Prix,Q,ALB,8,SOFT,,japanese-grand-prix_corner_09,japanese-grand-prix_corner_09,0.55,2399.951,0.24,10.067,151.0,0.0455,0.0
2026,3,Japanese Grand Prix,Q,ALB,8,SOFT,,japanese-grand-prix_corner_10,japanese-grand-prix_corner_10,0.55,2767.774,2.841,110.508,84.0,0.3548,0.2336
2026,3,Japanese Grand Prix,Q,ALB,8,SOFT,,japanese-grand-prix_corner_14,japanese-grand-prix_corner_14,0.55,3905.079,0.72,34.933,168.0,0.1053,0.0
2026,3,Japanese Grand Prix,Q,ALB,8,SOFT,,japanese-grand-prix_corner_19,japanese-grand-prix_corner_19,0.55,5618.097,0.4,26.667,240.0,0.0476,0.7955
2026,3,Japanese Grand Prix,Q,ALO,8,SOFT,,japanese-grand-prix_corner_03,japanese-grand-prix_corner_03,0.55,714.031,1.921,107.786,169.0,0.3913,0.4024
2026,3,Japanese Grand Prix,Q,ALO,8,SOFT,,japanese-grand-prix_corner_04,japanese-grand-prix_corner_04,0.55,1173.647,0.16,9.378,211.0,0.0476,0.9671
2026,3,Japanese Grand Prix,Q,ALO,8,SOFT,,japanese-grand-prix_corner_05,japanese-grand-prix_corner_05,0.55,1465.881,0.52,27.978,191.0,0.0952,0.9395
2026,3,Japanese Grand Prix,Q,ALO,8,SOFT,,japanese-grand-prix_corner_06,japanese-grand-prix_corner_06,0.55,1497.455,0.281,14.596,187.0,0.0435,0.0
2026,3,Japanese Grand Prix,Q,ALO,8,SOFT,,japanese-grand-prix_corner_09,japanese-grand-prix_corner_09,0.55,2395.44,0.32,13.556,147.0,0.0833,0.0
2026,3,Japanese Grand Prix,Q,ALO,8,SOFT,,japanese-grand-prix_corner_10,japanese-grand-prix_corner_10,0.55,2798.857,2.479,95.655,120.0,0.2963,0.3553
2026,3,Japanese Grand Prix,Q,ALO,8,SOFT,,japanese-grand-prix_corner_14,japanese-grand-prix_corner_14,0.55,,0.0,0.0,,0.0,0.0
2026,3,Japanese Grand Prix,Q,ALO,8,SOFT,,japanese-grand-prix_corner_19,japanese-grand-prix_corner_19,0.55,5583.647,1.88,97.133,186.0,0.2963,0.7014
2026,3,Japanese Grand Prix,Q,ANT,11,SOFT,,japanese-grand-prix_corner_03,japanese-grand-prix_corner_03,0.55,614.325,2.799,201.456,188.0,0.5882,0.0
2026,3,Japanese Grand Prix,Q,ANT,11,SOFT,,japanese-grand-prix_corner_04,japanese-grand-prix_corner_04,0.55,,0.0,0.0,,0.0,0.0
2026,3,Japanese Grand Prix,Q,ANT,11,SOFT,,japanese-grand-prix_corner_05,japanese-grand-prix_corner_05,0.55,1346.58,0.6,36.722,218.0,0.1429,0.4928
2026,3,Japanese Grand Prix,Q,ANT,11,SOFT,,japanese-grand-prix_corner_06,japanese-grand-prix_corner_06,0.55,1505.738,0.36,20.6,206.0,0.0476,0.0
2026,3,Japanese Grand Prix,Q,ANT,11,SOFT,,japanese-grand-prix_corner_09,japanese-grand-prix_corner_09,0.55,2397.273,1.04,49.956,155.0,0.2381,0.0
2026,3,Japanese Grand Prix,Q,ANT,11,SOFT,,japanese-grand-prix_corner_10,japanese-grand-prix_corner_10,0.55,2790.339,3.04,118.444,82.0,0.3571,0.3133
2026,3,Japanese Grand Prix,Q,ANT,11,SOFT,,japanese-grand-prix_corner_14,japanese-grand-prix_corner_14,0.55,3898.323,2.72,142.989,187.0,0.4762,0.0
2026,3,Japanese Grand Prix,Q,BEA,8,SOFT,,japanese-grand-prix_corner_03,japanese-grand-prix_corner_03,0.55,701.098,1.68,98.056,182.0,0.375,0.3389
2026,3,Japanese Grand Prix,Q,BEA,8,SOFT,,japanese-grand-prix_corner_04,japanese-grand-prix_corner_04,0.55,,0.0,0.0,,0.0,0.0
2026,3,Japanese Grand Prix,Q,BEA,8,SOFT,,japanese-grand-prix_corner_05,japanese-grand-prix_corner_05,0.55,1442.499,0.4,23.778,214.0,0.05,0.8329
2026,3,Japanese Grand Prix,Q,BEA,8,SOFT,,japanese-grand-prix_corner_06,japanese-grand-prix_corner_06,0.55,,0.0,0.0,,0.0,0.0
2026,3,Japanese Grand Prix,Q,BEA,8,SOFT,,japanese-grand-prix_corner_09,japanese-grand-prix_corner_09,0.55,,0.0,0.0,,0.0,0.0
2026,3,Japanese Grand Prix,Q,BEA,8,SOFT,,japanese-grand-prix_corner_10,japanese-grand-prix_corner_10,0.55,2712.52,3.279,144.099,90.0,0.3333,0.0693
2026,3,Japanese Grand Prix,Q,BEA,8,SOFT,,japanese-grand-prix_corner_14,japanese-grand-prix_corner_14,0.55,,0.0,0.0,,0.0,0.0
2026,3,Japanese Grand Prix,Q,BEA,8,SOFT,,japanese-grand-prix_corner_19,japanese-grand-prix_corner_19,0.55,,0.0,0.0,,0.0,0.0
2026,3,Japanese Grand Prix,Q,BOR,13,SOFT,,japanese-grand-prix_corner_03,japanese-grand-prix_corner_03,0.55,724.331,1.96,114.178,167.0,0.4375,0.3489
2026,3,Japanese Grand Prix,Q,BOR,13,SOFT,,japanese-grand-prix_corner_04,japanese-grand-prix_corner_04,0.55,1177.98,0.64,39.478,217.0,0.1111,0.9401
2026,3,Japanese Grand Prix,Q,BOR,13,SOFT,,japanese-grand-prix_corner_05,japanese-grand-prix_corner_05,0.55,1477.29,0.44,25.178,206.0,0.05,0.968
2026,3,Japanese Grand Prix,Q,BOR,13,SOFT,,japanese-grand-prix_corner_06,japanese-grand-prix_corner_06,0.55,,0.0,0.0,,0.0,0.0
2026,3,Japanese Grand Prix,Q,BOR,13,SOFT,,japanese-grand-prix_corner_09,japanese-grand-prix_corner_09,0.55,2394.95,0.92,40.633,151.0,0.1364,0.0
2026,3,Japanese Grand Prix,Q,BOR,13,SOFT,,japanese-grand-prix_corner_10,japanese-grand-prix_corner_10,0.55,2738.521,2.839,141.796,93.0,0.3871,0.1383
2026,3,Japanese Grand Prix,Q,BOR,13,SOFT,,japanese-grand-prix_corner_14,japanese-grand-prix_corner_14,0.55,3886.181,3.92,304.889,280.0,1.0,0.0
2026,3,Japanese Grand Prix,Q,BOR,13,SOFT,,japanese-grand-prix_corner_19,japanese-grand-prix_corner_19,0.55,5381.88,1.6,57.689,102.0,0.2143,0.0
2026,3,Japanese Grand Prix,Q,BOT,8,SOFT,,japanese-grand-prix_corner_03,japanese-grand-prix_corner_03,0.55,641.318,2.56,174.922,166.0,0.45,0.1302
2026,3,Japanese Grand Prix,Q,BOT,8,SOFT,,japanese-grand-prix_corner_04,japanese-grand-prix_corner_04,0.55,1153.287,0.6,34.6,204.0,0.1,0.9186
2026,3,Japanese Grand Prix,Q,BOT,8,SOFT,,japanese-grand-prix_corner_05,japanese-grand-prix_corner_05,0.55,1310.087,2.239,119.681,187.0,0.4118,0.324
2026,3,Japanese Grand Prix,Q,BOT,8,SOFT,,japanese-grand-prix_corner_06,japanese-grand-prix_corner_06,0.55,1496.642,0.2,10.389,187.0,0.0435,0.0
2026,3,Japanese Grand Prix,Q,BOT,8,SOFT,,japanese-grand-prix_corner_09,japanese-grand-prix_corner_09,0.55,2392.304,0.4,16.8,150.0,0.087,0.0
2026,3,Japanese Grand Prix,Q,BOT,8,SOFT,,japanese-grand-prix_corner_10,japanese-grand-prix_corner_10,0.55,2775.592,3.08,125.818,84.0,0.4286,0.2558
2026,3,Japanese Grand Prix,Q,BOT,8,SOFT,,japanese-grand-prix_corner_14,japanese-grand-prix_corner_14,0.55,3900.041,0.52,24.656,167.0,0.1,0.0
2026,3,Japanese Grand Prix,Q,BOT,8,SOFT,,japanese-grand-prix_corner_19,japanese-grand-prix_corner_19,0.55,5579.799,0.559,34.627,223.0,0.0833,0.712
2026,3,Japanese Grand Prix,Q,COL,11,SOFT,,japanese-grand-prix_corner_03,japanese-grand-prix_corner_03,0.55,681.137,2.241,137.807,177.0,0.5,0.2265
2026,3,Japanese Grand Prix,Q,COL,11,SOFT,,japanese-grand-prix_corner_04,japanese-grand-prix_corner_04,0.55,1157.253,0.8,49.244,216.0,0.1333,0.8992
2026,3,Japanese Grand Prix,Q,COL,11,SOFT,,japanese-grand-prix_corner_05,japanese-grand-prix_corner_05,0.55,1461.341,0.801,43.107,185.0,0.1579,0.8898
2026,3,Japanese Grand Prix,Q,COL,11,SOFT,,japanese-grand-prix_corner_06,japanese-grand-prix_corner_06,0.55,,0.0,0.0,,0.0,0.0
2026,3,Japanese Grand Prix,Q,COL,11,SOFT,,japanese-grand-prix_corner_09,japanese-grand-prix_corner_09,0.55,2405.217,0.64,49.067,276.0,0.1579,0.0
2026,3,Japanese Grand Prix,Q,COL,11,SOFT,,japanese-grand-prix_corner_10,japanese-grand-prix_corner_10,0.55,2774.094,3.52,160.967,86.0,0.4815,0.2782
2026,3,Japanese Grand Prix,Q,COL,11,SOFT,,japanese-grand-prix_corner_14,japanese-grand-prix_corner_14,0.55,3886.179,4.041,253.685,226.0,1.0,0.0
2026,3,Japanese Grand Prix,Q,COL,11,SOFT,,japanese-grand-prix_corner_19,japanese-grand-prix_corner_19,0.55,5384.742,3.761,278.333,110.0,0.8421,0.0
2026,3,Japanese Grand Prix,Q,GAS,17,SOFT,,japanese-grand-prix_corner_03,japanese-grand-prix_corner_03,0.55,712.491,1.881,116.332,181.0,0.3889,0.3545
2026,3,Japanese Grand Prix,Q,GAS,17,SOFT,,japanese-grand-prix_corner_04,japanese-grand-prix_corner_04,0.55,1157.623,0.24,15.467,232.0,0.05,0.9041
2026,3,Japanese Grand Prix,Q,GAS,17,SOFT,,japanese-grand-prix_corner_05,japanese-grand-prix_corner_05,0.55,1314.034,1.56,90.311,203.0,0.2381,0.3883
2026,3,Japanese Grand Prix,Q,GAS,17,SOFT,,japanese-grand-prix_corner_06,japanese-grand-prix_corner_06,0.55,,0.0,0.0,,0.0,0.0
2026,3,Japanese Grand Prix,Q,GAS,17,SOFT,,japanese-grand-prix_corner_09,japanese-grand-prix_corner_09,0.55,2402.974,0.52,22.856,157.0,0.087,0.0
2026,3,Japanese Grand Prix,Q,GAS,17,SOFT,,japanese-grand-prix_corner_10,japanese-grand-prix_corner_10,0.55,2779.997,2.76,112.922,92.0,0.4074,0.2386
2026,3,Japanese Grand Prix,Q,GAS,17,SOFT,,japanese-grand-prix_corner_14,japanese-grand-prix_corner_14,0.55,3898.296,0.361,18.351,183.0,0.0526,0.0
2026,3,Japanese Grand Prix,Q,GAS,17,SOFT,,japanese-grand-prix_corner_19,japanese-grand-prix_corner_19,0.55,,0.0,0.0,,0.0,0.0
2026,3,Japanese Grand Prix,Q,HAD,14,SOFT,,japanese-grand-prix_corner_03,japanese-grand-prix_corner_03,0.55,699.96,1.879,115.917,177.0,0.35,0.3132
2026,3,Japanese Grand Prix,Q,HAD,14,SOFT,,japanese-grand-prix_corner_04,japanese-grand-prix_corner_04,0.55,,0.0,0.0,,0.0,0.0
2026,3,Japanese Grand Prix,Q,HAD,14,SOFT,,japanese-grand-prix_corner_05,japanese-grand-prix_corner_05,0.55,1452.268,0.48,27.822,206.0,0.0952,0.8887
2026,3,Japanese Grand Prix,Q,HAD,14,SOFT,,japanese-grand-prix_corner_06,japanese-grand-prix_corner_06,0.55,,0.0,0.0,,0.0,0.0
2026,3,Japanese Grand Prix,Q,HAD,14,SOFT,,japanese-grand-prix_corner_09,japanese-grand-prix_corner_09,0.55,2393.043,0.679,30.291,154.0,0.0952,0.0
2026,3,Japanese Grand Prix,Q,HAD,14,SOFT,,japanese-grand-prix_corner_10,japanese-grand-prix_corner_10,0.55,2801.716,2.6,95.567,83.0,0.3846,0.3367
2026,3,Japanese Grand Prix,Q,HAD,14,SOFT,,japanese-grand-prix_corner_14,japanese-grand-prix_corner_14,0.55,3890.303,0.64,32.078,177.0,0.15,0.0
2026,3,Japanese Grand Prix,Q,HAD,14,SOFT,,japanese-grand-prix_corner_19,japanese-grand-prix_corner_19,0.55,5561.242,1.72,94.911,186.0,0.3182,0.6419
2026,3,Japanese Grand Prix,Q,HAM,16,SOFT,,japanese-grand-prix_corner_03,japanese-grand-prix_corner_03,0.55,729.674,1.24,76.095,195.0,0.2222,0.4204
2026,3,Japanese Grand Prix,Q,HAM,16,SOFT,,japanese-grand-prix_corner_04,japanese-grand-prix_corner_04,0.55,,0.0,0.0,,0.0,0.0
2026,3,Japanese Grand Prix,Q,HAM,16,SOFT,,japanese-grand-prix_corner_05,japanese-grand-prix_corner_05,0.55,,0.0,0.0,,0.0,0.0
2026,3,Japanese Grand Prix,Q,HAM,16,SOFT,,japanese-grand-prix_corner_06,japanese-grand-prix_corner_06,0.55,,0.0,0.0,,0.0,0.0
