meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1279,11228,2026-03-06T04:11:40+00:00,,,Other,,,,,AIR TEMPERATURE 1 HOUR BEFORE F1 FREE PRACTICE 2 = 22.6 DEGREES
1279,11228,2026-03-06T04:45:59+00:00,,,Other,,,,,RISK OF RAIN FOR F1 FREE PRACTICE 2 IS 0%
1279,11228,2026-03-06T04:47:52+00:00,,,Other,,,,,PINK HEAD PADDING MATERIAL MUST BE USED
1279,11228,2026-03-06T05:00:00+00:00,,,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1279,11228,2026-03-06T05:00:00.174000+00:00,,,SessionStatus,,,,,SESSION STARTED
1279,11228,2026-03-06T05:02:18+00:00,,,Other,,,,,PIT LANE INCIDENT INVOLVING CARS 41 (LIN) AND 63 (RUS) NOTED
1279,11228,2026-03-06T05:03:20+00:00,,,Flag,YELLOW,Sector,20.0,,YELLOW IN TRACK SECTOR 20
1279,11228,2026-03-06T05:03:21+00:00,,,Flag,YELLOW,Sector,1.0,,YELLOW IN TRACK SECTOR 1
1279,11228,2026-03-06T05:03:30+00:00,,,Flag,CLEAR,Sector,1.0,,CLEAR IN TRACK SECTOR 1
1279,11228,2026-03-06T05:03:32+00:00,,,Flag,CLEAR,Sector,20.0,,CLEAR IN TRACK SECTOR 20
1279,11228,2026-03-06T05:04:57+00:00,,,Other,,,,,YELLOW IN PIT LANE
1279,11228,2026-03-06T05:05:02+00:00,,,Other,,,,,CAR 12 (ANT) TIME 1:36.825 DELETED - TRACK LIMITS AT TURN 3 LAP 3 16:03:19
1279,11228,2026-03-06T05:06:29+00:00,,,Other,,,,,PIT LANE CLEAR
1279,11228,2026-03-06T05:07:09+00:00,,,Other,,,,,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CARS 41 (LIN) AND 63 (RUS) WILL BE INVESTIGATED AFTER THE SESSION
1279,11228,2026-03-06T05:07:39+00:00,,,Other,,,,,CAR 1 (NOR) LAP DELETED - TRACK LIMITS AT TURN 9 LAP 5 16:06:40 (PIT)
1279,11228,2026-03-06T05:08:06+00:00,,,Other,,,,,INCIDENT INVOLVING CAR 43 (COL) NOTED - DRIVING UNNECESSARILY SLOWLY
1279,11228,2026-03-06T05:08:11+00:00,,,Other,,,,,CAR 1 (NOR) LAP DELETED - TRACK LIMITS AT TURN 10 LAP 5 16:06:43 (PIT)
1279,11228,2026-03-06T05:09:49+00:00,,,Other,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 43 (COL) WILL BE INVESTIGATED AFTER THE SESSION - DRIVING UNNECESSARILY SLOWLY
1279,11228,2026-03-06T05:29:10+00:00,,,Other,,,,,CAR 63 (RUS) LAP DELETED - TRACK LIMITS AT TURN 3 LAP 13 16:27:26 (PIT)
