id,season,round,race_id,entity_type,entity_id,storyline_type,priority_rank,headline,body,confidence_band,signal_confidence,source_title,source_url,published_at,source_label
2026-11-hungaroring|story|lead,2026,11,2026-11-hungaroring,driver,hamilton,lead_signal,1,hamilton sets the strongest opening signal,"hamilton is strongest on one-lap pace, consistency. Confidence is low.",low,0.309056,,,,race_week_storyline_v2
2026-11-hungaroring|story|deg,2026,11,2026-11-hungaroring,constructor,cadillac,degradation_warning,2,Cadillac F1 Team is carrying the sharpest tyre fade warning,Degradation is the weakest part of this constructor's weekend signal.,high,0.756832,,,,race_week_storyline_v2
