id,season,round,race_id,race_name,circuit_id,circuit_name,scheduled_at,status,sprint_weekend,latest_completed_race_id,archetype_label,strategy_difficulty,weather_risk_index,signal_confidence,generated_at,build_version,source_label
2026-10-spa,2026,10,2026-10-spa,Belgian Grand Prix,spa,spa,2026-07-19T13:00:00Z,upcoming,False,2026-09-silverstone,Balanced circuit,High,0.0,0.2477781818181818,2026-07-09T16:12:40Z,race_week_20260709T161240Z,race_week_overview_v2
