id,season,round,race_id,circuit_id,session_code,driver_id,constructor_id,comparison_season,comparison_race_id,current_gap_s,prior_gap_s,delta_gap_s,source_label
2026-07-catalunya|FP1|alonso|2024-10-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,alonso,aston_martin,2024,2024-10-catalunya,4.151333333333326,1.522833333333324,2.6285000000000025,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|alonso|2025-09-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,alonso,aston_martin,2025,2025-09-catalunya,4.151333333333326,1.3416666666666686,2.809666666666658,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|bearman|2024-10-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,bearman,haas,2024,2024-10-catalunya,2.585499999999996,2.268666666666661,0.3168333333333351,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|bearman|2025-09-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,bearman,haas,2025,2025-09-catalunya,2.585499999999996,2.24466666666666,0.340833333333336,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|bortoleto|2025-09-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,bortoleto,audi,2025,2025-09-catalunya,2.291666666666657,2.7605000000000075,-0.4688333333333503,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|bottas|2024-10-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,bottas,cadillac,2024,2024-10-catalunya,2.853999999999985,1.0359999999999872,1.8179999999999978,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|colapinto|2025-09-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,colapinto,alpine,2025,2025-09-catalunya,1.9169999999999876,1.6096666666666692,0.30733333333331836,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|gasly|2024-10-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,gasly,alpine,2024,2024-10-catalunya,2.6073333333333157,8.611499999999992,-6.004166666666677,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|gasly|2025-09-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,gasly,alpine,2025,2025-09-catalunya,2.6073333333333157,0.8745000000000118,1.732833333333304,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|lawson|2025-09-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,lawson,rb,2025,2025-09-catalunya,1.878999999999991,1.3095,0.5694999999999908,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|leclerc|2024-10-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,leclerc,ferrari,2024,2024-10-catalunya,0.6756666666666575,1.8345000000000056,-1.158833333333348,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|leclerc|2025-09-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,leclerc,ferrari,2025,2025-09-catalunya,0.6756666666666575,1.13033333333334,-0.45466666666668254,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|ocon|2024-10-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,ocon,haas,2024,2024-10-catalunya,3.04516666666666,0.8798333333333375,2.1653333333333227,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|piastri|2024-10-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,piastri,mclaren,2024,2024-10-catalunya,0.0,1.160666666666657,-1.160666666666657,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|piastri|2025-09-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,piastri,mclaren,2025,2025-09-catalunya,0.0,0.2005000000000052,-0.2005000000000052,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|russell|2024-10-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,russell,mercedes,2024,2024-10-catalunya,1.0338333333333338,0.0,1.0338333333333338,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|russell|2025-09-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,russell,mercedes,2025,2025-09-catalunya,1.0338333333333338,2.0929999999999893,-1.0591666666666555,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|sainz|2024-10-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,sainz,williams,2024,2024-10-catalunya,3.495666666666665,1.0581666666666791,2.437499999999986,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|sainz|2025-09-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,sainz,williams,2025,2025-09-catalunya,3.495666666666665,1.5049999999999957,1.9906666666666692,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|stroll|2024-10-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,stroll,aston_martin,2024,2024-10-catalunya,3.520166666666654,1.2506666666666604,2.2694999999999936,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|stroll|2025-09-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,stroll,aston_martin,2025,2025-09-catalunya,3.520166666666654,0.6093333333333391,2.910833333333315,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|max_verstappen|2024-10-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,max_verstappen,red_bull,2024,2024-10-catalunya,0.8438333333333219,1.9846666666666688,-1.140833333333347,race_week_session_yoy_delta_v1
2026-07-catalunya|FP1|max_verstappen|2025-09-catalunya,2026,7,2026-07-catalunya,catalunya,FP1,max_verstappen,red_bull,2025,2025-09-catalunya,0.8438333333333219,1.6126666666666694,-0.7688333333333475,race_week_session_yoy_delta_v1
