id,season,round,race_id,circuit_id,archetype_label,high_speed_bias,overtake_difficulty,tire_degradation_bias,weather_risk_index,safety_car_probability,strategic_complexity_score,source_label
2026-07-catalunya,2026,7,2026-07-catalunya,catalunya,Balanced circuit,,,,5.104166666666666,100.0,100.0,race_week_context_features_v1
