meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1280,11241,3,77,7,9,SOFT,0
1280,11241,1,77,1,3,SOFT,0
1280,11241,5,43,13,15,SOFT,0
1280,11241,3,23,8,10,SOFT,0
1280,11241,3,55,8,10,SOFT,0
1280,11241,4,27,10,12,SOFT,0
1280,11241,5,5,13,14,SOFT,0
1280,11241,4,41,13,15,SOFT,0
1280,11241,1,41,1,6,SOFT,0
1280,11241,3,18,7,9,SOFT,0
1280,11241,3,14,7,9,SOFT,0
1280,11241,1,14,1,3,SOFT,0
1280,11241,4,30,13,15,SOFT,0
1280,11241,1,30,1,3,SOFT,0
1280,11241,6,6,18,20,SOFT,0
1280,11241,6,3,18,20,SOFT,0
1280,11241,6,16,18,20,SOFT,0
1280,11241,6,44,17,19,SOFT,0
1280,11241,6,10,19,21,SOFT,0
1280,11241,4,31,12,14,SOFT,0
1280,11241,6,87,17,19,SOFT,0
1280,11241,6,1,18,20,SOFT,0
1280,11241,6,81,18,20,SOFT,0
1280,11241,1,81,1,3,SOFT,0
1280,11241,2,11,4,6,SOFT,0
1280,11241,2,43,4,6,SOFT,0
1280,11241,5,12,13,15,SOFT,0
1280,11241,5,63,11,13,SOFT,0
1280,11241,2,14,4,6,SOFT,0
1280,11241,2,30,4,9,SOFT,0
1280,11241,2,16,5,7,SOFT,0
1280,11241,2,81,4,6,SOFT,0
1280,11241,3,3,9,11,SOFT,0
1280,11241,3,87,9,11,SOFT,0
1280,11241,3,10,10,12,SOFT,0
1280,11241,4,44,10,13,SOFT,0
1280,11241,4,6,12,14,SOFT,0
1280,11241,4,3,12,14,SOFT,0
1280,11241,4,12,10,12,SOFT,0
1280,11241,5,16,15,17,SOFT,0
1280,11241,5,10,16,18,SOFT,0
1280,11241,5,1,15,17,SOFT,0
