meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1280,11241,2026-03-14T06:45:14+00:00,,,Other,,,,,PINK HEAD PADDING MATERIAL MUST BE USED
1280,11241,2026-03-14T06:45:59+00:00,,,Other,,,,,RISK OF RAIN FOR F1 QUALIFYING IS 0%
1280,11241,2026-03-14T07:00:00+00:00,,,Flag,GREEN,Track,,1.0,GREEN LIGHT - PIT EXIT OPEN
1280,11241,2026-03-14T07:00:00.209000+00:00,,,SessionStatus,,,,1.0,SESSION STARTED
1280,11241,2026-03-14T07:11:51+00:00,,,Other,,,,,CAR 55 (SAI) TIME 1:36.698 DELETED - TRACK LIMITS AT TURN 2 LAP 7 15:10:19
1280,11241,2026-03-14T07:12:12+00:00,,,Other,,,,,CAR 63 (RUS) LAP DELETED - TRACK LIMITS AT TURN 2 LAP 4 15:10:15 (PIT)
1280,11241,2026-03-14T07:14:10+00:00,,,Other,,,,,CAR 44 (HAM) LAP DELETED - TRACK LIMITS AT TURN 14 LAP 7 15:13:18
1280,11241,2026-03-14T07:18:00+00:00,,,Flag,CHEQUERED,Track,,1.0,CHEQUERED FLAG
1280,11241,2026-03-14T07:18:00.217000+00:00,,,SessionStatus,,,,1.0,SESSION FINISHED
1280,11241,2026-03-14T07:18:11+00:00,,,Other,,,,,FIRST CAR TO TAKE THE FLAG - CAR 87 (BEA)
1280,11241,2026-03-14T07:21:24+00:00,,,Other,,,,,TURN 15 INCIDENT INVOLVING CARS 5 (BOR) AND 6 (HAD) NOTED - IMPEDING
1280,11241,2026-03-14T07:21:56+00:00,,,Other,,,,,"FIA STEWARDS: Q1 INCIDENT INVOLVING CARS 3 (VER), 27 (HUL), 5 (BOR), 31 (OCO), 87 (BEA), 41 (LIN) AND 18 (STR) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME"
1280,11241,2026-03-14T07:22:21+00:00,,,Other,,,,,"FIA STEWARDS: Q1 INCIDENT INVOLVING CARS 3 (VER), 27 (HUL), 5 (BOR), 31 (OCO), 87 (BEA), 41 (LIN) AND 18 (STR) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME"
1280,11241,2026-03-14T07:25:00+00:00,,,Flag,GREEN,Track,,2.0,GREEN LIGHT - PIT EXIT OPEN
1280,11241,2026-03-14T07:25:00.204000+00:00,,,SessionStatus,,,,2.0,SESSION STARTED
1280,11241,2026-03-14T07:26:33+00:00,,,Other,,,,,FIA STEWARDS: TURN 15 INCIDENT INVOLVING CARS 5 (BOR) AND 6 (HAD) REVIEWED NO FURTHER INVESTIGATION - IMPEDING
1280,11241,2026-03-14T07:39:20+00:00,,,Flag,DOUBLE YELLOW,Sector,19.0,2.0,DOUBLE YELLOW IN TRACK SECTOR 19
