meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1281,11246,1,63,1,1,HARD,0
1281,11246,1,5,1,1,HARD,0
1281,11246,1,34,1,2,HARD,0
1281,11246,1,27,1,1,MEDIUM,0
1281,11246,1,11,1,5,MEDIUM,0
1281,11246,1,10,1,5,MEDIUM,0
1281,11246,1,81,1,5,MEDIUM,0
1281,11246,1,3,1,5,MEDIUM,0
1281,11246,1,41,1,6,HARD,0
1281,11246,1,31,1,1,HARD,0
1281,11246,1,30,1,6,HARD,0
1281,11246,1,23,1,1,HARD,0
1281,11246,2,5,2,2,HARD,1
1281,11246,1,87,1,5,HARD,0
1281,11246,1,77,1,9,HARD,0
1281,11246,1,18,1,3,HARD,0
1281,11246,1,6,1,8,MEDIUM,0
1281,11246,1,43,1,4,HARD,0
1281,11246,2,41,7,11,HARD,6
1281,11246,1,44,1,9,HARD,0
1281,11246,1,1,1,1,MEDIUM,0
1281,11246,2,63,2,8,HARD,0
1281,11246,1,12,1,9,HARD,0
1281,11246,1,16,1,8,HARD,0
1281,11246,2,44,10,10,HARD,9
1281,11246,2,16,9,9,HARD,8
1281,11246,2,27,2,8,MEDIUM,1
1281,11246,2,3,6,8,MEDIUM,5
1281,11246,2,11,6,8,MEDIUM,5
1281,11246,2,30,7,11,HARD,0
1281,11246,3,41,12,13,HARD,0
1281,11246,2,87,6,10,HARD,5
1281,11246,2,6,9,11,MEDIUM,8
1281,11246,2,34,3,4,HARD,2
1281,11246,2,10,6,10,MEDIUM,5
1281,11246,1,55,1,9,MEDIUM,0
1281,11246,3,3,9,11,SOFT,0
1281,11246,3,16,10,10,HARD,9
1281,11246,3,27,9,13,SOFT,0
1281,11246,2,81,6,10,MEDIUM,0
1281,11246,3,10,11,13,MEDIUM,0
1281,11246,3,44,11,11,HARD,10
1281,11246,2,31,2,10,HARD,0
1281,11246,2,43,5,10,HARD,4
1281,11246,3,5,3,12,HARD,2
1281,11246,2,18,4,11,HARD,3
1281,11246,3,63,9,15,SOFT,0
1281,11246,2,12,10,15,SOFT,0
1281,11246,3,34,5,11,HARD,4
1281,11246,2,23,2,13,HARD,0
1281,11246,4,3,12,14,SOFT,3
1281,11246,3,31,11,13,SOFT,0
1281,11246,3,6,12,15,,1
1281,11246,3,11,9,13,SOFT,0
1281,11246,3,87,11,16,SOFT,0
1281,11246,2,1,2,11,MEDIUM,1
1281,11246,4,27,14,17,SOFT,0
1281,11246,4,10,14,17,SOFT,0
1281,11246,2,77,10,16,SOFT,0
1281,11246,3,30,12,19,SOFT,0
1281,11246,3,23,14,18,SOFT,0
1281,11246,4,11,14,18,MEDIUM,8
1281,11246,4,41,14,22,SOFT,0
1281,11246,2,55,10,19,SOFT,0
1281,11246,3,81,11,16,SOFT,0
1281,11246,3,18,12,15,HARD,0
1281,11246,4,16,11,18,SOFT,0
1281,11246,4,31,14,16,SOFT,3
1281,11246,5,41,23,23,SOFT,9
1281,11246,4,6,16,21,MEDIUM,10
1281,11246,4,44,12,18,SOFT,0
1281,11246,3,12,16,23,SOFT,6
1281,11246,4,23,19,19,HARD,13
1281,11246,4,63,16,24,HARD,0
1281,11246,3,1,12,20,SOFT,0
1281,11246,6,41,24,29,HARD,13
1281,11246,5,27,18,26,MEDIUM,8
1281,11246,3,55,20,26,MEDIUM,9
1281,11246,5,16,19,25,SOFT,8
1281,11246,4,5,13,27,SOFT,0
1281,11246,3,77,17,24,HARD,9
1281,11246,4,81,17,23,MEDIUM,10
1281,11246,5,10,18,25,MEDIUM,13
1281,11246,3,43,11,24,SOFT,0
1281,11246,5,31,17,23,HARD,10
1281,11246,4,30,20,27,SOFT,8
1281,11246,5,3,15,27,MEDIUM,8
1281,11246,4,87,17,27,SOFT,6
1281,11246,5,23,20,22,SOFT,5
1281,11246,4,12,24,26,HARD,0
1281,11246,5,44,19,23,SOFT,7
1281,11246,5,6,22,27,MEDIUM,16
1281,11246,5,63,25,27,SOFT,0
1281,11246,4,18,16,22,SOFT,0
