position,driver_number,number_of_laps,dnf,dns,dsq,duration,gap_to_leader,meeting_key,session_key
1,63,27,False,False,False,91.666,0.0,1281,11246
2,12,26,False,False,False,91.692,0.026,1281,11246
3,1,20,False,False,False,91.798,0.132,1281,11246
4,81,23,False,False,False,91.865,0.199,1281,11246
5,16,25,False,False,False,91.955,0.289,1281,11246
6,44,23,False,False,False,92.04,0.374,1281,11246
7,3,27,False,False,False,92.457,0.791,1281,11246
8,30,27,False,False,False,92.529,0.863,1281,11246
9,31,23,False,False,False,92.601,0.935,1281,11246
10,41,29,False,False,False,92.665,0.999,1281,11246
11,5,27,False,False,False,92.759,1.093,1281,11246
12,27,26,False,False,False,92.798,1.132,1281,11246
13,6,27,False,False,False,92.803,1.137,1281,11246
14,87,27,False,False,False,92.9,1.234,1281,11246
15,10,25,False,False,False,92.978,1.312,1281,11246
16,43,24,False,False,False,93.361,1.695,1281,11246
17,55,26,False,False,False,93.383,1.717,1281,11246
18,23,22,False,False,False,93.697,2.031,1281,11246
19,11,18,False,False,False,94.221,2.555,1281,11246
20,77,24,False,False,False,94.49,2.824,1281,11246
21,18,22,False,False,False,95.294,3.628,1281,11246
22,34,11,False,False,False,96.362,4.696,1281,11246
