meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1281,11246,2026-03-27T02:16:09+00:00,,,Other,,,,,PINK HEAD PADDING MATERIAL MUST BE USED
1281,11246,2026-03-27T02:16:45+00:00,,,Other,,,,,RISK OF RAIN FOR F1 FREE PRACTICE 1 IS 0%
1281,11246,2026-03-27T02:27:58+00:00,,,SafetyCar,,,,,VSC DEPLOYED
1281,11246,2026-03-27T02:28:02+00:00,,,Flag,DOUBLE YELLOW,Sector,2.0,,DOUBLE YELLOW IN TRACK SECTOR 2
1281,11246,2026-03-27T02:28:04+00:00,,,Flag,DOUBLE YELLOW,Sector,3.0,,DOUBLE YELLOW IN TRACK SECTOR 3
1281,11246,2026-03-27T02:30:00.154000+00:00,,,SessionStatus,,,,,SESSION STARTED
1281,11246,2026-03-27T02:30:00+00:00,,,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1281,11246,2026-03-27T02:30:22+00:00,,,Flag,CLEAR,Sector,2.0,,CLEAR IN TRACK SECTOR 2
1281,11246,2026-03-27T02:30:23+00:00,,,Flag,CLEAR,Sector,3.0,,CLEAR IN TRACK SECTOR 3
1281,11246,2026-03-27T02:30:41+00:00,,,SafetyCar,,,,,VSC ENDING
1281,11246,2026-03-27T02:30:54+00:00,,,Flag,CLEAR,Track,,,TRACK CLEAR
1281,11246,2026-03-27T02:41:26+00:00,,,Other,,,,,CAR 41 (LIN) TIME 1:36.978 DELETED - TRACK LIMITS AT TURN 13 LAP 5 11:37:35
1281,11246,2026-03-27T02:55:36+00:00,,,Other,,,,,CAR 1 (NOR) TIME 1:34.595 DELETED - TRACK LIMITS AT TURN 14 LAP 4 11:54:50
1281,11246,2026-03-27T02:59:46+00:00,,,Other,,,,,CAR 63 (RUS) TIME 1:32.084 DELETED - TRACK LIMITS AT TURN 14 LAP 13 11:59:05
1281,11246,2026-03-27T03:02:25+00:00,,,Other,,,,,CAR 41 (LIN) TIME 1:44.059 DELETED - TRACK LIMITS AT TURN 13 LAP 16 12:01:35
1281,11246,2026-03-27T03:03:25+00:00,,,Other,,,,,CAR 30 (LAW) TIME 1:42.669 DELETED - TRACK LIMITS AT TURN 14 LAP 14 12:01:19
1281,11246,2026-03-27T03:04:41+00:00,,,Other,,,,,CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 9 LAP 14 12:03:22 (PIT)
1281,11246,2026-03-27T03:08:16+00:00,,,Other,,,,,CAR 55 (SAI) TIME 2:13.265 DELETED - TRACK LIMITS AT TURN 9 LAP 13 12:06:35
1281,11246,2026-03-27T03:09:20+00:00,,,Other,,,,,CAR 16 (LEC) TIME 1:47.813 DELETED - TRACK LIMITS AT TURN 13 LAP 14 12:07:26
1281,11246,2026-03-27T03:24:12+00:00,,,Other,,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 11
1281,11246,2026-03-27T03:24:15+00:00,,,Other,,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 28
1281,11246,2026-03-27T03:24:17+00:00,,,Flag,CLEAR,Sector,11.0,,CLEAR IN TRACK SECTOR 11
