meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1287,11303,2026-06-13T14:00:00.061000+00:00,,,SessionStatus,,,,1.0,SESSION STARTED
1287,11303,2026-06-13T14:00:00+00:00,,,Flag,GREEN,Track,,1.0,GREEN LIGHT - PIT EXIT OPEN
1287,11303,2026-06-13T14:09:39+00:00,44.0,,Flag,BLACK AND WHITE,Driver,,1.0,BLACK AND WHITE FLAG FOR CAR 44 (HAM) - DRIVING UNNECESSARILY SLOWLY (16:06:31)
1287,11303,2026-06-13T14:10:22+00:00,,,Other,,,,,CAR 55 (SAI) TIME 1:18.173 DELETED - TRACK LIMITS AT TURN 2 LAP 6 16:08:58
1287,11303,2026-06-13T14:10:36+00:00,,,Other,,,,,CAR 23 (ALB) TIME 1:20.269 DELETED - TRACK LIMITS AT TURN 9 LAP 6 16:09:43
1287,11303,2026-06-13T14:10:47+00:00,,,Flag,YELLOW,Sector,12.0,1.0,YELLOW IN TRACK SECTOR 12
1287,11303,2026-06-13T14:10:53+00:00,,,Flag,CLEAR,Sector,12.0,1.0,CLEAR IN TRACK SECTOR 12
1287,11303,2026-06-13T14:11:26+00:00,,,Other,,,,,CAR 18 (STR) LAP DELETED - TRACK LIMITS AT TURN 10 LAP 6 16:10:41 (PIT)
1287,11303,2026-06-13T14:18:00.057000+00:00,,,SessionStatus,,,,1.0,SESSION FINISHED
1287,11303,2026-06-13T14:18:00+00:00,,,Flag,CHEQUERED,Track,,1.0,CHEQUERED FLAG
1287,11303,2026-06-13T14:18:07+00:00,,,Other,,,,,FIRST CAR TO TAKE THE FLAG - CAR 11 (PER)
1287,11303,2026-06-13T14:20:14+00:00,,,Flag,YELLOW,Sector,11.0,1.0,YELLOW IN TRACK SECTOR 11
1287,11303,2026-06-13T14:20:16+00:00,,,Flag,YELLOW,Sector,6.0,1.0,YELLOW IN TRACK SECTOR 6
1287,11303,2026-06-13T14:20:23+00:00,,,Flag,YELLOW,Sector,10.0,1.0,YELLOW IN TRACK SECTOR 10
1287,11303,2026-06-13T14:20:24+00:00,,,Flag,CLEAR,Sector,6.0,1.0,CLEAR IN TRACK SECTOR 6
1287,11303,2026-06-13T14:20:44+00:00,,,Other,,,,,"FIA STEWARDS: Q1 INCIDENT INVOLVING CARS 55 (SAI), 23 (ALB), 81 (PIA), 31 (OCO), 77 (BOT), 18 (STR), 63 (RUS) AND 27 (HUL) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME"
1287,11303,2026-06-13T14:20:57+00:00,,,Flag,CLEAR,Sector,10.0,1.0,CLEAR IN TRACK SECTOR 10
1287,11303,2026-06-13T14:21:01+00:00,,,Other,,,,,"FIA STEWARDS: Q1 INCIDENT INVOLVING CARS 55 (SAI), 23 (ALB), 81 (PIA), 31 (OCO), 77 (BOT), 18 (STR), 63 (RUS) AND 27 (HUL) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME"
1287,11303,2026-06-13T14:21:12+00:00,,,Flag,CLEAR,Sector,11.0,1.0,CLEAR IN TRACK SECTOR 11
1287,11303,2026-06-13T14:25:00.063000+00:00,,,SessionStatus,,,,2.0,SESSION STARTED
1287,11303,2026-06-13T14:25:00+00:00,,,Flag,GREEN,Track,,2.0,GREEN LIGHT - PIT EXIT OPEN
1287,11303,2026-06-13T14:31:17+00:00,,,Other,,,,,CAR 27 (HUL) TIME 1:16.922 DELETED - TRACK LIMITS AT TURN 9 LAP 9 16:30:27
1287,11303,2026-06-13T14:38:37+00:00,27.0,,Flag,BLACK AND WHITE,Driver,,2.0,BLACK AND WHITE FLAG FOR CAR 27 (HUL) - DRIVING UNNECESSARILY SLOWLY
1287,11303,2026-06-13T14:40:00.053000+00:00,,,SessionStatus,,,,2.0,SESSION FINISHED
1287,11303,2026-06-13T14:40:00+00:00,,,Flag,CHEQUERED,Track,,2.0,CHEQUERED FLAG
1287,11303,2026-06-13T14:40:11+00:00,,,Other,,,,,FIRST CAR TO TAKE THE FLAG - CAR 87 (BEA)
1287,11303,2026-06-13T14:42:30+00:00,,,Other,,,,,FIA STEWARDS: Q2 INCIDENT INVOLVING CAR 43 (COL) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME
1287,11303,2026-06-13T14:42:38+00:00,,,Other,,,,,FIA STEWARDS: Q2 INCIDENT INVOLVING CAR 43 (COL) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME
1287,11303,2026-06-13T14:47:00.058000+00:00,,,SessionStatus,,,,3.0,SESSION STARTED
1287,11303,2026-06-13T14:47:00+00:00,,,Flag,GREEN,Track,,3.0,GREEN LIGHT - PIT EXIT OPEN
1287,11303,2026-06-13T14:51:15+00:00,,,Flag,YELLOW,Sector,6.0,3.0,YELLOW IN TRACK SECTOR 6
1287,11303,2026-06-13T14:51:30.231000+00:00,,,SessionStatus,,,,3.0,SESSION ABORTED
1287,11303,2026-06-13T14:51:30+00:00,,,Flag,RED,Track,,3.0,RED FLAG
1287,11303,2026-06-13T14:51:30+00:00,,,Flag,CLEAR,Sector,6.0,3.0,CLEAR IN TRACK SECTOR 6
1287,11303,2026-06-13T14:51:40+00:00,,,Other,,,,,MEDICAL CAR DEPLOYED
1287,11303,2026-06-13T14:53:42+00:00,,,Flag,CLEAR,Track,,3.0,TRACK CLEAR
1287,11303,2026-06-13T14:53:46+00:00,,,Other,,,,,OVERTAKE ENABLED
1287,11303,2026-06-13T14:54:56+00:00,,,Flag,DOUBLE YELLOW,Sector,6.0,3.0,DOUBLE YELLOW IN TRACK SECTOR 6
1287,11303,2026-06-13T14:58:44+00:00,,,Other,,,,,Q3 WILL RESUME AT 17:03
1287,11303,2026-06-13T14:59:06+00:00,,,Flag,CLEAR,Sector,6.0,3.0,CLEAR IN TRACK SECTOR 6
1287,11303,2026-06-13T15:03:00.063000+00:00,,,SessionStatus,,,,3.0,SESSION STARTED
1287,11303,2026-06-13T15:03:00+00:00,,,Flag,GREEN,Track,,3.0,GREEN LIGHT - PIT EXIT OPEN
1287,11303,2026-06-13T15:05:00+00:00,63.0,,Flag,BLACK AND WHITE,Driver,,3.0,BLACK AND WHITE FLAG FOR CAR 63 (RUS) - DRIVING UNNECESSARILY SLOWLY
1287,11303,2026-06-13T15:11:30.057000+00:00,,,SessionStatus,,,,3.0,SESSION FINISHED
1287,11303,2026-06-13T15:11:30+00:00,,,Flag,CHEQUERED,Track,,3.0,CHEQUERED FLAG
1287,11303,2026-06-13T15:11:41+00:00,,,Other,,,,,FIRST CAR TO TAKE THE FLAG - CAR 27 (HUL)
1287,11303,2026-06-13T15:14:26+00:00,,,Other,,,,,"FIA STEWARDS: Q1 INCIDENT INVOLVING CARS 55 (SAI), 23 (ALB), 81 (PIA), 31 (OCO), 77 (BOT), 18 (STR), 63 (RUS) AND 27 (HUL) NO FURTHER ACTION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME"
1287,11303,2026-06-13T15:14:37+00:00,,,Other,,,,,FIA STEWARDS: Q2 INCIDENT INVOLVING CAR 43 (COL) NO FURTHER ACTION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME
1287,11303,2026-06-13T15:16:38+00:00,,,Flag,YELLOW,Sector,3.0,3.0,YELLOW IN TRACK SECTOR 3
1287,11303,2026-06-13T15:17:07+00:00,,,Flag,CLEAR,Sector,3.0,3.0,CLEAR IN TRACK SECTOR 3
