meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1286,11295,2026-06-06T13:46:46+00:00,,,Other,,,,,RISK OF RAIN FOR F1 QUALIFYING IS 0%
1286,11295,2026-06-06T14:00:00.044000+00:00,,,SessionStatus,,,,1.0,SESSION STARTED
1286,11295,2026-06-06T14:00:00+00:00,,,Flag,GREEN,Track,,1.0,GREEN LIGHT - PIT EXIT OPEN
1286,11295,2026-06-06T14:03:43+00:00,,,Other,,,,,CAR 63 (RUS) TIME 1:35.179 DELETED - TRACK LIMITS AT TURN 10 LAP 2 16:02:59
1286,11295,2026-06-06T14:05:14+00:00,,,Other,,,,,CAR 63 (RUS) TIME 1:33.532 DELETED - TRACK LIMITS AT TURN 10 LAP 3 16:04:26
1286,11295,2026-06-06T14:05:52+00:00,,,Other,,,,,CAR 11 (PER) TIME 1:30.897 DELETED - TRACK LIMITS AT TURN 10 LAP 5 16:05:06
1286,11295,2026-06-06T14:08:46+00:00,,,Other,,,,,CAR 63 (RUS) TIME 1:39.599 DELETED - TRACK LIMITS AT TURN 10 LAP 5 16:07:16
1286,11295,2026-06-06T14:08:48+00:00,,,Other,,,,,CAR 11 (PER) LAP DELETED - TRACK LIMITS AT TURN 10 LAP 7 16:07:51 (PIT)
1286,11295,2026-06-06T14:09:49+00:00,,,Other,,,,,CAR 63 (RUS) TIME 1:33.562 DELETED - TRACK LIMITS AT TURN 10 LAP 6 16:08:50
1286,11295,2026-06-06T14:09:50+00:00,,,Other,,,,,CAR 63 (RUS) TIME 1:33.562 DELETED - TRACK LIMITS AT TURN 16 LAP 6 16:09:12
1286,11295,2026-06-06T14:10:40+00:00,,,Other,,,,,CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 8 16:09:23 (PIT)
1286,11295,2026-06-06T14:10:53+00:00,,,Other,,,,,CAR 55 (SAI) LAP DELETED - TRACK LIMITS AT TURN 16 LAP 8 16:10:31 (PIT)
1286,11295,2026-06-06T14:12:45+00:00,,,Other,,,,,CAR 12 (ANT) TIME 1:34.829 DELETED - TRACK LIMITS AT TURN 1 LAP 8 16:10:30
1286,11295,2026-06-06T14:14:20+00:00,,,Other,,,,,CAR 31 (OCO) TIME 1:21.099 DELETED - TRACK LIMITS AT TURN 16 LAP 10 16:13:15
1286,11295,2026-06-06T14:14:50+00:00,12.0,,Flag,BLACK AND WHITE,Driver,,1.0,BLACK AND WHITE FLAG FOR CAR 12 (ANT) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS
1286,11295,2026-06-06T14:14:55+00:00,,,Other,,,,,CAR 44 (HAM) TIME 1:36.716 DELETED - TRACK LIMITS AT TURN 1 LAP 9 16:12:12
1286,11295,2026-06-06T14:14:58+00:00,,,Other,,,,,CAR 18 (STR) TIME 1:17.435 DELETED - TRACK LIMITS AT TURN 10 LAP 10 16:13:49
1286,11295,2026-06-06T14:14:59+00:00,,,Other,,,,,CAR 5 (BOR) TIME 1:35.069 DELETED - TRACK LIMITS AT TURN 10 LAP 10 16:13:47
1286,11295,2026-06-06T14:15:22+00:00,,,Flag,DOUBLE YELLOW,Sector,13.0,1.0,DOUBLE YELLOW IN TRACK SECTOR 13
1286,11295,2026-06-06T14:15:49.211000+00:00,,,SessionStatus,,,,1.0,SESSION ABORTED
1286,11295,2026-06-06T14:15:49+00:00,,,Flag,RED,Track,,1.0,RED FLAG
1286,11295,2026-06-06T14:15:49+00:00,,,Flag,CLEAR,Sector,13.0,1.0,CLEAR IN TRACK SECTOR 13
1286,11295,2026-06-06T14:16:43+00:00,,,Flag,DOUBLE YELLOW,Sector,13.0,1.0,DOUBLE YELLOW IN TRACK SECTOR 13
1286,11295,2026-06-06T14:17:03+00:00,,,Flag,CLEAR,Sector,13.0,1.0,CLEAR IN TRACK SECTOR 13
1286,11295,2026-06-06T14:17:29+00:00,,,Other,,,,,MARSHALS ON TRACK AT TURN 10
1286,11295,2026-06-06T14:17:32+00:00,,,Other,,,,,CAR 18 (STR) TIME 1:17.435 DELETED - TRACK LIMITS AT TURN 16 LAP 10 16:14:03
1286,11295,2026-06-06T14:17:33+00:00,,,Other,,,,,CAR 18 (STR) LAP DELETED - TRACK LIMITS AT TURN 10 LAP 11 16:15:17 (PIT)
1286,11295,2026-06-06T14:17:48+00:00,,,Other,,,,,CAR 63 (RUS) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 11 16:15:41 (PIT)
1286,11295,2026-06-06T14:17:53+00:00,,,Flag,CLEAR,Track,,1.0,TRACK CLEAR
1286,11295,2026-06-06T14:17:56+00:00,,,Other,,,,,OVERTAKE ENABLED
1286,11295,2026-06-06T14:18:10+00:00,,,Flag,DOUBLE YELLOW,Sector,13.0,1.0,DOUBLE YELLOW IN TRACK SECTOR 13
1286,11295,2026-06-06T14:18:36+00:00,,,Other,,,,,Q1 WILL RESUME AT 16:22
1286,11295,2026-06-06T14:18:50+00:00,,,Flag,CLEAR,Sector,13.0,1.0,CLEAR IN TRACK SECTOR 13
1286,11295,2026-06-06T14:22:00.056000+00:00,,,SessionStatus,,,,1.0,SESSION STARTED
1286,11295,2026-06-06T14:22:00+00:00,,,Flag,GREEN,Track,,1.0,GREEN LIGHT - PIT EXIT OPEN
1286,11295,2026-06-06T14:24:11.037000+00:00,,,SessionStatus,,,,1.0,SESSION FINISHED
1286,11295,2026-06-06T14:24:11+00:00,,,Flag,CHEQUERED,Track,,1.0,CHEQUERED FLAG
1286,11295,2026-06-06T14:24:18+00:00,,,Other,,,,,FIRST CAR TO TAKE THE FLAG - CAR 43 (COL)
1286,11295,2026-06-06T14:27:13+00:00,,,Other,,,,,Q2 WILL START AT 16:32
1286,11295,2026-06-06T14:31:47+00:00,,,Other,,,,,INCIDENT INVOLVING CAR 55 (SAI) NOTED - UNSAFE RELEASE (16:29:47)
