meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1286,11295,1,10,1,5,SOFT,0
1286,11295,1,43,1,5,SOFT,0
1286,11295,1,41,1,6,SOFT,0
1286,11295,1,30,1,6,SOFT,0
1286,11295,1,14,1,6,SOFT,0
1286,11295,1,18,1,6,SOFT,0
1286,11295,1,31,1,7,SOFT,0
1286,11295,1,27,1,7,SOFT,0
1286,11295,1,23,1,7,SOFT,0
1286,11295,1,5,1,7,SOFT,0
1286,11295,1,11,1,6,SOFT,0
1286,11295,1,55,1,7,SOFT,0
1286,11295,1,87,1,8,SOFT,0
1286,11295,1,77,1,7,SOFT,0
1286,11295,2,5,8,10,SOFT,0
1286,11295,2,11,7,10,SOFT,0
1286,11295,2,77,8,10,SOFT,0
1286,11295,2,10,6,11,SOFT,0
1286,11295,2,31,8,11,SOFT,0
1286,11295,2,87,9,11,SOFT,0
1286,11295,2,14,7,11,SOFT,0
1286,11295,2,23,8,11,SOFT,0
1286,11295,2,55,8,10,SOFT,0
1286,11295,2,43,6,11,SOFT,0
1286,11295,3,18,11,11,SOFT,6
1286,11295,2,18,7,10,SOFT,0
1286,11295,1,81,1,10,SOFT,0
1286,11295,2,41,7,11,SOFT,0
1286,11295,1,6,1,8,SOFT,0
1286,11295,3,11,11,12,SOFT,3
1286,11295,3,14,12,13,SOFT,0
1286,11295,3,77,11,13,SOFT,3
1286,11295,3,87,12,14,SOFT,0
1286,11295,3,31,12,14,SOFT,0
1286,11295,3,10,12,13,SOFT,6
1286,11295,3,43,12,13,SOFT,6
1286,11295,1,3,1,8,SOFT,0
1286,11295,3,55,11,13,SOFT,3
1286,11295,2,30,7,11,SOFT,0
1286,11295,3,23,12,14,SOFT,0
1286,11295,3,41,12,12,SOFT,0
1286,11295,2,27,8,11,SOFT,0
1286,11295,1,16,1,10,SOFT,0
1286,11295,1,44,1,10,SOFT,0
1286,11295,2,81,11,11,SOFT,10
1286,11295,2,6,9,9,SOFT,0
1286,11295,1,1,1,11,SOFT,0
1286,11295,1,63,1,10,SOFT,0
1286,11295,1,12,1,10,SOFT,0
1286,11295,3,81,12,15,SOFT,0
1286,11295,2,44,11,14,SOFT,0
1286,11295,4,43,14,18,SOFT,0
1286,11295,4,10,14,18,SOFT,0
1286,11295,3,30,12,17,SOFT,0
1286,11295,4,41,13,18,SOFT,0
1286,11295,2,1,12,17,SOFT,0
1286,11295,3,27,12,17,SOFT,3
1286,11295,2,63,11,16,SOFT,0
1286,11295,2,12,11,16,SOFT,0
1286,11295,2,3,9,14,SOFT,0
1286,11295,4,55,14,19,SOFT,0
1286,11295,4,23,15,20,SOFT,0
1286,11295,3,6,10,13,SOFT,0
1286,11295,3,44,15,16,SOFT,0
1286,11295,2,16,11,17,SOFT,0
1286,11295,4,27,18,21,SOFT,0
1286,11295,5,55,20,23,SOFT,0
1286,11295,5,23,21,24,SOFT,0
1286,11295,5,43,19,24,SOFT,0
1286,11295,5,41,19,23,SOFT,0
1286,11295,4,81,16,21,SOFT,0
1286,11295,3,1,18,21,SOFT,0
1286,11295,3,16,18,21,SOFT,0
1286,11295,4,44,17,20,SOFT,0
1286,11295,4,30,18,21,SOFT,0
1286,11295,3,63,17,20,SOFT,0
1286,11295,3,12,17,20,SOFT,0
1286,11295,5,10,19,24,SOFT,0
1286,11295,3,3,15,18,SOFT,0
1286,11295,4,6,14,17,SOFT,0
1286,11295,4,16,22,24,SOFT,0
1286,11295,6,10,25,28,SOFT,5
1286,11295,5,30,22,25,SOFT,0
1286,11295,5,81,22,25,SOFT,0
1286,11295,4,1,22,25,SOFT,0
1286,11295,5,44,21,24,SOFT,0
1286,11295,4,3,19,22,SOFT,0
1286,11295,5,6,18,21,SOFT,0
1286,11295,4,63,21,24,SOFT,0
1286,11295,4,12,21,24,SOFT,0
1286,11295,5,1,26,28,SOFT,0
1286,11295,7,10,29,32,SOFT,0
1286,11295,6,30,26,29,SOFT,5
1286,11295,6,81,26,29,SOFT,0
1286,11295,5,16,25,29,SOFT,0
1286,11295,5,3,23,26,SOFT,0
1286,11295,6,44,25,28,SOFT,0
1286,11295,6,6,22,25,SOFT,0
1286,11295,5,63,25,28,SOFT,0
1286,11295,5,12,25,28,SOFT,0
