season,round,event_name,session_code,driver_id,constructor_id,stint,compound,lap_count,mean_lap_time_s,degradation_per_lap_s,degradation_index,start_tyre_life,end_tyre_life,practice_importance,degradation_risk,tyre_life_index
2026,1,Australian Grand Prix,R,RUS,Mercedes,2.0,HARD,46,85.21576086956522,-0.3306444444444446,-0.225669175216423,1.0,46.0,1.1,-9.919,92.0
2026,1,Australian Grand Prix,R,SAI,Williams,1.0,SOFT,11,89.778,-0.1778000000000005,-0.4000000000000001,1.0,11.0,1.1,-5.334,22.0
2026,1,Australian Grand Prix,R,SAI,Williams,2.0,HARD,22,91.80086363636364,0.046238095238094,0.3178994918125353,1.0,22.0,1.1,1.387,44.0
2026,1,Australian Grand Prix,R,SAI,Williams,3.0,MEDIUM,12,88.99116666666667,0.2279999999999996,0.2517482517482518,1.0,12.0,1.1,6.84,24.0
2026,1,Australian Grand Prix,R,SAI,Williams,4.0,SOFT,11,86.23781818181817,-0.5534000000000006,-0.4181818181818182,1.0,11.0,1.1,-16.602,22.0
2026,1,Australian Grand Prix,R,STR,Aston Martin,1.0,MEDIUM,11,93.52336363636364,-0.1158999999999991,-0.4363636363636364,1.0,11.0,1.1,-3.477,22.0
2026,1,Australian Grand Prix,R,STR,Aston Martin,2.0,HARD,15,95.25426666666664,-1.1121428571428569,0.0428571428571428,1.0,15.0,1.1,-30.0,30.0
2026,1,Australian Grand Prix,R,STR,Aston Martin,3.0,SOFT,7,90.35014285714286,-1.6144999999999996,0.2142857142857143,1.0,7.0,1.1,-30.0,14.0
2026,1,Australian Grand Prix,R,STR,Aston Martin,4.0,SOFT,5,91.9252,0.240000000000002,0.3999999999999999,1.0,5.0,1.1,7.2,10.0
2026,1,Australian Grand Prix,R,STR,Aston Martin,5.0,SOFT,4,87.5105,-2.350999999999999,-0.1999999999999999,1.0,4.0,1.1,-30.0,8.0
2026,1,Australian Grand Prix,R,VER,Red Bull Racing,1.0,HARD,18,91.1228888888889,0.2044117647058828,-0.1578947368421052,1.0,18.0,1.1,6.132,36.0
2026,1,Australian Grand Prix,R,VER,Red Bull Racing,2.0,MEDIUM,23,86.40760869565217,0.018318181818182,0.4703557312252964,1.0,23.0,1.1,0.55,46.0
2026,1,Australian Grand Prix,R,VER,Red Bull Racing,3.0,HARD,17,83.1665294117647,-0.2786249999999999,0.5628449862329835,1.0,17.0,1.1,-8.359,34.0
2026,2,Chinese Grand Prix,R,ALO,Aston Martin,1.0,HARD,31,105.5505806451613,0.5224333333333334,-0.642741935483871,1.0,31.0,1.1,15.673,62.0
2026,2,Chinese Grand Prix,R,ALO,Aston Martin,2.0,MEDIUM,1,127.515,0.0,0.0,1.0,1.0,1.1,0.0,2.0
2026,2,Chinese Grand Prix,R,ANT,Mercedes,1.0,MEDIUM,10,98.73170000000002,0.7260000000000006,-0.3212121212121211,1.0,10.0,1.1,21.78,20.0
2026,2,Chinese Grand Prix,R,ANT,Mercedes,2.0,HARD,44,97.5124318181818,-0.2797209302325579,-0.6491419715788791,2.0,46.0,1.1,-8.392,90.0
2026,2,Chinese Grand Prix,R,BEA,Haas F1 Team,1.0,MEDIUM,10,102.18950000000002,0.2065555555555549,-0.1272727272727272,1.0,10.0,1.1,6.197,20.0
2026,2,Chinese Grand Prix,R,BEA,Haas F1 Team,2.0,HARD,45,99.53222222222222,-0.1987727272727271,-0.8882740447957838,2.0,46.0,1.1,-5.963,91.0
2026,2,Chinese Grand Prix,R,BOT,Cadillac,1.0,MEDIUM,10,104.2956,0.33488888888889,-0.1999999999999999,1.0,10.0,1.1,10.047,20.0
2026,2,Chinese Grand Prix,R,BOT,Cadillac,2.0,HARD,44,101.18240909090908,-0.0674651162790696,-0.6938473482592279,2.0,45.0,1.1,-2.024,89.0
2026,2,Chinese Grand Prix,R,COL,Alpine,1.0,HARD,31,102.78864516129036,0.3409333333333336,-0.3911290322580646,1.0,32.0,1.1,10.228,63.0
2026,2,Chinese Grand Prix,R,COL,Alpine,2.0,MEDIUM,23,98.74217391304346,-0.4089090909090913,0.6274703557312253,1.0,23.0,1.1,-12.267,46.0
2026,2,Chinese Grand Prix,R,GAS,Alpine,1.0,MEDIUM,10,100.4585,0.6686666666666667,-0.2848484848484848,1.0,10.0,1.1,20.06,20.0
2026,2,Chinese Grand Prix,R,GAS,Alpine,2.0,HARD,44,98.68079545454545,-0.3218372093023255,-0.9063039577140796,3.0,46.0,1.1,-9.655,90.0
2026,2,Chinese Grand Prix,R,HAD,Red Bull Racing,1.0,SOFT,1,123.643,0.0,0.0,4.0,4.0,1.1,0.0,5.0
2026,2,Chinese Grand Prix,R,HAD,Red Bull Racing,2.0,HARD,9,104.33355555555556,-0.0187499999999989,-0.1833333333333333,1.0,9.0,1.1,-0.562,18.0
2026,2,Chinese Grand Prix,R,HAD,Red Bull Racing,3.0,HARD,45,99.2349111111111,-0.0406136363636365,-0.8093544137022397,2.0,46.0,1.1,-1.218,91.0
2026,2,Chinese Grand Prix,R,HAM,Ferrari,1.0,MEDIUM,10,99.58950000000002,0.9914444444444448,-0.1757575757575757,1.0,10.0,1.1,29.743,20.0
2026,2,Chinese Grand Prix,R,HAM,Ferrari,2.0,HARD,44,98.01490909090909,-0.2991395348837209,-0.8107403366674004,3.0,46.0,1.1,-8.974,90.0
2026,2,Chinese Grand Prix,R,HUL,Audi,1.0,HARD,34,102.48461764705884,0.2431212121212128,-0.6595874713521771,1.0,35.0,1.1,7.294,69.0
2026,2,Chinese Grand Prix,R,HUL,Audi,2.0,MEDIUM,20,99.0691,-0.4762631578947371,0.3774436090225563,1.0,20.0,1.1,-14.288,40.0
2026,2,Chinese Grand Prix,R,LAW,Racing Bulls,1.0,MEDIUM,9,101.03044444444444,0.0118749999999998,0.2333333333333333,1.0,9.0,1.1,0.356,18.0
2026,2,Chinese Grand Prix,R,LAW,Racing Bulls,2.0,HARD,47,101.4238510638298,-0.3312391304347825,-0.9813829787234044,1.0,47.0,1.1,-9.937,94.0
2026,2,Chinese Grand Prix,R,LEC,Ferrari,1.0,MEDIUM,10,99.8919,0.7851111111111114,-0.1878787878787878,1.0,10.0,1.1,23.553,20.0
2026,2,Chinese Grand Prix,R,LEC,Ferrari,2.0,HARD,44,98.0378863636364,-0.3218604651162791,-0.6563777307963353,3.0,46.0,1.1,-9.656,90.0
2026,2,Chinese Grand Prix,R,LIN,Racing Bulls,1.0,HARD,42,103.38185714285711,0.2419756097560966,-0.5469794583315498,1.0,42.0,1.1,7.259,84.0
2026,2,Chinese Grand Prix,R,LIN,Racing Bulls,2.0,MEDIUM,13,98.18438461538462,-0.7361666666666657,0.478021978021978,1.0,13.0,1.1,-22.085,26.0
2026,2,Chinese Grand Prix,R,OCO,Haas F1 Team,1.0,HARD,29,104.95562068965516,0.439035714285714,-0.4458128078817733,1.0,29.0,1.1,13.171,58.0
2026,2,Chinese Grand Prix,R,OCO,Haas F1 Team,2.0,MEDIUM,17,100.27029411764704,-0.2930625000000004,0.125,1.0,17.0,1.1,-8.792,34.0
2026,2,Chinese Grand Prix,R,OCO,Haas F1 Team,3.0,SOFT,9,101.50611111111112,-1.272499999999999,-0.5666666666666667,1.0,9.0,1.1,-30.0,18.0
2026,2,Chinese Grand Prix,R,PER,Cadillac,1.0,MEDIUM,11,107.63509090909092,1.0715000000000003,0.3363636363636363,1.0,11.0,1.1,32.145,22.0
2026,2,Chinese Grand Prix,R,PER,Cadillac,2.0,HARD,44,101.9605,-0.2588372093023258,-0.4090204369274137,1.0,44.0,1.1,-7.765,88.0
2026,2,Chinese Grand Prix,R,RUS,Mercedes,1.0,MEDIUM,10,99.4634,0.6051111111111109,-0.2484848484848484,1.0,10.0,1.1,18.153,20.0
2026,2,Chinese Grand Prix,R,RUS,Mercedes,2.0,HARD,45,98.75033333333334,-0.3539772727272725,-0.7672189470218311,2.0,46.0,1.1,-10.619,91.0
2026,2,Chinese Grand Prix,R,SAI,Williams,1.0,MEDIUM,9,101.42166666666668,-0.2966250000000006,-0.1333333333333333,1.0,9.0,1.1,-8.899,18.0
2026,2,Chinese Grand Prix,R,SAI,Williams,2.0,HARD,46,102.05402173913043,-0.3931555555555557,-0.7898729508053377,1.0,46.0,1.1,-11.795,92.0
2026,2,Chinese Grand Prix,R,STR,Aston Martin,1.0,HARD,9,102.21433333333334,-1.073500000000001,-0.8499999999999999,1.0,9.0,1.1,-30.0,18.0
2026,2,Chinese Grand Prix,R,VER,Red Bull Racing,1.0,SOFT,9,101.0841111111111,-0.2981249999999988,-0.0666666666666666,4.0,12.0,1.1,-8.944,21.0
2026,2,Chinese Grand Prix,R,VER,Red Bull Racing,2.0,HARD,35,102.33351428571429,-0.469529411764705,-0.8756302521008403,1.0,35.0,1.1,-14.086,70.0
2026,3,Japanese Grand Prix,R,ALB,Williams,1.0,MEDIUM,22,99.03395454545452,0.0567619047619051,-0.5731225296442689,1.0,22.0,1.1,1.703,44.0
2026,3,Japanese Grand Prix,R,ALB,Williams,2.0,HARD,23,105.07204347826084,-0.9154999999999996,-0.7381422924901185,1.0,23.0,1.1,-27.465,46.0
2026,3,Japanese Grand Prix,R,ALB,Williams,3.0,SOFT,1,116.651,0.0,0.0,1.0,1.0,1.1,0.0,2.0
2026,3,Japanese Grand Prix,R,ALB,Williams,4.0,SOFT,1,117.5,0.0,0.0,2.0,2.0,1.1,0.0,3.0
2026,3,Japanese Grand Prix,R,ALB,Williams,5.0,SOFT,1,119.619,0.0,0.0,3.0,3.0,1.1,0.0,4.0
2026,3,Japanese Grand Prix,R,ALB,Williams,6.0,SOFT,1,127.219,0.0,0.0,4.0,4.0,1.1,0.0,5.0
2026,3,Japanese Grand Prix,R,ALB,Williams,7.0,MEDIUM,2,106.0385,-10.0,0.0,1.0,2.0,1.1,-30.0,4.0
2026,3,Japanese Grand Prix,R,ALO,Aston Martin,1.0,MEDIUM,21,99.8567142857143,0.0568000000000004,-0.1077922077922078,1.0,21.0,1.1,1.704,42.0
2026,3,Japanese Grand Prix,R,ALO,Aston Martin,2.0,HARD,2,128.828,-10.0,0.0,1.0,2.0,1.1,-30.0,4.0
2026,3,Japanese Grand Prix,R,ALO,Aston Martin,3.0,MEDIUM,29,101.90703448275862,-0.5480714285714287,-0.5783251231527092,1.0,29.0,1.1,-16.442,58.0
2026,3,Japanese Grand Prix,R,ANT,Mercedes,1.0,MEDIUM,22,96.01454545454546,0.2459047619047613,-0.3529079616036138,1.0,22.0,1.1,7.377,44.0
2026,3,Japanese Grand Prix,R,ANT,Mercedes,2.0,HARD,28,96.79842857142856,-0.3473703703703705,-0.3185550082101806,4.0,31.0,1.1,-10.421,59.0
2026,3,Japanese Grand Prix,R,BEA,Haas F1 Team,1.0,MEDIUM,16,97.4599375,-0.3746,-0.0809418909344732,1.0,16.0,1.1,-11.238,32.0
2026,3,Japanese Grand Prix,R,BEA,Haas F1 Team,2.0,HARD,4,101.25275,-3.4833333333333343,-1.0,1.0,4.0,1.1,-30.0,8.0
2026,3,Japanese Grand Prix,R,BOR,Audi,1.0,MEDIUM,22,98.38045454545454,0.1378571428571426,-0.2846653601230212,1.0,22.0,1.1,4.136,44.0
2026,3,Japanese Grand Prix,R,BOR,Audi,2.0,HARD,30,100.9119,-0.7351379310344823,-0.7081201334816463,1.0,31.0,1.1,-22.054,61.0
2026,3,Japanese Grand Prix,R,BOT,Cadillac,1.0,HARD,19,99.61415789473683,-0.3274444444444447,0.3280701754385964,1.0,19.0,1.1,-9.823,38.0
2026,3,Japanese Grand Prix,R,BOT,Cadillac,2.0,MEDIUM,32,102.57621875,-0.1275161290322581,-0.6066715542521993,1.0,33.0,1.1,-3.825,65.0
2026,3,Japanese Grand Prix,R,COL,Alpine,1.0,MEDIUM,17,97.31929411764706,-0.243875,0.0759803921568627,1.0,17.0,1.1,-7.316,34.0
2026,3,Japanese Grand Prix,R,COL,Alpine,2.0,HARD,35,101.2730857142857,-0.256441176470588,-0.8095238095238096,1.0,36.0,1.1,-7.693,71.0
2026,3,Japanese Grand Prix,R,GAS,Alpine,1.0,MEDIUM,22,97.11540909090908,0.2859047619047621,-0.0367024280067758,1.0,22.0,1.1,8.577,44.0
2026,3,Japanese Grand Prix,R,GAS,Alpine,2.0,HARD,30,100.95676666666668,-0.7072413793103445,-0.3446051167964405,1.0,31.0,1.1,-21.217,61.0
2026,3,Japanese Grand Prix,R,HAD,Red Bull Racing,1.0,MEDIUM,19,97.07005263157896,-0.1421111111111115,-0.0245614035087719,1.0,19.0,1.1,-4.263,38.0
2026,3,Japanese Grand Prix,R,HAD,Red Bull Racing,2.0,HARD,33,101.35790909090908,-0.41584375,-0.7118983957219251,1.0,34.0,1.1,-12.475,67.0
2026,3,Japanese Grand Prix,R,HAM,Ferrari,1.0,MEDIUM,22,96.42027272727272,0.3154285714285719,-0.5539243365330322,1.0,22.0,1.1,9.463,44.0
2026,3,Japanese Grand Prix,R,HAM,Ferrari,2.0,HARD,29,99.25720689655174,-0.5071785714285711,-0.1118226600985221,2.0,31.0,1.1,-15.215,60.0
2026,3,Japanese Grand Prix,R,HUL,Audi,1.0,MEDIUM,23,99.67921739130432,0.2097727272727277,-0.3735177865612649,1.0,23.0,1.1,6.293,46.0
2026,3,Japanese Grand Prix,R,HUL,Audi,2.0,HARD,29,99.74517241379309,-0.699821428571428,-0.7817733990147782,1.0,30.0,1.1,-20.995,59.0
2026,3,Japanese Grand Prix,R,LAW,Racing Bulls,1.0,MEDIUM,22,98.33227272727272,0.1753333333333334,-0.1101072840203275,1.0,22.0,1.1,5.26,44.0
2026,3,Japanese Grand Prix,R,LAW,Racing Bulls,2.0,HARD,30,100.668,-0.7308620689655175,-0.6342602892102336,1.0,31.0,1.1,-21.926,61.0
2026,3,Japanese Grand Prix,R,LEC,Ferrari,1.0,MEDIUM,17,95.5539411764706,0.0679999999999996,0.2720588235294118,1.0,17.0,1.1,2.04,34.0
2026,3,Japanese Grand Prix,R,LEC,Ferrari,2.0,HARD,35,100.6509142857143,0.0331470588235288,-0.7745098039215688,1.0,36.0,1.1,0.994,71.0
2026,3,Japanese Grand Prix,R,LIN,Racing Bulls,1.0,MEDIUM,18,97.1381111111111,-0.0861176470588234,0.2818792321950489,1.0,18.0,1.1,-2.584,36.0
2026,3,Japanese Grand Prix,R,LIN,Racing Bulls,2.0,HARD,34,101.30070588235291,-0.253757575757576,-0.8624904507257447,1.0,35.0,1.1,-7.613,69.0
2026,3,Japanese Grand Prix,R,NOR,McLaren,1.0,MEDIUM,16,95.6816875,0.0677333333333327,0.1558823529411764,1.0,16.0,1.1,2.032,32.0
2026,3,Japanese Grand Prix,R,NOR,McLaren,2.0,HARD,36,100.69683333333334,-0.0493428571428576,-0.5943371943371945,1.0,37.0,1.1,-1.48,73.0
2026,3,Japanese Grand Prix,R,OCO,Haas F1 Team,1.0,MEDIUM,19,96.92331578947368,-0.1674444444444442,0.3298245614035088,1.0,19.0,1.1,-5.023,38.0
2026,3,Japanese Grand Prix,R,OCO,Haas F1 Team,2.0,HARD,33,101.28684848484848,-0.4259062500000001,-0.599264705882353,1.0,34.0,1.1,-12.777,67.0
2026,3,Japanese Grand Prix,R,PER,Cadillac,1.0,MEDIUM,21,98.92857142857144,0.1207999999999998,0.0727272727272727,1.0,21.0,1.1,3.624,42.0
2026,3,Japanese Grand Prix,R,PER,Cadillac,2.0,HARD,32,103.073625,-0.5403548387096767,-0.8610703812316713,1.0,32.0,1.1,-16.211,64.0
2026,3,Japanese Grand Prix,R,PIA,McLaren,1.0,MEDIUM,18,95.21627777777778,0.1211176470588233,-0.2136222910216718,1.0,18.0,1.1,3.634,36.0
2026,3,Japanese Grand Prix,R,PIA,McLaren,2.0,HARD,34,100.96617647058824,0.1513939393939396,-0.7625668449197861,1.0,35.0,1.1,4.542,69.0
2026,3,Japanese Grand Prix,R,RUS,Mercedes,1.0,MEDIUM,21,95.19995238095238,-0.0658999999999998,0.209090909090909,1.0,21.0,1.1,-1.977,42.0
2026,3,Japanese Grand Prix,R,RUS,Mercedes,2.0,HARD,31,101.59332258064516,-0.2394666666666661,-0.7459677419354839,1.0,32.0,1.1,-7.184,63.0
2026,3,Japanese Grand Prix,R,SAI,Williams,1.0,MEDIUM,22,98.7014090909091,0.1229523809523806,-0.4484609046382516,1.0,22.0,1.1,3.689,44.0
2026,3,Japanese Grand Prix,R,SAI,Williams,2.0,HARD,30,100.88926666666669,-0.7584137931034483,-0.6596218020022246,1.0,31.0,1.1,-22.752,61.0
2026,3,Japanese Grand Prix,R,STR,Aston Martin,1.0,MEDIUM,21,99.4837619047619,0.0086000000000005,0.1071776607355057,1.0,21.0,1.1,0.258,42.0
2026,3,Japanese Grand Prix,R,STR,Aston Martin,2.0,HARD,3,119.86866666666668,-3.8329999999999984,-0.5,1.0,3.0,1.1,-30.0,6.0
2026,3,Japanese Grand Prix,R,STR,Aston Martin,3.0,MEDIUM,6,120.11083333333332,-3.050800000000001,-0.7714285714285715,1.0,6.0,1.1,-30.0,12.0
2026,3,Japanese Grand Prix,R,VER,Red Bull Racing,1.0,MEDIUM,22,97.30763636363636,0.2309999999999999,-0.5038125024399501,1.0,22.0,1.1,6.93,44.0
2026,3,Japanese Grand Prix,R,VER,Red Bull Racing,2.0,HARD,30,100.84223333333334,-0.6324827586206901,-0.525250278086763,1.0,31.0,1.1,-18.974,61.0
2026,4,Miami Grand Prix,R,ALB,Williams,1.0,MEDIUM,27,105.52296296296298,-0.0537692307692317,-0.2954822954822955,1.0,27.0,1.1,-1.613,54.0
2026,4,Miami Grand Prix,R,ALB,Williams,2.0,HARD,30,94.70416666666668,-0.3302413793103447,0.0335928809788654,1.0,30.0,1.1,-9.907,60.0
2026,4,Miami Grand Prix,R,ALO,Aston Martin,1.0,MEDIUM,41,103.11392682926828,-0.0321999999999999,-0.3926829268292683,1.0,41.0,1.1,-0.966,82.0
2026,4,Miami Grand Prix,R,ALO,Aston Martin,2.0,SOFT,15,96.43773333333334,-0.7360000000000001,-0.3107142857142856,1.0,15.0,1.1,-22.08,30.0
2026,4,Miami Grand Prix,R,ANT,Mercedes,1.0,MEDIUM,25,102.87192,0.3699166666666666,-0.4407692307692307,1.0,26.0,1.1,11.097,51.0
2026,4,Miami Grand Prix,R,ANT,Mercedes,2.0,HARD,31,92.81648387096772,-0.3274000000000001,0.0788465432445741,1.0,31.0,1.1,-9.822,62.0
2026,4,Miami Grand Prix,R,BEA,Haas F1 Team,1.0,MEDIUM,26,105.995,0.0080000000000001,-0.325128205128205,1.0,26.0,1.1,0.24,52.0
2026,4,Miami Grand Prix,R,BEA,Haas F1 Team,2.0,HARD,30,94.99343333333334,-0.3182758620689656,0.611123470522803,1.0,30.0,1.1,-9.548,60.0
2026,4,Miami Grand Prix,R,BOR,Audi,1.0,MEDIUM,32,104.20334375,-0.0703225806451619,-0.7298387096774193,1.0,32.0,1.1,-2.11,64.0
2026,4,Miami Grand Prix,R,BOR,Audi,2.0,HARD,24,94.75495833333332,-0.4117826086956523,0.1260869565217391,1.0,24.0,1.1,-12.353,48.0
2026,4,Miami Grand Prix,R,BOT,Cadillac,1.0,MEDIUM,6,106.74616666666668,1.1707999999999998,0.2571428571428572,1.0,6.0,1.1,35.124,12.0
2026,4,Miami Grand Prix,R,BOT,Cadillac,2.0,SOFT,15,110.70073333333332,0.2182857142857141,-0.4392857142857142,1.0,15.0,1.1,6.549,30.0
2026,4,Miami Grand Prix,R,BOT,Cadillac,3.0,MEDIUM,9,98.94077777777775,-0.4738749999999996,0.0333333333333333,1.0,9.0,1.1,-14.216,18.0
2026,4,Miami Grand Prix,R,BOT,Cadillac,4.0,MEDIUM,25,99.04292,-0.3664583333333334,-0.1061538461538461,10.0,34.0,1.1,-10.994,59.0
2026,4,Miami Grand Prix,R,COL,Alpine,1.0,MEDIUM,31,103.68725806451612,0.2484333333333334,-0.3889505010188866,1.0,31.0,1.1,7.453,62.0
2026,4,Miami Grand Prix,R,COL,Alpine,2.0,HARD,26,94.10919230769233,-0.39548,-0.1131623931623931,1.0,26.0,1.1,-11.864,52.0
2026,4,Miami Grand Prix,R,GAS,Alpine,1.0,MEDIUM,4,97.68025,-3.462333333333333,-1.0,1.0,4.0,1.1,-30.0,8.0
2026,4,Miami Grand Prix,R,HAD,Red Bull Racing,1.0,HARD,4,98.929,-3.745,-1.0,1.0,4.0,1.1,-30.0,8.0
2026,4,Miami Grand Prix,R,HAM,Ferrari,1.0,MEDIUM,27,104.91096296296298,0.4244230769230757,-0.0702075702075702,1.0,27.0,1.1,12.733,54.0
2026,4,Miami Grand Prix,R,HAM,Ferrari,2.0,HARD,30,94.01433333333333,-0.2664137931034482,0.5671376161470912,1.0,30.0,1.1,-7.992,60.0
2026,4,Miami Grand Prix,R,HUL,Audi,1.0,MEDIUM,1,114.251,0.0,0.0,1.0,1.0,1.1,0.0,2.0
2026,4,Miami Grand Prix,R,HUL,Audi,2.0,MEDIUM,5,110.87279999999998,2.3982499999999973,0.3,1.0,5.0,1.1,71.947,10.0
