meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1281,11253,1,1,1,16,MEDIUM,0
1281,11253,1,87,1,16,MEDIUM,0
1281,11253,1,16,1,17,MEDIUM,0
1281,11253,1,43,1,17,MEDIUM,0
1281,11253,1,81,1,18,MEDIUM,0
1281,11253,1,41,1,18,MEDIUM,0
1281,11253,1,31,1,19,MEDIUM,0
1281,11253,1,6,1,19,MEDIUM,0
1281,11253,1,77,1,19,HARD,0
1281,11253,2,87,17,20,HARD,0
1281,11253,1,63,1,21,MEDIUM,0
1281,11253,1,11,1,21,MEDIUM,0
1281,11253,1,18,1,21,MEDIUM,0
1281,11253,1,14,1,21,MEDIUM,0
1281,11253,1,12,1,22,MEDIUM,0
1281,11253,1,44,1,22,MEDIUM,0
1281,11253,1,10,1,22,MEDIUM,0
1281,11253,1,3,1,22,MEDIUM,0
1281,11253,1,30,1,22,MEDIUM,0
1281,11253,1,5,1,22,MEDIUM,0
1281,11253,1,55,1,22,MEDIUM,0
1281,11253,1,23,1,22,MEDIUM,0
1281,11253,1,27,1,23,MEDIUM,0
1281,11253,2,14,22,23,HARD,0
1281,11253,2,18,22,24,HARD,0
1281,11253,3,18,25,30,MEDIUM,0
1281,11253,2,23,23,45,HARD,0
1281,11253,3,23,46,46,SOFT,0
1281,11253,4,23,47,47,SOFT,1
1281,11253,5,23,48,48,SOFT,2
1281,11253,6,23,49,49,SOFT,3
1281,11253,2,12,23,53,HARD,0
1281,11253,7,23,50,51,MEDIUM,0
1281,11253,2,81,19,53,HARD,0
1281,11253,2,16,18,53,HARD,0
1281,11253,2,63,22,53,HARD,0
1281,11253,2,1,17,53,HARD,0
1281,11253,2,44,23,53,HARD,0
1281,11253,3,14,24,52,MEDIUM,0
1281,11253,2,10,23,53,HARD,0
1281,11253,2,3,23,53,HARD,0
1281,11253,2,77,20,52,MEDIUM,0
1281,11253,2,30,23,53,HARD,0
1281,11253,2,31,20,53,HARD,0
1281,11253,2,27,24,53,HARD,0
1281,11253,2,6,20,53,HARD,0
1281,11253,2,5,23,53,HARD,0
1281,11253,2,41,19,53,HARD,0
1281,11253,2,55,23,53,HARD,0
1281,11253,2,43,18,53,HARD,0
1281,11253,2,11,22,53,HARD,0
