meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1281,11247,1,41,1,1,MEDIUM,0
1281,11247,1,12,1,1,MEDIUM,0
1281,11247,1,63,1,1,MEDIUM,0
1281,11247,1,14,1,4,SOFT,0
1281,11247,1,3,1,4,HARD,0
1281,11247,2,63,2,4,MEDIUM,1
1281,11247,1,81,1,7,MEDIUM,0
1281,11247,1,6,1,6,HARD,0
1281,11247,1,55,1,5,HARD,0
1281,11247,1,18,1,7,MEDIUM,0
1281,11247,1,16,1,7,MEDIUM,0
1281,11247,1,30,1,9,MEDIUM,0
1281,11247,1,44,1,7,MEDIUM,0
1281,11247,2,12,2,8,MEDIUM,1
1281,11247,1,77,1,7,MEDIUM,0
1281,11247,3,63,5,9,MEDIUM,4
1281,11247,2,14,5,9,SOFT,4
1281,11247,1,31,1,9,MEDIUM,0
1281,11247,1,87,1,7,MEDIUM,0
1281,11247,1,43,1,8,MEDIUM,0
1281,11247,2,3,5,8,HARD,4
1281,11247,2,6,7,9,HARD,6
1281,11247,1,23,1,10,MEDIUM,0
1281,11247,2,55,6,10,HARD,5
1281,11247,1,27,1,7,HARD,0
1281,11247,1,10,1,10,HARD,0
1281,11247,3,12,9,11,SOFT,0
1281,11247,2,77,8,10,SOFT,0
1281,11247,2,31,10,12,SOFT,0
1281,11247,2,81,8,12,SOFT,0
1281,11247,1,1,1,2,MEDIUM,0
1281,11247,3,6,10,12,SOFT,0
1281,11247,2,87,8,10,SOFT,0
1281,11247,4,63,10,13,SOFT,0
1281,11247,3,14,10,12,SOFT,9
1281,11247,2,16,8,14,SOFT,0
1281,11247,3,3,9,11,SOFT,0
1281,11247,2,30,10,15,SOFT,0
1281,11247,3,55,11,14,SOFT,0
1281,11247,4,12,12,14,SOFT,3
1281,11247,3,77,11,13,SOFT,3
1281,11247,2,18,8,10,MEDIUM,0
1281,11247,2,23,11,15,SOFT,0
1281,11247,2,27,8,12,SOFT,0
1281,11247,3,30,16,16,SOFT,6
1281,11247,3,87,11,13,SOFT,3
1281,11247,3,31,13,15,SOFT,3
1281,11247,2,43,9,14,SOFT,0
1281,11247,3,81,13,15,SOFT,7
1281,11247,4,6,13,15,SOFT,3
1281,11247,5,63,14,16,SOFT,4
1281,11247,2,10,11,16,SOFT,0
1281,11247,3,16,15,16,SOFT,7
1281,11247,3,18,11,13,SOFT,0
1281,11247,2,44,8,16,SOFT,0
1281,11247,1,5,1,2,MEDIUM,0
1281,11247,2,1,3,8,MEDIUM,2
1281,11247,1,11,1,5,SOFT,0
1281,11247,4,14,13,17,SOFT,0
1281,11247,3,44,17,19,MEDIUM,7
1281,11247,2,5,3,4,SOFT,0
1281,11247,3,27,13,20,HARD,7
1281,11247,4,18,14,16,SOFT,3
1281,11247,6,63,17,25,MEDIUM,9
1281,11247,4,81,16,25,MEDIUM,7
1281,11247,3,23,16,26,MEDIUM,10
1281,11247,5,12,15,24,MEDIUM,0
1281,11247,4,55,15,26,HARD,0
1281,11247,5,14,18,24,SOFT,5
1281,11247,5,18,17,21,SOFT,6
1281,11247,3,43,15,28,MEDIUM,8
1281,11247,3,10,17,29,HARD,10
1281,11247,4,3,12,29,HARD,8
1281,11247,4,77,14,28,MEDIUM,7
1281,11247,3,1,9,17,SOFT,0
1281,11247,4,27,21,27,SOFT,0
1281,11247,3,5,5,11,SOFT,2
1281,11247,4,16,17,28,MEDIUM,7
1281,11247,5,81,26,29,SOFT,8
1281,11247,4,23,27,30,SOFT,5
1281,11247,7,63,26,29,SOFT,0
1281,11247,5,55,27,30,SOFT,4
1281,11247,4,30,17,31,MEDIUM,9
1281,11247,4,44,20,27,MEDIUM,10
1281,11247,5,6,16,29,HARD,9
1281,11247,2,11,6,14,HARD,0
1281,11247,4,31,16,30,MEDIUM,9
1281,11247,4,87,14,28,MEDIUM,7
1281,11247,6,12,25,28,SOFT,0
