id,race_id,driver_id,constructor_id,grid_position,finish_position,finish_status,points,laps_completed,fastest_lap_rank
2026-01-albert_park|russell,2026-01-albert_park,russell,mercedes,1,1,Finished,25.0,58,6.0
2026-01-albert_park|antonelli,2026-01-albert_park,antonelli,mercedes,2,2,Finished,18.0,58,3.0
2026-01-albert_park|leclerc,2026-01-albert_park,leclerc,ferrari,4,3,Finished,15.0,58,5.0
2026-01-albert_park|hamilton,2026-01-albert_park,hamilton,ferrari,7,4,Finished,12.0,58,4.0
2026-01-albert_park|norris,2026-01-albert_park,norris,mclaren,6,5,Finished,10.0,58,2.0
2026-01-albert_park|max_verstappen,2026-01-albert_park,max_verstappen,red_bull,20,6,Finished,8.0,58,1.0
2026-01-albert_park|bearman,2026-01-albert_park,bearman,haas,12,7,Lapped,6.0,57,11.0
2026-01-albert_park|arvid_lindblad,2026-01-albert_park,arvid_lindblad,rb,9,8,Lapped,4.0,57,12.0
2026-01-albert_park|bortoleto,2026-01-albert_park,bortoleto,audi,10,9,Lapped,2.0,57,8.0
2026-01-albert_park|gasly,2026-01-albert_park,gasly,alpine,14,10,Lapped,1.0,57,15.0
2026-01-albert_park|ocon,2026-01-albert_park,ocon,haas,13,11,Lapped,0.0,57,14.0
2026-01-albert_park|albon,2026-01-albert_park,albon,williams,15,12,Lapped,0.0,57,13.0
2026-01-albert_park|lawson,2026-01-albert_park,lawson,rb,8,13,Lapped,0.0,57,10.0
2026-01-albert_park|colapinto,2026-01-albert_park,colapinto,alpine,16,14,Lapped,0.0,56,7.0
2026-01-albert_park|sainz,2026-01-albert_park,sainz,williams,21,15,Lapped,0.0,56,9.0
2026-01-albert_park|perez,2026-01-albert_park,perez,cadillac,18,16,Lapped,0.0,55,19.0
2026-01-albert_park|stroll,2026-01-albert_park,stroll,aston_martin,22,17,Lapped,0.0,43,17.0
2026-01-albert_park|alonso,2026-01-albert_park,alonso,aston_martin,17,18,Retired,0.0,21,18.0
2026-01-albert_park|bottas,2026-01-albert_park,bottas,cadillac,19,19,Retired,0.0,15,20.0
2026-01-albert_park|hadjar,2026-01-albert_park,hadjar,red_bull,3,20,Retired,0.0,10,16.0
2026-01-albert_park|piastri,2026-01-albert_park,piastri,mclaren,5,21,Did not start,0.0,0,
2026-01-albert_park|hulkenberg,2026-01-albert_park,hulkenberg,audi,11,22,Did not start,0.0,0,
2026-02-shanghai|antonelli,2026-02-shanghai,antonelli,mercedes,1,1,Finished,25.0,56,1.0
2026-02-shanghai|russell,2026-02-shanghai,russell,mercedes,2,2,Finished,18.0,56,2.0
2026-02-shanghai|hamilton,2026-02-shanghai,hamilton,ferrari,3,3,Finished,15.0,56,5.0
2026-02-shanghai|leclerc,2026-02-shanghai,leclerc,ferrari,4,4,Finished,12.0,56,4.0
2026-02-shanghai|bearman,2026-02-shanghai,bearman,haas,10,5,Finished,10.0,56,8.0
2026-02-shanghai|gasly,2026-02-shanghai,gasly,alpine,7,6,Finished,8.0,56,9.0
2026-02-shanghai|lawson,2026-02-shanghai,lawson,rb,14,7,Finished,6.0,56,12.0
2026-02-shanghai|hadjar,2026-02-shanghai,hadjar,red_bull,9,8,Finished,4.0,56,13.0
2026-02-shanghai|sainz,2026-02-shanghai,sainz,williams,17,9,Lapped,2.0,55,14.0
2026-02-shanghai|colapinto,2026-02-shanghai,colapinto,alpine,12,10,Lapped,1.0,55,10.0
2026-02-shanghai|hulkenberg,2026-02-shanghai,hulkenberg,audi,11,11,Lapped,0.0,55,7.0
2026-02-shanghai|arvid_lindblad,2026-02-shanghai,arvid_lindblad,rb,15,12,Lapped,0.0,55,6.0
2026-02-shanghai|bottas,2026-02-shanghai,bottas,cadillac,19,13,Lapped,0.0,55,15.0
2026-02-shanghai|ocon,2026-02-shanghai,ocon,haas,13,14,Lapped,0.0,55,3.0
