id,race_id,driver_id,constructor_id,position,q1_time_ms,q2_time_ms,q3_time_ms,status
2026-01-albert_park|russell,2026-01-albert_park,russell,mercedes,1,79507.0,78934.0,78518.0,CLASSIFIED
2026-01-albert_park|antonelli,2026-01-albert_park,antonelli,mercedes,2,80120.0,79435.0,78811.0,CLASSIFIED
2026-01-albert_park|hadjar,2026-01-albert_park,hadjar,red_bull,3,80023.0,79653.0,79303.0,CLASSIFIED
2026-01-albert_park|leclerc,2026-01-albert_park,leclerc,ferrari,4,80226.0,79357.0,79327.0,CLASSIFIED
2026-01-albert_park|piastri,2026-01-albert_park,piastri,mclaren,5,79664.0,79525.0,79380.0,CLASSIFIED
2026-01-albert_park|norris,2026-01-albert_park,norris,mclaren,6,80010.0,79882.0,79475.0,CLASSIFIED
2026-01-albert_park|hamilton,2026-01-albert_park,hamilton,ferrari,7,79811.0,79921.0,79478.0,CLASSIFIED
2026-01-albert_park|lawson,2026-01-albert_park,lawson,rb,8,80491.0,80144.0,79994.0,CLASSIFIED
2026-01-albert_park|arvid_lindblad,2026-01-albert_park,arvid_lindblad,rb,9,80409.0,79971.0,81247.0,CLASSIFIED
2026-01-albert_park|bortoleto,2026-01-albert_park,bortoleto,audi,10,80495.0,80221.0,,CLASSIFIED
2026-01-albert_park|hulkenberg,2026-01-albert_park,hulkenberg,audi,11,81024.0,80303.0,,CLASSIFIED
2026-01-albert_park|bearman,2026-01-albert_park,bearman,haas,12,81247.0,80311.0,,CLASSIFIED
2026-01-albert_park|ocon,2026-01-albert_park,ocon,haas,13,80759.0,80491.0,,CLASSIFIED
2026-01-albert_park|gasly,2026-01-albert_park,gasly,alpine,14,81138.0,80501.0,,CLASSIFIED
2026-01-albert_park|albon,2026-01-albert_park,albon,williams,15,81051.0,80941.0,,CLASSIFIED
2026-01-albert_park|colapinto,2026-01-albert_park,colapinto,alpine,16,81200.0,81270.0,,CLASSIFIED
2026-01-albert_park|alonso,2026-01-albert_park,alonso,aston_martin,17,81969.0,,,CLASSIFIED
2026-01-albert_park|perez,2026-01-albert_park,perez,cadillac,18,82605.0,,,CLASSIFIED
2026-01-albert_park|bottas,2026-01-albert_park,bottas,cadillac,19,83244.0,,,CLASSIFIED
2026-02-shanghai|antonelli,2026-02-shanghai,antonelli,mercedes,1,93305.0,92443.0,92064.0,CLASSIFIED
2026-02-shanghai|russell,2026-02-shanghai,russell,mercedes,2,93262.0,92523.0,92286.0,CLASSIFIED
2026-02-shanghai|hamilton,2026-02-shanghai,hamilton,ferrari,3,93522.0,92567.0,92415.0,CLASSIFIED
2026-02-shanghai|leclerc,2026-02-shanghai,leclerc,ferrari,4,93175.0,92486.0,92428.0,CLASSIFIED
2026-02-shanghai|piastri,2026-02-shanghai,piastri,mclaren,5,93590.0,93130.0,92550.0,CLASSIFIED
2026-02-shanghai|norris,2026-02-shanghai,norris,mclaren,6,93535.0,92910.0,92608.0,CLASSIFIED
2026-02-shanghai|gasly,2026-02-shanghai,gasly,alpine,7,93788.0,93003.0,92873.0,CLASSIFIED
