id,race_id,driver_id,expected_pit_stops,tire_management_score,overtake_score,reliability_score,wet_weather_score,safety_car_gain_score
2026-01-albert_park|albon,2026-01-albert_park,albon,,,74.0,100.0,,
2026-02-shanghai|albon,2026-02-shanghai,albon,,,62.0,100.0,,
2026-03-suzuka|albon,2026-03-suzuka,albon,,,50.0,100.0,,
2026-04-miami|albon,2026-04-miami,albon,,,60.0,100.0,,
2026-05-villeneuve|albon,2026-05-villeneuve,albon,,,53.2,100.0,,
2026-06-monaco|albon,2026-06-monaco,albon,,,56.67,100.0,,
2026-07-catalunya|albon,2026-07-catalunya,albon,,,55.71,100.0,,
2026-08-red_bull_ring|albon,2026-08-red_bull_ring,albon,,,56.0,100.0,,
2026-09-silverstone|albon,2026-09-silverstone,albon,,,48.0,100.0,,
2026-10-spa|albon,2026-10-spa,albon,,,48.0,100.0,,
2026-11-hungaroring|albon,2026-11-hungaroring,albon,,,53.0,100.0,,
2026-12-zandvoort|albon,2026-12-zandvoort,albon,,,47.0,100.0,,
2026-01-albert_park|alonso,2026-01-albert_park,alonso,,,42.0,100.0,,
2026-02-shanghai|alonso,2026-02-shanghai,alonso,,,50.0,100.0,,
2026-03-suzuka|alonso,2026-03-suzuka,alonso,,,58.0,100.0,,
2026-04-miami|alonso,2026-04-miami,alonso,,,60.0,100.0,,
2026-05-villeneuve|alonso,2026-05-villeneuve,alonso,,,56.4,100.0,,
2026-06-monaco|alonso,2026-06-monaco,alonso,,,70.0,100.0,,
2026-07-catalunya|alonso,2026-07-catalunya,alonso,,,70.57,100.0,,
2026-08-red_bull_ring|alonso,2026-08-red_bull_ring,alonso,,,71.0,100.0,,
2026-09-silverstone|alonso,2026-09-silverstone,alonso,,,75.0,100.0,,
2026-10-spa|alonso,2026-10-spa,alonso,,,77.0,100.0,,
2026-11-hungaroring|alonso,2026-11-hungaroring,alonso,,,76.0,100.0,,
2026-12-zandvoort|alonso,2026-12-zandvoort,alonso,,,83.0,100.0,,
2026-01-albert_park|antonelli,2026-01-albert_park,antonelli,,,50.0,100.0,,
2026-02-shanghai|antonelli,2026-02-shanghai,antonelli,,,50.0,100.0,,
2026-03-suzuka|antonelli,2026-03-suzuka,antonelli,,,50.0,100.0,,
2026-04-miami|antonelli,2026-04-miami,antonelli,,,50.0,100.0,,
2026-05-villeneuve|antonelli,2026-05-villeneuve,antonelli,,,51.6,100.0,,
2026-06-monaco|antonelli,2026-06-monaco,antonelli,,,51.33,100.0,,
2026-07-catalunya|antonelli,2026-07-catalunya,antonelli,,,36.29,100.0,,
2026-08-red_bull_ring|antonelli,2026-08-red_bull_ring,antonelli,,,39.0,100.0,,
2026-09-silverstone|antonelli,2026-09-silverstone,antonelli,,,25.0,100.0,,
2026-10-spa|antonelli,2026-10-spa,antonelli,,,25.0,100.0,,
2026-11-hungaroring|antonelli,2026-11-hungaroring,antonelli,,,29.0,100.0,,
2026-12-zandvoort|antonelli,2026-12-zandvoort,antonelli,,,30.0,100.0,,
2026-01-albert_park|arvid_lindblad,2026-01-albert_park,arvid_lindblad,,,58.0,100.0,,
2026-02-shanghai|arvid_lindblad,2026-02-shanghai,arvid_lindblad,,,66.0,100.0,,
2026-03-suzuka|arvid_lindblad,2026-03-suzuka,arvid_lindblad,,,50.0,100.0,,
2026-04-miami|arvid_lindblad,2026-04-miami,arvid_lindblad,,,54.0,100.0,,
2026-05-villeneuve|arvid_lindblad,2026-05-villeneuve,arvid_lindblad,,,32.4,100.0,,
2026-06-monaco|arvid_lindblad,2026-06-monaco,arvid_lindblad,,,46.0,100.0,,
2026-07-catalunya|arvid_lindblad,2026-07-catalunya,arvid_lindblad,,,48.86,100.0,,
2026-08-red_bull_ring|arvid_lindblad,2026-08-red_bull_ring,arvid_lindblad,,,49.0,100.0,,
2026-09-silverstone|arvid_lindblad,2026-09-silverstone,arvid_lindblad,,,50.0,100.0,,
2026-10-spa|arvid_lindblad,2026-10-spa,arvid_lindblad,,,45.0,100.0,,
2026-11-hungaroring|arvid_lindblad,2026-11-hungaroring,arvid_lindblad,,,48.0,100.0,,
2026-12-zandvoort|arvid_lindblad,2026-12-zandvoort,arvid_lindblad,,,44.0,100.0,,
2026-01-albert_park|bearman,2026-01-albert_park,bearman,,,90.0,100.0,,
2026-02-shanghai|bearman,2026-02-shanghai,bearman,,,90.0,100.0,,
2026-03-suzuka|bearman,2026-03-suzuka,bearman,,,66.0,100.0,,
