meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1285,11281,1,43,1,1,HARD,0
1285,11281,1,14,1,1,HARD,0
1285,11281,1,18,1,1,HARD,0
1285,11281,1,30,1,5,MEDIUM,0
1285,11281,1,3,1,5,HARD,0
1285,11281,1,55,1,6,HARD,0
1285,11281,1,1,1,5,HARD,0
1285,11281,1,81,1,5,HARD,0
1285,11281,1,23,1,7,HARD,0
1285,11281,1,5,1,6,HARD,0
1285,11281,1,63,1,6,HARD,0
1285,11281,2,55,7,7,HARD,6
1285,11281,1,27,1,5,HARD,0
1285,11281,1,12,1,6,HARD,0
1285,11281,1,16,1,7,HARD,0
1285,11281,1,44,1,6,HARD,0
1285,11281,1,31,1,3,HARD,0
1285,11281,2,14,2,7,HARD,0
1285,11281,2,1,6,6,HARD,0
1285,11281,1,87,1,3,HARD,0
1285,11281,2,31,4,4,HARD,3
1285,11281,2,18,2,7,HARD,1
1285,11281,1,11,1,7,SOFT,0
1285,11281,1,41,1,7,MEDIUM,0
1285,11281,1,77,1,6,MEDIUM,0
1285,11281,2,3,6,7,HARD,5
1285,11281,2,23,8,15,HARD,7
1285,11281,2,27,6,8,HARD,5
1285,11281,1,6,1,7,HARD,0
1285,11281,2,63,7,15,HARD,6
1285,11281,3,1,7,12,HARD,0
1285,11281,3,3,8,8,HARD,7
1285,11281,2,12,7,13,HARD,6
1285,11281,2,6,8,8,HARD,7
1285,11281,2,16,8,13,HARD,7
1285,11281,2,41,8,11,MEDIUM,0
1285,11281,3,31,5,9,HARD,0
1285,11281,2,87,4,8,HARD,3
1285,11281,2,5,7,12,HARD,6
1285,11281,3,27,9,9,HARD,0
1285,11281,2,44,7,13,HARD,6
1285,11281,1,10,1,7,HARD,0
1285,11281,2,77,7,9,MEDIUM,6
1285,11281,3,55,8,15,HARD,7
1285,11281,2,11,8,10,SOFT,7
1285,11281,2,81,6,13,HARD,5
1285,11281,3,14,8,13,SOFT,0
1285,11281,3,18,8,11,SOFT,0
1285,11281,4,27,10,13,HARD,9
1285,11281,3,87,9,16,HARD,8
1285,11281,3,81,14,22,HARD,13
1285,11281,3,77,10,14,MEDIUM,9
1285,11281,3,63,16,23,HARD,15
1285,11281,3,12,14,24,HARD,13
1285,11281,3,16,14,25,HARD,13
1285,11281,4,81,23,23,HARD,22
1285,11281,3,41,12,23,MEDIUM,11
1285,11281,4,31,10,22,HARD,9
1285,11281,3,44,14,27,HARD,13
1285,11281,4,1,13,24,HARD,12
1285,11281,3,5,13,25,HARD,12
1285,11281,2,10,8,21,HARD,7
1285,11281,4,3,9,23,HARD,8
1285,11281,4,18,12,22,SOFT,4
1285,11281,4,14,14,23,SOFT,6
1285,11281,5,27,14,21,HARD,13
1285,11281,4,55,16,29,HARD,15
1285,11281,4,87,17,19,HARD,0
1285,11281,3,6,9,23,HARD,8
1285,11281,3,11,11,23,SOFT,10
1285,11281,4,77,15,23,MEDIUM,14
1285,11281,5,81,24,28,SOFT,0
1285,11281,5,1,25,28,SOFT,0
1285,11281,4,63,24,31,SOFT,0
1285,11281,4,12,25,29,SOFT,0
1285,11281,3,10,22,25,SOFT,0
1285,11281,5,55,30,32,SOFT,0
1285,11281,4,16,26,32,SOFT,0
1285,11281,5,77,24,24,SOFT,0
1285,11281,5,87,20,22,MEDIUM,0
1285,11281,5,3,24,27,SOFT,0
1285,11281,4,5,26,29,SOFT,0
1285,11281,4,11,24,24,MEDIUM,0
1285,11281,4,6,24,25,SOFT,0
1285,11281,5,18,23,26,MEDIUM,0
1285,11281,5,14,24,27,MEDIUM,0
1285,11281,4,44,28,32,SOFT,0
1285,11281,6,27,22,24,SOFT,0
1285,11281,4,41,24,29,SOFT,0
1285,11281,5,31,23,28,MEDIUM,0
1285,11281,6,55,33,36,SOFT,3
1285,11281,6,81,29,32,HARD,23
1285,11281,6,1,29,32,SOFT,4
1285,11281,5,63,32,35,HARD,23
1285,11281,6,77,25,28,SOFT,1
1285,11281,5,12,30,33,SOFT,5
1285,11281,6,3,28,31,SOFT,4
1285,11281,5,6,26,29,SOFT,2
1285,11281,4,10,26,29,SOFT,0
1285,11281,5,16,33,36,SOFT,7
1285,11281,6,87,23,26,MEDIUM,3
1285,11281,6,14,28,31,SOFT,16
1285,11281,5,11,25,28,MEDIUM,1
1285,11281,5,44,33,36,SOFT,5
1285,11281,5,41,30,33,MEDIUM,23
1285,11281,5,5,30,33,SOFT,4
1285,11281,6,18,27,30,MEDIUM,4
1285,11281,7,27,25,28,SOFT,3
1285,11281,6,31,29,32,HARD,22
