meeting_key,session_key,date,driver_number,lap_number,category,flag,scope,sector,qualifying_phase,message
1286,11299,2026-06-07T12:20:01+00:00,,1,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1286,11299,2026-06-07T12:22:10+00:00,,1,Other,,,,,INCIDENT INVOLVING CAR 11 (PER) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT (14:20:23)
1286,11299,2026-06-07T12:25:25+00:00,,1,Flag,YELLOW,Sector,18.0,,YELLOW IN TRACK SECTOR 18
1286,11299,2026-06-07T12:26:04+00:00,,1,Flag,CLEAR,Sector,18.0,,CLEAR IN TRACK SECTOR 18
1286,11299,2026-06-07T12:30:01+00:00,,1,Other,,,,,PIT EXIT CLOSED
1286,11299,2026-06-07T12:33:08+00:00,,1,Other,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT (14:20:23)
1286,11299,2026-06-07T12:45:25+00:00,,1,Other,,,,,RISK OF RAIN FOR THE F1 RACE IS 0%
1286,11299,2026-06-07T12:57:03+00:00,,1,Other,,,,,OVERTAKE DISABLED
1286,11299,2026-06-07T13:03:11.903000+00:00,,1,SessionStatus,,,,,SESSION STARTED
1286,11299,2026-06-07T13:03:12+00:00,,1,Flag,GREEN,Track,,,GREEN LIGHT - PIT EXIT OPEN
1286,11299,2026-06-07T13:03:17+00:00,,1,Flag,DOUBLE YELLOW,Sector,19.0,,DOUBLE YELLOW IN TRACK SECTOR 19
1286,11299,2026-06-07T13:03:32+00:00,,1,Flag,CLEAR,Sector,19.0,,CLEAR IN TRACK SECTOR 19
1286,11299,2026-06-07T13:04:20+00:00,,1,Other,,,,,OVERTAKE ENABLED
1286,11299,2026-06-07T13:06:24+00:00,,3,Other,,,,,INCIDENT INVOLVING CAR 63 (RUS) NOTED - FALSE START - OUT OF POSITION (15:03:11)
1286,11299,2026-06-07T13:09:34+00:00,,5,Other,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 63 (RUS) REVIEWED NO FURTHER INVESTIGATION - FALSE START - OUT OF POSITION (15:03:11)
1286,11299,2026-06-07T13:10:09+00:00,,6,Other,,,,,INCIDENT INVOLVING CAR 11 (PER) NOTED - FALSE START - OUT OF POSITION (15:03:08)
1286,11299,2026-06-07T13:10:20+00:00,,6,Other,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) UNDER INVESTIGATION - FALSE START - OUT OF POSITION (15:03:08)
1286,11299,2026-06-07T13:14:10+00:00,,9,Other,,,,,FIA STEWARDS: DRIVE THROUGH PENALTY FOR CAR 11 (PER) - FALSE START - OUT OF POSITION (15:03:08)
1286,11299,2026-06-07T13:16:02+00:00,87.0,10,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:16:01
1286,11299,2026-06-07T13:16:11+00:00,5.0,11,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:16:10
1286,11299,2026-06-07T13:16:20+00:00,5.0,11,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:16:19
1286,11299,2026-06-07T13:16:32+00:00,77.0,11,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:16:32
1286,11299,2026-06-07T13:16:34+00:00,,11,Other,,,,,FIA STEWARDS: PENALTY SERVED - DRIVE THROUGH PENALTY FOR CAR 11 (PER) - FALSE START - OUT OF POSITION (15:03:08)
1286,11299,2026-06-07T13:17:10+00:00,87.0,11,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:17:09
1286,11299,2026-06-07T13:17:20+00:00,5.0,11,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:17:19
1286,11299,2026-06-07T13:17:33+00:00,77.0,12,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:17:33
1286,11299,2026-06-07T13:18:08+00:00,87.0,12,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:18:08
1286,11299,2026-06-07T13:18:28+00:00,11.0,12,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:18:27
1286,11299,2026-06-07T13:18:28+00:00,5.0,12,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:18:28
1286,11299,2026-06-07T13:18:41+00:00,77.0,13,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:18:41
1286,11299,2026-06-07T13:19:30+00:00,87.0,13,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:19:30
1286,11299,2026-06-07T13:19:45+00:00,87.0,13,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:19:45
1286,11299,2026-06-07T13:19:49+00:00,11.0,13,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:19:48
1286,11299,2026-06-07T13:19:59+00:00,5.0,14,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:19:58
1286,11299,2026-06-07T13:20:04+00:00,,14,Other,,,,,CAR 55 (SAI) TIME 1:18.858 DELETED - TRACK LIMITS AT TURN 16 LAP 12 15:19:04
1286,11299,2026-06-07T13:20:12+00:00,5.0,14,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:20:12
1286,11299,2026-06-07T13:20:32+00:00,77.0,14,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:20:32
1286,11299,2026-06-07T13:20:55+00:00,77.0,14,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:20:55
1286,11299,2026-06-07T13:22:06+00:00,18.0,15,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:22:06
1286,11299,2026-06-07T13:22:09+00:00,,15,Other,,,,,CAR 23 (ALB) TIME 1:18.836 DELETED - TRACK LIMITS AT TURN 10 LAP 14 15:21:23
1286,11299,2026-06-07T13:22:28+00:00,11.0,15,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:22:27
1286,11299,2026-06-07T13:23:02+00:00,18.0,16,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:23:01
1286,11299,2026-06-07T13:23:58+00:00,87.0,17,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:23:58
1286,11299,2026-06-07T13:24:04+00:00,14.0,17,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:24:03
1286,11299,2026-06-07T13:24:16+00:00,14.0,17,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:24:15
1286,11299,2026-06-07T13:24:16+00:00,5.0,17,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:24:16
1286,11299,2026-06-07T13:24:31+00:00,77.0,17,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:24:31
1286,11299,2026-06-07T13:24:45+00:00,18.0,17,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:24:45
1286,11299,2026-06-07T13:25:02+00:00,14.0,17,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:25:01
1286,11299,2026-06-07T13:25:50+00:00,87.0,18,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:25:49
1286,11299,2026-06-07T13:25:56+00:00,87.0,18,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 15:25:55
1286,11299,2026-06-07T13:27:21+00:00,14.0,19,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:27:20
1286,11299,2026-06-07T13:27:27+00:00,14.0,19,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:27:26
1286,11299,2026-06-07T13:28:19+00:00,,20,Other,,,,,CAR 43 (COL) TIME 1:18.809 DELETED - TRACK LIMITS AT TURN 10 LAP 15 15:22:49
1286,11299,2026-06-07T13:28:24+00:00,,20,Other,,,,,CAR 41 (LIN) TIME 1:19.406 DELETED - TRACK LIMITS AT TURN 10 LAP 17 15:25:29
1286,11299,2026-06-07T13:28:29+00:00,,20,Other,,,,,CAR 18 (STR) TIME 1:19.611 DELETED - TRACK LIMITS AT TURN 10 LAP 17 15:26:06
1286,11299,2026-06-07T13:28:36+00:00,,20,Other,,,,,CAR 5 (BOR) TIME 1:18.330 DELETED - TRACK LIMITS AT TURN 10 LAP 17 15:26:29
1286,11299,2026-06-07T13:33:23+00:00,,24,Other,,,,,CAR 16 (LEC) TIME 1:17.884 DELETED - TRACK LIMITS AT TURN 10 LAP 23 15:32:30
1286,11299,2026-06-07T13:36:28+00:00,,26,Other,,,,,CAR 87 (BEA) TIME 1:19.137 DELETED - TRACK LIMITS AT TURN 10 LAP 24 15:35:43
1286,11299,2026-06-07T13:36:42+00:00,31.0,27,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:36:41
1286,11299,2026-06-07T13:36:50+00:00,31.0,27,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:36:50
1286,11299,2026-06-07T13:37:48+00:00,,27,Other,,,,,CAR 87 (BEA) TIME 1:18.683 DELETED - TRACK LIMITS AT TURN 10 LAP 25 15:37:02
1286,11299,2026-06-07T13:40:14+00:00,27.0,29,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 15:40:14
1286,11299,2026-06-07T13:40:32+00:00,41.0,30,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 15:40:32
1286,11299,2026-06-07T13:41:15+00:00,43.0,30,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:41:14
1286,11299,2026-06-07T13:41:23+00:00,43.0,30,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:41:23
1286,11299,2026-06-07T13:41:45+00:00,,31,Other,,,,,CAR 87 (BEA) LAP DELETED - TRACK LIMITS AT TURN 16 LAP 28 15:41:14 (PIT)
1286,11299,2026-06-07T13:42:09+00:00,55.0,31,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:42:09
1286,11299,2026-06-07T13:42:27+00:00,55.0,31,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:42:27
1286,11299,2026-06-07T13:42:45+00:00,,31,Other,,,,,CAR 6 (HAD) TIME 1:19.074 DELETED - TRACK LIMITS AT TURN 10 LAP 27 15:38:06
1286,11299,2026-06-07T13:42:48+00:00,,31,Other,,,,,CAR 27 (HUL) TIME 1:19.870 DELETED - TRACK LIMITS AT TURN 10 LAP 29 15:41:18
1286,11299,2026-06-07T13:43:56+00:00,23.0,32,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:43:56
1286,11299,2026-06-07T13:45:03+00:00,,33,Other,,,,,INCIDENT INVOLVING CAR 44 (HAM) NOTED - SPEEDING IN THE PIT LANE (15:39:17)
1286,11299,2026-06-07T13:45:06+00:00,,33,Other,,,,,CAR 5 (BOR) TIME 1:18.765 DELETED - TRACK LIMITS AT TURN 10 LAP 30 15:43:26
1286,11299,2026-06-07T13:45:33+00:00,,33,Other,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 44 (HAM) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE (15:39:17)
1286,11299,2026-06-07T13:45:53+00:00,,34,Other,,,,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 44 (HAM) - SPEEDING IN THE PIT LANE (15:39:17)
1286,11299,2026-06-07T13:45:55+00:00,,34,Other,,,,,CAR 12 (ANT) TIME 1:16.862 DELETED - TRACK LIMITS AT TURN 10 LAP 33 15:45:05
1286,11299,2026-06-07T13:46:00+00:00,30.0,34,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:45:59
1286,11299,2026-06-07T13:46:11+00:00,30.0,34,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:46:10
1286,11299,2026-06-07T13:46:28+00:00,6.0,34,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 15:46:27
1286,11299,2026-06-07T13:48:15+00:00,,36,Other,,,,,CAR 1 (NOR) TIME 1:20.230 DELETED - TRACK LIMITS AT TURN 10 LAP 33 15:46:09
1286,11299,2026-06-07T13:48:16+00:00,,36,Other,,,,,CAR 1 (NOR) TIME 1:20.230 DELETED - TRACK LIMITS AT TURN 16 LAP 33 15:46:22
1286,11299,2026-06-07T13:48:43+00:00,,36,Other,,,,,CAR 41 (LIN) TIME 1:20.074 DELETED - TRACK LIMITS AT TURN 10 LAP 33 15:46:33
1286,11299,2026-06-07T13:48:54+00:00,11.0,36,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:48:53
1286,11299,2026-06-07T13:49:37+00:00,,37,Other,,,,,INCIDENT INVOLVING CAR 63 (RUS) NOTED - SPEEDING IN THE PIT LANE (15:43:46)
1286,11299,2026-06-07T13:49:49+00:00,,37,Other,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 63 (RUS) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE (15:43:46)
1286,11299,2026-06-07T13:51:38+00:00,,38,Other,,,,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 63 (RUS) - SPEEDING IN THE PIT LANE (15:43:46)
1286,11299,2026-06-07T13:52:59+00:00,31.0,39,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:52:58
1286,11299,2026-06-07T13:53:03+00:00,,39,Other,,,,,TURN 10 INCIDENT INVOLVING CAR 11 (PER) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE (15:49:57)
1286,11299,2026-06-07T13:53:09+00:00,,39,Other,,,,,CAR 11 (PER) TIME 1:21.476 DELETED - TRACK LIMITS AT TURN 10 LAP 35 15:49:58
1286,11299,2026-06-07T13:53:27+00:00,27.0,39,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 15:53:26
1286,11299,2026-06-07T13:53:29+00:00,23.0,39,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:53:28
1286,11299,2026-06-07T13:53:37+00:00,41.0,40,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 15:53:37
1286,11299,2026-06-07T13:53:56+00:00,55.0,40,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:53:56
1286,11299,2026-06-07T13:54:07+00:00,5.0,40,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:54:07
1286,11299,2026-06-07T13:54:15+00:00,5.0,40,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:54:15
1286,11299,2026-06-07T13:54:25+00:00,5.0,40,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:54:25
1286,11299,2026-06-07T13:54:27+00:00,43.0,40,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:54:27
1286,11299,2026-06-07T13:54:29+00:00,5.0,40,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:54:29
1286,11299,2026-06-07T13:55:24+00:00,11.0,41,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:55:23
1286,11299,2026-06-07T13:55:30+00:00,11.0,41,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:55:29
1286,11299,2026-06-07T13:55:31+00:00,18.0,41,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:55:30
1286,11299,2026-06-07T13:55:40+00:00,,41,Other,,,,,INCIDENT INVOLVING CAR 43 (COL) NOTED - SPEEDING IN THE PIT LANE (15:49:40)
1286,11299,2026-06-07T13:55:48+00:00,18.0,41,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:55:47
1286,11299,2026-06-07T13:56:00+00:00,31.0,41,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:55:59
1286,11299,2026-06-07T13:56:06+00:00,31.0,41,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:56:05
1286,11299,2026-06-07T13:56:06+00:00,,41,Other,,,,,FIA STEWARDS: TURN 10 INCIDENT INVOLVING CAR 11 (PER) REVIEWED NO FURTHER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE (15:49:57)
1286,11299,2026-06-07T13:56:23+00:00,27.0,42,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 15:56:22
1286,11299,2026-06-07T13:56:23+00:00,,42,Other,,,,,TURN 10 INCIDENT INVOLVING CAR 18 (STR) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE (15:52:29)
1286,11299,2026-06-07T13:56:29+00:00,,42,Other,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 43 (COL) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE (15:49:40)
1286,11299,2026-06-07T13:56:33+00:00,,42,Other,,,,,CAR 18 (STR) TIME 1:19.008 DELETED - TRACK LIMITS AT TURN 10 LAP 37 15:52:29
1286,11299,2026-06-07T13:56:36+00:00,41.0,42,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 15:56:35
1286,11299,2026-06-07T13:56:50+00:00,55.0,42,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:56:50
1286,11299,2026-06-07T13:57:12+00:00,,42,Other,,,,,CAR 18 (STR) TIME 1:19.192 DELETED - TRACK LIMITS AT TURN 10 LAP 38 15:53:49
1286,11299,2026-06-07T13:57:47+00:00,,43,Other,,,,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 43 (COL) - SPEEDING IN THE PIT LANE (15:49:40)
1286,11299,2026-06-07T13:58:02+00:00,30.0,43,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:58:02
1286,11299,2026-06-07T13:58:29+00:00,5.0,43,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 15:58:29
1286,11299,2026-06-07T13:58:53+00:00,11.0,44,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:58:53
1286,11299,2026-06-07T13:59:33+00:00,,44,Other,,,,,INCIDENT INVOLVING CAR 63 (RUS) NOTED - CROSSING THE LINE AT PIT EXIT (15:44:14)
1286,11299,2026-06-07T13:59:42+00:00,23.0,44,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:59:41
1286,11299,2026-06-07T14:00:16+00:00,,45,Other,,,,,CAR 18 (STR) TIME 1:18.995 DELETED - TRACK LIMITS AT TURN 10 LAP 42 15:59:09
1286,11299,2026-06-07T14:01:02+00:00,5.0,45,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 16:01:02
1286,11299,2026-06-07T14:01:12+00:00,11.0,45,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:01:12
1286,11299,2026-06-07T14:01:21+00:00,11.0,46,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:01:20
1286,11299,2026-06-07T14:01:33+00:00,,46,Other,,,,,CAR 1 (NOR) LAP DELETED - TRACK LIMITS AT TURN 16 LAP 44 16:00:56 (PIT)
1286,11299,2026-06-07T14:03:44+00:00,18.0,47,Flag,BLACK AND WHITE,Driver,,,BLACK AND WHITE FLAG FOR CAR 18 (STR) - TRACK LIMITS
1286,11299,2026-06-07T14:05:24+00:00,18.0,49,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:05:24
1286,11299,2026-06-07T14:05:30+00:00,6.0,49,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 16:05:30
1286,11299,2026-06-07T14:05:37+00:00,6.0,49,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 16:05:37
1286,11299,2026-06-07T14:05:48+00:00,6.0,49,Flag,BLUE,Driver,,,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 16:05:47
