date,session_key,wind_speed,track_temperature,wind_direction,rainfall,meeting_key,pressure,humidity,air_temperature
2026-06-07T12:41:17.075000+00:00,11299,0.5,41.0,150,0,1286,1021.8,63.0,23.9
2026-06-07T12:42:17.072000+00:00,11299,0.5,41.0,150,0,1286,1021.8,63.0,23.9
2026-06-07T12:43:17.071000+00:00,11299,0.6,36.5,162,0,1286,1021.9,62.2,23.7
2026-06-07T12:44:17.072000+00:00,11299,0.6,37.4,14,0,1286,1021.8,61.0,23.6
2026-06-07T12:45:17.072000+00:00,11299,1.0,37.7,8,0,1286,1021.8,60.7,23.7
2026-06-07T12:46:17.073000+00:00,11299,0.6,39.4,147,0,1286,1021.8,59.2,23.8
2026-06-07T12:47:17.073000+00:00,11299,0.6,39.4,147,0,1286,1021.8,59.2,23.8
2026-06-07T12:48:17.073000+00:00,11299,0.0,36.2,0,0,1286,1021.7,61.1,23.6
2026-06-07T12:49:17.073000+00:00,11299,0.3,30.9,105,0,1286,1021.8,61.0,23.8
2026-06-07T12:50:17.074000+00:00,11299,1.5,38.9,233,0,1286,1021.8,59.2,23.7
2026-06-07T12:51:17.074000+00:00,11299,0.5,37.4,1,0,1286,1021.8,60.1,23.7
2026-06-07T12:52:17.087000+00:00,11299,1.3,28.1,347,0,1286,1021.8,63.0,23.6
2026-06-07T12:53:17.087000+00:00,11299,1.3,28.1,347,0,1286,1021.8,63.0,23.6
2026-06-07T12:54:17.087000+00:00,11299,0.4,41.0,277,0,1286,1021.7,62.0,23.7
2026-06-07T12:55:17.088000+00:00,11299,0.6,40.6,177,0,1286,1021.7,64.0,23.5
2026-06-07T12:56:17.088000+00:00,11299,0.0,41.2,0,0,1286,1021.8,64.0,23.6
2026-06-07T12:57:17.079000+00:00,11299,0.9,41.3,357,0,1286,1021.9,62.8,23.6
2026-06-07T12:58:17.080000+00:00,11299,1.2,40.2,2,0,1286,1021.7,61.5,23.7
2026-06-07T12:59:17.083000+00:00,11299,0.8,41.0,21,0,1286,1021.8,60.5,23.7
2026-06-07T13:00:17.093000+00:00,11299,0.4,46.0,305,0,1286,1021.7,60.5,23.6
2026-06-07T13:01:17.093000+00:00,11299,0.6,42.0,290,0,1286,1021.7,61.3,23.6
2026-06-07T13:02:17.093000+00:00,11299,0.6,41.5,338,0,1286,1021.7,62.6,23.6
2026-06-07T13:03:17.090000+00:00,11299,0.9,43.1,296,0,1286,1021.6,61.8,23.7
2026-06-07T13:04:17.093000+00:00,11299,0.9,43.1,296,0,1286,1021.6,61.8,23.7
2026-06-07T13:05:17.081000+00:00,11299,3.5,42.3,201,0,1286,1021.7,60.7,23.9
2026-06-07T13:06:17.093000+00:00,11299,1.0,42.2,254,0,1286,1021.7,61.6,24.0
2026-06-07T13:07:17.088000+00:00,11299,1.5,42.7,240,0,1286,1021.7,60.6,24.0
2026-06-07T13:08:17.088000+00:00,11299,1.1,42.9,202,0,1286,1021.6,60.4,24.1
2026-06-07T13:09:17.089000+00:00,11299,3.0,43.1,199,0,1286,1021.7,60.0,24.1
2026-06-07T13:10:17.089000+00:00,11299,1.9,43.2,188,0,1286,1021.7,59.6,24.1
2026-06-07T13:11:17.092000+00:00,11299,1.1,43.2,227,0,1286,1021.6,60.0,24.0
2026-06-07T13:12:17.096000+00:00,11299,0.4,43.8,195,0,1286,1021.6,59.1,24.1
2026-06-07T13:13:17.396000+00:00,11299,1.2,43.8,213,0,1286,1021.6,58.7,24.1
2026-06-07T13:14:17.100000+00:00,11299,1.1,43.5,216,0,1286,1021.7,57.8,24.2
2026-06-07T13:15:17.116000+00:00,11299,1.1,43.5,216,0,1286,1021.7,57.8,24.2
2026-06-07T13:16:17.101000+00:00,11299,1.3,43.9,207,0,1286,1021.6,57.6,24.2
2026-06-07T13:17:17.099000+00:00,11299,1.0,43.6,175,0,1286,1021.6,57.0,24.1
2026-06-07T13:18:17.098000+00:00,11299,2.4,43.6,216,0,1286,1021.6,56.7,24.3
2026-06-07T13:19:17.106000+00:00,11299,2.6,43.5,193,0,1286,1021.6,57.5,24.3
2026-06-07T13:20:17.108000+00:00,11299,0.7,43.6,148,0,1286,1021.5,57.2,24.4
2026-06-07T13:21:17.108000+00:00,11299,1.3,43.4,203,0,1286,1021.6,57.0,24.5
2026-06-07T13:22:17.121000+00:00,11299,0.6,43.6,223,0,1286,1021.5,58.0,24.4
2026-06-07T13:23:17.120000+00:00,11299,1.1,43.3,234,0,1286,1021.5,58.6,24.4
2026-06-07T13:24:17.109000+00:00,11299,0.0,43.3,0,0,1286,1021.5,57.8,24.4
2026-06-07T13:25:17.106000+00:00,11299,0.9,43.3,146,0,1286,1021.4,58.1,24.5
2026-06-07T13:26:17.112000+00:00,11299,0.9,43.3,146,0,1286,1021.4,58.1,24.5
2026-06-07T13:27:17.104000+00:00,11299,1.0,43.1,198,0,1286,1021.4,59.3,24.4
2026-06-07T13:28:17.116000+00:00,11299,1.2,43.4,186,0,1286,1021.5,59.7,24.3
2026-06-07T13:29:17.124000+00:00,11299,1.9,43.1,203,0,1286,1021.4,59.3,24.3
2026-06-07T13:30:17.120000+00:00,11299,1.9,43.2,182,0,1286,1021.6,59.5,24.3
2026-06-07T13:31:17.117000+00:00,11299,1.3,43.3,190,0,1286,1021.4,59.3,24.3
2026-06-07T13:32:17.121000+00:00,11299,1.4,43.6,188,0,1286,1021.6,59.3,24.3
2026-06-07T13:33:17.105000+00:00,11299,0.3,43.7,189,0,1286,1021.4,59.6,24.3
2026-06-07T13:34:17.107000+00:00,11299,1.7,43.4,184,0,1286,1021.5,59.8,24.2
2026-06-07T13:35:17.109000+00:00,11299,0.9,43.5,172,0,1286,1021.5,59.7,24.3
2026-06-07T13:36:17.117000+00:00,11299,1.5,43.7,198,0,1286,1021.4,59.5,24.2
2026-06-07T13:37:17.113000+00:00,11299,1.5,43.7,198,0,1286,1021.4,59.5,24.2
2026-06-07T13:38:17.117000+00:00,11299,1.7,43.3,181,0,1286,1021.5,59.1,24.2
2026-06-07T13:39:17.125000+00:00,11299,1.6,43.8,172,0,1286,1021.4,59.1,24.3
2026-06-07T13:40:17.119000+00:00,11299,0.6,43.7,169,0,1286,1021.4,59.6,24.3
2026-06-07T13:41:17.125000+00:00,11299,0.6,43.7,169,0,1286,1021.4,59.6,24.1
2026-06-07T13:42:17.122000+00:00,11299,1.5,43.5,158,0,1286,1021.4,59.6,24.4
2026-06-07T13:43:17.124000+00:00,11299,0.7,43.7,136,0,1286,1021.4,59.7,24.3
2026-06-07T13:44:17.133000+00:00,11299,1.1,43.7,206,0,1286,1021.4,60.0,24.2
2026-06-07T13:45:17.142000+00:00,11299,0.9,43.7,175,0,1286,1021.3,60.4,24.4
2026-06-07T13:46:17.134000+00:00,11299,0.9,43.8,171,0,1286,1021.3,60.1,24.4
2026-06-07T13:47:17.144000+00:00,11299,0.8,43.6,158,0,1286,1021.3,60.7,24.3
2026-06-07T13:48:17.150000+00:00,11299,0.8,43.6,158,0,1286,1021.3,60.7,24.3
2026-06-07T13:49:17.144000+00:00,11299,0.5,43.7,193,0,1286,1021.4,60.6,24.1
2026-06-07T13:50:17.145000+00:00,11299,1.9,43.3,181,0,1286,1021.3,60.3,24.1
2026-06-07T13:51:17.149000+00:00,11299,1.0,43.4,198,0,1286,1021.3,59.6,24.1
2026-06-07T13:52:17.146000+00:00,11299,1.9,43.0,193,0,1286,1021.3,59.7,24.0
2026-06-07T13:53:17.152000+00:00,11299,1.2,42.6,211,0,1286,1021.3,59.9,24.0
2026-06-07T13:54:17.142000+00:00,11299,1.2,43.0,159,0,1286,1021.3,60.3,23.9
2026-06-07T13:55:17.142000+00:00,11299,0.9,43.2,178,0,1286,1021.4,61.0,23.8
2026-06-07T13:56:17.146000+00:00,11299,0.9,43.2,178,0,1286,1021.4,61.0,23.8
2026-06-07T13:57:17.146000+00:00,11299,1.1,42.6,171,0,1286,1021.3,59.3,24.0
2026-06-07T13:58:17.153000+00:00,11299,0.6,42.8,174,0,1286,1021.4,59.5,23.9
2026-06-07T13:59:17.158000+00:00,11299,0.6,42.8,174,0,1286,1021.4,59.5,23.9
2026-06-07T14:00:17.175000+00:00,11299,1.0,43.0,154,0,1286,1021.3,60.3,23.9
2026-06-07T14:01:17.144000+00:00,11299,1.0,43.0,154,0,1286,1021.3,60.3,23.9
2026-06-07T14:02:17.141000+00:00,11299,0.5,43.3,159,0,1286,1021.3,59.9,23.9
2026-06-07T14:03:17.147000+00:00,11299,0.8,42.7,148,0,1286,1021.3,59.9,23.9
2026-06-07T14:04:17.145000+00:00,11299,0.6,42.9,193,0,1286,1021.3,59.8,24.0
2026-06-07T14:05:17.157000+00:00,11299,0.6,42.9,143,0,1286,1021.3,60.0,24.0
2026-06-07T14:06:17.154000+00:00,11299,0.9,42.7,172,0,1286,1021.3,60.0,24.0
2026-06-07T14:07:17.158000+00:00,11299,1.2,41.1,213,0,1286,1021.3,59.9,24.0
2026-06-07T14:08:17.158000+00:00,11299,0.9,40.8,225,0,1286,1021.3,60.0,24.0
2026-06-07T14:09:17.158000+00:00,11299,1.1,40.4,177,0,1286,1021.4,60.4,24.0
2026-06-07T14:10:17.190000+00:00,11299,1.1,40.4,177,0,1286,1021.4,60.4,24.0
2026-06-07T14:11:17.190000+00:00,11299,1.4,39.2,177,0,1286,1021.2,59.5,23.9
2026-06-07T14:12:17.185000+00:00,11299,1.5,38.8,193,0,1286,1021.3,59.7,23.8
2026-06-07T14:13:17.178000+00:00,11299,1.5,38.5,196,0,1286,1021.3,59.9,23.8
2026-06-07T14:14:17.177000+00:00,11299,1.2,37.4,214,0,1286,1021.3,60.2,23.8
2026-06-07T14:15:17.169000+00:00,11299,0.8,37.9,170,0,1286,1021.3,60.3,23.8
2026-06-07T14:16:17.182000+00:00,11299,1.3,37.4,183,0,1286,1021.2,60.6,23.8
2026-06-07T14:17:17.174000+00:00,11299,2.1,37.2,197,0,1286,1021.3,61.3,23.8
2026-06-07T14:18:17.245000+00:00,11299,0.6,37.5,149,0,1286,1021.2,61.0,23.9
2026-06-07T14:19:17.200000+00:00,11299,1.4,36.9,193,0,1286,1021.2,60.8,24.1
2026-06-07T14:20:17.216000+00:00,11299,1.4,36.6,208,0,1286,1021.2,60.7,24.0
2026-06-07T14:21:17.213000+00:00,11299,0.6,36.7,163,0,1286,1021.2,60.4,23.9
2026-06-07T14:22:17.214000+00:00,11299,0.6,36.1,171,0,1286,1021.2,60.5,23.8
2026-06-07T14:23:17.197000+00:00,11299,1.1,35.5,239,0,1286,1021.2,61.5,23.7
2026-06-07T14:24:17.235000+00:00,11299,0.4,35.8,331,0,1286,1021.3,61.7,23.7
2026-06-07T14:25:17.204000+00:00,11299,2.0,36.2,182,0,1286,1021.2,62.2,23.6
2026-06-07T14:26:17.236000+00:00,11299,0.5,36.3,153,0,1286,1021.4,63.3,23.5
2026-06-07T14:27:17.236000+00:00,11299,2.2,35.6,197,0,1286,1021.3,62.2,23.5
2026-06-07T14:28:17.227000+00:00,11299,0.5,35.9,182,0,1286,1021.3,62.5,23.6
2026-06-07T14:29:17.242000+00:00,11299,0.7,35.6,177,0,1286,1021.3,61.8,23.6
2026-06-07T14:30:17.235000+00:00,11299,3.2,35.5,212,0,1286,1021.3,62.0,23.6
2026-06-07T14:31:17.234000+00:00,11299,1.0,35.6,178,0,1286,1021.3,62.5,23.5
2026-06-07T14:32:17.234000+00:00,11299,1.0,34.3,224,0,1286,1021.4,61.7,23.6
2026-06-07T14:33:17.235000+00:00,11299,0.7,34.2,214,0,1286,1021.3,61.5,23.6
2026-06-07T14:34:17.228000+00:00,11299,0.4,35.1,33,0,1286,1021.3,62.8,23.6
2026-06-07T14:35:17.252000+00:00,11299,0.4,35.1,33,0,1286,1021.3,62.8,23.6
2026-06-07T14:36:17.241000+00:00,11299,1.7,34.9,189,0,1286,1021.3,64.4,23.4
2026-06-07T14:37:17.239000+00:00,11299,0.4,34.4,163,0,1286,1021.4,64.6,23.4
2026-06-07T14:38:17.239000+00:00,11299,0.0,35.1,0,0,1286,1021.3,65.7,23.3
2026-06-07T14:39:17.242000+00:00,11299,0.7,34.1,324,0,1286,1021.3,64.9,23.4
2026-06-07T14:40:17.242000+00:00,11299,0.4,34.2,185,0,1286,1021.3,64.0,23.3
2026-06-07T14:41:17.234000+00:00,11299,1.0,33.8,337,0,1286,1021.3,65.5,23.3
2026-06-07T14:42:17.232000+00:00,11299,0.4,34.4,357,0,1286,1021.3,65.7,23.3
2026-06-07T14:43:17.247000+00:00,11299,0.4,34.4,357,0,1286,1021.3,65.7,23.3
2026-06-07T14:44:17.234000+00:00,11299,0.7,34.5,165,0,1286,1021.3,66.1,23.4
2026-06-07T14:45:17.234000+00:00,11299,0.7,34.5,165,0,1286,1021.3,66.1,23.4
2026-06-07T14:46:17.248000+00:00,11299,0.6,34.6,25,0,1286,1021.2,64.9,23.3
2026-06-07T14:47:17.239000+00:00,11299,0.0,34.3,0,0,1286,1021.2,65.6,23.3
2026-06-07T14:48:17.244000+00:00,11299,0.8,34.3,12,0,1286,1021.1,65.0,23.3
2026-06-07T14:49:17.246000+00:00,11299,0.0,34.3,0,0,1286,1021.1,65.4,23.3
2026-06-07T14:50:17.245000+00:00,11299,0.8,34.1,15,0,1286,1021.2,65.1,23.3
2026-06-07T14:51:17.246000+00:00,11299,1.1,32.6,316,0,1286,1021.2,65.4,23.2
2026-06-07T14:52:17.261000+00:00,11299,0.5,33.6,9,0,1286,1021.1,66.5,23.2
2026-06-07T14:53:17.256000+00:00,11299,0.4,33.6,348,0,1286,1021.2,67.9,23.1
2026-06-07T14:54:17.241000+00:00,11299,0.4,33.6,348,0,1286,1021.2,67.9,23.1
2026-06-07T14:55:17.256000+00:00,11299,1.0,33.3,341,0,1286,1021.1,68.1,23.0
2026-06-07T14:56:17.257000+00:00,11299,0.0,33.6,0,0,1286,1021.1,68.0,23.0
2026-06-07T14:57:17.252000+00:00,11299,0.6,33.6,325,0,1286,1021.1,68.9,23.0
2026-06-07T14:58:17.258000+00:00,11299,1.4,32.6,231,0,1286,1021.0,67.5,23.0
2026-06-07T14:59:17.260000+00:00,11299,1.4,32.6,231,0,1286,1021.0,67.5,23.0
2026-06-07T15:00:17.249000+00:00,11299,0.0,33.3,0,0,1286,1021.1,68.6,22.9
2026-06-07T15:01:17.250000+00:00,11299,0.5,32.9,316,0,1286,1021.1,67.5,23.0
2026-06-07T15:02:17.259000+00:00,11299,0.4,33.5,333,0,1286,1021.1,67.3,23.0
2026-06-07T15:03:17.263000+00:00,11299,0.5,32.9,7,0,1286,1021.0,67.8,23.0
2026-06-07T15:04:17.262000+00:00,11299,0.0,33.5,0,0,1286,1021.0,67.6,23.0
2026-06-07T15:05:17.313000+00:00,11299,0.0,33.5,0,0,1286,1021.0,67.6,23.0
2026-06-07T15:06:17.276000+00:00,11299,0.5,33.5,4,0,1286,1021.0,68.0,23.0
2026-06-07T15:07:17.259000+00:00,11299,0.0,33.6,0,0,1286,1021.0,68.2,23.0
2026-06-07T15:08:17.259000+00:00,11299,0.6,33.2,349,0,1286,1021.0,68.0,23.0
2026-06-07T15:09:17.277000+00:00,11299,0.4,33.5,359,0,1286,1021.1,66.6,23.0
2026-06-07T15:10:17.268000+00:00,11299,0.5,33.4,352,0,1286,1021.1,66.9,23.0
2026-06-07T15:11:17.268000+00:00,11299,1.2,32.2,229,0,1286,1021.1,66.3,23.1
2026-06-07T15:12:17.259000+00:00,11299,0.4,33.3,169,0,1286,1021.1,66.5,23.0
2026-06-07T15:13:17.284000+00:00,11299,0.6,33.1,31,0,1286,1021.1,68.0,23.0
2026-06-07T15:14:17.279000+00:00,11299,0.4,33.2,141,0,1286,1021.1,67.5,23.0
2026-06-07T15:15:17.276000+00:00,11299,0.6,33.2,125,0,1286,1021.0,67.8,23.0
2026-06-07T15:16:17.288000+00:00,11299,0.6,33.2,125,0,1286,1021.0,67.8,23.0
2026-06-07T15:17:17.298000+00:00,11299,0.7,33.3,124,0,1286,1021.1,65.7,23.1
2026-06-07T15:18:17.289000+00:00,11299,0.0,33.2,0,0,1286,1021.0,65.0,23.2
2026-06-07T15:19:17.289000+00:00,11299,0.5,33.0,144,0,1286,1021.1,64.6,23.2
2026-06-07T15:20:17.288000+00:00,11299,1.5,33.1,210,0,1286,1021.0,64.7,23.3
2026-06-07T15:21:17.277000+00:00,11299,1.1,33.0,173,0,1286,1021.0,64.3,23.4
2026-06-07T15:22:17.291000+00:00,11299,1.0,32.5,240,0,1286,1021.0,63.9,23.5
2026-06-07T15:23:17.284000+00:00,11299,0.7,32.5,206,0,1286,1020.9,63.1,23.6
2026-06-07T15:24:17.281000+00:00,11299,0.5,32.8,190,0,1286,1021.0,63.5,23.6
2026-06-07T15:25:17.284000+00:00,11299,2.8,32.5,200,0,1286,1020.9,63.6,23.6
2026-06-07T15:26:17.288000+00:00,11299,0.5,32.2,205,0,1286,1021.0,63.1,23.6
2026-06-07T15:27:17.296000+00:00,11299,0.5,32.2,205,0,1286,1021.0,63.1,23.6
2026-06-07T15:28:17.282000+00:00,11299,2.0,32.2,206,0,1286,1021.0,63.1,23.6
2026-06-07T15:29:17.292000+00:00,11299,0.6,32.3,207,0,1286,1021.0,63.0,23.6
2026-06-07T15:30:17.289000+00:00,11299,0.4,32.0,170,0,1286,1020.9,63.5,23.5
2026-06-07T15:31:17.283000+00:00,11299,0.0,31.9,0,0,1286,1021.0,63.9,23.5
2026-06-07T15:32:17.290000+00:00,11299,0.5,31.3,254,0,1286,1020.9,64.3,23.5
2026-06-07T15:33:17.300000+00:00,11299,0.7,31.9,7,0,1286,1020.9,64.9,23.4
2026-06-07T15:34:17.302000+00:00,11299,0.7,31.9,7,0,1286,1020.9,64.9,23.4
2026-06-07T15:35:17.297000+00:00,11299,0.0,31.9,0,0,1286,1020.9,65.8,23.3
