meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1286,11299,1,3,1,1,MEDIUM,0
1286,11299,1,5,1,0,SOFT,0
1286,11299,1,77,1,0,SOFT,0
1286,11299,1,87,1,0,MEDIUM,0
1286,11299,1,14,1,2,MEDIUM,0
1286,11299,1,11,1,3,SOFT,0
1286,11299,1,18,1,3,MEDIUM,0
1286,11299,1,31,1,8,MEDIUM,0
1286,11299,2,11,4,8,MEDIUM,0
1286,11299,1,27,1,11,MEDIUM,0
1286,11299,2,77,1,15,MEDIUM,0
1286,11299,1,44,1,27,MEDIUM,0
1286,11299,2,87,1,27,HARD,0
1286,11299,1,63,1,30,MEDIUM,0
1286,11299,1,6,1,31,MEDIUM,0
1286,11299,1,16,1,34,MEDIUM,0
1286,11299,1,43,1,34,MEDIUM,0
1286,11299,1,12,1,36,MEDIUM,0
1286,11299,1,1,1,43,MEDIUM,0
1286,11299,1,23,1,42,MEDIUM,0
1286,11299,2,5,1,42,HARD,0
1286,11299,1,30,1,43,MEDIUM,0
1286,11299,1,10,1,44,MEDIUM,0
1286,11299,1,81,1,47,MEDIUM,0
1286,11299,1,55,1,51,MEDIUM,0
1286,11299,2,18,4,56,SOFT,0
1286,11299,2,27,12,57,HARD,0
1286,11299,2,44,28,59,HARD,0
1286,11299,2,81,48,58,HARD,0
1286,11299,2,14,3,57,SOFT,0
1286,11299,2,16,35,59,HARD,0
1286,11299,3,5,43,57,MEDIUM,0
1286,11299,2,12,37,60,HARD,0
1286,11299,2,6,32,59,HARD,0
1286,11299,1,41,1,58,MEDIUM,0
1286,11299,2,63,31,59,HARD,0
1286,11299,2,55,52,58,SOFT,0
1286,11299,2,23,43,58,SOFT,0
1286,11299,2,31,9,58,HARD,0
1286,11299,3,27,58,58,HARD,0
1286,11299,2,10,45,59,HARD,0
1286,11299,2,43,35,58,HARD,0
1286,11299,3,81,59,59,SOFT,4
1286,11299,3,44,60,60,SOFT,4
1286,11299,3,14,58,58,SOFT,0
1286,11299,3,16,60,60,SOFT,4
1286,11299,2,30,44,59,SOFT,4
1286,11299,3,11,9,58,MEDIUM,5
1286,11299,4,5,58,58,MEDIUM,0
1286,11299,4,16,61,64,SOFT,5
1286,11299,3,12,61,65,SOFT,4
1286,11299,4,44,61,65,SOFT,5
1286,11299,3,6,60,65,HARD,28
1286,11299,3,63,60,65,SOFT,4
1286,11299,2,41,59,64,MEDIUM,0
1286,11299,3,55,59,64,SOFT,7
1286,11299,4,27,59,64,HARD,0
1286,11299,3,23,59,64,SOFT,16
1286,11299,3,31,59,64,HARD,50
1286,11299,3,10,60,65,HARD,0
1286,11299,4,11,59,64,SOFT,0
1286,11299,4,81,60,65,SOFT,5
1286,11299,4,14,59,64,SOFT,0
1286,11299,3,43,59,64,HARD,24
1286,11299,5,5,59,64,SOFT,0
1286,11299,3,30,60,65,SOFT,0
1286,11299,3,41,65,66,MEDIUM,65
1286,11299,4,55,65,66,SOFT,13
1286,11299,4,23,65,66,SOFT,22
1286,11299,4,31,65,66,HARD,56
1286,11299,5,27,65,66,HARD,53
1286,11299,5,14,65,66,SOFT,7
1286,11299,4,43,65,66,HARD,0
1286,11299,5,11,65,66,SOFT,6
1286,11299,6,5,65,66,SOFT,0
1286,11299,4,12,66,67,SOFT,9
1286,11299,5,44,66,67,SOFT,10
1286,11299,4,6,66,67,HARD,34
1286,11299,4,63,66,67,SOFT,10
1286,11299,4,10,66,67,HARD,0
1286,11299,5,81,66,67,SOFT,11
1286,11299,4,30,66,67,SOFT,26
1286,11299,4,41,67,67,SOFT,0
1286,11299,5,55,67,67,SOFT,0
1286,11299,5,23,67,67,SOFT,6
1286,11299,5,31,67,67,SOFT,0
1286,11299,6,27,67,67,SOFT,0
1286,11299,6,14,67,67,SOFT,8
1286,11299,5,43,67,67,SOFT,0
1286,11299,6,11,67,67,SOFT,6
1286,11299,7,5,67,67,SOFT,0
1286,11299,6,55,68,70,SOFT,4
1286,11299,5,63,68,71,SOFT,4
1286,11299,5,12,68,78,SOFT,4
1286,11299,6,44,68,78,SOFT,4
1286,11299,5,10,68,78,SOFT,4
1286,11299,5,6,68,78,SOFT,4
1286,11299,6,81,68,78,SOFT,4
1286,11299,5,30,68,78,SOFT,6
1286,11299,5,41,68,78,SOFT,0
1286,11299,6,23,68,78,SOFT,6
1286,11299,7,27,68,78,SOFT,0
1286,11299,6,31,68,78,SOFT,0
1286,11299,7,11,68,78,SOFT,0
1286,11299,7,14,68,78,SOFT,8
1286,11299,8,5,68,78,SOFT,0
1286,11299,6,63,72,78,SOFT,8
1286,11299,6,43,68,78,SOFT,0
