meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1286,11299,12,1,2026-06-07T13:03:11.903000+00:00,25.453,36.931,20.513,187.0,187.0,False,82.897,"[2049, 2051, 2051, 2051, 2051, 2051]","[2049, 2051, 2049, 2051, 2049, 2049, 2051, 2051, 2051, 2051]","[2051, 2051, 2051, 2051, 2051, 2051]",264.0
1286,11299,44,1,2026-06-07T13:03:11.903000+00:00,26.613,37.275,20.837,178.0,187.0,False,84.725,"[2051, 2049, 2049, 2049, 2049, 2049]","[2051, 2049, 2051, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",266.0
1286,11299,16,1,2026-06-07T13:03:11.903000+00:00,27.261,37.54,21.112,172.0,182.0,False,85.913,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",266.0
1286,11299,6,1,2026-06-07T13:03:11.903000+00:00,27.733,38.197,21.155,169.0,181.0,False,87.085,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",263.0
1286,11299,63,1,2026-06-07T13:03:11.903000+00:00,28.439,38.369,21.245,161.0,177.0,False,88.053,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2051]",265.0
1286,11299,81,1,2026-06-07T13:03:11.903000+00:00,29.144,38.91,21.687,148.0,181.0,False,89.741,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",266.0
1286,11299,10,1,2026-06-07T13:03:11.903000+00:00,29.557,39.269,21.649,151.0,178.0,False,90.475,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",268.0
1286,11299,1,1,2026-06-07T13:03:11.903000+00:00,29.994,39.379,21.696,151.0,181.0,False,91.069,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",265.0
1286,11299,30,1,2026-06-07T13:03:11.903000+00:00,30.602,39.584,21.586,148.0,179.0,False,91.772,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051]",269.0
1286,11299,23,1,2026-06-07T13:03:11.903000+00:00,30.752,40.148,21.575,154.0,173.0,False,92.475,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",266.0
1286,11299,55,1,2026-06-07T13:03:11.903000+00:00,31.189,40.537,21.921,159.0,172.0,False,93.647,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",270.0
1286,11299,27,1,2026-06-07T13:03:11.903000+00:00,31.586,40.462,22.068,161.0,173.0,False,94.116,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2051]",267.0
1286,11299,43,1,2026-06-07T13:03:11.903000+00:00,31.991,40.912,22.197,146.0,173.0,False,95.1,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",269.0
1286,11299,11,1,2026-06-07T13:03:11.903000+00:00,32.283,41.311,21.803,155.0,174.0,False,95.397,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2049]",259.0
1286,11299,41,1,2026-06-07T13:03:11.903000+00:00,32.209,42.161,21.886,145.0,174.0,False,96.256,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",269.0
1286,11299,31,1,2026-06-07T13:03:11.903000+00:00,32.937,41.916,22.06,143.0,178.0,False,96.913,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2051]",263.0
1286,11299,14,1,2026-06-07T13:03:11.903000+00:00,33.573,41.903,22.14,164.0,171.0,False,97.616,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",259.0
1286,11299,18,1,2026-06-07T13:03:11.903000+00:00,34.31,42.992,22.142,151.0,175.0,False,99.444,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 0]",260.0
1286,11299,77,1,2026-06-07T13:03:11.903000+00:00,33.935,43.033,41.429,161.0,173.0,False,118.397,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2064, 2064, 2064]",259.0
1286,11299,5,1,2026-06-07T13:03:11.903000+00:00,35.156,42.861,41.083,147.0,166.0,False,119.1,"[None, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2064, 2064, 2064]",265.0
1286,11299,87,1,2026-06-07T13:03:11.903000+00:00,33.43,42.941,46.792,132.0,172.0,False,123.163,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2064, 2064, 2064]",259.0
1286,11299,12,2,2026-06-07T13:04:34.800000+00:00,20.656,36.552,20.445,186.0,189.0,False,77.653,"[2051, 2051, 2049, 2051, 2051, 2049]","[2049, 2049, 2049, 2051, 2048, 2049, 2051, 2048, 2048, 2051]","[2051, 2048, 2048, 2051, 2049]",266.0
1286,11299,44,2,2026-06-07T13:04:36.628000+00:00,21.163,36.847,20.735,191.0,189.0,False,78.745,"[2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2048, 2048, 2049, 2048, 2049, 2049, 2049, 2049]","[2049, 2048, 2049, 2049, 2049, 2049]",262.0
1286,11299,16,2,2026-06-07T13:04:37.816000+00:00,20.968,36.826,20.759,198.0,185.0,False,78.553,"[None, 2049, 2049, 2049, 2049, 2049]","[2051, 2049, 2049, 2049, 2048, 2049, 2049, 2048, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",267.0
1286,11299,6,2,2026-06-07T13:04:38.988000+00:00,21.167,37.22,20.791,191.0,184.0,False,79.178,"[None, 2049, 2049, 2049, 2049, 2051]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",267.0
1286,11299,63,2,2026-06-07T13:04:39.956000+00:00,21.335,37.577,21.114,174.0,180.0,False,80.026,"[None, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2048, 2049, 2048, 2049, 2049, 2048, 2048, 2049]","[2049, 2049, 2048, 2049, 2048, 2048]",269.0
1286,11299,81,2,2026-06-07T13:04:41.644000+00:00,21.54,37.617,21.297,179.0,184.0,False,80.454,"[None, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2048, 2049, 2049, 2048, 2049, 2049]","[2049, 2049, 2049, 2048, 2048, 2048]",268.0
1286,11299,10,2,2026-06-07T13:04:42.378000+00:00,21.782,37.45,21.483,184.0,182.0,False,80.715,"[None, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2048, 2049]","[2049, 2049, 2049, 2048, 2048, 2048]",279.0
1286,11299,1,2,2026-06-07T13:04:42.972000+00:00,21.738,37.534,21.412,178.0,177.0,False,80.684,"[None, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2048, 2048, 2049]","[2048, 2049, 2049, 2049, 2049, 2049]",273.0
