season,round,event_name,session_code,driver,team,regulation_era,session_weight,lap_count,representative_lap_s,best_lap_s,long_run_lap_s,long_run_degradation_s,top_speed_kph,air_temp_c,track_temp_c,humidity_pct,rainfall_flag,wind_speed_mps,wind_direction_deg,gap_to_session_best_s,pace_rank,gap_to_teammate_s
2026,10,Belgian Grand Prix,FP3,ALB,Williams,regulations_2026_reset,0.65,11,109.57466666666669,107.99,117.118,-1.9518571428571445,312.0,19.981818181818177,33.709090909090904,60.28181818181818,False,1.7272727272727273,322.3636363636364,1.7420000000000044,9.0,-0.2217499999999859
2026,10,Belgian Grand Prix,FP3,ALO,Aston Martin,regulations_2026_reset,0.65,8,113.87666666666665,110.155,135.166,-17.117999999999995,303.0,19.925,34.3,60.8,False,1.4625,202.375,6.0439999999999685,18.0,-0.45725000000001614
2026,10,Belgian Grand Prix,FP3,ANT,Mercedes,regulations_2026_reset,0.65,5,118.579,105.99,119.55,24.924000000000007,306.0,20.160000000000004,33.04,59.9,False,1.7799999999999998,308.8,10.746333333333311,22.0,0.48116666666666674
2026,10,Belgian Grand Prix,FP3,BEA,Haas F1 Team,regulations_2026_reset,0.65,13,109.53033333333333,107.92,111.9152,-0.03144444444444458,314.0,20.084615384615386,33.65384615384616,59.97692307692307,False,1.4538461538461538,246.92307692307693,1.697666666666649,8.0,-0.326666666666668
2026,10,Belgian Grand Prix,FP3,BOR,Audi,regulations_2026_reset,0.65,10,109.91266666666667,107.049,120.15099999999998,4.372166666666668,308.0,19.869999999999997,34.18,60.55,False,1.1800000000000002,270.2,2.079999999999984,12.0,0.5370000000000061
2026,10,Belgian Grand Prix,FP3,BOT,Cadillac,regulations_2026_reset,0.65,16,110.44149999999998,108.644,122.759,1.2454000000000007,309.0,20.0,34.19375,60.675,False,1.5187499999999998,227.625,2.608833333333294,17.0,0.0056666666666558285
2026,10,Belgian Grand Prix,FP3,COL,Alpine,regulations_2026_reset,0.65,13,109.79416666666668,107.904,116.27533333333334,-2.6190000000000015,312.0,20.053846153846152,33.75384615384615,60.28461538461538,False,1.3000000000000003,241.69230769230768,1.961500000000001,11.0,0.38358333333334826
2026,10,Belgian Grand Prix,FP3,GAS,Alpine,regulations_2026_reset,0.65,13,109.02699999999999,107.949,118.81400000000001,3.815125,310.0,20.00769230769231,34.06923076923077,60.099999999999994,False,1.2153846153846155,262.46153846153845,1.1943333333333044,7.0,-0.38358333333334826
2026,10,Belgian Grand Prix,FP3,HAD,Red Bull Racing,regulations_2026_reset,0.65,12,109.71266666666666,107.096,116.14470000000001,0.5104444444444438,311.0,20.166666666666664,34.59166666666666,59.74166666666667,False,1.7166666666666668,234.0,1.8799999999999812,10.0,-3.0377500000000026
2026,10,Belgian Grand Prix,FP3,HAM,Ferrari,regulations_2026_reset,0.65,11,108.36666666666666,106.382,113.68528571428571,-2.041166666666669,315.0,19.96363636363636,33.945454545454545,60.354545454545466,False,1.5636363636363635,258.1818181818182,0.5339999999999776,4.0,-0.8202500000000015
2026,10,Belgian Grand Prix,FP3,HUL,Audi,regulations_2026_reset,0.65,12,108.83866666666667,106.924,122.29466666666667,-0.702375,321.0,19.8,33.98333333333333,61.275,False,1.2583333333333335,199.75,1.005999999999986,6.0,-0.5369999999999919
2026,10,Belgian Grand Prix,FP3,LAW,Racing Bulls,regulations_2026_reset,0.65,17,108.25033333333333,107.294,118.83892307692307,3.4324999999999997,317.0,19.994117647058825,34.1764705882353,60.10588235294117,False,0.9882352941176471,197.88235294117646,0.41766666666664776,3.0,-0.07183333333334474
2026,10,Belgian Grand Prix,FP3,LEC,Ferrari,regulations_2026_reset,0.65,9,110.00716666666666,106.75,121.113,6.846333333333334,306.0,20.077777777777776,33.86666666666667,60.05555555555556,False,1.2333333333333332,221.88888888888889,2.1744999999999806,13.0,0.8202500000000015
2026,10,Belgian Grand Prix,FP3,LIN,Racing Bulls,regulations_2026_reset,0.65,14,108.394,107.176,113.82936363636364,0.025,317.0,19.864285714285717,33.714285714285715,60.50714285714286,False,0.9357142857142856,228.85714285714286,0.561333333333323,5.0,0.07183333333333053
2026,10,Belgian Grand Prix,FP3,NOR,McLaren,regulations_2026_reset,0.65,13,107.83266666666668,106.129,113.20422222222221,2.491249999999999,312.0,19.83076923076923,33.607692307692304,60.61538461538461,False,1.3461538461538463,251.92307692307693,0.0,1.0,-0.07008333333331507
2026,10,Belgian Grand Prix,FP3,OCO,Haas F1 Team,regulations_2026_reset,0.65,13,110.18366666666667,108.73,113.00155555555557,-0.3901249999999994,309.0,20.03846153846154,33.46923076923077,60.33846153846154,False,1.5461538461538462,242.07692307692307,2.350999999999985,15.0,0.326666666666668
2026,10,Belgian Grand Prix,FP3,PER,Cadillac,regulations_2026_reset,0.65,14,110.43016666666666,108.99,119.89233333333333,0.3206249999999997,312.0,19.835714285714285,33.75714285714285,61.13571428571429,False,1.45,271.7142857142857,2.5974999999999824,16.0,-0.0056666666666558285
2026,10,Belgian Grand Prix,FP3,PIA,McLaren,regulations_2026_reset,0.65,12,107.97283333333333,106.785,116.62675,0.3279999999999989,314.0,19.900000000000002,33.81666666666667,60.26666666666667,False,1.3333333333333333,258.25,0.14016666666664435,2.0,0.07008333333332928
2026,10,Belgian Grand Prix,FP3,RUS,Mercedes,regulations_2026_reset,0.65,6,117.61666666666666,106.357,123.01425,1.7540000000000002,309.0,20.3,33.75000000000001,59.75,False,1.5833333333333333,288.1666666666667,9.783999999999978,21.0,-0.48116666666666674
2026,10,Belgian Grand Prix,FP3,SAI,Williams,regulations_2026_reset,0.65,13,110.01816666666666,108.692,114.93875,-2.097428571428572,313.0,20.138461538461538,33.96923076923077,59.8,False,1.4461538461538461,265.2307692307692,2.1854999999999762,14.0,0.2217499999999859
2026,10,Belgian Grand Prix,FP3,STR,Aston Martin,regulations_2026_reset,0.65,8,114.79116666666668,110.631,136.231,-11.187999999999988,299.0,19.975,34.3625,60.5,False,1.375,233.625,6.958500000000001,19.0,0.45725000000001614
2026,10,Belgian Grand Prix,FP3,VER,Red Bull Racing,regulations_2026_reset,0.65,6,115.78816666666667,106.138,114.51249999999999,-12.120999999999995,302.0,20.116666666666667,33.71666666666666,59.63333333333333,False,0.9499999999999998,239.66666666666666,7.9554999999999865,20.0,3.0377500000000026
